Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,03-Jan-23,51301898052,£549.21,J & G GROUNDWORKS & SURFACING,COMPANY,Highways - Rights of Way,Highways - Rights of Way,Highways - Bridges
Cambridgeshire County Council,03-Jan-23,51301899510,£552.00,Integrate Families,TRADE SUPPLIER,Regional Adoption Agency,Adoption Support Fund,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301897485,£567.90,Magic Words Therapy Limited,EDUCATION,Early Years Specialist Support,Procurement - TA Therapy in Schools,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301898945,£575.00,The Dyslexia Association,CHARITY,IFD - Multi-Agency Safeguarding Hub (MASH),IFD - Multi-Agency Safeguarding Hub (MASH),Computer hardware - purchase
Cambridgeshire County Council,03-Jan-23,51301910485,£595.70,Redacted Personal Data,INDIVIDUAL,Home to School Transport - Special,Home to School Transport Special - Post 16,Home to School - Contract
Cambridgeshire County Council,03-Jan-23,51301910562,£599.00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Cottenham Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301899331,£600.00,Pathfinder Legal Services Limited,TRADE SUPPLIER,LA maintained Early Years Provision,LA maintained Early Years Provision,Construction - External Professional Fees
Cambridgeshire County Council,03-Jan-23,51301906104,£604.80,Apex,CARE ESTABLISHMENT,Adoption Allowances,Adoption Allowances,Adoption Allowances
Cambridgeshire County Council,03-Jan-23,51301898776,£604.80,CAE Technology Servcies,COMPANY,ICT Service,ICT Service Sales,Materials for resale
Cambridgeshire County Council,03-Jan-23,51301898779,£604.80,CAE Technology Servcies,COMPANY,ICT Service,ICT Service Sales,Materials for resale
Cambridgeshire County Council,03-Jan-23,51301897550,£609.84,CLEAR CHANNEL UK LTD,COMPANY,Park & Ride Parking,Drummer Street,Grounds Maintenance
Cambridgeshire County Council,03-Jan-23,51301910567,£611.00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Bassingbourn Childrens Centre,Business rates
Cambridgeshire County Council,03-Jan-23,51301910501,£611.00,CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,42 Castle St,Business rates
Cambridgeshire County Council,03-Jan-23,51301898966,£611.52,Pathfinder Legal Services Limited,TRADE SUPPLIER,Legal Proceedings,Legal Proceedings,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301896989,£612.00,SECURITY GATES AND DOORS,PARTNERSHIP,County Farms,County Farms,County Farms Maintenance
Cambridgeshire County Council,03-Jan-23,51301910551,£624.00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Willingham Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301906116,£625.00,THOMAS DRYER BEERS,TRADE SUPPLIER,Cambs Music Head of Business Development,Cambs Music Business Development,Grounds Maintenance
Cambridgeshire County Council,03-Jan-23,51301906113,£636.00,INDUSTRIAL WATER JETTING SYSTEMS LTD(IWJS),COMPANY,Park & Ride Parking,Park and Ride Admin,Building Repair and Maintenance
Cambridgeshire County Council,03-Jan-23,51301910572,£644.00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,County Farms,County Farms,Business rates
Cambridgeshire County Council,03-Jan-23,51301910533,£661.00,EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Soham Children's Centre,Business rates
Cambridgeshire County Council,03-Jan-23,51301899068,£689.77,HUGHES TV & AUDIO LTD T/A TRADE ELECTRICALS DIRECT,TRADE SUPPLIER,South Care Leaving,South Care Leaving,Leaving Care Grants
Cambridgeshire County Council,03-Jan-23,51301910375,£714.00,1ST REACTION SECURITY LIMITED,TRADE SUPPLIER,Corporate Offices,County Offices General,Security Equipment
Cambridgeshire County Council,03-Jan-23,51301910515,£742.00,CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,33 Haviland Way CB4 2RE,Business rates
Cambridgeshire County Council,03-Jan-23,51301908643,£742.44,Decathlon UK,TRADE SUPPLIER,Grafham Water,Grafham Water Centre,Educational equipment
Cambridgeshire County Council,03-Jan-23,51301910502,£749.00,CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Rock Road Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301897421,£750.00,J & P PLANT LTD,COMPANY,Highways Maintenance,Highways Maintenance - Works,Grass Cutting
Cambridgeshire County Council,03-Jan-23,51301896588,£756.00,SECURITY GATES AND DOORS,PARTNERSHIP,County Farms,County Farms,County Farms Maintenance
Cambridgeshire County Council,03-Jan-23,51301910602,£756.05,Redacted Personal Data,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,03-Jan-23,51301899526,£788.40,Blossoms Play Therapy,EDUCATION,SEND Specialist Services - Sensory Support,Sensory Support 0 - 25,Non-Curriculum expenses
Cambridgeshire County Council,03-Jan-23,51301910504,£798.00,CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Arbury Court Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301910526,£798.00,EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Burwell House,Burwell House Residential Centre,Business rates
Cambridgeshire County Council,03-Jan-23,51301897420,£800.00,J & P PLANT LTD,COMPANY,Highways Maintenance,Highways Maintenance - Works,Grass Cutting
Cambridgeshire County Council,03-Jan-23,51301910536,£823.00,EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Soham Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301899259,£826.74,NOTTINGHAM REHAB SUPPLIES LTD,TRADE SUPPLIER,Reablement Assessment Services,Reablement OT Team,Specialist Equipment For Service Delivery
Cambridgeshire County Council,03-Jan-23,51301910473,£838.89,Redacted Personal Data,FOSTER PARENT,Fostering,FCP allowances,Adoption Allowances
Cambridgeshire County Council,03-Jan-23,51301910601,£840.00,Redacted Personal Data,INDIVIDUAL,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,03-Jan-23,51301896685,£844.00,ELKLAN TRAINING LIMITED T/A ELKLAN,TRADE SUPPLIER,Early Years,DFE EY Professional Development Fund 2019-22,Educational Materials
Cambridgeshire County Council,03-Jan-23,51301910570,£848.00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Papworth Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301910342,£864.00,NATIONAL TEACHING & ADVISORY SERVICE FOR LOOKED AFTER CHILDREN (NT & AS),OTHER PUBLIC BODIES,Out of School Tuition,Out of School Provision - Education and Settings,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910556,£886.00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Park & Ride Parking,Waterbeach Park & Ride,Business rates
Cambridgeshire County Council,03-Jan-23,51301910514,£923.00,CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Milton Road Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301907678,£926.10,FOSTER BUILDING SERVICES LTD,COMPANY,County Farms,County Farms,County Farms Maintenance unplanned
Cambridgeshire County Council,03-Jan-23,51301898164,£960.00,Matchtech Group (Holdings) Limited,COMPANY,PD - General,Major Infrastructure Delivery,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301910584,£982.89,Redacted Personal Data,INDIVIDUAL,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,03-Jan-23,51301910540,"£1,035.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Waste Disposal incl PFI,Thriplow HWRC,Business rates
Cambridgeshire County Council,03-Jan-23,51301910519,"£1,035.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Burwell Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301910552,"£1,048.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Bar Hill Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301898924,"£1,080.00",YOUNG PEOPLE MARCH LTD,LOCAL CLUBS & GROUPS,Out of School Tuition,Out of School Provision - Education and Settings,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910513,"£1,123.00",CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Park & Ride Parking,Guided Busway,Business rates
Cambridgeshire County Council,03-Jan-23,51301910529,"£1,148.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Bottisham Locality and Children's Centre,Business rates
Cambridgeshire County Council,03-Jan-23,51301910564,"£1,160.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Great Shelford Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301910550,"£1,160.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Whittlesford Highways Depot,Business rates
Cambridgeshire County Council,03-Jan-23,51301899011,"£1,172.38",Team Q Maintenance Ltd,COMPANY,BM - Corporate Offices,Building Maintenance,Building Stuctural Maintenance - Planned
Cambridgeshire County Council,03-Jan-23,51301910483,"£1,181.10",Redacted Personal Data,PARENT/GUARDIAN,Home to School Transport - Special,Home to School Transport Special - Special School,Home to School - Contract
Cambridgeshire County Council,03-Jan-23,51301910555,"£1,185.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Waste Disposal incl PFI,Milton HWRC,Business rates
Cambridgeshire County Council,03-Jan-23,51301898773,"£1,200.00",PricewaterhouseCoopers,TRADE SUPPLIER,Professional Finance,CCC Finance,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301901023,"£1,248.40",ROYAL MAIL,TRADE SUPPLIER,Information Management,Resources Franking Machine,Postage & Carriage
Cambridgeshire County Council,03-Jan-23,51301908026,"£1,296.85",GASKELL REFURBISHMENTS LTD,COMPANY,County Farms,County Farms,County Farms Maintenance
Cambridgeshire County Council,03-Jan-23,51301910479,"£1,300.00",Redacted Personal Data,INDIVIDUAL,County Farms,County Farms,County Farms Maintenance unplanned
Cambridgeshire County Council,03-Jan-23,51301910516,"£1,330.00",CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Preschools,Business rates
Cambridgeshire County Council,03-Jan-23,51301910558,"£1,347.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Capital Receipts Expenses,Capital Receipts Expenses,Business rates
Cambridgeshire County Council,03-Jan-23,51301910559,"£1,435.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Whittlesford Highways Depot,Business rates
Cambridgeshire County Council,03-Jan-23,51301910549,"£1,485.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,"Comberton Road, Toft",Business rates
Cambridgeshire County Council,03-Jan-23,51301898802,"£1,500.00",Protocol Education,EDUCATION,Schools - Secondaries,Pilgrim Pru,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301899498,"£1,512.00",b2b partnerships Ltd,COMPANY,Internal Audit,Audit Division,Recruitment Advertising
Cambridgeshire County Council,03-Jan-23,51301899609,"£1,517.19",THE SALVATION ARMY,CHARITY,LAC Placements,Placements - 16+,Childrens Lodgings
Cambridgeshire County Council,03-Jan-23,51301896973,"£1,535.69",SC Electrical Contracting Ltd,COMPANY,County Farms,County Farms,County Farms Maintenance unplanned
Cambridgeshire County Council,03-Jan-23,51301897457,"£1,564.20",Pathfinder Legal Services Limited,TRADE SUPPLIER,Domestic Violence & Sexual Violence,MHCLG Grant,External Legal Fees
Cambridgeshire County Council,03-Jan-23,51301910481,"£1,569.71",Low Carbon Contracts Company Ltd,COMPANY,County Farms,"Triangle Solar Farm, Soham",Electricity
Cambridgeshire County Council,03-Jan-23,51301898143,"£1,582.24",J & G GROUNDWORKS & SURFACING,COMPANY,Highways - Rights of Way,Highways - Rights of Way,Highways - Bridges
Cambridgeshire County Council,03-Jan-23,51301910531,"£1,584.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Witchford Highways Depot,Business rates
Cambridgeshire County Council,03-Jan-23,51301896953,"£1,649.05",Cheeky Baby Products Ltd,COMPANY,Waste - RECAP,Waste Recap,Specialist Supplies and Materials
Cambridgeshire County Council,03-Jan-23,51301898798,"£1,704.00",Tile Hill Interim & Executive Ltd,COMPANY,P&C Executive Director,Executive Director - People & Communities,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301896927,"£1,723.90",Conduent Public Sector LTD,TRADE SUPPLIER,Parking Enforcement,Civil Parking Enforcement,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301896930,"£1,839.60",Sotham Engineering Services Limited,COMPANY,Investment in the CCC Asset Portfolio,Spokes - Hot-Desking Mobile Unit,Mobile - Buildings
Cambridgeshire County Council,03-Jan-23,51301899580,"£1,871.10",Inspire EHC Ltd,COMPANY,Out of School Tuition,SEND Specialist Services - SEMH Support Programme,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301899119,"£1,952.45",Team Q Maintenance Ltd,COMPANY,BM - Corporate Offices,Building Maintenance,Building Structural Maintenance - Reactive
Cambridgeshire County Council,03-Jan-23,51301899013,"£1,958.16",Team Q Maintenance Ltd,COMPANY,BM - Corporate Offices,Building Maintenance,Building Structural Maintenance - Reactive
Cambridgeshire County Council,03-Jan-23,51301899263,"£1,965.36",Team Q Maintenance Ltd,COMPANY,BM - Corporate Offices,Building Maintenance,Building Structural Maintenance - Reactive
Cambridgeshire County Council,03-Jan-23,51301910579,"£2,027.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Histon Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301910480,"£2,152.62",Low Carbon Contracts Company Ltd,COMPANY,County Farms,"Triangle Solar Farm, Soham",Electricity
Cambridgeshire County Council,03-Jan-23,51301897546,"£2,175.12",CHS GROUP,CARE ESTABLISHMENT,LD - Head of Service,Head of LDP,Domiciliary Care
Cambridgeshire County Council,03-Jan-23,51301898898,"£2,181.84",CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Mental Health Commissioning,Mental Health Commissioning,Residential Care - Property Voids
Cambridgeshire County Council,03-Jan-23,51301910557,"£2,202.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Gamlingay First (Former School),Business rates
Cambridgeshire County Council,03-Jan-23,51301898875,"£2,296.80",Pathfinder Legal Services Limited,TRADE SUPPLIER,LD - Young Adults Staffing,LD - Young Adults - Staffing,External Legal Fees
Cambridgeshire County Council,03-Jan-23,51301910577,"£2,304.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Cambs Music Head of Business Development,Cambs Music Business Development,Business rates
Cambridgeshire County Council,03-Jan-23,51301897720,"£2,362.81",Aurora Fairway School (Beechkeys Ltd ),EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301897716,"£2,362.81",Aurora Fairway School (Beechkeys Ltd ),EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910472,"£2,364.21",Redacted Personal Data,PARENT/GUARDIAN,Children's Disability Direct Payments,CSC Direct Payments,Direct Payments
Cambridgeshire County Council,03-Jan-23,51301910518,"£2,383.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Waste Disposal incl PFI,Witchford HWRC,Business rates
Cambridgeshire County Council,03-Jan-23,51301910565,"£2,458.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Sackville House (Cambourne),Business rates
Cambridgeshire County Council,03-Jan-23,51301910433,"£2,473.00",GRETTON SCHOOL,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910434,"£2,473.00",GRETTON SCHOOL,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910431,"£2,473.00",GRETTON SCHOOL,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910430,"£2,473.00",GRETTON SCHOOL,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301896920,"£2,533.51",ATKINS LTD,COMPANY,TIPF - Strategy & Scheme Dev,TIPF - Strategy & Scheme Dev,Construction - External Professional Fees
Cambridgeshire County Council,03-Jan-23,51301908546,"£2,550.00",AIR QUALITY CONSULTATIONS LIMITED,TRADE SUPPLIER,"County Planning, Minerals & Waste","County Planning, Minerals & Waste",Consultancy
Cambridgeshire County Council,03-Jan-23,51301898968,"£2,555.28",Team Q Maintenance Ltd,COMPANY,Condition Survey Works,Signet Court CB5 8LA CS22050108,"New Construction, Conversion and Renovation"
Cambridgeshire County Council,03-Jan-23,51301898221,"£2,640.00",Panoramic Associates,COMPANY,PH COMF,PH - Contain Outbreak Management Fund,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301898163,"£2,688.00",Matchtech Group (Holdings) Limited,COMPANY,PD - General,Major Infrastructure Delivery,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301896941,"£2,816.70",THE ONE GROUP,TRADE SUPPLIER,Enduring Transmission Grant,Enduring Transmission Grant,Advertising / Publicity (non Recruitment)
Cambridgeshire County Council,03-Jan-23,51301910547,"£2,842.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Sackville House (Cambourne),Business rates
Cambridgeshire County Council,03-Jan-23,51301897532,"£2,844.00",Permanent Futures Ltd,COMPANY,Educations Systems,Educations System,IT Software
Cambridgeshire County Council,03-Jan-23,51301899258,"£2,872.02",Team Q Maintenance Ltd,COMPANY,BM - Corporate Offices,Building Maintenance,Building Structural Maintenance - Reactive
Cambridgeshire County Council,03-Jan-23,51301898161,"£2,932.50",Matchtech Group (Holdings) Limited,COMPANY,PD - General,Major Infrastructure Delivery,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301899350,"£2,961.00",Blackpoint Media Ltd,COMPANY,Flood Risk Management,Flood Risk Management Programme,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301896942,"£3,000.00",FRONTLINE DATA LIMITED,TRADE SUPPLIER,Health & Safety,POD - Health & Safety,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301910507,"£3,021.00",CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Roger Ascham Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301908578,"£3,069.00",SECURITY GATES AND DOORS,PARTNERSHIP,County Farms Investment (Viability),Meads Farm,Construction - External Professional Fees
Cambridgeshire County Council,03-Jan-23,51301898162,"£3,180.00",Matchtech Group (Holdings) Limited,COMPANY,PD - General,Major Infrastructure Delivery,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301896962,"£3,241.92",THE ONE GROUP,TRADE SUPPLIER,Enduring Transmission Grant,Enduring Transmission Grant,Advertising / Publicity (non Recruitment)
Cambridgeshire County Council,03-Jan-23,51301898974,"£3,281.52",Team Q Maintenance Ltd,COMPANY,Condition Survey Works,40 & 44 Russell Street CS22050101,"New Construction, Conversion and Renovation"
Cambridgeshire County Council,03-Jan-23,51301898166,"£3,300.00",Matchtech Group (Holdings) Limited,COMPANY,PD - General,Major Infrastructure Delivery,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301898165,"£3,360.00",Matchtech Group (Holdings) Limited,COMPANY,PD - General,Major Infrastructure Delivery,Agency Staff
Cambridgeshire County Council,03-Jan-23,51301898935,"£3,390.40",Bedford Greenacre Independent School,EDUCATION,SEND High Needs Top Up,"SEND Specialist Services,High Needs Top Up,Other institutions",Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910535,"£3,430.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,County Farms,"Triangle Solar Farm, Soham",Business rates
Cambridgeshire County Council,03-Jan-23,51301896949,"£3,600.00",PricewaterhouseCoopers,TRADE SUPPLIER,Professional Finance,CCC Finance,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301910419,"£3,780.00",Solace in Business,COMPANY,P&C Executive Director,Executive Director - People & Communities,Professional Fees and Hired Services
Cambridgeshire County Council,03-Jan-23,51301906360,"£3,898.85",Vuzion UK Ltd,COMPANY,ICT Service,ICT Service Technical Support,Computer software - purchase
Cambridgeshire County Council,03-Jan-23,51301898176,"£4,080.00",ATKINS LTD,COMPANY,GCP Greenway Development,GCP Greenway development,Construction - External Professional Fees
Cambridgeshire County Council,03-Jan-23,51301910542,"£4,122.00",SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Sackville House (Cambourne),Business rates
Cambridgeshire County Council,03-Jan-23,51301910465,"£4,170.00",Surecare Residential Limited,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301896544,"£4,238.00",Cambridge International School Ltd T/A Holme Court School,EDUCATION,SEND High Needs Top Up,"SEND Specialist Services,High Needs Top Up,Other institutions",Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301898274,"£4,268.88",COUNTRY GROUNDS MAINTENANCE LTD,COMPANY,Buildings and Capital,Grounds Management Service - Client,Tree Maintenance
Cambridgeshire County Council,03-Jan-23,51301898977,"£4,291.61",Team Q Maintenance Ltd,COMPANY,Condition Survey Works,Huntingdon Community Cntr PE29 6JE CS22050115,"New Construction, Conversion and Renovation"
Cambridgeshire County Council,03-Jan-23,51301910343,"£4,320.00",NATIONAL TEACHING & ADVISORY SERVICE FOR LOOKED AFTER CHILDREN (NT & AS),OTHER PUBLIC BODIES,Out of School Tuition,Out of School Provision - Education and Settings,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910520,"£4,378.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Noble House,Business rates
Cambridgeshire County Council,03-Jan-23,51301910503,"£4,480.00",CAMBRIDGE CITY COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Signet Court,Business rates
Cambridgeshire County Council,03-Jan-23,51301898597,"£4,560.00",DKO WHEATLEY,SOLETRADER,County Farms,County Farms,Specialist Works and Repairs
Cambridgeshire County Council,03-Jan-23,51301910441,"£4,800.00",BUILDING SOFTWARE LIMITED,TRADE SUPPLIER,Highways General,Highways,Staff Training & Development
Cambridgeshire County Council,03-Jan-23,51301910482,"£4,813.30",Low Carbon Contracts Company Ltd,COMPANY,County Farms,"Triangle Solar Farm, Soham",Electricity
Cambridgeshire County Council,03-Jan-23,51301898901,"£5,046.00",COPE,CARE ESTABLISHMENT,Adults Commissioning - short term prevention,PD and Sensory Grants,Domiciliary Care
Cambridgeshire County Council,03-Jan-23,51301898154,"£5,145.98",NETWORK RAIL LTD,COMPANY,Highways - Bridges,Highways - Bridges,Construction - External Professional Fees
Cambridgeshire County Council,03-Jan-23,51301898845,"£5,462.58",Pathfinder Legal Services Limited,TRADE SUPPLIER,LD - Young Adults Staffing,LD - Young Adults - Staffing,External Legal Fees
Cambridgeshire County Council,03-Jan-23,51301896542,"£5,512.00",Cambridge International School Ltd T/A Holme Court School,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
Cambridgeshire County Council,03-Jan-23,51301910523,"£5,530.00",EAST CAMBRIDGESHIRE DISTRICT COUNCIL,OTHER PUBLIC BODIES,Corporate Offices,Ely Library,Business rates
Cambridgeshire County Council,03-Jan-23,51301910587,"£5,738.58",THE BEECHES UK LIMITED,CARE ESTABLISHMENT,LAC Placements,Placements - S117 tier 4 step-down,Supported Living
Cambridgeshire County Council,03-Jan-23,51301896550,"£5,785.16",Cambridge International School Ltd T/A Holme Court School,EDUCATION,SEN Placements,Placements - Education,Independent School Placements
