Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name 
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"1,818.00 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,895.44 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"5,664.40 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,895.44 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"3,236.08 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,810.28 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,214.16 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,980.60 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,20/08/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,809.20 ,Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"5,664.40 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"1,818.00 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,895.44 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,639.96 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,895.44 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,980.60 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"3,236.08 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,810.28 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,214.16 ",Revenue,1st Enable
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/09/2024,"2,639.96 ",Revenue,1st Enable
Community Learning,Regeneration,6145140,"Professional, commission & membership fees",11/07/2024,985.00 ,Revenue,1st for Epa LTD
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,15/07/2024,"3,457.20 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,15/07/2024,"3,561.40 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,06/08/2024,"2,790.76 ",Revenue,24x7 Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,06/08/2024,"2,849.12 ",Revenue,24x7 Ltd
Specialist & Lifelong Services,Adult Social Care,6149000,Other supplies & services,01/07/2024,"1,103.00 ",Revenue,300-MYDENTISTMIDDLESBR
ICT Service,Legal & Governance Services,6205050,Capital Other Fees,04/07/2024,"8,057.00 ",Capital,4net Technologies Ltd
ICT Service,Legal & Governance Services,7205050,Call Off Capital Other Fees,31/07/2024,"83,078.60 ",Capital,4net Technologies Ltd
ICT Service,Legal & Governance Services,6205050,Capital Other Fees,06/09/2024,"8,112.00 ",Capital,4net Technologies Ltd
Stronger Communities,Environment & Community Services,6144000,Advertising,03/07/2024,"1,000.00 ",Revenue,540 Studios
Resources Residential & Fostering,Children's Care,6149000,Other supplies & services,17/07/2024,"1,250.00 ",Revenue,540 Studios
Substance Misuse,Public Health,6157000,Partnership Payments,30/07/2024,880.00 ,Revenue,A C MOULE LTD (FK058)
Substance Misuse,Public Health,6157000,Partnership Payments,08/08/2024,704.00 ,Revenue,A C MOULE LTD (FK058)
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,04/07/2024,"4,733.48 ",Capital,A SLATER & SON
Access to Education,Education & Partnerships,6149000,Other supplies & services,01/07/2024,"44,040.00 ",Revenue,A Time 4 You Psychological Services CIC
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,765.00 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,847.92 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,843.49 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,533.40 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,843.48 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,"1,295.40 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,995.16 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,"1,367.38 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,610.56 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,501.54 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,"1,328.12 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,734.40 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,"1,491.84 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,882.06 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/07/2024,"1,224.00 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,790.50 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,878.52 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,419.36 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,128.94 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,602.56 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,551.18 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,902.46 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,984.96 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,346.40 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,507.86 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,628.34 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,597.99 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,347.93 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,541.73 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,632.40 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,656.91 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,264.80 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,883.17 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,790.50 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,386.44 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,917.10 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,253.40 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,806.13 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,551.18 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,305.60 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,500.28 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,923.43 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,647.63 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,559.41 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,342.83 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,673.20 ,Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,570.11 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,171.84 ",Revenue,A&B Home Care Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,264.80 ",Revenue,A&B Home Care Ltd
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,09/07/2024,"3,584.66 ",Revenue,A1 FOSTER CARE
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,02/08/2024,"3,704.15 ",Revenue,A1 FOSTER CARE
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,12/09/2024,"3,704.15 ",Revenue,A1 FOSTER CARE
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,642.24 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"1,537.64 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,09/07/2024,"1,990.88 ",Revenue,AAPNA SERVICES LTD
Children With Disabilities,Children's Care,7149005,Call Off Short Breaks CWN,10/07/2024,"1,038.45 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,240.20 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,320.60 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/07/2024,"-4,320.60 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,30/07/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,30/07/2024,610.50 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,30/07/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,30/07/2024,642.24 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,30/07/2024,"1,537.64 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,"1,419.61 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,"1,007.34 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,989.00 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,"1,496.68 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,870.60 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,"1,148.58 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,31/07/2024,804.09 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/08/2024,642.24 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/08/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/08/2024,"1,537.64 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,28/08/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/09/2024,"1,537.64 ",Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/09/2024,642.24 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/09/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/09/2024,918.84 ,Revenue,AAPNA SERVICES LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,12/08/2024,-610.50 ,Revenue,AAPNA SERVICES LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/07/2024,"1,420.00 ",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/07/2024,"6,258.00 ",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/08/2024,"1,523.00 ",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/08/2024,596.00 ,Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/09/2024,"6,776.00 ",Revenue,AAT (GB) LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,13/09/2024,"1,528.00 ",Revenue,AAT (GB) LTD
Public Protection,Environment & Community Services,6116690,Exam & Course fees,30/09/2024,800.00 ,Revenue,Abacus Management and Training Consultancy Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,09/07/2024,"10,220.24 ",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,6157000,Partnership Payments,06/08/2024,"10,220.24 ",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,6157000,Partnership Payments,04/09/2024,"10,220.24 ",Revenue,Abbey House -  Priory Group
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"1,478.13 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"1,564.34 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"1,553.64 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"4,012.47 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"1,952.16 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"3,538.40 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/07/2024,"2,502.28 ",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,17/07/2024,"23,644.00 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/07/2024,"2,107.08 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"2,033.05 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"3,386.69 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,283.90 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,612.90 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"1,596.80 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"4,325.25 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/08/2024,"3,684.03 ",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,01/08/2024,"23,575.00 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,334.93 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"2,059.28 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,309.00 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"4,345.99 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,669.80 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"1,612.79 ",Revenue,Abicare Health Solutions Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/09/2024,"3,748.42 ",Revenue,Abicare Health Solutions Ltd
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,03/09/2024,"24,598.50 ",Revenue,Abicare Health Solutions Ltd
SEN & Vulnerable Learners,Education & Partnerships,6145140,"Professional, commission & membership fees",29/08/2024,"1,450.00 ",Revenue,Abingdon Primary School
Pathways Leaving Care Service,Children's Care,6149000,Other supplies & services,19/07/2024,548.97 ,Revenue,ABRI TRADING LTD c/o YOUR HOMES NEWCASTLE
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,16/07/2024,"9,368.40 ",Capital,Abridge Construction Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,16/07/2024,"8,631.60 ",Capital,Abridge Construction Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,25/07/2024,"15,000.00 ",Capital,Abridge Construction Ltd
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,15/08/2024,"15,000.00 ",Capital,Abridge Construction Ltd
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,01/08/2024,"1,568.70 ",Revenue,Absolute Plumbing & Maintenance Limited
Access to Education,Education & Partnerships,6149000,Other supplies & services,01/07/2024,"1,770.98 ",Revenue,AC Education
Access to Education,Education & Partnerships,6149000,Other supplies & services,01/07/2024,"1,500.00 ",Revenue,AC Education
Access to Education,Education & Partnerships,6149000,Other supplies & services,30/07/2024,"4,200.00 ",Revenue,AC Education
Highways Infrastructure & Fleet,Environment & Community Services,7205055,Call Off Capital - Professional/Consultant Fees,18/09/2024,"82,950.00 ",Capital,Academy Geomatics Ltd
Access & Safeguarding,Adult Social Care,6124000,Rents,01/07/2024,785.00 ,Revenue,ACCENT HOUSING LTD
"Strategy, Information & Governance Service",Legal & Governance Services,6130450,Licences,06/08/2024,"9,676.25 ",Revenue,Accenture UK Ltd
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,09/08/2024,"3,366.34 ",Revenue,Access Uk Ltd
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"1,795.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"1,390.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,02/07/2024,"3,296.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"2,214.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/07/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/07/2024,"1,284.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/07/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/07/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/07/2024,864.00 ,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/07/2024,"1,200.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/07/2024,"1,890.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/07/2024,"1,561.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/07/2024,"1,560.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/07/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,17/07/2024,"2,079.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/07/2024,"1,634.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/07/2024,"1,364.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/07/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/07/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/07/2024,"1,634.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/07/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/07/2024,"1,596.00 ",Revenue,ACCORA LTD
