Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name (Redacted)
Children With Disabilities,Children's Care,6157000,Partnership Payments,16/10/2024,"3,788.96 ",Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,13/11/2024,"3,788.96 ",Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,11/12/2024,"3,788.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,052.80 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,526.40 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,526.40 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,420.86 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,420.86 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,420.86 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,724.36 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,724.36 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,724.36 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,668.64 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,668.64 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,668.64 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,061.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,061.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,061.20 ",Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,11/12/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Cultural Services,Regeneration,6145000,Hired & Contracted Services,25/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,520.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,520.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,520.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"3,398.92 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"3,398.92 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"3,398.92 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,764.88 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,764.88 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,764.88 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,876.92 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,876.92 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,876.92 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,685.44 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,685.44 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,685.44 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,891.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,891.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,891.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,504.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,504.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,504.44 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,04/12/2024,"1,401.12 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,15/10/2024,"1,220.00 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,21/10/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,28/10/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,04/11/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,11/11/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,18/11/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,25/11/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,04/12/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,09/12/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,17/12/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,17/12/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,17/12/2024,"1,272.26 ",Revenue,REDACT PERSONAL DATA
Cultural Services,Regeneration,6145000,Hired & Contracted Services,09/12/2024,"1,650.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,114.40 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,114.40 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,114.40 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,809.48 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,809.48 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,809.48 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"5,000.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"5,000.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"5,000.00 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,16/10/2024,"6,204.00 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,13/11/2024,"6,204.00 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,11/12/2024,"6,204.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,283.12 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,283.12 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,283.12 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,996.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,996.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,996.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,780.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,668.64 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,668.64 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,338.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,338.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,338.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,877.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,877.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,877.76 ,Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,16/10/2024,571.50 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,950.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,950.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,950.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,451.68 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,451.68 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,451.68 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,16/10/2024,"3,472.10 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,13/11/2024,"3,437.64 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,11/12/2024,"3,437.64 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,518.88 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,518.88 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,518.88 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,579.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,579.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,579.00 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,08/10/2024,691.20 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,07/11/2024,"2,073.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,051.36 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,051.36 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,051.36 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,05/11/2024,"1,647.90 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,05/11/2024,"1,830.30 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,05/11/2024,"1,038.70 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,09/12/2024,"2,808.08 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,30/12/2024,"1,220.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,993.56 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,993.56 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,993.56 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,002.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,002.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,002.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,663.20 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,663.20 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,13/12/2024,585.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,540.24 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,540.24 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,540.24 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,671.40 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,671.40 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,671.40 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,393.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,393.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,393.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,318.12 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,318.12 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,318.12 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,225.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,225.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,225.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,671.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,747.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,747.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,032.45 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,592.84 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,592.84 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,592.84 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,595.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,595.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,595.76 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,520.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,520.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,520.00 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,15/10/2024,577.21 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,21/10/2024,577.21 ,Revenue,REDACT PERSONAL DATA
