Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name
Best Start In Life,Public Health,6157000,Partnership Payments,21/03/2025,œ654.00,Revenue,MCCARTHY PUBLISHING LIMITED
Marketing & Communications,Regeneration,6144000,Advertising,21/03/2025,œ654.00,Revenue,MCCARTHY PUBLISHING LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7140100,Call Off Materials - general,09/01/2025,"œ3,574.20",Revenue,McConechys Tyre Services
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/01/2025,œ766.80,Revenue,Meadowvale Homecare Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/01/2025,œ583.20,Revenue,Meadowvale Homecare Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/01/2025,œ604.80,Revenue,Meadowvale Homecare Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/01/2025,"œ1,095.48",Revenue,Meadowvale Homecare Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/02/2025,œ594.00,Revenue,Meadowvale Homecare Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,œ648.00,Revenue,Meadowvale Homecare Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,11/03/2025,œ604.80,Revenue,Meadowvale Homecare Ltd
Human Resources,Legal & Governance Services,7145000,Call Off Hired & Contracted Services,10/02/2025,"œ3,568.83",Revenue,MEDACS HEALTHCARE PLC
Human Resources,Legal & Governance Services,7145000,Call Off Hired & Contracted Services,10/02/2025,"œ3,568.83",Revenue,MEDACS HEALTHCARE PLC
Human Resources,Legal & Governance Services,7145000,Call Off Hired & Contracted Services,10/02/2025,"œ3,568.83",Revenue,MEDACS HEALTHCARE PLC
Human Resources,Legal & Governance Services,7145000,Call Off Hired & Contracted Services,10/02/2025,"œ3,568.83",Revenue,MEDACS HEALTHCARE PLC
Stronger Communities,Environment & Community Services,6147500,Grants to organisations,12/03/2025,"œ10,000.00",Revenue,Media Cultured CIC
Economic Growth & Infrastructure,Regeneration,6205044,Capital Other Costs,29/01/2025,"œ1,933.44",Capital,MEDI-PLINTH EQUIPMENT LTD
Substance Misuse,Public Health,6157000,Partnership Payments,25/02/2025,"œ1,015.77",Revenue,Medisave UK
Social Care Other,Adult Social Care,6157000,Partnership Payments,07/01/2025,"-œ7,956.50",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"-œ7,996.00",Revenue,MENCAP
Social Care Other,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"-œ25,548.00",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,494.32",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ5,276.31",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ4,541.44",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,966.60",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,390.40",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,œ901.00,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,œ953.55,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,540.43",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,797.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,833.36",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,652.82",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,257.16",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,847.94",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,881.84",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ5,068.65",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,559.92",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ5,547.48",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,559.92",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,881.84",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,409.56",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,602.30",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,867.60",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,797.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,155.28",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,390.40",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,186.64",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ8,221.72",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ3,359.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ2,119.00",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,"œ1,313.78",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/01/2025,œ762.84,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,œ909.04,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/01/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/01/2025,œ909.04,Revenue,MENCAP
Social Care Other,Adult Social Care,6157000,Partnership Payments,28/01/2025,"-œ4,958.00",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,359.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,390.40",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,155.28",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,797.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,867.60",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,602.30",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,881.84",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,559.92",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,œ593.32,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ5,547.48",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,559.92",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ5,068.65",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,881.84",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,257.16",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,847.94",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,652.82",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,833.36",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,797.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,186.64",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,540.43",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ4,541.44",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,494.32",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ5,276.31",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,101.88",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ3,390.40",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,966.60",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ4,916.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ1,313.78",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ2,119.00",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/02/2025,"œ8,221.72",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,œ909.04,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/02/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,652.82",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,797.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,847.94",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,602.30",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,559.92",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,540.43",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,œ593.32,Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,155.28",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,313.78",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ5,547.48",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,101.88",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,797.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ4,541.44",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,119.00",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,881.84",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,390.40",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ8,221.72",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,494.32",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,881.84",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ4,916.08",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,257.16",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,966.60",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,867.60",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,359.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ1,186.64",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ5,068.65",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ5,276.31",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ2,103.32",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,04/03/2025,"œ3,559.92",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,"œ1,818.04",Revenue,MENCAP
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/03/2025,œ909.04,Revenue,MENCAP
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ22,780.36",Revenue,MENCAP
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ8,558.96",Revenue,MENCAP
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ23,274.64",Revenue,MENCAP
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ8,558.96",Revenue,MENCAP
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ23,274.64",Revenue,MENCAP
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ8,558.96",Revenue,MENCAP
Economic Growth & Infrastructure,Regeneration,6145140,"Professional, commission & membership fees",20/01/2025,"œ1,995.00",Revenue,Merlin Architectural Design Ltd
Economic Growth & Infrastructure,Regeneration,6145140,"Professional, commission & membership fees",11/03/2025,œ630.00,Revenue,Merlin Architectural Design Ltd
Highways Infrastructure & Fleet,Environment & Community Services,6140040,Equipment Repairs,17/03/2025,œ980.50,Revenue,MERRIDALE LTD
Highways Infrastructure & Fleet,Environment & Community Services,6146100,Postages,17/03/2025,œ17.00,Revenue,MERRIDALE LTD
Resources Residential & Fostering,Children's Care,6149000,Other supplies & services,07/02/2025,œ761.67,Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,29/01/2025,"œ2,640.00",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,29/01/2025,"œ1,170.00",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,29/01/2025,"œ14,268.09",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Community Learning,Regeneration,6145140,"Professional, commission & membership fees",03/02/2025,"œ1,085.00",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Community Learning,Regeneration,6145140,"Professional, commission & membership fees",03/02/2025,"œ1,680.00",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Community Learning,Regeneration,6145140,"Professional, commission & membership fees",03/02/2025,"œ1,085.00",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,13/03/2025,"-œ1,170.00",Revenue,MESIGN BRITISH SIGN LANGUAGE SPECIALISTS
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ7,755.99",Revenue,Methodist Homes  Montpellier Manor
Purchasing,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ104,692.50",Revenue,Methodist Homes  Montpellier Manor
Social Care Other,Adult Social Care,6157000,Partnership Payments,22/01/2025,"œ4,718.75",Revenue,Methodist Homes  Montpellier Manor
Purchasing,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ107,615.02",Revenue,Methodist Homes  Montpellier Manor
Social Care Other,Adult Social Care,6157000,Partnership Payments,19/02/2025,"œ3,222.56",Revenue,Methodist Homes  Montpellier Manor
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ1,798.49",Revenue,Methodist Homes  Montpellier Manor
Purchasing,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ106,616.29",Revenue,Methodist Homes  Montpellier Manor
Social Care Other,Adult Social Care,6157000,Partnership Payments,18/03/2025,"œ3,222.56",Revenue,Methodist Homes  Montpellier Manor
Highways & Transport,Environment & Community Services,6205044,Capital Other Costs,27/01/2025,"œ16,830.00",Capital,METRIC GROUP LTD
Highways & Transport,Environment & Community Services,6205044,Capital Other Costs,04/02/2025,"œ84,150.00",Capital,METRIC GROUP LTD
Highways & Transport,Environment & Community Services,6205044,Capital Other Costs,27/01/2025,"œ1,725.00",Capital,METRIC GROUP LTD
Highways & Transport,Environment & Community Services,6205044,Capital Other Costs,27/01/2025,"œ1,380.00",Capital,METRIC GROUP LTD
Highways & Transport,Environment & Community Services,6205044,Capital Other Costs,03/02/2025,"-œ13,464.00",Capital,METRIC GROUP LTD
Highways & Transport,Environment & Community Services,7145000,Call Off Hired & Contracted Services,05/03/2025,"œ6,480.00",Revenue,METRIC GROUP LTD
Highways & Transport,Environment & Community Services,7145000,Call Off Hired & Contracted Services,05/03/2025,"œ3,579.30",Revenue,METRIC GROUP LTD
Prevention,Children's Care,7149000,Call Off Other supplies & services,07/01/2025,"œ5,822.00",Revenue,MFC FOUNDATION
Prevention,Children's Care,7149000,Call Off Other supplies & services,06/02/2025,"œ5,822.00",Revenue,MFC FOUNDATION
Prevention,Children's Care,7149000,Call Off Other supplies & services,05/03/2025,"œ5,822.00",Revenue,MFC FOUNDATION
Stronger Communities,Environment & Community Services,6147500,Grants to organisations,12/03/2025,"œ4,215.00",Revenue,MFC FOUNDATION
Prevention,Children's Care,7149000,Call Off Other supplies & services,14/03/2025,"œ5,822.00",Revenue,MFC FOUNDATION
Commercial,Regeneration,6120000,Responsive Maintenance,28/01/2025,"œ5,919.04",Revenue,MICHAEL POOLE LTD (MAIN LETTINGS)
Commercial,Regeneration,6121000,Planned Maintenance,28/01/2025,"œ5,060.00",Revenue,MICHAEL POOLE LTD (MAIN LETTINGS)
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",15/01/2025,"œ7,150.00",Revenue,Michelle Allison Consultancy Limited
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",05/02/2025,"œ6,695.40",Revenue,Michelle Allison Consultancy Limited
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",31/03/2025,"œ3,877.00",Revenue,Michelle Allison Consultancy Limited
Cultural Services,Regeneration,6145000,Hired & Contracted Services,26/03/2025,"œ1,567.00",Revenue,Mick Perrin Worldwide Ltd
Human Resources,Legal & Governance Services,7145140,"Call Off Professional, commission & membership fees",21/01/2025,"œ2,143.77",Revenue,Mick Walker Training Ltd
Human Resources,Legal & Governance Services,7145140,"Call Off Professional, commission & membership fees",24/02/2025,"œ2,118.39",Revenue,Mick Walker Training Ltd
Human Resources,Legal & Governance Services,6145140,"Professional, commission & membership fees",12/03/2025,"œ3,462.40",Revenue,Mick Walker Training Ltd
Human Resources,Legal & Governance Services,6145140,"Professional, commission & membership fees",18/03/2025,"œ2,158.19",Revenue,Mick Walker Training Ltd
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,02/01/2025,œ576.20,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,02/01/2025,"œ1,100.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Substance Misuse,Public Health,6157000,Partnership Payments,09/01/2025,"œ1,126.60",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,17/01/2025,œ528.32,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ546.00,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ607.50,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ1,057.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ1,470.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ1,710.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ606.00,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ1,120.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ1,478.40",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,15/01/2025,"œ1,800.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ510.00,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ2,400.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ577.36,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,"œ1,260.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ589.20,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,14/01/2025,œ509.22,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,15/01/2025,œ623.70,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,17/01/2025,œ720.00,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ3,292.20",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,24/01/2025,"œ1,513.50",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,31/01/2025,œ742.50,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,10/02/2025,œ741.00,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,06/02/2025,"œ4,455.70",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,10/02/2025,œ657.80,Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,10/02/2025,"œ1,800.00",Revenue,MIDDLESBROUGH BOROUGH CARS LTD T/A BORO TAXIS
