Service Unit,Supplier,Dist Amt,Account Name,Period
Balance Sheet,PEUGEOT MOTOR CO (PENTAGON CORPORATE FLEET),25523.5,Asset Clearing,May-23
Balance Sheet,POLICE AND CRIME COMMISSIONER NORTHUMBRIA,6716.89,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,705.87,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,1252,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,2495,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,2992.5,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,850,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,8861.800000000001,Asset Clearing,May-23
Balance Sheet,PURE AUDIO VISUAL LTD,7642.2300000000005,Asset Clearing,May-23
Balance Sheet,REDACTED,3240,Asset Clearing,May-23
Balance Sheet,REDACTED,1664.0900000000001,Asset Clearing,May-23
Balance Sheet,REDACTED,47520,Asset Clearing,May-23
Balance Sheet,REDACTED,6480,Asset Clearing,May-23
Balance Sheet,REDACTED,3328.1800000000003,Asset Clearing,May-23
Balance Sheet,REDACTED,855.82,Asset Clearing,May-23
Balance Sheet,REDACTED,95040,Asset Clearing,May-23
Balance Sheet,RICHARDSONS SHELVING,2175,Asset Clearing,May-23
Balance Sheet,SEYMOUR CIVIL (ENGINEERING CONTRACTORS) LTD,5028.6900000000005,Asset Clearing,May-23
Balance Sheet,SPECIALIST COMPUTER CENTRES PLC,12683.91,Asset Clearing,May-23
Balance Sheet,SPECIALIST COMPUTER CENTRES PLC,3170.98,Asset Clearing,May-23
Balance Sheet,SPECIALIST COMPUTER CENTRES PLC,650.45,Asset Clearing,May-23
Balance Sheet,SPECIALIST COMPUTER CENTRES PLC,1902.5900000000001,Asset Clearing,May-23
Balance Sheet,STERON LOCKSMITHS LTD,750,Asset Clearing,May-23
Balance Sheet,STERON LOCKSMITHS LTD,677.5,Asset Clearing,May-23
Balance Sheet,STERON LOCKSMITHS LTD,2100,Asset Clearing,May-23
Balance Sheet,STERON LOCKSMITHS LTD,1897,Asset Clearing,May-23
Balance Sheet,SWAINSTON WINDOWS LTD,5000,Asset Clearing,May-23
Balance Sheet,VICKERS CONSTRUCTION LTD,650,Asset Clearing,May-23
Balance Sheet,VOLKSWAGEN UK,19294.41,Asset Clearing,May-23
Balance Sheet,VOLKSWAGEN UK,19294.41,Asset Clearing,May-23
Balance Sheet,VOLKSWAGEN UK,19294.41,Asset Clearing,May-23
Balance Sheet,VOLKSWAGEN UK,19294.41,Asset Clearing,May-23
Balance Sheet,VOLKSWAGEN UK,19521.47,Asset Clearing,May-23
Business Support,ABBOTT TOXICOLOGY LTD,765,Recruitment Expenses,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,723.94,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,737.32,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,922.84,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,520.54,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,918.77,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,738.48,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,1077.72,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,550.89,Petrol,May-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,805.1700000000001,Petrol,May-23
Business Support,AMAZON PAYMENTS UK LIMITED,704,Development Fund,May-23
Business Support,ASSURA PROPERTIES PLC,2182.12,Rent / Lease,May-23
Business Support,AUTO ELECTRICS (TEESSIDE) LTD,606.82,Vehicle Repairs & Maintenance - Parts,May-23
Business Support,BCD SUPPLIES LIMITED,2786.5,Professional Fees,May-23
Business Support,BOXXE LIMITED,21428.44,Information Technology Expenditure - General,May-23
Business Support,BT (NEWCASTLE),3432.12,Telephone Charges - Landlines,May-23
Business Support,BT PLC (IT SERVICES LTD),1042.42,Telephony Hardware & Support Contract,May-23
Business Support,BT PLC (IT SERVICES LTD),780.3000000000001,Telephony Hardware & Support Contract,May-23
Business Support,BT PLC (IT SERVICES LTD),4344.71,Telephony Hardware & Support Contract,May-23
Business Support,C2C TRAINING LIMITED,2231.25,Training - Course Fees / Seminars etc - Police,May-23
Business Support,CAPSTICKSSOLICITORS LLP,748.8000000000001,Professional Fees,May-23
Business Support,CAPSTICKSSOLICITORS LLP,11100,Temporary / Contract Staff Costs,May-23
Business Support,CARPENTERS LIMITED,6703.27,Insurance - Other,May-23
Business Support,CARPENTERS LIMITED,5321.96,Insurance - Other,May-23
Business Support,CF MOTORING SERVICES LTD,5520.72,Insurance - Motor Vehicle,May-23
Business Support,CF MOTORING SERVICES LTD,546.39,Tyres,May-23
Business Support,COLLEGE OF POLICING,1620.64,Training - Course Fees / Seminars etc - Police,May-23
Business Support,COOL BREEZE FM LTD,3201.4,Premises - Repairs & Maintenance,May-23
Business Support,CORONA ENERGY,1328.7,Gas,May-23
Business Support,CORONA ENERGY,6725.28,Gas,May-23
Business Support,CORONA ENERGY,5002.4400000000005,Gas,May-23
Business Support,CORONA ENERGY,608.29,Gas,May-23
Business Support,CORONA ENERGY,2704.2000000000003,Gas,May-23
Business Support,CORONA ENERGY,688.36,Gas,May-23
Business Support,CORONA ENERGY,724.13,Gas,May-23
Business Support,CORONA ENERGY,3240.08,Gas,May-23
Business Support,CORONA ENERGY,12796.76,Gas,May-23
Business Support,CORONA ENERGY,2083.29,Gas,May-23
Business Support,CORONA ENERGY,1180.43,Gas,May-23
Business Support,CORONA ENERGY,925.03,Gas,May-23
Business Support,CREDITSAFE BUSINESS SOLUTIONS LTD,1925,Maintenance Agreements - General,May-23
Business Support,DAVID HORN COMMUNICATIONS LTD,892.5,Premises - Planned Maintenance,May-23
Business Support,DEREK SLACK MOTORS LTD,661,Vehicle Repairs & Maintenance - Labour,May-23
Business Support,DEREK SLACK MOTORS LTD,652.94,Vehicle Repairs & Maintenance - Labour,May-23
Business Support,DX NETWORK SERVICES LTD,3882.61,Postage Costs,May-23
Business Support,DX NETWORK SERVICES LTD,2700,Postage Costs,May-23
Business Support,FIDELITI LIMITED,2138.4,Maintenance Agreements - General,May-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,11453.99,Electricity,May-23
Business Support,FORD RETAIL LTD T/A TRUST FORD,555.3000000000001,Vehicle Repairs & Maintenance - Parts,May-23
Business Support,GAMMA TELECOMM,4319.77,Telephone Charges - Landlines,May-23
Business Support,GOODYEAR TYRES UK LIMITED,12553.74,Tyres,May-23
Business Support,GREENHAM TRADING LTD,500.40000000000003,Cleaning Materials & Equipment,May-23
Business Support,GRESHAM OFFICE FURNITURE LTD,3810,Premises - Planned Maintenance,May-23
Business Support,GRESHAM OFFICE FURNITURE LTD,3520,Premises - Planned Maintenance,May-23
Business Support,GRESHAM OFFICE FURNITURE LTD,7500,Premises - Planned Maintenance,May-23
Business Support,GRIFFEYE,24207,Professional Fees,May-23
Business Support,HANDS FREE COMPUTING LTD,640,General Equipment,May-23
Business Support,HARTLEPOOL BOROUGH COUNCIL,5419,Rates,May-23
Business Support,HM COURTS,3158,Professional Fees,May-23
Business Support,IN-TEND LIMITED,2495,Maintenance Agreements - General,May-23
Business Support,JH MECHANICAL SERVICES LTD,859.0600000000001,Premises - Repairs & Maintenance,May-23
Business Support,KONSTRUCT NE LTD,1059.3,Premises - Grounds Maintenance,May-23
Business Support,KONSTRUCT NE LTD,502.90000000000003,Premises - Grounds Maintenance,May-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,13247.300000000001,Professional Fees,May-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,2408.6,Professional Fees,May-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Professional Fees,May-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,11126.14,Temporary / Contract Staff Costs,May-23
Business Support,MIDDLESROUGH COUNCIL,34719.38,Rates,45047
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,672.42,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,May-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,May-23
Business Support,MURRIA SOLICITORS LTD,6000,Insurance - Public Liability,May-23
Business Support,NDI TECHNOLOGIES LTD,4934.71,Consolidata Software,May-23
Business Support,NEOLOGY UK LTD,1555.8,ANPR Systems,May-23
Business Support,NOMINET UK,2590.16,PNN2 / PNN3 Connection,May-23
Business Support,PARKER STAG LTD,747,Damage to Property,May-23
Business Support,PHOENIX SOFTWARE LTD,586,General Equipment,May-23
Business Support,PHOENIX SOFTWARE LTD,586,General Equipment,May-23
Business Support,POLICE FEDERATION OF ENGLAND AND WALES,656.37,Professional Fees,May-23
Business Support,QA TRAINING LIMITED,792,Training - Course Fees / Seminars etc - Police,May-23
Business Support,QUADIENT,3950,Postage Costs,May-23
Business Support,QUADIENT FINANCE UK LIMITED,898.2,Postage Costs,May-23
Business Support,RED SNAPPER RECRUITMENT LTD,777.6800000000001,Temporary / Contract Staff Costs,May-23
Business Support,RED SNAPPER RECRUITMENT LTD,777.6800000000001,Temporary / Contract Staff Costs,May-23
Business Support,RED SNAPPER RECRUITMENT LTD,797.15,Temporary / Contract Staff Costs,May-23
Business Support,REDACTED,2160,Equality Diversion & Inclusion,May-23
Business Support,REDACTED,4946.87,Professional Fees,May-23
Business Support,REDACTED,3172.5,Professional Fees,May-23
Business Support,REDACTED,2100,Insurance - Public Liability,May-23
Business Support,REDACTED,1575,Professional Fees,May-23
Business Support,REDACTED,1709.71,Service Charge,May-23
Business Support,REDACTED,1250,Insurance - Public Liability,May-23
Business Support,REDACTED,660,Insurance - Public Liability,May-23
Business Support,REDACTED,34737.55,Professional Fees,May-23
Business Support,REDACTED,742.5,Professional Fees,May-23
Business Support,REDACTED,1275,Professional Fees,May-23
Business Support,REDACTED,715,Professional Fees,May-23
Business Support,REDACTED,500,Insurance - Public Liability,May-23
Business Support,REDACTED,3400,Professional Fees,May-23
Business Support,REDACTED,1425,Professional Fees,May-23
Business Support,REDACTED,687.5,Professional Fees,May-23
Business Support,REDACTED,103872.66,Professional Fees,May-23
Business Support,REDACTED,4937.49,Professional Fees,May-23
Business Support,REDACTED,925,Rent,May-23
Business Support,REDCAR BOROUGH COUNCIL,17257,Rates,May-23
Business Support,REDWOOD TECHONOLGIES LTD,8293.37,ICCS DS2000,May-23
Business Support,RICOH UK LTD,1494.44,Canon Rental / Uniflow Charges,May-23
Business Support,RICOH UK LTD,4858.36,Canon Rental / Uniflow Charges,May-23
Business Support,RICOH UK LTD,7653.150000000001,Canon Rental / Uniflow Charges,May-23
Business Support,RICOH UK LTD,2429.18,Canon Rental / Uniflow Charges,May-23
Business Support,ROWLAND COOPER HOSPITALITY,520,Subsistence,May-23
Business Support,RSG ENGINEERING,987,Black Box,May-23
Business Support,SANCUS OPERATIONS LTD,10275,Training - Course Fees / Seminars etc - Police,May-23
Business Support,SATCHELL MORAN SOLICITORS LTD,5000,Insurance - Public Liability,May-23
Business Support,SCISCO INVESTIGATIVE & LEGAL TRAINING LTD,1500,Training - Course Fees / Seminars etc - Police,May-23
Business Support,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,637.84,Vehicle Hire,May-23
Business Support,SIMON BAILES LTD,727.5600000000001,Vehicle Repairs & Maintenance - Parts,May-23
Business Support,SOPRA STERIA LTD,133891.17,Information Technology Expenditure - General,May-23
Business Support,SPECIALIST COMPUTER CENTRES PLC,27299.81,General Equipment,May-23
Business Support,STOCKTON BOROUGH COUNCIL,39681,Rates,May-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1529.41,Gas,May-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1132.52,Gas,May-23
Business Support,SWAINSTON WINDOWS LTD,1085.33,Premises - Planned Maintenance,May-23
Business Support,TEESSIDE LGV TRAINING LTD,802,Training - Course Fees / Seminars etc - Police,May-23
Business Support,TEESSIDE LGV TRAINING LTD,802,Training - Course Fees / Seminars etc - Police,May-23
Business Support,THE ATACC GROUP LTD,2400,Training - Course Fees / Seminars etc - Police,May-23
Business Support,THE ATACC GROUP LTD,800,Training - Course Fees / Seminars etc - Police,May-23
Business Support,THE ATACC GROUP LTD,1600,Training - Course Fees / Seminars etc - Police,May-23
Business Support,THE ATACC GROUP LTD,1600,Training - Course Fees / Seminars etc - Police,May-23
Business Support,TS18 LTD,1020,Training - Course Fees / Seminars etc - Police,May-23
Business Support,UNIVERSITY OF TEESSIDE,24243.81,Recruitment Expenses,May-23
Business Support,VODAFONE,555.5,PNN2 / PNN3 Connection,May-23
Business Support,VODAFONE,656.25,PNN2 / PNN3 Connection,May-23
Business Support,VODAFONE,776,PNN2 / PNN3 Connection,May-23
Business Support,VODAFONE,1982,PNN2 / PNN3 Connection,May-23
Business Support,WEIGHTMANS LLP,2882,Professional Fees,May-23
Central Costs,ACTES TRUST T/A ACKLAM GREEN CENTRE,2787.15,Project Costs,May-23
Central Costs,ASPIRE DEVELOPMENT UK LTD,2482.07,Project Costs,May-23
Central Costs,CARE & CUSTODY (HEALTH) LTD,148698.28,Custody Services,May-23
Central Costs,CARE & CUSTODY (HEALTH) LTD,148698.28,Custody Services,May-23
Central Costs,CARE & CUSTODY (HEALTH) LTD,64881.18,Medical Custody Services,May-23
Central Costs,CATH BROWN CONSULTANCY LTD,550,Project Costs,May-23
Central Costs,DURHAM CONSTABULARY,32380.86,NE Fingerprint Bureau Automatic Fingerprint Recognition (NEFB AFR),May-23
Central Costs,DURHAM CONSTABULARY,21429.64,Urlay Nook Tactical Training Centre,May-23
Central Costs,DURHAM CONSTABULARY,20804.61,Urlay Nook Tactical Training Centre,May-23
Central Costs,HOME OFFICE,49477.62,Biometric (PRUM),May-23
Central Costs,HOME OFFICE,17684.2,Biometric Services Gateway (BSG),May-23
Central Costs,HOME OFFICE,32670.33,Child Abuse Image Database (CAID),May-23
Central Costs,HOME OFFICE,22047.98,Dangerous Persons Database (VISOR),May-23
Central Costs,HOME OFFICE,11609.29,Disaster Victims Identification (DVI),May-23
Central Costs,HOME OFFICE,17790.22,Football Policing,May-23
Central Costs,HOME OFFICE,27552.690000000002,Forensic Information Database Services (FINDS),May-23
Central Costs,HOME OFFICE,18991.94,ID Integrated Offender Management (IDIOM),May-23
Central Costs,HOME OFFICE,140176.03,IDENT1 (Livescan),May-23
Central Costs,HOME OFFICE,33979.64,Identity & Access Management (IAM),May-23
Central Costs,HOME OFFICE,59547.020000000004,Law Enforcement Community Network (LECN),May-23
Central Costs,HOME OFFICE,21210.8,Law Enforcement Network to Network Interface (LENNI),May-23
Central Costs,HOME OFFICE,8932.94,Microfiche Service (ACRO),May-23
Central Costs,HOME OFFICE,32115.38,National ANPR Database (NADC),May-23
Central Costs,HOME OFFICE,144065.76,National ANPR Service (NAS),May-23
Central Costs,HOME OFFICE,14077.9,National Ballistics Intelligence Service (NABIS),May-23
Central Costs,HOME OFFICE,27863.68,National Data Quality Improvement Service (NDQIS),May-23
Central Costs,HOME OFFICE,36180.42,National DNA Database (NDNAD),May-23
Central Costs,HOME OFFICE,20832.31,National Firearms Licensing Management System (NFLMS),May-23
Central Costs,HOME OFFICE,29435.84,National Law Enforcement Data Services (NLEDS),May-23
Central Costs,HOME OFFICE,20645.52,NMAT2 CASWEB & MIRWEB,May-23
Central Costs,HOME OFFICE,20518.21,PentiP,May-23
Central Costs,HOME OFFICE,166900.95,Police National Computer (PNC),May-23
Central Costs,HOME OFFICE,234670.79,Police National Database (PND),May-23
Central Costs,OPCC NORTH WALES,22500,Minerva,May-23
Central Costs,PCC FOR DERBYSHIRE,12345.220000000001,General Contributions,May-23
Central Costs,PCC FOR NORTH YORKSHIRE,128236,Cold Case Review Team,May-23
Central Costs,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),500,Project Costs,May-23
Central Costs,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),500,Project Costs,May-23
Central Costs,RESTORE STORAGE GROUP (BRUNSWICK),767.53,External Storage Charges,May-23
Central Costs,SOPRA STERIA LTD,10528.4,Project Costs,May-23
Central Costs,UNITED SHIELD INTERNATIONAL LTD,25403,Project Costs,May-23
Central Costs,YAFFY PROTECTIVE CLOTHING (PART OF MI HUB LTD),525,Project Costs,May-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,515.89,Telephone Charges - Mobile,May-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,502.78000000000003,Telephone Charges - Mobile,May-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,567.9,Telephone Charges - Mobile,May-23
Crime & Justice Command,CJS EVENT SOLUTIONS LTD,990,Training - Course Fees / Seminars etc - Police,May-23
Crime & Justice Command,CJS EVENT SOLUTIONS LTD,570,Training - Course Fees / Seminars etc - Staff,May-23
Crime & Justice Command,CJS EVENT SOLUTIONS LTD,570,Training - Course Fees / Seminars etc - Staff,May-23
Crime & Justice Command,COLLEGE OF POLICING,1942.5,Training - Course Fees / Seminars etc - Police,May-23
Crime & Justice Command,COLLEGE OF POLICING,1155.01,Training - Course Fees / Seminars etc - Police,May-23
Crime & Justice Command,CORNERS ELECTRICAL LTD,1850,Professional Fees,May-23
Crime & Justice Command,DRUG EXPERT WITNESS & VALUATION ASSOCIATION (DEWVA),2000,Training - Course Fees / Seminars etc - Police,May-23
Crime & Justice Command,EXPERIAN LTD,1744.51,Professional Fees,May-23
Crime & Justice Command,EXPERT WITNESS SERVICE,1320,Professional Fees,May-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,1239.95,Forensic Telecommunications Charges,May-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,672.65,Forensic Telecommunications Charges,May-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,2214,General Equipment,May-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,999.7,General Equipment,May-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,704.76,Telephone Charges - Mobile,May-23
Crime & Justice Command,J P FRENCH ASSOCIATES,2625,Professional Fees,May-23
Crime & Justice Command,LION LABORATORIES LTD,3530,Maintenance Agreements - General,May-23
Crime & Justice Command,NES PAEDIATRIC PATHOLOGY SERVICES LTD,2651,Pathologists,May-23
Crime & Justice Command,NES PAEDIATRIC PATHOLOGY SERVICES LTD,2651,Pathologists,May-23
Crime & Justice Command,NES PAEDIATRIC PATHOLOGY SERVICES LTD,2651,Pathologists,May-23
Crime & Justice Command,NES PAEDIATRIC PATHOLOGY SERVICES LTD,2651,Pathologists,May-23
Crime & Justice Command,NISBETS (CATERING EQUIPMENT),1899.98,General Equipment,May-23
Crime & Justice Command,POLICE AND CRIME COMMISSIONER NORTHUMBRIA,14516.79,Mutual Aid,May-23
Crime & Justice Command,POLICE AND CRIME COMMISSIONER NORTHUMBRIA,7276.5,Mutual Aid,May-23
Crime & Justice Command,PURE AUDIO VISUAL LTD,2547.41,General Equipment,May-23
Crime & Justice Command,PURE AUDIO VISUAL LTD,5334.96,General Equipment,May-23
Crime & Justice Command,REDACTED,7649.6900000000005,Forensic Charges,May-23
Crime & Justice Command,REDACTED,1811.05,Forensic Charges,May-23
Crime & Justice Command,REDACTED,6591.81,Forensic Charges,May-23
Crime & Justice Command,REDACTED,2638.48,Forensic Charges,May-23
Crime & Justice Command,REDACTED,633.45,Forensic Charges,May-23
Crime & Justice Command,REDACTED,48208,Forensic Charges,May-23
Crime & Justice Command,REDACTED,3901.81,Forensic Charges,May-23
Crime & Justice Command,REDACTED,3880.14,Forensic Charges,May-23
Crime & Justice Command,REDACTED,1042,Forensic Charges,May-23
Crime & Justice Command,REDACTED,2050,Professional Fees,May-23
Crime & Justice Command,REDACTED,580.62,Intermediary Services,May-23
Crime & Justice Command,REDACTED,532.77,Intermediary Services,May-23
Crime & Justice Command,REDACTED,2909.88,Pathologists,May-23
Crime & Justice Command,REDACTED,2779.71,Pathologists,May-23
Crime & Justice Command,REDACTED,549.62,Intermediary Services,May-23
Crime & Justice Command,REDACTED,738.38,Intermediary Services,May-23
Crime & Justice Command,REDACTED,524.14,Intermediary Services,May-23
Crime & Justice Command,ROWLAND COOPER HOSPITALITY,680,Drugs & Medical Waste,May-23
Crime & Justice Command,SCENESAFE,1239,Drugs & Medical Waste,May-23
Crime & Justice Command,SCENESAFE,512,Scientific Support Materials & Equipment,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,637.84,Vehicle Hire,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,629.44,Vehicle Hire,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,738.75,Vehicle Hire,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,827.4,Vehicle Hire,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,738.75,Vehicle Hire,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,827.4,Vehicle Hire,May-23
Crime & Justice Command,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,569.5,Vehicle Hire,May-23
Crime & Justice Command,THE FLASH CENTRE LIMITED,970.88,Scientific Support Materials & Equipment,May-23
Crime & Justice Command,THEBIGWORD,649.58,Interpreter Fees,May-23
Crime & Justice Command,UNIVERSITY OF TEESSIDE,7000,Temporary / Contract Staff Costs,May-23
Crime & Justice Command,UNIVERSITY OF TEESSIDE,6000,Temporary / Contract Staff Costs,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1381.47,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,2198.66,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1523.01,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,2055.2,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1656.78,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,504.99,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1023.62,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,500.52000000000004,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1989.4,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1542.43,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,2094.78,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,575.39,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1222.3600000000001,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1565.67,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1457.79,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,590.84,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,2230.94,Petrol,May-23
Neighbourhood & Partnership Policing Command,ALLSTAR BUSINESS SOLUTIONS,1831.47,Petrol,May-23
