FIN.TRANSACTION DATE,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
29/09/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),CALDERDALE MBC,29.17,5.83,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,100040,ASSESSMENT & INT NTH
29/09/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),GEN REGISTER OFFICE,38,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100037,ASSESSMENT & INT STH
29/09/2023,OAKWELL HALL MUSEUM,WWW.ARGOS.CO.UK,5,1,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,101142,OAKWELL HALL MUSEUM
29/09/2023,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,402.84,0,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
29/09/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),WWW.ARGOS.CO.UK,111.32,22.26,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100040,ASSESSMENT & INT NTH
29/09/2023,INGS GROVE HOUSE,AMZNMKTPLACE,7.98,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104076,INGS GROVE HOUSE
29/09/2023,HEAD OF WELFARE & EXCHEQUER,ZORO UK,62.38,12.47,5072,HARDWARE EQUIPMENT AND SUPPLIES,ZORO UK,103837,HEAD OF WLFRE & EXCH
29/09/2023,INGS GROVE HOUSE,ASDA GROCERIES ONLINE,50,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104076,INGS GROVE HOUSE
29/09/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.TPEXPRESS.CO.UK,50.6,0,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,100037,ASSESSMENT & INT STH
29/09/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),GEN REGISTER OFFICE,28,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100040,ASSESSMENT & INT NTH
29/09/2023,EARLY SUPPORT SERVICE WIDE,SP THEDYSLEXIASHOP,7.47,1.5,5942,BOOK STORES,SP THEDYSLEXIASHOP,106724,DETACHED YOUTH SER
29/09/2023,LEAVING CARE 18-21 (25) TEAM,WWW.ARGOS.CO.UK,34.99,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
29/09/2023,LEAVING CARE 18-21 (25) TEAM,WWW.THERANGE.CO.UK,76,0,5719,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,WWW.THERANGE.CO.UK,100069,LEAVING CARE 18-21 (
29/09/2023,LEAVING CARE 18-21 (25) TEAM,DUNELM SOFTFURNISHINGS,51.95,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DUNELM SOFTFURNISHINGS,100069,LEAVING CARE 18-21 (
29/09/2023,GRADUATE TEACHER PROGRAMME 1,DMN/SLUGANDLETTUCEHUDD,101.25,20.25,7399,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,DMN/SLUGANDLETTUCEHUDD,100274,GRADU TEACHER PROG 1
29/09/2023,LEAVING CARE 18-21 (25) TEAM,KFC WIGAN ROBIN RETAIL,10.68,0,5814,FAST FOOD RESTAURANTS,KFC WIGAN ROBIN RETAIL,100069,LEAVING CARE 18-21 (
29/09/2023,EMERGENCY DUTY SERVICE,TRAVELODG TRAVELODGE G,200.35,36.76,3615,TRAVELODGE,TRAVELODGE,105520,EDS
29/09/2023,LEAVING CARE 18-21 (25) TEAM,2MAA040614323 TD E-PMT,75,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2MAA040614323 TD E-PMT,100069,LEAVING CARE 18-21 (
29/09/2023,FOSTERING TEAM,SQ LINCOLNS FLORIST'S,22.92,4.58,5399,MISCELLANEOUS GENERAL MERCHANDISE,SQ LINCOLNS FLORIST'S,100057,FOSTERING TEAM
30/09/2023,CASTLE GRANGE,AMZNMKTPLACE,32.5,6.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
30/09/2023,CASTLE GRANGE,AMZNMKTPLACE,16.25,3.25,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
30/09/2023,STRATEGIC COMMUNICATIONS,FACEBK BE7HNUKJT2,118.11,0,7311,ADVERTISING SERVICES,FACEBK BE7HNUKJT2,102191,FLOOD MANAGEMENT
30/09/2023,STRATEGIC COMMUNICATIONS,FACEBK BE7HNUKJT2,42.06,0,7311,ADVERTISING SERVICES,FACEBK BE7HNUKJT2,C.65536,DEWSBURY/BATLEY/CHIDSWELL
30/09/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CEDAR COURT HUDDERSFIE,234.91,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,100037,ASSESSMENT & INT STH
30/09/2023,TOWN HALLS,FACEBK MPT5LU32J2,17,0,7311,ADVERTISING SERVICES,FACEBK MPT5LU32J2,103809,TOWN HALLS
30/09/2023,LAC 0-18 TEAM,DELL PRODUCTS,379,0,5045,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",DELL PRODUCTS,100068,LAC 0-18 TEAM
30/09/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),FORTUNE HOTEL,79.17,15.83,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",FORTUNE HOTEL,100037,ASSESSMENT & INT STH
30/09/2023,OAKWELL HALL MUSEUM,FACEBK C2EUJTPNX2,58.94,11.79,7311,ADVERTISING SERVICES,FACEBK C2EUJTPNX2,100318,CLIFFE HOUSE - OPERA
30/09/2023,HEAD OF WELFARE & EXCHEQUER,AMZNBUSINESS HT15E4C84,88.1,17.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT15E4C84,103837,HEAD OF WLFRE & EXCH
30/09/2023,OAKWELL HALL MUSEUM,AMZNBUSINESS 1K3ET1WN4,3.32,0.67,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 1K3ET1WN4,101142,OAKWELL HALL MUSEUM
30/09/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,20,0,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
30/09/2023,MILL DALE,WM MORRISONS STORE,18.51,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,104081,MILL DALE
30/09/2023,LAC 0-18 TEAM,BKG BOOKING.COM HOTEL,263,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG BOOKING.COM HOTEL,100068,LAC 0-18 TEAM
01/10/2023,CLIFFE HOUSE - OPERATIONAL,SPOTIFY,14.99,0,5815,DIGITAL GOODS AUDIOVISUAL MEDIA,SPOTIFY,100318,CLIFFE HOUSE - OPERA
01/10/2023,TOWN HALLS,FACEBK DWEDZTB2J2,25,0,7311,ADVERTISING SERVICES,FACEBK DWEDZTB2J2,103809,TOWN HALLS
01/10/2023,HAF GRANT,GURU,7.49,1.5,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GURU,106862,TREES FOR CLIMATE R'
01/10/2023,ELM GROVE,AMAZON PRIME HT4ID3OH4,8.99,1.5,5968,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,AMAZON PRIME HT4ID3OH4,100094,ELM GROVE
01/10/2023,LEGAL,TRAINLINE,11.61,0,4112,PASSENGER RAILWAYS,TRAINLINE,103939,LEGAL
02/10/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),GEN REGISTER OFFICE,-11,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100040,ASSESSMENT & INT NTH
02/10/2023,MOORLANDS GRANGE,CO-OP GROUP 190380,7.5,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OP GROUP 190380,104080,MOORLANDS GRANGE
02/10/2023,MOORLANDS GRANGE,CO-OPGROUP 108494,0.8,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OPGROUP 108494,104080,MOORLANDS GRANGE
02/10/2023,COPTHORNE (PROPOSED 4 BED UNIT),CEX LTD,137.95,0,5065,ELECTRICAL PARTS AND EQUIPMENT,CEX LTD,100079,COPTHORNE (PROPOSED
02/10/2023,EMPLOYMENT & SKILLS,MATALAN ECOM,25.49,5.1,5651,FAMILY CLOTHING STORES,MATALAN ECOM,107227,EMPLOYMENT & SKILLS
02/10/2023,EMPLOYMENT & SKILLS,MATALAN ECOM,20,4,5651,FAMILY CLOTHING STORES,MATALAN ECOM,107254,E&S BARRIER BREAKER
02/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CEDAR COURT HUDDERSFIE,254.17,50.83,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,100037,ASSESSMENT & INT STH
02/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CEDAR COURT HUDDERSFIE,72,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,100037,ASSESSMENT & INT STH
02/10/2023,CATERING MANAGEMENT,ALDI 43 779,8.85,0,5411,"GROCERY STORES, SUPERMARKETS",ALDI 43 779,103282,NIELDS JI&N
02/10/2023,CLIFFE HOUSE - OPERATIONAL,DISCLOSURE & BARRING,13,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DISCLOSURE & BARRING,100318,CLIFFE HOUSE - OPERA
02/10/2023,MOORLANDS GRANGE,WM MORRISONS STORE,15.56,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,104080,MOORLANDS GRANGE
02/10/2023,CLAREMONT HOUSE,AMZNMKTPLACE,17.04,2.82,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104077,CLAREMONT HOUSE
02/10/2023,MOORLANDS GRANGE,NISBETS LTD,41.22,0,5964,DIRECT MARKETING-CATALOG MERCHANTS,NISBETS LTD,104080,MOORLANDS GRANGE
02/10/2023,MOORLANDS GRANGE,EBAY O 20-10603-42375,7.99,0,5311,DEPARTMENT STORES,EBAY O 20-10603-42375,104080,MOORLANDS GRANGE
02/10/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,104.29,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
02/10/2023,CLIFFE HOUSE - OPERATIONAL,DISCLOSURE & BARRING,13,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DISCLOSURE & BARRING,100318,CLIFFE HOUSE - OPERA
02/10/2023,CLIFFE HOUSE - OPERATIONAL,DISCLOSURE & BARRING,13,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DISCLOSURE & BARRING,100318,CLIFFE HOUSE - OPERA
02/10/2023,CLIFFE HOUSE - OPERATIONAL,DISCLOSURE & BARRING,13,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DISCLOSURE & BARRING,100318,CLIFFE HOUSE - OPERA
02/10/2023,CHILDRENS RIGHTS,RAJAS,19,0,5812,"EATING PLACES, RESTAURANTS",RAJAS,100024,CHILDRENS RIGHTS
02/10/2023,IT PEOPLE,AMZNBUSINESS HT7TT43L4,7.99,1.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT7TT43L4,104062,S TRM & URGNT SUPPSK
02/10/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,Q PARK ONLINE SALES UK,19.8,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,Q PARK ONLINE SALES UK,107257,GROWTH & REGEN MGNT
02/10/2023,LEGAL,TRAINLINE,52.98,0,4112,PASSENGER RAILWAYS,TRAINLINE,103939,LEGAL
02/10/2023,MOORLANDS GRANGE,EBAY O 02-10614-91823,15.49,0,5311,DEPARTMENT STORES,EBAY O 02-10614-91823,104080,MOORLANDS GRANGE
02/10/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-5.2,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
02/10/2023,IT PEOPLE,AMZNMKTPLACE,6.98,1.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
02/10/2023,FOSTERING TEAM,GRAMMARLY COAIVKIRA,-118.95,0,5734,COMPUTER SOFTWARE STORES,GRAMMARLY COAIVKIRA,100057,FOSTERING TEAM
02/10/2023,CLIFFE HOUSE - OPERATIONAL,MYERS BUILDING SUPPLIE,21.24,0,5211,"BUILDING MATERIALS, LUMBER STORES",MYERS BUILDING SUPPLIE,100318,CLIFFE HOUSE - OPERA
02/10/2023,LEGAL,WWW.TPEXPRESS.CO.UK,10.6,0,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,103939,LEGAL
02/10/2023,COPTHORNE (PROPOSED 4 BED UNIT),SHEIN.COM,12.74,0,5691,MEN'S AND WOMEN'S CLOTHING STORES,SHEIN.COM,100079,COPTHORNE (PROPOSED
02/10/2023,MARKETS MANAGEMENT & SUPPORT,WWW.BRITISHGAS.CO.,33.9,1.69,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,102140,QUEENSGATE MARKT HAL
02/10/2023,TOWN HALLS,FACEBK AVPUNU32J2,40,0,7311,ADVERTISING SERVICES,FACEBK AVPUNU32J2,103809,TOWN HALLS
02/10/2023,TEMPORARY ACCOMMODATION TEAM,TRAVELODG TRAVELODGE G,135.63,0,3615,TRAVELODGE,TRAVELODGE,103490,TEMP ACCOMMODAT TEAM
02/10/2023,IT PEOPLE,AMZNMKTPLACE,8.32,1.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100250,ATTENDA & PUPIL SUPP
02/10/2023,GROWTH & REGEN BUSINESS SUPPORT,REACH PUBLISHING SERVI,9.99,0,5192,"BOOKS,PERIODICALS AND NEWSPAPERS",REACH PUBLISHING SERVI,107271,GROWTH & REGEN BSO
02/10/2023,MARKETS MANAGEMENT & SUPPORT,WWW.BRITISHGAS.CO.,43.28,2.16,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,102139,MARKETS MNGMNT &SUPP
02/10/2023,STRATEGIC LEADERSHIP AND INTERVENTION,MELLOR'S OF ALMONDBURY,34,0,5992,FLORISTS,MELLOR'S OF ALMONDBURY,100927,LEARNING & EARLY SUPPORT
02/10/2023,TEMPORARY ACCOMMODATION TEAM,TRAVELODG TRAVELODGE G,457.04,129.89,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
02/10/2023,ELM GROVE,AMZNBUSINESS HT7BV73S4,23.87,3.99,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT7BV73S4,100094,ELM GROVE
02/10/2023,COPTHORNE (PROPOSED 4 BED UNIT),GAMEDAY SPUKRL,18,0,7997,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF",GAMEDAY SPUKRL,100079,COPTHORNE (PROPOSED
02/10/2023,MUSEUMS & GALLERIES HQ,TIMPSON LTD,47.5,9.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,TIMPSON LTD,104847,TECHNICAL EVT & REF
02/10/2023,ORCHARD VIEW,CURRYS ONLINE,264,0,5732,ELECTRONIC SALES,CURRYS ONLINE,100095,ORCHARD VIEW
02/10/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAINLINE,88.64,0,4112,PASSENGER RAILWAYS,TRAINLINE,100040,ASSESSMENT & INT NTH
02/10/2023,NORTH NEIGHBOURHOOD,WWW.ARGOS.CO.UK,120,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107009,OPSS
02/10/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),GEN REGISTER OFFICE,14,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100040,ASSESSMENT & INT NTH
02/10/2023,RESIDENTIAL MANAGEMENT,BKG HOTEL AT BOOKING.C,687,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,100078,RESIDENTIAL MANAGEME
02/10/2023,RESIDENTIAL MANAGEMENT,BKG HOTEL AT BOOKING.C,896,149.33,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,100078,RESIDENTIAL MANAGEME
02/10/2023,ELM GROVE,TESCO STORES,106.12,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
02/10/2023,LIBRARY & INFORMATION CENTRES,BKG HOTEL AT BOOKING.C,94.5,18.9,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,104199,INTAKE & HOSP TEAMSK
02/10/2023,CASTLE GRANGE,AMZNMKTPLACE,36.65,7.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
02/10/2023,CASTLE GRANGE,AMAZON.CO.UK HT4H354A4,7.49,1.5,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK HT4H354A4,104079,CASTLE GRANGE
03/10/2023,WOODLANDS,CRABWALL MANOR HOTEL,700,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CRABWALL MANOR HOTEL,100081,WOODLANDS
03/10/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,AMZNBUSINESS HT6U79EJ4,9.16,1.84,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT6U79EJ4,103937,CHIEF EXECUTIVE & CS
03/10/2023,CATERING MANAGEMENT,ALDI 10 779,14.66,0,5411,"GROCERY STORES, SUPERMARKETS",ALDI 10 779,103176,CHRST CHRCHWDHOSEJIN
03/10/2023,LEAVING CARE 18-21 (25) TEAM,MCDONALDS,12.27,0,5814,FAST FOOD RESTAURANTS,MCDONALDS,100069,LEAVING CARE 18-21 (
03/10/2023,YPAT,AMZNMKTPLACE,10.33,1.72,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100096,YPAT
03/10/2023,YPAT,AMZNMKTPLACE,31.99,5.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100096,YPAT
03/10/2023,MUSEUMS & GALLERIES HQ,LOTTIE SHAWS,124.6,0,5441,"CANDY, NUT, CONFECTIONERY STORES",LOTTIE SHAWS,101136,MUSEUMS & GALLERS HQ
03/10/2023,EMPLOYEE HEALTHCARE,AMZNBUSINESS HT04Q63P4,28.03,4.68,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT04Q63P4,101237,EMPLOYEE HEALTHCARE
03/10/2023,IT PEOPLE,AMZNMKTPLACE,12.49,2.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
03/10/2023,CHERRY TREES,TESCO STORES 5731,105.07,21.01,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
03/10/2023,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,9.38,0.45,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102108,BATLEY BUSINESS PARK
03/10/2023,MUSEUMS & GALLERIES HQ,SP GREENPEBBLE-TRADE,162.92,32.58,5399,MISCELLANEOUS GENERAL MERCHANDISE,SP GREENPEBBLE-TRADE,101136,MUSEUMS & GALLERS HQ
03/10/2023,ELM GROVE,CRABWALL MANOR HOTEL &,20.83,4.17,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CRABWALL MANOR HOTEL &,100094,ELM GROVE
03/10/2023,ELM GROVE,CRABWALL MANOR HOTEL &,21.67,4.33,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CRABWALL MANOR HOTEL &,107106,MAGDALE HOUSE
03/10/2023,LAC 0-18 TEAM,TRAINLINE,146.62,24.44,4112,PASSENGER RAILWAYS,TRAINLINE,100069,LEAVING CARE 18-21 (
03/10/2023,ELM GROVE,CRABWALL MANOR HOTEL &,22.08,4.42,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CRABWALL MANOR HOTEL &,100081,WOODLANDS
03/10/2023,LAC 0-18 TEAM,CURRYS ONLINE,419,69.83,5732,ELECTRONIC SALES,CURRYS ONLINE,100069,LEAVING CARE 18-21 (
03/10/2023,INTELLIGENCE,AMZNMKTPLACE,-25.99,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106369,INTELLIGENCE
03/10/2023,MARKETS MANAGEMENT & SUPPORT,WWW.BRITISHGAS.CO.,44.35,2.22,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,102139,MARKETS MNGMNT &SUPP
03/10/2023,TEMPORARY ACCOMMODATION TEAM,TRAVELODG TRAVELODGE G,210.09,0,3615,TRAVELODGE,TRAVELODGE,103490,TEMP ACCOMMODAT TEAM
03/10/2023,LAC 0-18 TEAM,GEN REGISTER OFFICE,49,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100068,LAC 0-18 TEAM
03/10/2023,REGISTRARS,AMZNBUSINESS HT8MR1TH4,11.48,2.3,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT8MR1TH4,106437,REGISTRARS
03/10/2023,IT PEOPLE,AMZNMKTPLACE,85.64,14.28,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,107225,COMPLIANCE TEAM
03/10/2023,LAC 0-18 TEAM,AMZNMKTPLACE,10.82,2.17,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100068,LAC 0-18 TEAM
03/10/2023,IT PEOPLE,AMZNBUSINESS HT3F48JZ4,16.65,3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HT3F48JZ4,106251,EARLY YEARS OUTCOMES
03/10/2023,IT PEOPLE,AMZNMKTPLACE,1151.5,191.8,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
