Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,-794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,661.68,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,-264.67,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,264.67,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,220.56,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,28-06-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,264.67,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,-264.67,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,220.56,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,-794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,661.68,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,264.67,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,-264.67,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,220.56,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,-264.67,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,264.67,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,08-07-2024,,220.56,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,-794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,661.68,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,-529.34,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,529.34,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,15-07-2024,,441.12,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,-794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,661.68,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,-529.34,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,529.34,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,441.12,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,-264.67,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,264.67,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,220.56,PROFESSIONAL FEES,CSC - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,22-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,-794.02,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,661.68,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,-529.34,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,529.34,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,441.12,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,-397.01,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SMART EDUCATION RECRUITMENT LTD,26-07-2024,,330.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Central Services to the Public,HEALTH ASSURED LTD,15-07-2024,,2049.92,OTHER CONTRACTED SERVICES,Healthcare - Occupational Therapy Services
Children & Education Services,REDACTED PERSONAL DATA,11-07-2024,,300.1,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,26-07-2024,,1239.41,PRIVATE ORDERS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,26-07-2024,,423.05,PRIVATE ORDERS,Not Classified
Children & Education Services,Cygnet (NW) Ltd,26-07-2024,,684,CAPITATION,Education - Other
Planning & Development Services,Zenzic-UK Ltd,08-07-2024,,28505.16,OTHER TRANSPORT COSTS,Passenger Transport - Other
Central Services to the Public,ID CARD CENTRE LTD,15-07-2024,,361.95,OTHER PREMISE COSTS,Security - Access Control
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,-9083.93,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,9083.93,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,7569.94,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,-9162.19,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,9162.19,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,7635.16,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,PEOPLEPLUS INDEPENDENT LIVING SERVICES,15-07-2024,,7575.45,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Cultural & Related Services,LUV ENTERTAINMENT,15-07-2024,,-2887.21,GENERAL RECEIPTS IN ADVANCE,Payment of 3rd Party Ticket Sales
Cultural & Related Services,LUV ENTERTAINMENT,15-07-2024,,2887.21,GENERAL RECEIPTS IN ADVANCE,Payment of 3rd Party Ticket Sales
Cultural & Related Services,LUV ENTERTAINMENT,15-07-2024,,2406.01,GENERAL RECEIPTS IN ADVANCE,Payment of 3rd Party Ticket Sales
Children & Education Services,COVENTRY PANAHGHAR PROJECT,08-07-2024,,15000,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,140,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,75,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,123,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,72,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,59.04,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,36,PAYABLES ACCRUAL ACCOUNT,General Materials
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,42,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,16.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,23.2,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,28-06-2024,,44.85,PAYABLES ACCRUAL ACCOUNT,General Materials
Children & Education Services,DEMONTFORD MARKETING LTD,08-07-2024,,37.08,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,08-07-2024,,37.5,PAYABLES ACCRUAL ACCOUNT,Cleaning & Janitorial - Other
Children & Education Services,DEMONTFORD MARKETING LTD,08-07-2024,,140,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,08-07-2024,,82.62,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,DEMONTFORD MARKETING LTD,08-07-2024,,47.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,22-07-2024,,72,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,DEMONTFORD MARKETING LTD,22-07-2024,,46.4,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,22-07-2024,,46.4,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,22-07-2024,,16.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,DEMONTFORD MARKETING LTD,22-07-2024,,31.2,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,PRIME RESOLUTION LTD,22-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,22-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,28-06-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,08-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,08-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,08-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,15-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,15-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,26-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,26-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,26-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,26-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,26-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,PRIME RESOLUTION LTD,26-07-2024,,770,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Central Services to the Public,FIRST RESPONSE (FIRST AID) LTD,10-07-2024,,3703.5,TRAINING,Training
Planning & Development Services,FIRST RESPONSE (FIRST AID) LTD,26-07-2024,,445,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,FIRST RESPONSE (FIRST AID) LTD,26-07-2024,,445,GRANTS & SUBSCRIPTIONS,Grants - Other
Children & Education Services,FIRST RESPONSE (FIRST AID) LTD,08-07-2024,,520,TRAINING,Training
Central Services to the Public,FIRST RESPONSE (FIRST AID) LTD,08-07-2024,,5014.5,TRAINING,Training
Planning & Development Services,SJ CLEANING,28-06-2024,,401.48,CLEANING,Cleaning Service - External
Planning & Development Services,SJ CLEANING,28-06-2024,,-401.48,CLEANING,Cleaning Service - External
Planning & Development Services,SJ CLEANING,28-06-2024,,334.57,CLEANING,Cleaning Service - External
Central Services to the Public,SOLIHULL COLLEGE,28-06-2024,,5950,TRAINING,Training
Corporate & Democratic Core,SOLIHULL COLLEGE,25-06-2024,,375,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-57.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-0.09,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,0.09,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,57.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-8.2,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,60,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-0.07,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Chemical
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,75,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-0.06,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,38.4,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,30.24,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,93,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-0.38,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,62,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,57,PAYABLES ACCRUAL ACCOUNT,Hand Tools - Other
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-0.01,PAYABLES PRICE VARIANCE AC,Hand Tools - Other
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,-0.09,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,28-06-2024,,57.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-13.83,PAYABLES ACCRUAL ACCOUNT,Electrical
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,13.83,PAYABLES ACCRUAL ACCOUNT,Electrical
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,124.47,PAYABLES PRICE VARIANCE AC,Electrical
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-124.47,PAYABLES PRICE VARIANCE AC,Electrical
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,124,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-0.76,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-0.03,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,74.2,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,20.48,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,20.48,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,26.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-0.02,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,114,PAYABLES ACCRUAL ACCOUNT,Hand Tools - Other
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-0.02,PAYABLES PRICE VARIANCE AC,Hand Tools - Other
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,14.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,-3.2,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,15-07-2024,,138.3,PAYABLES ACCRUAL ACCOUNT,Electrical
Children & Education Services,ROBERT SCOTT & SONS LTD,26-07-2024,,24.04,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,26-07-2024,,268.1,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,26-07-2024,,-268.1,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Janitorial
Children & Education Services,ROBERT SCOTT & SONS LTD,26-07-2024,,-24.04,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Janitorial
Children & Education Services,TOTAL COMPUTER NETWORKS LTD,15-07-2024,,1238.4,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,TOTAL COMPUTER NETWORKS LTD,26-07-2024,,-2141.94,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,TOTAL COMPUTER NETWORKS LTD,26-07-2024,,2476.8,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,TOTAL COMPUTER NETWORKS LTD,26-07-2024,,2260,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,TOTAL COMPUTER NETWORKS LTD,26-07-2024,,570,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,TOTAL COMPUTER NETWORKS LTD,26-07-2024,,-235.14,HARDWARE PURCHASE,ICT - Hardware
Adult Social Care,REHABILITATION MANUF'G SERVICES,08-07-2024,,919,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Environmental and Regulatory Services,SHERBOURNE RECYCLING LTD,08-07-2024,,384299.1,WASTE DISPOSAL,Waste Management - Waste Disposal
Planning & Development Services,Henshaws,07-06-2024,,1400,TRAINING,Training
Planning & Development Services,Henshaws,17-06-2024,,1400,TRAINING,Training
Adult Social Care,BID SERVICES FOR DEAF PEOPLE,08-07-2024,,16781.97,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Planning & Development Services,EVERYONE ACTIVE,15-07-2024,,-810,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,EVERYONE ACTIVE,15-07-2024,,810,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,EVERYONE ACTIVE,15-07-2024,,810,GRANTS & SUBSCRIPTIONS,Grants - Other
Highways & Transport Services,SYMOLOGY LTD,25-06-2024,,86606,ICT GENERAL,ICT - Application Service Provision
Adult Social Care,THE EXTRA CARE CHARITABLE TRUST,08-07-2024,,16798.43,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,-14.64,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,14.64,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,-12.2,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,12.2,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,337.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,12.15,PAYABLES ACCRUAL ACCOUNT,"Office Business Equipment (Shredders, Guillotines, Laminators, etc)"
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,219.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,-217.16,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,217.16,PAYABLES PRICE VARIANCE AC,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,-219.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,04-06-2024,,2.44,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,08-07-2024,,337.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,15-07-2024,,217.16,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,15-07-2024,,304.02,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,SOVEREIGN OFFICE EQUIP CO LTD,15-07-2024,,88,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Adult Social Care,JENKINSONS,29-07-2024,,561.47,STATIONERY SCHOOLS ONLY,Stationery - General
Children & Education Services,H Jenkinson and Company Limited,31-05-2024,,455.32,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
Children & Education Services,H Jenkinson and Company Limited,31-05-2024,,250.74,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
Environmental and Regulatory Services,H Jenkinson and Company Limited,07-06-2024,,10772.48,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
Children & Education Services,H Jenkinson and Company Limited,08-07-2024,,422.89,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
Children & Education Services,H Jenkinson and Company Limited,08-07-2024,,344.89,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
Children & Education Services,H Jenkinson and Company Limited,08-07-2024,,344.89,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
Children & Education Services,H Jenkinson and Company Limited,08-07-2024,,40,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Office
