Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,02/02/2024,1600727587,510.3,85.05,425.25,Beesley And Fildes Ltd,Place Directorate,Materials
Salford City Council,02/02/2024,1600726571,12500,0,12500,Bolton Council,Public Health,Payments to Agencies
Salford City Council,02/02/2024,1600727592,2760,0,2760,Bright Futures Educational Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,02/02/2024,1600727619,1938.96,323.16,1615.8,Capita Business Services Ltd,Place Directorate,Printing & Photocopying
Salford City Council,02/02/2024,1600727017,30384.92,5064.15,25320.77,Click Fire & Security Ltd - 24 Acco,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,1600727628,50791.9,8465.32,42326.58,Coating Services Ltd,Capital Expenditure,Other Works
Salford City Council,02/02/2024,1600727661,1512.24,252.04,1260.2,Dick Leigh Chainshaws,Place Directorate,Materials
Salford City Council,02/02/2024,1600726900,15770.66,0,15770.66,Digital Advantage,People (Childrens) Service Group,Pupil Assistance
Salford City Council,02/02/2024,1600727584,2628.56,0,2628.56,East Midlands Crossroads - Caring F,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/02/2024,1600727629,28968.8,4828.13,24140.67,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,02/02/2024,1600727630,6822.82,1137.14,5685.68,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,02/02/2024,1600726682,17633.33,0,17633.33,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,02/02/2024,1600727012,14700,2450,12250,From The Other Ltd,Capital Expenditure,External Fees - Other
Salford City Council,02/02/2024,1600727645,1194,199,995,Good Sense (Conflict Resolution)Tra,People (Childrens) Service Group,Training expenses
Salford City Council,02/02/2024,601514206,20250,0,20250,Inspiring Communities Together,Place Directorate,Grants
Salford City Council,02/02/2024,601514229,7488,1248,6240,Jep Youth Engagement Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/02/2024,601514230,7488,1248,6240,Jep Youth Engagement Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/02/2024,1600727008,160916.81,26819.47,134097.34,John Turner Construction Group Ltd,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,1600726529,131247.06,21874.51,109372.55,Kool-It-Services Ltd,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,601514232,5782,0,5782,Lewis Street Primary,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,6003852407,21584.46,0,21584.46,M & N Bland,People (Adults) - CHSC,Day Care
Salford City Council,02/02/2024,1600726999,30517.49,0,30517.49,Manchester City Council,Place Directorate,Other Professional Fees
Salford City Council,02/02/2024,1600727602,2899.57,483.26,2416.31,Mark Harrod Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,02/02/2024,1600726549,51672.66,0,51672.66,National Highways Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,02/02/2024,601514233,107673.14,0,107673.14,Oasis Academy Nw,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,1600727015,24000,4000,20000,Objective Coporation Uk Ltd,Place Directorate,Other Professional Fees
Salford City Council,02/02/2024,1600727004,98573.23,16428.87,82144.36,Oxford Innovation Ltd Re: Salford I,Place Directorate,Other Professional Fees
Salford City Council,02/02/2024,1600727666,7192,0,7192,Prestolee Multi Academy Trust,People (Childrens) Service Group,Water
Salford City Council,02/02/2024,1600727654,795.12,132.52,662.6,Raven Trades Ltd,Capital Expenditure,Miscellaneous Expenses
Salford City Council,02/02/2024,6003852546,501.27,0,501.27,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852363,15701.19,0,15701.19,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852503,21770.53,0,21770.53,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852494,25059.32,0,25059.32,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852512,27249.42,0,27249.42,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852520,27704.37,0,27704.37,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852481,38255.35,0,38255.35,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852538,42030.84,0,42030.84,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,6003852440,42122.2,0,42122.2,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,02/02/2024,601514269,2535,0,2535,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,02/02/2024,601514265,1505,0,1505,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,02/02/2024,1600726948,12744,2124,10620,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,1600726951,13482,2247,11235,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,1600727026,16800,2800,14000,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,1600727011,17250,2875,14375,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,1600726874,35000,0,35000,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,02/02/2024,1600726865,49856.6,0,49856.6,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,02/02/2024,1600726862,448609,0,448609,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,02/02/2024,601514271,2012.83,0,2012.83,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,02/02/2024,1600726576,16036.84,0,16036.84,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,02/02/2024,1600726575,37537.68,6256.28,31281.4,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,02/02/2024,1600727622,3642,0,3642,Salford City College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,02/02/2024,601514210,4000,0,4000,Salford Community Leisure Ltd,Capital Expenditure,Other Works
Salford City Council,02/02/2024,1600726924,114000,0,114000,Salford Royal Nhs Foundation Trust,Public Health,Payments to Agencies
Salford City Council,02/02/2024,1600726527,136356.5,0,136356.5,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/02/2024,1600726526,439206,0,439206,Salford Royal Nhs Foundation Trust,Public Health,Payments to Agencies
Salford City Council,02/02/2024,1600726926,439206,0,439206,Salford Royal Nhs Foundation Trust,Public Health,Payments to Agencies
Salford City Council,02/02/2024,601514214,12000,2000,10000,Salix Homes Ltd,Outside Hierarchy,Other Professional Fees
Salford City Council,02/02/2024,1600726528,193834.08,0,193834.08,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,02/02/2024,1600727577,810,135,675,Sh:24 Holdings Ltd,Public Health,Payments to Agencies
Salford City Council,02/02/2024,6003852756,940,0,940,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,02/02/2024,601514272,2484,414,2070,Starfish Search Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,02/02/2024,6003852730,1235,0,1235,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,02/02/2024,601514220,12000,2000,10000,T/A Cbre Ltd,Capital Expenditure,External Fees - Other
Salford City Council,02/02/2024,1600726897,11940.91,0,11940.91,T/A The Growth Company,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/02/2024,1600727001,25179.32,0,25179.32,Talmud Torah Yetev Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,02/02/2024,601514215,1306.38,217.73,1088.65,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,1600727304,1738.56,289.76,1448.8,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,1600727301,1773.9,295.65,1478.25,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2024,601514231,2159,0,2159,The Friars Primary School,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,6003852700,890.86,0,890.86,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2024,6003852752,890.86,0,890.86,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2024,1600727624,5385,897.5,4487.5,Treske Ltd,Capital Expenditure,Works & Building
Salford City Council,02/02/2024,601514264,750.24,0,750.24,Vision For Education Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,02/02/2024,6003852678,73955.66,0,73955.66,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Gas
Salford City Council,02/02/2024,1600727578,583.2,97.2,486,Working Office Wonders Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,02/02/2024,1600727668,3000,500,2500,Worsley Glass And Glazing,Place Directorate,UV Day to Day Repairs
Salford City Council,02/02/2024,6003852717,700,0,700,Zettle_*Kevin Booth Pa,People (Adults) - CHSC,Other Professional Fees
Salford City Council,05/02/2024,6003853600,694.4,0,694.4,Adapted Vehicle Hire L,People (Childrens) Service Group,Vehicle short term Hire
Salford City Council,05/02/2024,6003853494,2737.03,0,2737.03,Adobe Systems Software,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,05/02/2024,1600727711,2198.44,366.41,1832.03,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,05/02/2024,1600727713,2427.9,404.65,2023.25,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,05/02/2024,1600727710,2689.03,448.17,2240.86,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,05/02/2024,1600727715,4806.28,801.05,4005.23,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,05/02/2024,1600727714,8158.87,1359.81,6799.06,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,05/02/2024,1600727716,12161.92,2026.99,10134.93,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,05/02/2024,1600727709,868.45,144.74,723.71,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,1600727698,880.02,146.67,733.35,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,1600727697,1047.79,174.63,873.16,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,1600727712,1049.72,174.95,874.77,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,1600727696,1337.05,222.84,1114.21,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,1600727722,672,112,560,Amber Consultancy (Marple Ltd),Place Directorate,Consultants
Salford City Council,05/02/2024,6003853444,1505.79,0,1505.79,Amznmktplace,People (Childrens) Service Group,Equipment Purchase
Salford City Council,05/02/2024,6003853326,1428,0,1428,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853356,1428,0,1428,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853405,1428,0,1428,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853501,1428,0,1428,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853576,1428,0,1428,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853404,3162,0,3162,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853369,3720,0,3720,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853409,3720,0,3720,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853343,4620,0,4620,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853411,6324,0,6324,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853477,6324,0,6324,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,1600725578,500.4,83.4,417,Beesley And Fildes Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,05/02/2024,6003853538,703.2,0,703.2,Bkg*Hotel At Booking.C,People (Childrens) Service Group,Staff Travel
Salford City Council,05/02/2024,1600725639,35929.26,5988.21,29941.05,Blakedown Sport & Play Limited,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,05/02/2024,1600727731,554.52,92.42,462.1,Brysdales Ltd T/A Railex,Place Directorate,Stationery
Salford City Council,05/02/2024,1600727679,5670,945,4725,Bureau Veritas Uk Ltd,Place Directorate,Equipment Purchase
Salford City Council,05/02/2024,1600727042,10179.46,1696.58,8482.88,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,05/02/2024,1600727694,1458,243,1215,Castings Services Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,601514339,5599.62,0,5599.62,Chatsworth High School & Community,People (Childrens) Service Group,Maternity Supply
Salford City Council,05/02/2024,1600727692,683.64,113.94,569.7,Ecg Facilities Services Ltd,Place Directorate,UV Air conditioning and handling
Salford City Council,05/02/2024,1600727034,17633.33,0,17633.33,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,05/02/2024,601514273,551.05,91.84,459.21,Equita Limited,Service Reform (Corp Bus & Transform),Debt Collection Agents
Salford City Council,05/02/2024,601514331,1000,0,1000,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,1600727690,700,0,700,Faith Inter Training Ltd,People (Childrens) Service Group,Sub Contractors
Salford City Council,05/02/2024,601514335,600,0,600,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,601514336,600,0,600,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,601514334,1250,0,1250,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,601514361,750.76,125.13,625.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/02/2024,601514363,1024.02,170.67,853.35,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/02/2024,1600727627,33594.66,5599.11,27995.55,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,05/02/2024,1600727699,12561.6,2093.6,10468,Greater Manchester Treestation Ltd,Place Directorate,Contractors
Salford City Council,05/02/2024,6003853414,5446,0,5446,Hendham Hotels Limited,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853382,628,0,628,Hotel Ibis,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,1600727718,2707.87,0,2707.87,Inicio Group Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,1600727700,3349.4,0,3349.4,Inicio Group Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,1600727686,2661.6,443.6,2218,Insight Direct (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,05/02/2024,1600727732,895.2,149.2,746,J M Carroll Ltd,Place Directorate,Programme Maintenance & Works
Salford City Council,05/02/2024,601514332,1000,0,1000,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,601514333,1000,0,1000,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/02/2024,1600727074,42890,0,42890,Langdon College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,05/02/2024,1600727730,747.58,124.6,622.98,Mallatite Ltd,Place Directorate,Delivery Charges
Salford City Council,05/02/2024,1600727693,3577.39,596.23,2981.16,Marwood Electrical Company Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,601514327,917.55,0,917.55,Nutkins Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,05/02/2024,1600727038,630,105,525,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,05/02/2024,601514328,858.92,0,858.92,Rainbows Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,05/02/2024,601514329,858.92,0,858.92,Rainbows Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,05/02/2024,601514318,925,0,925,Redacted Data,People (Childrens) Service Group,Client Travel Expenses
Salford City Council,05/02/2024,601514284,660,0,660,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,05/02/2024,601514283,1080,0,1080,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,05/02/2024,601514286,580,0,580,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,05/02/2024,601514285,940,0,940,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,05/02/2024,601514134,1588.27,0,1588.27,Redacted Data,Place Directorate,Tenants Rental
Salford City Council,05/02/2024,601514362,2319.2,0,2319.2,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/02/2024,1600727705,716.18,119.36,596.82,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,05/02/2024,601514278,1080,180,900,Salford Community Leisure Ltd,Place Directorate,UV Lighting and Fire Detection
Salford City Council,05/02/2024,1600726708,624.86,104.14,520.72,Schofield & Sons Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,05/02/2024,601514359,2738.4,456.4,2282,Security Access Systems Ltd,People (Childrens) Service Group,Works & Building
Salford City Council,05/02/2024,601514293,600,100,500,Shelter Trading Ltd T/A Shelter Tra,People (Adults) - CHSC,Training expenses
Salford City Council,05/02/2024,601514292,5498.8,839.7,4659.1,Shelter Trading Ltd T/A Shelter Tra,People (Adults) - CHSC,Training expenses
Salford City Council,05/02/2024,6003853510,4743,0,4743,Sq *Parkview Residence,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853410,6324,0,6324,Sq *Parkview Residence,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853393,3995,0,3995,Sq *Pownall Mcr Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/02/2024,6003853551,820,0,820,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,6003853458,865,0,865,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,6003853472,937.2,0,937.2,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,6003853522,1100,0,1100,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,6003853559,1585,0,1585,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,1600727728,5845.72,974.29,4871.43,Srl Traffic Systems Limited,Place Directorate,Contractors
Salford City Council,05/02/2024,601514274,4416,736,3680,Starfish Search Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,05/02/2024,6003853607,580,0,580,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,6003853402,1235,0,1235,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,05/02/2024,6003853613,3130,0,3130,Sumup *Property Services,People (Adults) - CHSC,Other Professional Fees
Salford City Council,05/02/2024,601514330,858.92,0,858.92,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Payments to Private Providers
Salford City Council,05/02/2024,601514355,6543,0,6543,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,05/02/2024,1600727723,2245.32,374.22,1871.1,The Key Support Services Ltd,People (Childrens) Service Group,Subscriptions
Salford City Council,05/02/2024,6003853471,982.86,0,982.86,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853560,1069.79,0,1069.79,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853529,2355,0,2355,Trivelles Eccles Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853568,3100,0,3100,Trivelles Eccles Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853408,4480,0,4480,Trivelles Eccles Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,6003853573,5600,0,5600,Trivelles Eccles Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,05/02/2024,601514352,2175.23,0,2175.23,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/02/2024,601514353,2202.6,0,2202.6,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/02/2024,601514354,2270.98,0,2270.98,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/02/2024,601514343,2328.95,0,2328.95,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/02/2024,1600727695,7104,1184,5920,Viatec (Uk) Ltd,Place Directorate,Materials
Salford City Council,05/02/2024,1600727721,824.05,137.34,686.71,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
