Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
North Northamptonshire Council,02-Jun-23,51200467490,"£2,142.86",FOUR SEASONS (BAMFORD) LIMITED,CARE ESTABLISHMENT,PD Physical Disability RES ST,Physical Support Res other Short Term PD,Rehabilitation And Respite Care
North Northamptonshire Council,02-Jun-23,51200467503,"£2,994.29",HIGHMEAD HOUSE RESIDENTIAL HOME,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Residential Care
North Northamptonshire Council,02-Jun-23,51200467491,"£4,298.57",FOUR SEASONS (BAMFORD) LIMITED,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Residential Care
North Northamptonshire Council,02-Jun-23,51200467488,"£5,428.57",PRIME LIFE LIMITED,CARE ESTABLISHMENT,OP North Older People RES ST,Support with Memory & Cognition Res Reablement OP North,Rehabilitation And Respite Care
North Northamptonshire Council,02-Jun-23,51200467506,"£6,026.43",AGE NURSING HOMES LIMITED,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,02-Jun-23,51200467502,"£16,714.29",REGAL CARE TRADING LTD,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,02-Jun-23,51200467508,"£45,784.28",Albrighton Care Ltd,CARE ESTABLISHMENT,MH Mental Health RES ST,Mental Health Support Res Reablement MH,Rehabilitation And Respite Care
North Northamptonshire Council,02-Jun-23,51200451081,"£122,304.00",East Midlands Crossroads - Caring for Carers T/A TuVida,CARE ESTABLISHMENT,Central Management Services - Teams,NASS Management Team,Private Contractors
North Northamptonshire Council,02-Jun-23,51200467594,"£3,800.00",Shine! Arts & Well-Being CIC,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,02-Jun-23,51200467411,£588.61,ANDREW PIPEWORK SERVICES LTD,COMPANY,Reactive Maintenance [NCC],Reactive Maintenance,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467213,£598.80,Envirovent Limited,COMPANY,HRA Repairs and Maintenance [KBC],Tenants Requests,Private Contractors
North Northamptonshire Council,02-Jun-23,51200467234,£603.86,Lift & Engineering Services Ltd,COMPANY,HRA Repairs and Maintenance [KBC],Repairs & Maintenance,Private Contractors
North Northamptonshire Council,02-Jun-23,51200467258,£747.42,The Beck Co Limited,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,02-Jun-23,51200465834,£750.00,JG Media Services Limited,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,02-Jun-23,51200465835,£750.00,JG Media Services Limited,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,02-Jun-23,51200466355,£754.80,Interaction Recruitment Plc,COMPANY,HRA Repairs and Maintenance [KBC],Property Cleaning,Agency Staff
North Northamptonshire Council,02-Jun-23,51200467209,£754.80,Interaction Recruitment Plc,COMPANY,HRA Repairs and Maintenance [KBC],Property Cleaning,Agency Staff
North Northamptonshire Council,02-Jun-23,51200467418,"£1,025.99",ANDREW PIPEWORK SERVICES LTD,COMPANY,Reactive Maintenance [NCC],Reactive Maintenance,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467413,"£1,110.36",ANDREW PIPEWORK SERVICES LTD,COMPANY,Reactive Maintenance [NCC],Reactive Maintenance,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467221,"£1,156.46",BRITISH GAS BUSINESS,COMPANY,HRA Special Services [KBC],"Hazeland House, Desborough",Gas
North Northamptonshire Council,02-Jun-23,51200467211,"£1,157.32",Envirovent Limited,COMPANY,HRA Repairs and Maintenance [KBC],Tenants Requests,Private Contractors
North Northamptonshire Council,02-Jun-23,51200456868,"£1,244.10",Morgan Hunt UK Limited,COMPANY,Housing benefits administration [ENC],Revenues & Benefits,Agency Staff
North Northamptonshire Council,02-Jun-23,51200467535,"£1,301.44",CENTRAL AUTOPOINT LTD,COMPANY,Facilities management [CBC],Corby Cube,Vehicle and Plant hire
North Northamptonshire Council,02-Jun-23,51200467425,"£1,320.00",Wellingborough Door Company Ltd.,COMPANY,Live,LIVE - In house,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467214,"£1,343.28",Envirovent Limited,COMPANY,HRA Repairs and Maintenance [KBC],Tenants Requests,Private Contractors
North Northamptonshire Council,02-Jun-23,51200452957,"£1,407.98",Sam Turner & Sons Ltd,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,02-Jun-23,51200467342,"£1,443.07",RENTOKIL INITIAL UK LIMITED,COMPANY,Facilities management [BCW],Facilities Management/Amenities (BCW),Building Cleaning
North Northamptonshire Council,02-Jun-23,51200467407,"£1,524.00",SEMILONG SERVICES,COMPANY,Reactive Maintenance [NCC],Reactive Maintenance,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200465594,"£1,602.96",SPS DOORGUARD LTD,COMPANY,HRA Repairs and Maintenance [KBC],Property Cleaning,Private Contractors
North Northamptonshire Council,02-Jun-23,51200467444,"£1,614.00",Lift & Engineering Services Ltd,COMPANY,HRA Special Services [KBC],"Harry Potter House, Ketteing",Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467443,"£1,614.00",Lift & Engineering Services Ltd,COMPANY,HRA Special Services [KBC],"Castle Gardens, Geddington",Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467448,"£1,614.00",Lift & Engineering Services Ltd,COMPANY,HRA Special Services [KBC],"St. Andrews Court, Broughton",Specialist Servicing and Maintenance
North Northamptonshire Council,02-Jun-23,51200467446,"£1,614.00",Lift & Engineering Services Ltd,COMPANY,HRA Special Services [KBC],Madams Gardens,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467447,"£1,614.00",Lift & Engineering Services Ltd,COMPANY,HRA Special Services [KBC],Madams Gardens,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467254,"£1,835.92",Glebe Farm Timber,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,02-Jun-23,51200467445,"£2,328.00",Lift & Engineering Services Ltd,COMPANY,HRA Special Services [KBC],"Lawn House, Kettering",Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467361,"£3,192.20",City Plumbing Supplies Limited,COMPANY,HRA (Capital) [KBC],Central Heating Renewal,"New Construction, Conversion and Renovation"
North Northamptonshire Council,02-Jun-23,51200466317,"£3,552.00",WILBY TREE SURGEONS LTD,COMPANY,Grounds maintenance [BCW],Grounds Maintenance [BCW],Tree Maintenance
North Northamptonshire Council,02-Jun-23,51200467607,"£3,709.76",ABM FACILITY SERVICES UK LTD,COMPANY,Corby Hubs & Centres,Corby Innovation Hub,Cleaning and Domestic Supplies
North Northamptonshire Council,02-Jun-23,51200467278,"£4,302.59",Perfect Circle JV Ltd,COMPANY,HRA (Capital) [CBC],LA New Builds,Construction - External Professional Fees
North Northamptonshire Council,02-Jun-23,51200467349,"£6,404.00",PROPERTY MAINTENANCE SERVICES LTD,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Construction - External Professional Fees
North Northamptonshire Council,02-Jun-23,51200467461,"£6,529.96",Wave (ROTHERHAM),COMPANY,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Water charges
North Northamptonshire Council,02-Jun-23,51200467474,"£6,910.67",Wave (ROTHERHAM),COMPANY,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Water charges
North Northamptonshire Council,02-Jun-23,51200453008,"£12,358.39",SOVEREIGN CONSTRUCTION GROUP LIMITED,COMPANY,Estate stock condition and compliance,AMP- East Northamptonshire House H&S Audit,Buildings - Roof
North Northamptonshire Council,02-Jun-23,51200467311,£531.28,Redacted Personal Data,INDIVIDUAL,HRA Income [CBC],Dwelling Rents,HRA Rents
North Northamptonshire Council,02-Jun-23,51200467271,£616.25,Redacted Personal Data,INDIVIDUAL,HRA Special Services [CBC],Common Services To Flats,HRA Service Charges
North Northamptonshire Council,02-Jun-23,51200467295,"£1,538.18",Redacted Personal Data,INDIVIDUAL,HRA Income [CBC],Dwelling Rents,HRA Rents
North Northamptonshire Council,02-Jun-23,51200467290,"£1,655.71",Redacted Personal Data,INDIVIDUAL,HRA Income [CBC],Dwelling Rents,HRA Rents
North Northamptonshire Council,02-Jun-23,51200467288,"£1,696.35",Redacted Personal Data,INDIVIDUAL,HRA Income [CBC],Dwelling Rents,HRA Rents
North Northamptonshire Council,02-Jun-23,51200455566,£708.00,Essex County Council,OTHER PUBLIC BODIES,Development Services [KBC],Development Control,Professional Fees and Hired Services
North Northamptonshire Council,02-Jun-23,51200467507,"£14,589.00",PERTH & KINROSS COUNCIL,OTHER PUBLIC BODIES,OP North Older People RES LT,Physical Support Res Long Term OP North,Residential Care
North Northamptonshire Council,02-Jun-23,51200467453,£540.00,ENERGY ASSIST,TRADE SUPPLIER,Property Management [CBC],Southfolds Industrial Estate,Energy Costs
North Northamptonshire Council,02-Jun-23,51200455296,£600.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA (Capital) [CBC],MAJOR ROOFING WORKS,Construction - External Professional Fees
North Northamptonshire Council,02-Jun-23,51200467355,£639.07,Plumbase,TRADE SUPPLIER,Stores [KBC],Stores,Inventories
North Northamptonshire Council,02-Jun-23,51200452321,£660.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200454500,£660.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200452323,£720.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200452324,£720.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200452914,£720.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200452915,£780.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200452316,£900.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200452320,£900.00,KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467337,£900.00,DAVID SMITH ASSOCIATES,TRADE SUPPLIER,Property Management [CBC],Cb Property Services,Consultancy
North Northamptonshire Council,02-Jun-23,51200467215,"£1,015.46",MUTCH BUILDING AND CARPENTRY LIMITED,TRADE SUPPLIER,HRA (Capital) [CBC],Sheltered Housing Communal Upgrades,Construction - External Professional Fees
North Northamptonshire Council,02-Jun-23,51200451190,"£1,042.02",PILGRIM FOODSERVICE,TRADE SUPPLIER,Country Parks [NCC],Countryside Services-Skylark Cafe,Catering Provisions
North Northamptonshire Council,02-Jun-23,51200467534,"£1,138.32",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs Administration,Agency Staff
North Northamptonshire Council,02-Jun-23,51200467237,"£1,275.85",ROYAL MAIL,TRADE SUPPLIER,Housing benefits administration [ENC],Revenues & Benefits,Postage & Carriage
North Northamptonshire Council,02-Jun-23,51200464418,"£1,440.45",MUTCH BUILDING AND CARPENTRY LIMITED,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467528,"£1,555.91",ALLSTAR BUSINESS SOLUTIONS LTD,TRADE SUPPLIER,Environmental health [CBC],Control Of Dogs And Rodents,Vehicle and Plant hire
North Northamptonshire Council,02-Jun-23,51200467613,"£1,716.68",ALLSTAR BUSINESS SOLUTIONS LTD,TRADE SUPPLIER,Environmental health [CBC],Control Of Dogs And Rodents,Vehicle and Plant hire
North Northamptonshire Council,02-Jun-23,51200465524,"£1,718.22",TOTAL GAS AND POWER,TRADE SUPPLIER,Healthier Lifestyles,West Glebe,Gas
North Northamptonshire Council,02-Jun-23,51200467261,"£1,731.60",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA (Capital) [KBC],Future Schemes,"New Construction, Conversion and Renovation"
North Northamptonshire Council,02-Jun-23,51200452319,"£2,760.00",KING SCAFFOLDING,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467356,"£2,791.05",Plumbase,TRADE SUPPLIER,Stores [KBC],Stores,Inventories
North Northamptonshire Council,02-Jun-23,51200464414,"£4,432.00",MUTCH BUILDING AND CARPENTRY LIMITED,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,02-Jun-23,51200467220,"£5,221.00",SBK NORTHAMPTON LTD,TRADE SUPPLIER,Disabled Facilities Grants,Disabled Facilities Grant NNC,Construction - External Professional Fees
North Northamptonshire Council,02-Jun-23,51200455107,"£6,002.46",O2 (UK) LTD,TRADE SUPPLIER,IT Service Delivery,IT Service Delivery,Mobile Phones
North Northamptonshire Council,02-Jun-23,51200467354,"£6,688.92",Plumbase,TRADE SUPPLIER,Stores [KBC],Stores,Inventories
North Northamptonshire Council,02-Jun-23,51200467260,"£34,053.26",SOFTCAT LTD,TRADE SUPPLIER,IT Infrastructure and Technical Services,IT Technical Services,Computer software - annual licence agreement
North Northamptonshire Council,05-Jun-23,51200467804,£512.68,Peartree1 Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467792,£576.00,Candocare Co-Op CIC,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Day Care
North Northamptonshire Council,05-Jun-23,51200467805,£585.92,Peartree1 Ltd,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467784,£840.00,Eastdale Healthcare,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467741,£881.02,3BN Care Ltd t/a 3BN Care,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467799,£918.00,New Dawn Health and Social Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467798,"£1,080.00",New Dawn Health and Social Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467802,"£1,086.24",AUTHENTIC KARE COMPANY,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467823,"£1,325.05",Greenwood Homecare Peterborough,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467822,"£1,334.00",Greenwood Homecare Peterborough,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467803,"£1,409.87",Peartree1 Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467801,"£1,512.00",New Dawn Health and Social Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467818,"£2,030.00",DARLO CARE LTD T/A HOME INSTEAD (EAST NORTHANTS),CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467806,"£2,209.00",CRYSTAL CARE SERVICES (LEICESTER) LTD,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467820,"£2,773.00",DARLO CARE LTD T/A HOME INSTEAD (EAST NORTHANTS),CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467819,"£3,493.50",DARLO CARE LTD T/A HOME INSTEAD (EAST NORTHANTS),CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467796,"£3,900.32",PERSON CENTRED CARE LTD,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Support with Memory & Cognition CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467821,"£4,180.30",DARLO CARE LTD T/A HOME INSTEAD (EAST NORTHANTS),CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467800,"£4,416.00",New Dawn Health and Social Care Ltd,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467794,"£5,200.24",GABLE HEALTHCARE SERVICES,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,05-Jun-23,51200467710,"£1,729.00",Kettering Civic Society,CHARITY,Commercial (Capital) [KBC],High Street - Heritage Action Zone,Expenditure on Grants
North Northamptonshire Council,05-Jun-23,51200467882,"£2,462.02",Geddington & Newton Bowling Club,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467883,"£2,587.20",1st Corby Scouts,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467881,"£2,700.00",Desborough Allotment and Garden Association,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467711,"£4,000.00",Friends of Kettering Art Gallery and Museum,CHARITY,Commercial (Capital) [KBC],High Street - Heritage Action Zone,Expenditure on Grants
North Northamptonshire Council,05-Jun-23,51200467637,"£4,340.00",Higham Ferrers Gateway Club,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467835,"£4,995.00",Re-Solv,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467860,"£5,000.00",CommMiniBus Ltd,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467636,"£5,000.00",Eclipse Gymnastics Club,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,51200467635,"£5,000.00",Serbian Memorial Hall,CHARITY,Voluntary sector support [BCW],Shared Prosperity Fund Grants,Grants
North Northamptonshire Council,05-Jun-23,65200001942,-£620.99,CTS Hire a Trading Style of Specialist Fleet Services Ltd,COMPANY,Fleet [BCW],Fleet [BCW],Vehicle Repairs and maintenance
North Northamptonshire Council,05-Jun-23,51200454689,£507.60,ROSSELLS SECURITY LTD,COMPANY,Facilities management [CBC],Corby Cube,Security Equipment
North Northamptonshire Council,05-Jun-23,51200462407,£508.80,MG Recycling Ltd,COMPANY,Homelessness [KBC],Homelessness,Professional Fees and Hired Services
North Northamptonshire Council,05-Jun-23,51200467833,£533.00,Milestone Care Group Ltd,COMPANY,EN Enterprise Centre,Enterprise Centre Operations,Receipts in Advance - Unapplied Capital Contributions Short Term
North Northamptonshire Council,05-Jun-23,51200458088,£548.95,Npower Business Solutions,COMPANY,Community Safety,[CLOSED] Community Safety (20D10024),General Office Expenses & Stationery
North Northamptonshire Council,05-Jun-23,51200467686,£563.22,RF BLOUNT AND SONS LTD,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Building Repair and Maintenance
North Northamptonshire Council,05-Jun-23,51200467878,£565.00,Sharlene Lynch - SSL Plumbing & Heating Ltd,COMPANY,HRA (Capital) [CBC],Central Heating Boilers,Construction - External Professional Fees
North Northamptonshire Council,05-Jun-23,51200467723,£571.77,County Architectural Ironmongery Limited,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,05-Jun-23,51200455094,£576.00,ITS NETWORK LIMITED,COMPANY,IT Management,IT Management,Consultancy
North Northamptonshire Council,05-Jun-23,51200454801,£577.20,Hottinger Bruel & Kjaer UK Ltd,COMPANY,Environmental health [ENC],Noise Control,Equipment and Tools
North Northamptonshire Council,05-Jun-23,51200470909,£620.99,CTS Hire a Trading Style of Specialist Fleet Services Ltd,COMPANY,Fleet [BCW],Fleet [BCW],Vehicle Repairs and maintenance
North Northamptonshire Council,05-Jun-23,51200467601,£641.52,CTS Hire a Trading Style of Specialist Fleet Services Ltd,COMPANY,Fleet [BCW],Fleet [BCW],Payments for Operational Lease Vehicles
North Northamptonshire Council,05-Jun-23,51200462406,£646.56,MG Recycling Ltd,COMPANY,Homelessness [KBC],Homelessness,Professional Fees and Hired Services
North Northamptonshire Council,05-Jun-23,51200456218,£657.12,ALLBRITE SERVICE GROUP LIMITED,COMPANY,Lodge Park & Football,Lodge Park Sports Centre,Cleaning and Domestic Supplies
North Northamptonshire Council,05-Jun-23,51200467628,£671.55,SSE (Electricity Account for Judith Rd),COMPANY,Homelessness [KBC],Homelessness,Electricity
North Northamptonshire Council,05-Jun-23,51200456027,£749.88,UNIVAR LIMITED,COMPANY,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Equipment and Tools
North Northamptonshire Council,05-Jun-23,51200467826,£750.00,JG Media Services Limited,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,05-Jun-23,51200467715,£754.80,Interaction Recruitment Plc,COMPANY,HRA Repairs and Maintenance [KBC],Property Cleaning,Agency Staff
North Northamptonshire Council,05-Jun-23,51200455089,£775.97,Baruch Enterprise Ltd,COMPANY,Street cleansing [ENC],Cleansing / Fly Tipping,Waste Disposal
North Northamptonshire Council,05-Jun-23,51200458079,£780.00,Inform CPI Ltd,COMPANY,Housing benefits administration [ENC],Revenues & Benefits,Business rates
North Northamptonshire Council,05-Jun-23,51200456940,£807.85,A Baillie (Hygiene) & Co,COMPANY,Parks and open spaces [KBC],Kettering Parks,Cleaning and Domestic Supplies
North Northamptonshire Council,05-Jun-23,51200461594,£852.60,European Asbestos Services Ltd,COMPANY,HRA Repairs and Maintenance [KBC],Void Repairs,Private Contractors
North Northamptonshire Council,05-Jun-23,51200456073,"£1,021.34",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Homelessness [KBC],Rough Sleeping Initiative,Agency Staff
North Northamptonshire Council,05-Jun-23,51200454492,"£1,032.00",JKS Uk Limited,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,05-Jun-23,51200461330,"£1,107.07",Vivid Resourcing - a division of G2V Recruitment Group,COMPANY,Homelessness [KBC],Rough Sleeping Initiative,Agency Staff
North Northamptonshire Council,05-Jun-23,51200455274,"£1,108.06",BEACON INTERNATIONAL LTD,COMPANY,HRA Repairs and Maintenance [CBC],Asbestos Sampling And Removal,Equipment and Tools
North Northamptonshire Council,05-Jun-23,51200461460,"£1,170.00",Everwarm Insulations Ltd,COMPANY,Private Sector Housing Support,Private Sector Housing Home repair support grants,Expenditure on Grants
