Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
North Northamptonshire Council,01-Sep-23,51200520255,£847.50,TOTAL GAS AND POWER,TRADE SUPPLIER,Property Management [BCW],Offices Croyland Abbey,Gas
North Northamptonshire Council,01-Sep-23,51200521876,£856.01,Rexel UK Ltd,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,01-Sep-23,51200519519,£858.66,Medigold Health Consultancy Limited,COMPANY,Health & Safety [NCC],Occupational Health,Staff health & welfare Costs
North Northamptonshire Council,01-Sep-23,51200520333,£900.00,UNDERWOODS,TRADE SUPPLIER,Place Strategic Assets [NCC],Estates Management,Professional Fees and Hired Services
North Northamptonshire Council,01-Sep-23,51200522065,£900.20,Gretton Parish Council,OTHER PUBLIC BODIES,Democratic Services [NCC],Members,Grants
North Northamptonshire Council,01-Sep-23,51200520301,£906.00,RF BLOUNT AND SONS LTD,COMPANY,Cornerstone,Art Gallery,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200511042,£924.00,J B RUBBER,TRADE SUPPLIER,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,01-Sep-23,51200521977,£928.57,Oakleaf Care (Hartwell) Limited,COMPANY,PD Physical Disability RES ST,Physical Support Res other Short Term PD,Rehabilitation And Respite Care
North Northamptonshire Council,01-Sep-23,51200520309,£936.43,VPS (UK) LIMITED,COMPANY,HRA (Capital) [KBC],Former Grange Methodist Church - New Build,"New Construction, Conversion and Renovation"
North Northamptonshire Council,01-Sep-23,51200520339,£940.00,Paul Millington T/A Medic Paul,SOLETRADER,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Professional Fees and Hired Services
North Northamptonshire Council,01-Sep-23,51200520299,£965.00,Lift & Engineering Services Ltd,COMPANY,HRA Repairs and Maintenance [KBC],Repairs & Maintenance,Private Contractors
North Northamptonshire Council,01-Sep-23,51200513471,£990.00,Terrence Barry Green t/a A C Furnishings,TRADE SUPPLIER,Voluntary sector,Afghan Resettlement Scheme,Furniture
North Northamptonshire Council,01-Sep-23,51200520348,"£1,000.00",NEOPOST FINANCE LTD,TRADE SUPPLIER,Depot (KBC),Depot,Postage & Carriage
North Northamptonshire Council,01-Sep-23,51200508592,"£1,023.81",ENTERPRISE FLEX-E-RENT,TRADE SUPPLIER,Specialist Support Younger Adults North,Specialist Support Younger Adults North - In House,Vehicle and Plant hire
North Northamptonshire Council,01-Sep-23,51200521880,"£1,024.41",Rexel UK Ltd,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,01-Sep-23,51200522003,"£1,060.00",Avery Care Kettering Ltd,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200508716,"£1,139.77",Specialist Fleet Services Limited,COMPANY,Fleet [KBC],Fleet Management,Vehicle Repairs and maintenance
North Northamptonshire Council,01-Sep-23,51200520312,"£1,146.15",TOTAL GAS AND POWER,TRADE SUPPLIER,Property Management [BCW],Offices Croyland Abbey,Gas
North Northamptonshire Council,01-Sep-23,51200508717,"£1,146.83",Specialist Fleet Services Limited,COMPANY,Fleet [KBC],Fleet Management,Vehicle Repairs and maintenance
North Northamptonshire Council,01-Sep-23,51200508800,"£1,148.40",Trademark Polythene,COMPANY,Street cleansing [BCW],Street Sweeping,Grounds Maintenance
North Northamptonshire Council,01-Sep-23,51200506375,"£1,153.56",Premiere Kitchens,TRADE SUPPLIER,HRA (Capital) [KBC],Voids Repairs and Improvements,"New Construction, Conversion and Renovation"
North Northamptonshire Council,01-Sep-23,51200522000,"£1,166.00",FREESTONES RESIDENTIAL CARE HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521795,"£1,173.58",The Cable Guy Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Voids Service Provision,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200507344,"£1,173.59",The Cable Guy Ltd,COMPANY,HRA (Capital) [CBC],Bathrooms,Construction - External Professional Fees
North Northamptonshire Council,01-Sep-23,51200510085,"£1,218.00",Morgan Hunt UK Limited,COMPANY,Housing benefits administration [ENC],Revenues & Benefits,Agency Staff
North Northamptonshire Council,01-Sep-23,51200508494,"£1,219.20",The Cable Guy Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Responsive Repairs,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200522001,"£1,281.00",RAUNDS LODGE NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200521867,"£1,290.72",City Plumbing Supplies Limited,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,01-Sep-23,51200510308,"£1,344.00",The Cable Guy Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Voids Service Provision,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200521978,"£1,484.00",MANOR HOUSE RESIDENTIAL AND NURSING,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200519285,"£1,554.00",TANGERINE RED,TRADE SUPPLIER,Commissioned Health [NCC],Smoking Cessation,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,01-Sep-23,51200507336,"£1,580.64",HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA (Capital) [KBC],Decent Homes - Kitchen & Bathroom Renewal,"New Construction, Conversion and Renovation"
North Northamptonshire Council,01-Sep-23,51200521804,"£1,584.00",HAVENCOURT ROOFING,SOLETRADER,HRA Repairs and Maintenance [CBC],Voids Service Provision,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200521981,"£1,590.00",WILLOWS NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521985,"£1,590.00",Crown Care X Ltd,CARE ESTABLISHMENT,OP North Older People RES ST,Support with Memory & Cognition Res Other Short Term OP North,Rehabilitation And Respite Care
North Northamptonshire Council,01-Sep-23,51200519556,"£1,704.90",VPS (UK) LIMITED,COMPANY,Housing and Homelessness (Capital) [KBC],Pre Contract Works,"New Construction, Conversion and Renovation"
North Northamptonshire Council,01-Sep-23,51200521997,"£1,714.29",KENROYAL NURSING AND RESIDENTIAL CARE HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200521856,"£1,731.60",E.On Energy Solutions Ltd,COMPANY,Highway & Private Sewers,Highways & Private Sewers,Specialist Works and Repairs
North Northamptonshire Council,01-Sep-23,51200510138,"£1,800.00",No5 Chambers Ltd,COMPANY,Licensing – all kinds [ENC],Taxi Drivers,External Legal Fees
North Northamptonshire Council,01-Sep-23,51200521794,"£1,845.58",The Cable Guy Ltd,COMPANY,HRA Repairs and Maintenance [CBC],Voids Service Provision,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200521989,"£1,908.00",Westhill Park Care Home,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200522010,"£1,916.44",TOTAL GAS AND POWER,TRADE SUPPLIER,Facilities management [KBC],Main Council Offices,Gas
North Northamptonshire Council,01-Sep-23,51200510951,"£2,046.06",B.A.E Plumbing & Heating Ltd,COMPANY,Property Management [CBC],Shops & Commercial Offices,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200510242,"£2,145.60",TYCO FIRE & INTERGATED SOLUTIONS,COMPANY,Facilities management [BCW],Swansgate Car Park,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200521999,"£2,171.43",HIGHMEAD HOUSE RESIDENTIAL HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521975,"£2,199.54",Marton Care Homes Ltd,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521991,"£2,250.00",Elegance of Kettering,COMPANY,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521986,"£2,307.14",CLANFIELD,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521995,"£2,357.14",DUKES COURT CARE HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200522006,"£2,432.25",LINKAGE COMMUNITY TRUST LTD,TRUST (OTHER),LD Learning Disability RES LT,Learning Disability Support Res Long Term LD,Client Care Contributions
North Northamptonshire Council,01-Sep-23,51200521755,"£2,657.16",Marston Holdings Ltd,COMPANY,Professional Finance [NCC],Accountancy\Insurance,Council Tax
North Northamptonshire Council,01-Sep-23,51200521980,"£2,685.00",WILLOWS NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Physical Support Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200522060,"£2,700.00",The Rotary Club of Rushden,CHARITY,Democratic Services [NCC],Members,Grants
North Northamptonshire Council,01-Sep-23,51200521988,"£2,988.43",FOUR SEASONS (BAMFORD) LIMITED,CARE ESTABLISHMENT,OP North Older People RES ST,Support with Memory & Cognition Res Reablement OP North,Rehabilitation And Respite Care
North Northamptonshire Council,01-Sep-23,51200505430,"£3,000.00",Precision Resource Group Ltd,COMPANY,PH - Management & Admin [NCC],PH - Management & Admin,Agency Staff
North Northamptonshire Council,01-Sep-23,51200522061,"£3,000.00",THE AUTUMN CENTRE,CARE ESTABLISHMENT,Democratic Services [NCC],Members,Grants
North Northamptonshire Council,01-Sep-23,51200521990,"£3,392.86",B & M CARE,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Residential Care
North Northamptonshire Council,01-Sep-23,51200521979,"£3,506.29",WILLOWS NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200521994,"£3,681.06",ST MATTHEWS LIMITED,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200522004,"£4,242.86",AGE NURSING HOMES LIMITED,CARE ESTABLISHMENT,OP North Older People RES ST,Support with Memory & Cognition Res Reablement OP North,Rehabilitation And Respite Care
North Northamptonshire Council,01-Sep-23,51200521862,"£4,440.73",JEWSON LIMITED T/A SAINT-GOBAIN BUILDING DISTRIBUTION LTD,TRADE SUPPLIER,Stores [KBC],Stores,Inventories
North Northamptonshire Council,01-Sep-23,51200505949,"£4,636.44",Quartix Limited,COMPANY,Fleet [KBC],Fleet Management,Vehicle Running Costs
North Northamptonshire Council,01-Sep-23,51200502226,"£4,813.20",NOMIX ENVIRO LTD,COMPANY,Grounds maintenance [KBC],Parks & Open Spaces,Equipment and Tools
North Northamptonshire Council,01-Sep-23,51200521889,"£4,885.45",County Architectural Ironmongery Limited,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,01-Sep-23,51200521811,"£5,151.36",MUTCH BUILDING AND CARPENTRY LIMITED,TRADE SUPPLIER,HRA (Capital) [CBC],Wall Finishes,Construction - External Professional Fees
North Northamptonshire Council,01-Sep-23,51200520249,"£5,258.00",UNDERWOODS,TRADE SUPPLIER,Property Management [BCW],Industrial Estates General,Professional Fees and Hired Services
North Northamptonshire Council,01-Sep-23,51200522002,"£5,339.29",RAUNDS LODGE NURSING HOME,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200521815,"£5,935.69",MUTCH BUILDING AND CARPENTRY LIMITED,TRADE SUPPLIER,HRA (Capital) [CBC],Wall Finishes,Construction - External Professional Fees
North Northamptonshire Council,01-Sep-23,51200521891,"£6,625.00",J & D Mobility Services Ltd,COMPANY,Disabled Facilities Grants,Disabled Facilities Grant NNC,Construction - External Professional Fees
North Northamptonshire Council,01-Sep-23,51200519482,"£6,813.20",Gary Knapp t/a AWG Construction,SOLETRADER,Chester Farm,Chester Farm,Construction - External Professional Fees
North Northamptonshire Council,01-Sep-23,51200511844,"£7,041.00",Integra Developments,SOLETRADER,Disabled Facilities Grants,Disabled Facilities Grant NNC,Expenditure on Grants
North Northamptonshire Council,01-Sep-23,51200521800,"£7,122.00",David Wood t/a Churchill Maintenance,COMPANY,EN Enterprise Centre,Enterprise Centre Operations,Building Repair and Maintenance
North Northamptonshire Council,01-Sep-23,51200521882,"£7,440.61",Rexel UK Ltd,COMPANY,Stores [KBC],Stores,Inventories
North Northamptonshire Council,01-Sep-23,51200522008,"£7,654.28",Birchester Medicare Services Limited T/A Shire Lodge Nursing Home,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200521992,"£8,765.71",Elegance of Kettering,COMPANY,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200519557,"£9,000.00",Smart ERP Solutions,COMPANY,Professional Finance [NCC],FINANCE,Agency Staff
North Northamptonshire Council,01-Sep-23,51200513452,"£10,893.58",Perfect Circle JV Ltd,COMPANY,HRA (Capital) [KBC],Former Grange Methodist Church - New Build,Construction - External Professional Fees
North Northamptonshire Council,01-Sep-23,51200519569,"£12,804.00",Novel Events Limited,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Professional Fees and Hired Services
North Northamptonshire Council,01-Sep-23,51200506542,"£15,605.86",Lowick Manor Farms,COMPANY,Refuse and recycling [BCW],Garden Waste (BCW),Waste Disposal
North Northamptonshire Council,01-Sep-23,51200521909,"£19,128.55",UNIT4,TRADE SUPPLIER,IT Applications,IT Applications,Computer software - annual licence agreement
North Northamptonshire Council,01-Sep-23,51200521982,"£24,428.57",Mauricare (London Road) Ltd,CARE ESTABLISHMENT,PD Physical Disability RES ST,Physical Support Res Reablement PD,Rehabilitation And Respite Care
North Northamptonshire Council,01-Sep-23,51200521759,"£26,064.84",NPOWER,TRADE SUPPLIER,Corby Hubs & Centres,Corby Innovation Hub,Electricity
North Northamptonshire Council,01-Sep-23,51200508593,"£32,727.74",Lowick Manor Farms,COMPANY,Refuse and recycling [KBC],Recycling,Waste Disposal
North Northamptonshire Council,01-Sep-23,51200521950,"£33,079.20",Zurich Insurance PLC,COMPANY,Insurance [NCC],Administration Costs,Insurance Premiums
North Northamptonshire Council,01-Sep-23,51200521976,"£36,347.19",Oakleaf Care (Hartwell) Limited,COMPANY,PD Physical Disability RES LT,Support with Memory & Cognition Res Long Term PD,Residential Care
North Northamptonshire Council,01-Sep-23,51200509015,"£37,771.97",ANCILLARY COMPONENTS LTD,TRADE SUPPLIER,Household Waste Recycling Centres [NCC],Household Waste Recycling Centres,Specialist Waste Disposal
North Northamptonshire Council,01-Sep-23,51200517754,"£39,183.94",Thalia WB ODC Limited,TRADE SUPPLIER,Domestic Waste [NCC],Domestic Waste,Cleaning and Domestic Supplies
North Northamptonshire Council,01-Sep-23,51200522007,"£48,531.43",Birchester Medicare Services Limited T/A Shire Lodge Nursing Home,CARE ESTABLISHMENT,OP North Older People RES LT,Support with Memory & Cognition Res Long Term OP North,Nursing Care
North Northamptonshire Council,01-Sep-23,51200516917,"£1,039,223.66",Thalia WB ODC Limited,TRADE SUPPLIER,Domestic Waste [NCC],Domestic Waste,Cleaning and Domestic Supplies
North Northamptonshire Council,04-Sep-23,51200522507,"-£3,525.06",Redacted Personal Data,SERVICE USER,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Client Care Contributions
North Northamptonshire Council,04-Sep-23,51200522539,£502.79,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200522547,£504.09,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200510234,£504.58,NATIONAL WORLD PUBLISHING LTD (FORMERLY JPIMEDIA PUBLISHING),TRADE SUPPLIER,Development Services [KBC],Development Control,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,04-Sep-23,51200522545,£504.81,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200508923,£513.02,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Repairs and Maintenance - backlog project Corby,Agency Staff
North Northamptonshire Council,04-Sep-23,51200506661,£516.13,PILGRIM FOODSERVICE,TRADE SUPPLIER,Parks & Play Areas,East Carlton Park & Cafe,Hospitality and Refreshments
North Northamptonshire Council,04-Sep-23,51200522205,£517.50,Phoenix All Care Ltd,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522186,£518.00,MAGENTA DOMICILIARY CARE SERVICES,CARE ESTABLISHMENT,ST Community Support Care [NCC],Support with Memory & Cognition CCP Reablement,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522183,£518.00,MAGENTA DOMICILIARY CARE SERVICES,CARE ESTABLISHMENT,OP North Older People CCP LT,Support with Memory & Cognition CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522548,£520.57,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200522380,£524.40,JEWSON LIMITED T/A SAINT-GOBAIN BUILDING DISTRIBUTION LTD,TRADE SUPPLIER,HRA (Capital) [CBC],Wall Finishes,Construction - External Professional Fees
North Northamptonshire Council,04-Sep-23,51200522543,£536.66,P Property Holdings Ltd,TRADE SUPPLIER,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200522541,£538.25,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200510301,£539.84,CLEANAWAY PROPERTY SERVICES LIMITED,COMPANY,HRA Repairs and Maintenance [CBC],Voids Service Provision,Building Repair and Maintenance
North Northamptonshire Council,04-Sep-23,51200508764,£540.00,ABC Food Law Limited,COMPANY,Trading Standards [NCC],Trading Standards,Subscriptions
North Northamptonshire Council,04-Sep-23,51200510125,£540.00,Daka Building Services Ltd,COMPANY,HRA (Capital) [KBC],Improving access for disabled people,"New Construction, Conversion and Renovation"
North Northamptonshire Council,04-Sep-23,51200522550,£545.00,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200508677,£552.50,Cakehead Ltd,COMPANY,Archive and Heritage Service [NCC],Archives & Heritage Project Fund-Chester House Farm,Catering Provisions
North Northamptonshire Council,04-Sep-23,51200508567,£555.00,LOCAL TRADERS UK,TRADE SUPPLIER,Admin & Tourism,Central Leisure,Advertising / Publicity (non Recruitment)
North Northamptonshire Council,04-Sep-23,51200522544,£555.96,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200522321,£559.44,JEWSON LIMITED T/A SAINT-GOBAIN BUILDING DISTRIBUTION LTD,TRADE SUPPLIER,HRA Repairs and Maintenance [CBC],Responsive Repairs,Equipment and Tools
North Northamptonshire Council,04-Sep-23,51200522549,£572.46,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200508901,£581.53,HAYS RECRUITING EXPERTS WORLDWIDE,TRADE SUPPLIER,HRA Repairs and Maintenance [KBC],Void Repairs,Agency Staff
North Northamptonshire Council,04-Sep-23,51200522551,£586.09,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200522369,£586.31,City Plumbing Supplies Limited,COMPANY,HRA Repairs and Maintenance [CBC],Voids Service Provision,Equipment and Tools
North Northamptonshire Council,04-Sep-23,51200522546,£592.80,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200522191,£600.00,DUNAMIS SOCIAL CARE,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522260,£600.00,TRIANGULAR CARE SERVICES LTD,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522111,£601.80,Interaction Recruitment Plc,COMPANY,HRA Repairs and Maintenance [KBC],Property Cleaning,Agency Staff
North Northamptonshire Council,04-Sep-23,51200522109,£612.00,Interaction Recruitment Plc,COMPANY,HRA Repairs and Maintenance [KBC],Property Cleaning,Agency Staff
North Northamptonshire Council,04-Sep-23,51200510231,£622.72,Ping Europe Ltd,TRADE SUPPLIER,Golf Course,Golf Course,Materials for resale
North Northamptonshire Council,04-Sep-23,51200522511,£629.00,PERSONAL BUDGET SUPPORT SERVICE PBSS (064),CHARITY,PD Physical Disability CCP LT,Physical Support CCP Long Term PD,Direct Payments
North Northamptonshire Council,04-Sep-23,51200522235,£629.30,3BN Care Ltd t/a 3BN Care,CARE ESTABLISHMENT,OP North Older People CCP LT,Physical Support CCP Long Term OP North,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522202,£633.28,Prestige Nursing and care,CARE ESTABLISHMENT,PD Physical Disability CCP LT,Support with Memory & Cognition CCP Long Term PD,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200508769,£636.00,AMEY COMMUNITY LIMITED,TRADE SUPPLIER,Adult Learning [NCC],Adult Learning_02-PCDL,Casual hire of facilities
North Northamptonshire Council,04-Sep-23,51200510253,£650.00,AIM AWARDS,TRADE SUPPLIER,Adult Learning [NCC],Adult Learning_09-Adult Skills Budget,Exam Fees
North Northamptonshire Council,04-Sep-23,51200508773,£653.34,Rapid Safety Supplies Limited,COMPANY,Corby-East Midlands International Pool,Corby-East Midlands International Pool,Protective Clothing
North Northamptonshire Council,04-Sep-23,51200522099,£660.00,CLEAPSS,TRADE SUPPLIER,Health & Safety [NCC],"Health, Safety & Wellbeing",Subscriptions
North Northamptonshire Council,04-Sep-23,51200510439,£660.00,WITT & SON UK LTD,COMPANY,Facilities management [CBC],Corby Cube,Building Repair and Maintenance
North Northamptonshire Council,04-Sep-23,51200522195,£662.25,MAGENTA DOMICILIARY CARE SERVICES,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
North Northamptonshire Council,04-Sep-23,51200522540,£684.07,Redacted Personal Data,INDIVIDUAL,Private sector housing standards [CBC],Private Sector Homes,Inspection and Assessment
North Northamptonshire Council,04-Sep-23,51200519513,£696.00,The Cooler Company,COMPANY,Property Management [KBC],Haylock House,Building Repair and Maintenance
North Northamptonshire Council,04-Sep-23,51200522185,£703.00,MAGENTA DOMICILIARY CARE SERVICES,CARE ESTABLISHMENT,MH Mental Health CCP LT,Mental Health Support CCP Long Term MH,Domiciliary Care
