Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-118089,"12,057.25",Revenue,J C Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,02/07/2024,VI-116865,265.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,16/07/2024,VI-117931,485.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,16/07/2024,VI-117932,485.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,16/07/2024,VI-117944,375.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,19/07/2024,VI-118447,395.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,23/07/2024,VI-118512,450.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Equipment Hire,25/07/2024,VI-119122,326.77,Revenue,JLA Total Care Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,05/07/2024,VI-116955,537.00,Revenue,Johns Slater and Haward Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,16/07/2024,VI-117982,"2,886.88",Revenue,Phil Jones Associates Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/07/2024,VI-116122,"3,505.53",Revenue,Phil Jones Associates Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Artists Fees,19/07/2024,VI-118147,"1,430.00",Revenue,Just 42 Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,23/07/2024,VI-118091,"2,100.00",Revenue,11KBW Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/07/2024,VI-118436,"8,109.01",Revenue,Kent County Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/07/2024,VI-118587,"5,627.33",Revenue,Kent County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117753,420.00,Revenue,Kesgrave Baptist Church,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117754,767.70,Revenue,Kesgrave War Memorial Community Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,12/07/2024,VI-117569,600.00,Revenue,Kesgrave War Memorial Community Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/07/2024,VI-118480,600.00,Revenue,Kettleburgh Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117773,250.00,Revenue,Kettleburgh Village Hall,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,23/07/2024,VI-118669,"13,920.00",Revenue,Kicks and Tricks,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,31/07/2024,VI-119354,"1,142,745.71",Capital,Kier Construction - Eastern,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,26/07/2024,VI-118109,"18,495.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,31/07/2024,VI-119188,"4,500.00",Revenue,Kinda Education CIC,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,02/07/2024,VI-116868,360.00,Revenue,Kings & Dunne Architects Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Machine Repair & Maintenance,31/07/2024,VI-116835,"2,095.00",Revenue,Kings (I.P) Ltd t/a Taylor Fuel Control,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Consultants,30/07/2024,VI-118940,"4,300.00",Revenue,"Knight, Kavanagh & Page",,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,17/07/2024,VI-117969,"2,443.36",Revenue,Koris Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Employee Expenses,Technical Training,16/07/2024,VI-117892,"2,500.00",Revenue,LABC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Grants and contributions,Outside Scope Contributions Other Entities,16/07/2024,VI-118015,500.00,Revenue,Labour Party,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Grants and contributions,Outside Scope Contributions Other Entities,30/07/2024,VI-119081,500.00,Revenue,Labour Party,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Machine Repair & Maintenance,16/07/2024,VI-117847,680.00,Revenue,J E Ladd Boatbuilding and Restoration,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Legal Fees,11/07/2024,VI-118223,254.00,Revenue,H M Land Registry,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,10/07/2024,VI-117442,252.00,Revenue,Landscape Institute,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Supplies and Services,Other Ext Provided Services,03/07/2024,VI-111758,334.00,Revenue,Language Line Services,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,General Purchases,19/07/2024,VI-118500,"1,404.00",Revenue,Landberry Engineers Ltd T/A Mainmast Conservation,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,05/07/2024,VI-116114,"2,000.00",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,05/07/2024,VI-116116,"5,026.21",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Legal Fees,01/07/2024,VC-003469,-840.00,Revenue,Leathes Prior,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Legal Fees,01/07/2024,VI-114722,686.00,Revenue,Leathes Prior,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,16/07/2024,VI-117958,"1,490.00",Revenue,LEC Hire,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,31/07/2024,VI-117721,"7,000.00",Revenue,Leiston-cum-Sizewell Town Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,30/07/2024,VI-118167,915.00,Revenue,Leiston Press,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/07/2024,VI-119064,"1,000.00",Revenue,Letheringham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,19/07/2024,VI-117996,329.30,Revenue,Lets Connect IT Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,19/07/2024,VI-118430,"1,625.00",Revenue,Lexden Consultancy Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/07/2024,VI-117532,"1,122.66",Revenue,LGS Homes (Suffolk) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-117873,"4,936.62",Revenue,LGS Homes (Suffolk) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,02/07/2024,VI-116875,"6,000.00",Revenue,The Lions Club of Felixstowe,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Other Office Expenses,31/07/2024,VI-119054,"1,067.94",Revenue,Liquidline Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/07/2024,VI-116549,441.09,Revenue,Lisa's Homes,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,23/07/2024,VI-118080,441.09,Revenue,Lisa's Homes,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,24/07/2024,VI-118749,470.36,Revenue,Lisa's Homes,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,30/07/2024,VI-118782,"2,750.00",Revenue,LLG Enterprises Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,12/07/2024,VI-118466,"8,746.11",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,12/07/2024,VI-118465,"2,587.21",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Conference Fees,12/07/2024,VC-003502,"-7,371.00",Revenue,Local Government Association,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,05/07/2024,VI-117130,"2,475.00",Capital,Rossi Long Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,05/07/2024,VI-117104,"2,201.50",Revenue,Rossi Long Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,17/07/2024,VI-117327,"1,280.00",Revenue,Rossi Long Consulting Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,19/07/2024,VI-118408,300.00,Revenue,The Long Shop Museum,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,05/07/2024,VI-116991,"250,000.00",Revenue,Lowestoft Town Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,30/07/2024,VI-118665,"26,192.55",Revenue,Lowestoft Vision,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,30/07/2024,VI-118673,"53,753.75",Revenue,Lowestoft Vision,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,02/07/2024,VC-003135,-991.90,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,02/07/2024,VI-116846,"1,459.36",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,03/07/2024,VI-117097,922.66,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,05/07/2024,VI-117264,569.21,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,05/07/2024,VI-117168,"2,861.34",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,17/07/2024,VI-118150,603.67,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,19/07/2024,VI-118462,549.44,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,19/07/2024,VI-118458,755.16,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,19/07/2024,VI-118448,"1,622.59",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,19/07/2024,VI-118467,"1,179.48",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,23/07/2024,VI-118562,807.39,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,31/07/2024,VI-119258,"1,153.36",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,02/07/2024,VI-116853,988.50,Revenue,Macfarlane Group UK Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Furniture and Equipment,10/07/2024,VI-117311,347.00,Revenue,PCD Maltron,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,31/07/2024,VI-119170,"15,000.00",Revenue,Manning Amusement Parks,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118450,"6,285.00",Revenue,Marina Theatre Trust,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,03/07/2024,VI-116963,"5,000.00",Revenue,Martlesham Heath Pavilion,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,12/07/2024,VI-117809,"2,000.00",Revenue,Martlesham Preschool,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,05/07/2024,VI-117121,"7,200.00",Revenue,March Web Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,31/07/2024,VI-119088,"7,600.00",Revenue,March Web Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,30/07/2024,VI-118979,950.00,Revenue,Matts Monitors Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,02/07/2024,VI-116836,"2,530.00",Revenue,Media Managers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,02/07/2024,VI-116838,"35,140.00",Revenue,Media Managers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,12/07/2024,VI-117728,"11,952.00",Revenue,Media Managers Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,23/07/2024,VC-002547,-525.00,Revenue,Melton United Football Club,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Supplies and Services,Consultants,16/07/2024,VI-118065,"1,088.25",Revenue,Mid Suffolk District Council,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Supplies and Services,Consultants,24/07/2024,VI-116847,607.50,Revenue,Mid Suffolk District Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,22/07/2024,VI-113629,"4,284,189.00",Revenue,"Dept Levelling Up, Housing & Communities",,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Purchases,16/07/2024,VI-117887,682.34,Revenue,MLL Telecom Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,12/07/2024,VI-117106,723.20,Revenue,Mobile Mini UK Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,30/07/2024,VI-118721,723.20,Revenue,Mobile Mini UK Ltd,,,,,,,,,,,,,,,
Community Health,Licensing,Supplies and Services,Materials For Resale,05/07/2024,VI-117194,"1,491.30",Revenue,Mogo,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-118823,390.00,Revenue,Monewden Village Hall,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Licence Fees,02/07/2024,VI-116854,"2,897.79",Revenue,Motion Pic Licensing Company,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,09/07/2024,VI-117244,"10,578.00",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117802,"18,400.00",Capital,Mountain Builders,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Clothing & Uniforms,23/07/2024,VI-117560,"1,951.10",Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Clothing & Uniforms,26/07/2024,VI-118915,808.14,Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,16/07/2024,VI-117946,375.00,Revenue,Nacton Village Hall,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,02/07/2024,VI-115919,420.00,Revenue, J Darke t/a Neat n Clean,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/07/2024,VI-118060,"1,900.00",Revenue, J Darke t/a Neat n Clean,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,30/07/2024,VI-117919,621.00,Revenue,Need 2 Store Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Legionella,10/07/2024,VI-117503,401.92,Revenue,Nemco Utilities Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,16/07/2024,VI-117948,254.35,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/07/2024,VI-118188,666.16,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/07/2024,VI-118504,"1,362.60",Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/07/2024,VI-118505,"9,878.85",Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/07/2024,VI-118506,968.96,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/07/2024,VI-118507,"1,771.38",Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,19/07/2024,VI-118508,"1,226.34",Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,24/07/2024,VI-117101,666.16,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,26/07/2024,VI-118753,514.76,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/07/2024,VI-119070,"3,879.75",Revenue,Next Thing Education Camps,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Health and Safety,30/07/2024,VI-119069,"3,258.00",Revenue,Next Thing Education Camps,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,03/07/2024,VI-116987,425.24,Revenue,Nominet UK,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,01/07/2024,VI-113650,"1,003.61",Revenue,Norse Commercial Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Valuation Fees,31/07/2024,VI-116934,"12,235.00",Revenue,Norse Consulting Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,31/07/2024,VI-119189,"2,861.09",Revenue,North Norfolk District Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Equipment Hire,30/07/2024,VI-118825,379.68,Revenue,Northgate Vehicle Hire Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Premises Expenses,Legionella,09/07/2024,VI-113184,"1,648.57",Revenue,Northumbrian Water Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,24/07/2024,VI-118192,"4,153.67",Revenue,Northumbrian Water Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-115706,"6,060.00",Capital,NPS Property Consultants Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-117424,"1,693.90",Capital,NPS Property Consultants Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,05/07/2024,VI-117123,"18,189.22",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,05/07/2024,VI-117125,"22,137.93",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-118969,"57,239.91",Capital,M S Oakes Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,26/07/2024,VI-118679,"1,416.67",Capital,Oaks CCTV Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,26/07/2024,VI-116680,548.33,Capital,Oaks CCTV Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,23/07/2024,VI-116879,"1,300.00",Revenue,Odd Bods exterior cleaning specialist Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Furniture and Equipment,12/07/2024,VI-117709,"2,883.75",Revenue,Office Update,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,19/07/2024,VI-118406,300.00,Revenue,Ogilvie Pavilion and Sports Field,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-119102,330.00,Revenue,Old Felixstowe Community Association,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-119085,950.00,Revenue,Old Felixstowe Parochial,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,19/07/2024,VI-116634,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,23/07/2024,VI-116350,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Software Maintenance,30/07/2024,VI-119002,"5,066.42",Revenue,Orchard Information Systems Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/07/2024,VI-116748,"2,176.65",Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hospitality,23/07/2024,VI-118561,450.00,Revenue,Noordzee Holdings T/AS The Orwell Hotel,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-119232,340.00,Revenue,Oulton Community Association,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Technical Training,09/07/2024,VI-115569,495.00,Revenue,Oulton Broad Water Sports Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/07/2024,VI-119063,"4,268.25",Revenue,Oulton Broad Water Sports Centre,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117471,"7,859.80",Capital,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117420,"9,370.42",Capital,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,17/07/2024,VI-117466,875.00,Revenue,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Stationery,09/07/2024,VI-117323,"2,402.22",Revenue,Ovendens Papers Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,02/07/2024,VI-116874,"2,143.32",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,02/07/2024,VI-116877,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,12/07/2024,VI-117738,"2,221.59",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,12/07/2024,VI-117737,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,16/07/2024,VI-118063,"1,798.32",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,16/07/2024,VI-118062,825.00,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,19/07/2024,VI-118064,315.90,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,23/07/2024,VI-118556,825.00,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-118557,"1,069.20",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-118559,"2,259.84",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,30/07/2024,VI-119007,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,30/07/2024,VI-119006,"1,142.10",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
