Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117338,625.00,Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,09/07/2024,VI-116754,775.00,Revenue,Canham Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,19/07/2024,VI-118381,500.00,Revenue,Canham Consulting Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,19/07/2024,VI-118191,"1,800.00",Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-118944,"1,200.00",Capital,Canham Consulting Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,17/07/2024,VI-117894,622.26,Revenue,Access Paysuite Ltd - 360,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/07/2024,VI-117574,"1,612.50",Revenue,Carr Road Distribution Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Equipment Hire,05/07/2024,VI-117199,"1,619.70",Revenue,Car Hire (Day of Swansea) Ltd T/A Day's Rental,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,02/07/2024,VI-116930,"1,768.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,02/07/2024,VI-116736,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,16/07/2024,VI-117960,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,16/07/2024,VI-117959,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,16/07/2024,VI-117957,"1,300.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,16/07/2024,VI-117955,"1,768.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,19/07/2024,VI-118197,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,19/07/2024,VI-118373,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,24/07/2024,VI-118678,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-117875,"3,050.00",Revenue,Carelift Services Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,31/07/2024,VI-119144,"6,005.00",Revenue,Carelift Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Supplies and Services,Hardware Purchases,02/07/2024,VI-116889,384.60,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,02/07/2024,VI-116891,"2,299.50",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Hardware Purchases,02/07/2024,VI-116895,492.27,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Supplies and Services,Hardware Purchases,02/07/2024,VI-116905,641.00,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hardware Purchases,02/07/2024,VI-116906,641.00,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,02/07/2024,VI-116897,384.60,Capital,CCS Media Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hardware Purchases,02/07/2024,VI-116898,"4,786.50",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Hardware Purchases,02/07/2024,VI-116900,256.40,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Hardware Purchases,02/07/2024,VI-116902,256.40,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,02/07/2024,VI-116910,256.40,Capital,CCS Media Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Hardware Purchases,02/07/2024,VI-116911,"1,179.35",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,02/07/2024,VI-116914,"11,332.62",Capital,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Supplies and Services,Hardware Purchases,02/07/2024,VI-116918,384.60,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Stationery,09/07/2024,VI-116903,430.76,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,16/07/2024,VI-117400,"1,020.18",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Stationery,19/07/2024,VI-118364,"1,130.76",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hardware Purchases,30/07/2024,VI-119010,251.94,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hardware Purchases,30/07/2024,VI-119009,"1,792.26",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Stationery,30/07/2024,VI-116917,430.76,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,01/07/2024,VI-102495,"4,650.00",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,23/07/2024,VI-117126,"27,000.00",Revenue,Certa Partnership Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,19/07/2024,VI-117748,560.00,Revenue,Chapelfield Veterinary Partnership,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,19/07/2024,VI-118386,250.00,Revenue,Charsfield Village Hall,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Employee Expenses,Technical Training,16/07/2024,VI-117896,670.83,Revenue,Chartered Association of Building Engineers,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Employee Expenses,Technical Training,23/07/2024,VI-118509,670.83,Revenue,Chartered Association of Building Engineers,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Officer Professional Subscriptions,26/07/2024,VI-118365,347.00,Revenue,Chartered Association of Building Engineers,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Employee Expenses,Officer Professional Subscriptions,30/07/2024,VI-118686,318.00,Revenue,Chartered Association of Building Engineers,,,,,,,,,,,,,,,
Community Health,Food and Safety,Employee Expenses,Qualification Training,10/07/2024,VI-117520,681.00,Revenue,Chartered Institute Environmental Health,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Officer Professional Subscriptions,02/07/2024,VI-116779,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Officer Professional Subscriptions,05/07/2024,VI-116782,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Officer Professional Subscriptions,09/07/2024,VI-116864,262.00,Revenue,Chartered Institute of Housing,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Officer Professional Subscriptions,10/07/2024,VI-117432,309.00,Revenue,Chartered Institute of Internal Auditors,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-115446,"30,000.00",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-115447,"2,000.00",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Architect Fees,26/07/2024,VI-117141,"20,000.00",Revenue,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,26/07/2024,VI-117146,"8,760.47",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,26/07/2024,VI-118583,"26,600.00",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,26/07/2024,VI-118797,"12,800.00",Revenue,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,23/07/2024,VI-117921,"8,787.00",Revenue,Chase Services Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118095,"1,530.00",Revenue,The Chocolate Box,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-119101,375.00,Revenue,Christ Church,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Machine Repair & Maintenance,19/07/2024,VI-118205,445.38,Revenue,Churches Fire Security Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,12/07/2024,VI-117274,"3,883.40",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118540,"3,454.11",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118541,"4,926.50",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118542,"14,915.92",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118543,"9,687.86",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118548,"10,246.66",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,31/07/2024,VI-119319,"3,000.00",Revenue,Citizens Advice East Suffolk,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,16/07/2024,VI-117929,"1,178.60",Revenue,Clarke and Simpson Chartered Surveyors,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,12/07/2024,VI-116958,"3,000.00",Capital,Clear Consulting and Design Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Clothing & Uniforms,10/07/2024,VI-117501,452.39,Revenue,Clothes2Order,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/07/2024,VI-118602,"14,083.00",Revenue,CMC Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,16/07/2024,VC-003631,"-1,186.05",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,16/07/2024,VI-118047,"6,999.25",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,16/07/2024,VC-003632,"-1,062.25",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,16/07/2024,VI-118073,"7,559.19",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,17/07/2024,VI-116032,"1,664.83",Revenue,Park Now Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,23/07/2024,VI-116128,506.40,Revenue,Code Enigma Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,23/07/2024,VI-117119,300.00,Revenue,Code Enigma Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,12/07/2024,VI-116355,"1,125.00",Revenue,Colliers International-Common Clients,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,Building Services - Responsive Maintenance,12/07/2024,VI-117515,280.00,Revenue,Command Pest Control Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Miscellaneous Other Services,23/07/2024,VI-118581,"3,436.97",Revenue,Community Action Suffolk,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,05/07/2024,VI-117132,"1,300.00",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,17/07/2024,VI-118133,"1,552.50",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,17/07/2024,VC-003635,"-1,035.00",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Grants and contributions,Outside Scope Contributions Other Entities,16/07/2024,VI-117974,500.00,Revenue,Conservative Party WCCA,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,30/07/2024,VI-118599,"1,050.00",Revenue,Cornerstone Barristers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,30/07/2024,VI-119040,800.00,Revenue,Cornerstone Barristers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,30/07/2024,VI-119038,900.00,Revenue,Cornerstone Barristers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,30/07/2024,VI-119039,"2,500.00",Revenue,Cornerstone Barristers,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,03/07/2024,VI-116961,970.00,Revenue,Corton Parish Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,12/07/2024,VI-117122,"2,846.09",Revenue,CPRAS,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,23/07/2024,VI-118375,"2,029.81",Revenue,CPRAS,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,02/07/2024,VI-116764,"6,300.00",Revenue,Create Consulting Engineers Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,19/07/2024,VI-117916,"4,900.00",Revenue,Create Consulting Engineers Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,19/07/2024,VC-003659,"-4,900.00",Revenue,Create Consulting Engineers Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,02/07/2024,VI-116551,800.00,Revenue,"Cretingham, Hoo & Monewden Parish Council",,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,09/07/2024,VI-117453,"4,507.68",Revenue,Creative Leiston C.I.C.,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,12/07/2024,VI-117720,702.62,Revenue,Cross Media Print and Digital,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Rents Payable,19/07/2024,VI-118155,"1,216.18",Revenue,Crown Estate,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/07/2024,VI-117707,"1,838.20",Revenue,Crown Paints Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/07/2024,VI-117704,495.58,Revenue,Crown Paints Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,09/07/2024,VI-117169,571.20,Revenue,Crystolutions Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,17/07/2024,VI-117893,"4,353.15",Revenue,Daisy Communications Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,16/07/2024,VI-117190,625.00,Revenue,Darren's Drains,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,26/07/2024,VI-118625,425.00,Revenue,Darren's Drains,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,26/07/2024,VI-118624,275.00,Revenue,Darren's Drains,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,31/07/2024,VI-118178,250.00,Revenue,Darsham Village Hall,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,02/07/2024,VI-116878,"1,500.00",Revenue,Debach Parish Meeting,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117750,270.00,Revenue,Dennington Jubilee Hall,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,30/07/2024,VI-118939,766.00,Revenue,De Sudor,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,12/07/2024,VI-117741,"5,940.00",Revenue,Destination Research Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,17/07/2024,VI-117724,456.00,Capital,S W Dewell,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-118981,"14,390.95",Capital,S W Dewell,,,,,,,,,,,,,,,
