Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,02/04/2024,VI-110637,"3,350.00",Revenue,Norris Media Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Employee Expenses,Medical Fees,16/04/2024,VI-112048,280.00,Revenue,NowMedical,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112595,"27,568.92",Capital,M S Oakes Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112801,"18,971.44",Capital,M S Oakes Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,19/04/2024,VI-112256,"6,959.00",Revenue,Oakes Estates Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,26/04/2024,VI-112815,350.00,Revenue,Odd Bods exterior cleaning specialist Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Stationery,09/04/2024,VI-110987,827.01,Revenue,Office Stationary,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Stationery,26/04/2024,VI-112817,740.06,Revenue,Office IS Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110703,"1,701.00",Revenue,Ogilvie Pavilion and Sports Field,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-109722,"10,392.27",Revenue,Oliver and Company (UK) Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,02/04/2024,VI-107914,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,02/04/2024,VI-108164,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,02/04/2024,VI-108696,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,02/04/2024,VI-109343,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,24/04/2024,VI-110484,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,24/04/2024,VI-110858,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,24/04/2024,VI-111584,"2,328.75",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,24/04/2024,VI-112062,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112116,"19,753.49",Revenue,Orford & Gedgrave Parish Cncl,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112479,"14,709.50",Revenue,Orford & Gedgrave Parish Cncl,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VC-003328,"-1,909.66",Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VI-112244,655.03,Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VI-112245,"1,568.19",Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VI-112246,"2,239.30",Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,24/04/2024,VI-112578,"438,520.17",Capital,Orwell Housing Association,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,26/04/2024,VI-112792,"2,400.00",Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112480,"6,045.59",Revenue,Otley Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112217,350.00,Revenue,Otley Bowls Club,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112118,"1,791.78",Revenue,Oulton Broad Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112481,"137,310.00",Revenue,Oulton Broad Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112117,"1,237.34",Revenue,Oulton Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112482,"14,552.85",Revenue,Oulton Parish Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,12/04/2024,VI-111834,292.00,Revenue,Oulton Broad Water Sports Centre,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Planned Maintenance,09/04/2024,VI-107579,"6,959.90",Revenue,Ovamill Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111619,"21,203.50",Capital,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Stationery,19/04/2024,VI-112226,655.01,Revenue,Ovendens Papers Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,05/04/2024,VI-110898,"4,000.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,10/04/2024,VI-111621,"3,200.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,23/04/2024,VI-112650,"3,200.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,23/04/2024,VI-112651,"4,000.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,30/04/2024,VI-113052,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Planned Maintenance,09/04/2024,VI-111457,469.10,Revenue,Panks Engineers Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112483,"7,000.00",Revenue,Parham Parish Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,26/04/2024,VI-112219,"3,975.00",Revenue,Parnell Bros Demolition Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,26/04/2024,VC-003415,-921.70,Revenue,Parish Halls Rushmere St Andrew,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,09/04/2024,VI-111004,345.00,Revenue,Partnership Media Group Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112210,"1,000.00",Revenue,PARK Management Committee,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Responsive Maintenance,02/04/2024,VI-110846,475.00,Revenue,Pearce and Kemp Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110696,"1,000.00",Revenue,Peasenhall Assembly Hall,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112484,"6,044.50",Revenue,Peasenhall Parish Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,12/04/2024,VI-111735,"7,615.34",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-109130,"3,511.99",Capital,Perfect Circle JV Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112119,"13,200.55",Revenue,Pettistree Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112485,"4,740.00",Revenue,Pettistree Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Miscellaneous Other Services,02/04/2024,VI-110874,400.00,Revenue,Phoenix St Peter Academy,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112218,"5,000.00",Revenue,Phoenix Leisure Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,12/04/2024,VI-111449,"3,290.40",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Indoor Leisure,Premises Expenses,Minor Improvements,09/04/2024,VI-111027,"13,155.19",Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Indoor Leisure,Premises Expenses,Minor Improvements,09/04/2024,VI-111028,"3,270.00",Revenue,Places for People,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112486,"5,500.00",Revenue,Playford Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Indoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,09/04/2024,VI-110980,"6,107.14",Revenue,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,19/04/2024,VI-111811,"5,454.00",Capital,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/04/2024,VI-111303,"9,839.81",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,10/04/2024,VI-111644,"11,019.95",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Electricity,16/04/2024,VI-112179,"1,217.00",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Electricity,16/04/2024,VI-112180,"2,145.79",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Other Ext Provided Services,19/04/2024,VI-112584,"1,103.00",Revenue,Port Skills and Safety Limted,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,09/04/2024,VI-111137,"1,636.86",Revenue,Postman Inc,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111631,755.00,Capital,Precision Pipework Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,05/04/2024,VI-109174,290.00,Revenue,Prevent Fire Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,30/04/2024,VI-113044,"17,305.00",Revenue,Pre-Construct Archaeology Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,05/04/2024,VI-111113,"7,376.88",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/04/2024,VI-112198,"5,896.00",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,17/04/2024,VI-112237,"6,022.00",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/04/2024,VI-111289,"3,000.00",Revenue,Promoting Pakefield,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Repairs,02/04/2024,VI-110747,"13,512.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Fighting Equipment,23/04/2024,VI-112611,"1,143.34",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,23/04/2024,VI-112616,"3,508.45",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Holding Account - Cash Out,Capital Expenditure,23/04/2024,VI-112639,"7,798.65",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,30/04/2024,VI-113108,"2,077.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,30/04/2024,VI-113113,"2,347.06",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111445,"3,000.00",Capital,Prospero Projects Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,02/04/2024,VI-110727,297.40,Capital,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,09/04/2024,VI-111401,"4,800.00",Revenue,PS Tax,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,02/04/2024,VI-110901,"9,310.80",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,10/04/2024,VI-111469,"10,756.45",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,12/04/2024,VI-111859,296.45,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,12/04/2024,VI-111858,"4,687.65",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,02/04/2024,VI-111602,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,17/04/2024,VI-112234,"1,550.00",Capital,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Purchases,17/04/2024,VI-110966,"173,937.14",Revenue,Synectics Security Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-110782,360.00,Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-110778,481.00,Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,19/04/2024,VI-108996,897.00,Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,02/04/2024,VI-110763,"4,834.05",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,02/04/2024,VI-110754,"5,886.99",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,05/04/2024,VI-111145,"6,984.11",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,05/04/2024,VI-111144,"9,045.17",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/04/2024,VI-111863,"7,394.55",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,19/04/2024,VI-112593,"7,235.42",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,26/04/2024,VI-112837,"2,800.75",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/04/2024,VI-111788,"1,172.61",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,05/04/2024,VI-111155,279.00,Revenue,Real Asset Management Plc,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,12/04/2024,VI-111719,"1,300.00",Revenue,Real Consulting LLP,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,02/04/2024,VI-110739,"4,489.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,02/04/2024,VI-110737,"3,292.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,02/04/2024,VI-110736,"2,633.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
