Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,05/11/2024,VI-125100,"1,371.51",Revenue,Unison Eastern Region,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hospitality,19/11/2024,VI-125902,"3,938.40",Revenue,University of Suffolk,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,08/11/2024,VI-125463,"7,400.00",Revenue,Richard Utting LLP,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Risk Assessments,11/11/2024,VI-125114,"1,288.75",Revenue,Value Products Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Risk Assessments,11/11/2024,VI-125416,333.00,Revenue,Value Products Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,01/11/2024,VI-122611,"1,672.93",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,01/11/2024,VI-124241,"3,475.57",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,General Purchases,05/11/2024,VI-123863,"2,038.42",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Premises Expenses,Electricity,06/11/2024,VI-124953,"11,907.29",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Transport Expenses,Vehicle Hire,20/11/2024,VI-125714,580.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,29/11/2024,VI-126127,"2,056.07",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Premises Expenses,Building Services - Planned Maintenance,08/11/2024,VI-125423,"3,680.00",Revenue,Richard Vest Architectural Design Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,26/11/2024,VI-125560,"3,419.60",Revenue,Richard Vest Architectural Design Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Hotel Accommodation,11/11/2024,VI-125008,317.08,Revenue,Village Hotel & Leisure Group,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Hotel Accommodation,11/11/2024,VI-125007,317.08,Revenue,Village Hotel & Leisure Group,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Supplies and Services,Marketing & Promotions,08/11/2024,VI-125369,880.00,Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Supplies and Services,Consultants,15/11/2024,VI-125806,320.00,Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126527,"2,850.00",Capital,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,05/11/2024,VI-125042,"7,082.09",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Employee Expenses,Contract Staff,05/11/2024,VI-125111,"3,210.58",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,08/11/2024,VI-125112,"6,612.49",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,08/11/2024,VI-125043,"4,244.00",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Other Indirect Employee Expenses,12/11/2024,VI-125592,"6,747.75",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,26/11/2024,VI-126145,"3,591.58",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,06/11/2024,VI-124883,"3,817.74",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,01/11/2024,VI-124842,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/11/2024,VI-126012,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/11/2024,VI-126011,275.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,20/11/2024,VI-126010,"4,737.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126062,"8,030.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126055,"2,135.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126054,"9,110.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126050,"9,322.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126087,"5,952.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126086,"3,800.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126085,"8,609.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126084,"6,050.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126076,"6,812.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126075,"5,032.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126074,"4,077.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126073,"4,870.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126071,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126061,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126047,"4,107.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-125887,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,27/11/2024,VI-126407,"10,220.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,27/11/2024,VI-126390,"34,528.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,27/11/2024,VI-126379,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,27/11/2024,VI-126342,"5,290.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,27/11/2024,VI-126341,"5,792.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,22/11/2024,VI-125475,"1,441.28",Revenue,W A S Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-126346,"1,228.30",Revenue,W A S Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,05/11/2024,VI-125105,525.00,Revenue,East Suffolk Conservative Councillors Group,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126530,"3,830.00",Capital,Waveney Fencing,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,22/11/2024,VI-125807,"2,356.00",Revenue,Waveney Gymnastics Club,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,05/11/2024,VI-125102,504.00,Revenue,East Suffolk Labour Group,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,01/11/2024,VI-125967,"1,470.00",Capital,Waveney Windows,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,01/11/2024,VI-124598,"1,408.00",Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Operational Vehicle Hire,08/11/2024,VI-125404,820.26,Revenue,West Wallasey Car Hire Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,26/11/2024,VI-126332,"5,000.00",Revenue,Whitworth Veterinary Practice Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126484,"3,000.00",Revenue,5th Woodbridge Sea Scouts,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,27/11/2024,VI-126291,"5,000.00",Revenue,Wooden Roots,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/11/2024,VI-125889,"30,000.00",Revenue,Woodhall Manor,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126576,"1,650.00",Revenue,Woodbridge Kitchen Company Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,15/11/2024,VI-125667,"1,750.00",Revenue,Worlingham Community Facility,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,CIL REFCUS,19/11/2024,VI-125872,"3,658.80",Revenue,Worlingham Community Facility,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Other Office Expenses,01/11/2024,VI-124907,"1,345.97",Revenue,Xerox Finance Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Other Office Expenses,29/11/2024,VI-126590,"1,529.84",Revenue,Xerox (UK) Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Payments,05/11/2024,VI-125140,"28,000.00",Revenue,Lidl GB Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Customer and Client Receipts,Vatable Building Notice Fees,19/11/2024,VI-125929,252.00,Revenue,Wood Worx Carpentry Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,15/11/2024,VI-125775,"1,303.01",Revenue,Yoxford Parish Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,08/11/2024,VI-125469,493.29,Revenue,Zip Water UK Ltd,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The following payments are in respect of the County Sports Partnership for which East Suffolk Council is the host authority.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,06/11/2024,VI-124963,"3,837.00",Revenue,Cresign Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Marketing & Promotions,08/11/2024,VI-125236,750.00,Revenue,Frame by MA,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,08/11/2024,VI-125335,400.00,Revenue,K C Fitness,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,15/11/2024,VI-125559,260.94,Revenue,Carly King,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,15/11/2024,VI-125717,400.00,Revenue,Socasalsa,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Furniture and Equipment,15/11/2024,VI-125821,694.88,Revenue,Special EFX Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,06/11/2024,VI-124894,"2,000.00",Revenue,Westbourne Academy,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,22/11/2024,VI-126105,250.00,Revenue,Stowmarket Cricket Club,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,06/11/2024,VI-124843,600.00,Revenue,Yoga with Manon,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Grants & Contributions,15/11/2024,VI-125723,450.00,Revenue,Yogability,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The source of the data being used cannot separate out Value Added Tax which cannot be recovered. In these ,,,,,,,,,,,,,,,,,,,,,,,
instances the gross amount or full charge to the council has been shown.,,,,,,,,,,,,,,,,,,,,,,,
