SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,PROFAD CARE AGENCY LTD,3151812,5044203,45139,2301.7200000000003,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5044217,45139,28397.190000000024,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,SUNBIRD CARE LTD,3147480,5044230,45139,485.59000000000003,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65583,Extra Care Housing,MEARS EXTRA CARE LIMITED,3149883,5044189,45139,41616.62,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ASPENS ENTERPRISES LTD,3200031,5044119,45139,-2012.8,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5044116,45139,1961.88,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,BROMLEY MENCAP,1856731,5044128,45139,12496.25,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5044126,45139,276.3,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5044148,45139,73.68,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,ETERNAL CARE UK LTD,3126584,5044157,45139,4440.58,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,HARMONY HOME AID SERVICES LTD,3121794,5044166,45139,35.42,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,KOSI LTD T/A KOSICARE,3152013,5044180,45139,488.84000000000003,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,P & E CARE LTD,3149554,5044198,45139,2122.5299999999997,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5044217,45139,305.2,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,SUNBIRD CARE LTD,3147480,5044230,45139,1022.14,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASPENS ENTERPRISES LTD,3200031,5044119,45139,21985.879999999997,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65562,Community Day Services - Block Contract,ELEANOR LIVING SKILLS LTD,3151819,5044154,45139,77333.34,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5044116,45139,59.58,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5044126,45139,680.26,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,DAY TO DAY CARE LTD,3028207,5044148,45139,227.28,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,KOSI LTD T/A KOSICARE,3152013,5044180,45139,602.0100000000001,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,P & E CARE LTD,3149554,5044198,45139,377.28000000000003,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,3124055,5044217,45139,450.54,TCR DOMICILIARY PROVIDER
 Quality Assurance & Safeguarding,Adult Care and Health,64331,Miscellaneous Expenses,TOBAKAY RESOURCING LIMITED * 3152339,3152339,5044239,45139,2550,TCR SUPPLIER GENERAL
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CENTAUR OVERLAND TRAVEL LTD,1005162,5044131,45139,3172.2,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CLOVER CAR SERVICES LTD,3150060,5044134,45139,16992,TCR TRANSPORT
 Capital Maintenance in Schools,CEF Capital Total,68154,Capital Main Works,DEPARTMENT FOR EDUCATION (DFE),3149766,5044150,45139,781241,PCS GOVT DEPT
 0-25 Children Service,"Children, Education and Families",63112,Vehicle Repairs and Maintenance,LONDON HIRE LIMITED,3150929,5044186,45139,275.5,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",63213,Client Transport,KELLY EXECUTIVE LTD,3136470,5044175,45139,9010,TCR TRANSPORT
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3149030,5044162,45139,1466,IND AGENCY CARERS
 Bromley Youth Support Programme,"Children, Education and Families",64331,Miscellaneous Expenses,CRYSTAL PALACE COMMUNITY DEVELOPMENT TRUST,3028068,5044146,45139,1220,OTHER CREDS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSON,3104637,5044295,45139,552.9,TCR CONSULTANT
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3029813,5044293,45139,511.5,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3150439,5044261,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3143651,5044284,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3201692,5044298,45139,511.5,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3019315,5044287,45139,552.9,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3112912,5044265,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3149758,5044271,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3200679,5044297,45139,511.5,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3014475,5044288,45139,511.5,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3151044,5044255,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3144095,5044262,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3147541,5044292,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3151352,5044314,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3140337,5044294,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3144408,5044260,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3202361,5044286,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3147186,5044309,45139,1023,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3151871,5044315,45139,200,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3145125,5044276,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3134975,5044268,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3020335,5044289,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3132640,5044285,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3144332,5044290,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3124161,5044304,45139,511.5,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3149972,5044299,45139,511.5,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,BEAM INC LTD,3201208,5044122,45139,1301.76,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,ORANGE GROVE FOSTERCARE LTD,3123632,5044197,45139,8583.64,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5044127,45139,2100,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSON,3104637,5044295,45139,171.43,TCR CONSULTANT
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3029813,5044293,45139,432,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3150439,5044261,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3143651,5044284,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3149972,5044299,45139,432,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3112912,5044265,45139,432,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3200679,5044297,45139,241.4,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3014475,5044288,45139,241.4,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3144095,5044262,45139,432,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3147541,5044292,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3151352,5044314,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3151044,5044255,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3140337,5044294,45139,432,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3144408,5044260,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3202361,5044286,45139,432,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3147186,5044309,45139,864,IND CARERS/MOTHERS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3151871,5044315,45139,552.92,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3145125,5044276,45139,241.4,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3134975,5044268,45139,241.4,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3020335,5044289,45139,241.4,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3132640,5044285,45139,241.4,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3149758,5044271,45139,241.4,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3201692,5044298,45139,432,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3144332,5044290,45139,241.4,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3019315,5044287,45139,200,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3124161,5044304,45139,588.46,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5044127,45139,2000,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,DEPAUL UK,3121915,5044256,45139,1307.56,ST SUPP LODGE
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3200383,5044253,45139,600,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3124161,5044304,45139,122.1,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151837,5044318,45139,4607.150000000001,FOSTER PARENTS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3150122,5044300,45139,1000,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3142275,5044266,45139,1333.34,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,THE BEECHES UK LTD,3201865,5044234,45139,11780,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",66114,Leaving Care,REDACTED PERSONAL DATA,3142275,5044266,45139,15,IND OTHER
 Early Intervention and Family Support,"Children, Education and Families",62511,Grounds Maintenance Costs,IDVERDE LTD,3137441,5044171,45139,812.5,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",65518,Fostering Agency Placements,RAINBOW FOSTERING SERVICES LTD,3141188,5044208,45139,15228.220000000001,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3149031,5044199,45139,11554.48,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65517,Family Assessments,CHILDRENS SERVICES NETWORK,3140215,5044132,45139,715,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5044201,45139,35.7,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044143,45139,1339.5,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044141,45139,1129,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044144,45139,2065.75,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044138,45139,893.7,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044136,45139,653.5,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044137,45139,679.5,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044139,45139,909.5,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044140,45139,1014,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3201382,5044142,45139,1329,IND AGENCY CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",64353,Placement Support,OPENMINDS SOCIAL CARE LTD,3144418,5044196,45139,1607.14,TCR RESIDENTIAL HOME
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,POTTON KARE SERVICES LTD,3137990,5044201,45139,1542.6,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,OPENMINDS SOCIAL CARE LTD,3144418,5044196,45139,3904.5,TCR RESIDENTIAL HOME
 SEN and Inclusion,"Children, Education and Families",61114,Temporary and Agency Staff,PROVIDENT RECRUITMENT LTD T/A PSYCHOLOGY PEOPLE,3149301,5044206,45139,2421.9999999999995,IRC_JOB_AGENCY
 SEN and Inclusion (DSG),"Children, Education and Families",62311,Rents Payable,NHS PROPERTY SERVICES LTD,3130584,5044194,45139,9810.17,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62411,Cleaning Services,LODESTAR CLEANING CONTRACTS LTD,3127245,5044184,45139,546.83,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62411,Cleaning Services,LODESTAR CLEANING CONTRACTS LTD,3127245,5044183,45139,546.83,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",64331,Miscellaneous Expenses,MET POLICE (HAYES) SPORTS CLUB,3103504,5044190,45139,473.33,VENDOR
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,ACHIEVE WITH AUTISM CONSULTANCY LTD,3152103,5044115,45139,712.5,VENDOR
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,REDACTED PERSON,3132235,5044133,45139,672,SOLETRADER
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,HOLY INNOCENTS CATHOLIC PRIMARY SCHOOL,3144738,5044169,45139,656,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,SPM DEVELOPMENT SERVICES LTD,3152810,5044219,45139,788,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,SUPPLY & DEMAND CONSULTANCY LTD,3025342,5044231,45139,4345,OTHER CREDS
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,SUPPLY & DEMAND CONSULTANCY LTD,3025342,5044232,45139,11791.5,OTHER CREDS
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,KELVIN GROVE PRIMARY SCHOOL,3148503,5044176,45139,1200,TCR ACADEMY
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,OASIS COMMUNITY LEARNING,3125300,5044195,45139,1200,TCR IND SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,REGIS MANOR PRIMARY SCHOOL,3200746,5044210,45139,4400,TCR ACADEMY
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,STRAND ON THE GREEN JUNIOR SCHOOL,3201415,5044228,45139,1200,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,THE MARSH ACADEMY,3148084,5044237,45139,800,TCR ACADEMY
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,TRINITY SCHOOL SEVENOAKS LTD,3150684,5044241,45139,800,TCR ACADEMY
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,WOODMANSTERNE SCHOOL,3202794,5044247,45139,2745,PCS LA SCHOOL
 Virtual School,"Children, Education and Families",66311,Schools Transfer Payment,WROTHAM SCHOOL,3119388,5044248,45139,1000,PCS LA SCHOOL
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,ALD AUTOMOTIVE LTD,3145056,5044117,45139,12061.56,TCR SUPPLIER GENERAL
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,ARNOLD CLARK FINANCE LTD,3111666,5044118,45139,2726.9,VENDOR
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,KINTO UK LIMITED,3149512,5044179,45139,3315.8599999999997,TCR SUPPLIER GENERAL
 Env Serv - Rech Works E Jobs,Enviromnent Balance Sheet Total,15753,Other Debtor Entities and Individuals,LONDON HIRE LIMITED,3150929,5044186,45139,761.9100000000001,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,62112,Major Repairs and Structural,LONDON BOROUGH OF HARINGEY,3023331,5044185,45139,660.88,LBB SCHOOL
 Parks and Green Space,Environment & Community Services,65556,Third Party Payment Not Government,WOMBLE BOND DICKINSON UK LLP,3150897,5044246,45139,1415.7,TCR LEGAL
 Superannuation Fund,Pension Rev Total,61619,Transfer Values Paid Out,CROYDON COUNCIL,3003866,1000743,45139,23590.63,PCS LOCAL AUTH
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,HYDE & ROWE LTD,3142897,5044170,45139,3384,TCR SUPPLIER GENERAL
 Culture,"Renewal, Recreation and Housing",64331,Miscellaneous Expenses,RISE ADAPTIONS LTD,3202080,5044211,45139,40730.01,SUB-CONTRACTOR
 Culture,"Renewal, Recreation and Housing",64331,Miscellaneous Expenses,SUMO SERVICES LTD,3102346,5044229,45139,1860,TCR SUPPLIER GENERAL
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,C M BECK LTD,3202933,5044129,45139,2300,TCR LANDLORD
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,MYERS AND MALONE LTD,3202296,5044193,45139,2500,TCR LANDLORD
" Housing Strategy, Advice and Enabling","Renewal, Recreation and Housing",64331,Miscellaneous Expenses,MR CHARANTOOR SINGH T/A KINGS MOVE,3129282,5044192,45139,1095,TCR SUPPLIER GENERAL
 Audit,"Resources, Commissioning and Contracts Management",64712,Membership and Subscriptions,PROTECT,3146709,5044205,45139,1369.52,TCR SUPPLIER GENERAL
 HR,"Resources, Commissioning and Contracts Management",61446,Staff Development & Training,FIRST AID 4 STAFF LTD,3145866,5044161,45139,830,TCR SUPPLIER GENERAL
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",62112,Major Repairs and Structural,LONDON BOROUGH OF HARINGEY,3023331,5044185,45139,458.39,LBB SCHOOL
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",64331,Miscellaneous Expenses,GOOCH CUNLIFFE WHALE LLP GCW,3143546,5044164,45139,6315,TCR LEGAL
 Legal Services,"Resources, Commissioning and Contracts Management",64355,Counsel Fees,2 DR JOHNSON'S BUILDINGS,3200419,5044110,45139,450,TCR LEGAL
 Legal Services,"Resources, Commissioning and Contracts Management",64355,Counsel Fees,2 DR JOHNSON'S BUILDINGS,3200419,5044112,45139,950,TCR LEGAL
 Legal Services,"Resources, Commissioning and Contracts Management",64355,Counsel Fees,2 DR JOHNSON'S BUILDINGS,3200419,5044111,45139,500,TCR LEGAL
 Legal Services,"Resources, Commissioning and Contracts Management",64355,Counsel Fees,6 PUMP COURT CHAMBERS,3200609,5044113,45139,3000,TCR LEGAL
 TFM Client Monitoring Team,"Resources, Commissioning and Contracts Management",62132,Asbestos works,RIVERSIDE ENVIRONMENTAL SERVICES LTD,3131419,5044212,45139,6616,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,BAUGH HOUSE,3141335,5044373,45140,-2172.22,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,BONDCARE LONDON LTD,3141963,5044381,45140,-2348.2400000000002,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,BONDCARE LONDON LTD,3141963,5044382,45140,-1635.15,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,BRITISH HOME AND HOSPITAL FOR INCURABLES,3151467,5044389,45140,-614.68,TCR SUPPLIER GENERAL
