Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030436,175.33,TCR DOMICILIARY PROVIDER
"Children, Education and Families",L & S VENTURES LTD,45028,5030437,13766.5,TCR NURSERY
"Children, Education and Families",L & S VENTURES LTD,45028,5030437,600,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030438,943.5,IND OTHER
"Children, Education and Families",LADYBIRD NURSERIES LONDON LTD,45028,5030439,2423.2,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERIES LONDON LTD,45028,5030440,5170.5,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERY,45028,5030441,7781.1,OTHER CREDS
"Children, Education and Families",LADYBIRD NURSERY,45028,5030442,9103.560000000001,OTHER CREDS
"Children, Education and Families",LANGLEY PRE SCHOOL,45028,5030443,5340.4400000000005,OTHER CREDS
"Children, Education and Families",LANGLEY PRE SCHOOL,45028,5030443,450,OTHER CREDS
Adult Care and Health,LAUREL RESIDENTIAL HOMES LIMITED,45028,5030445,3577.44,TCR RESIDENTIAL HOME
Adult Care and Health,LAUREL RESIDENTIAL HOMES LIMITED,45028,5030446,5067.6,TCR RESIDENTIAL HOME
Adult Care and Health,LAUREL RESIDENTIAL HOMES LIMITED,45028,5030447,10870.28,TCR RESIDENTIAL HOME
"Children, Education and Families",LEESONS PRIMARY SCHOOL (ACADEMY),45028,5030449,6823.4400000000005,TCR NURSERY
"Children, Education and Families",LEESONS PRIMARY SCHOOL (ACADEMY),45028,5030449,1620,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030451,2139.36,TCR NURSERY
Adult Care and Health,LEWISHAM NEXUS SERVICE T/A AURORA NEXUS,45028,5030452,750,TCR SUPPLIER GENERAL
Adult Care and Health,LEWISHAM NEXUS SERVICE T/A AURORA NEXUS,45028,5030453,1929.6,TCR SUPPLIER GENERAL
Adult Care and Health,LEWISHAM NEXUS SERVICE T/A AURORA NEXUS,45028,5030453,86052.95999999999,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45028,5030454,1041.87,OTHER CREDS
"Renewal, Recreation and Housing",LIBERATA UK LIMITED,45028,5030455,1718.19,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45028,5030456,3903.5,OTHER CREDS
Adult Care and Health,LIFETIME CARE DEVELOPMENT LTD,45028,5030457,9180.84,TCR RESIDENTIAL HOME
Adult Care and Health,LIFEWAYS COMMUNITY CARE LTD,45028,5030458,3873.8,ST SUPP LODGE
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45028,5030459,5109.32,TCR NURSERY
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45028,5030459,900,TCR NURSERY
"Children, Education and Families",LINDEN LEAS PRE-SCHOOL,45028,5030460,8021.4,VENDOR
Adult Care and Health,LIRAL VEGET TRAINING AND RECRUITMENT LTD,45028,5030461,66807.08,TCR TRAINING
"Children, Education and Families",LITTLE BIRCHES PRIVATE PRESCHOOL,45028,5030463,19471.329999999998,TCR NURSERY
"Children, Education and Families",LITTLE BIRCHES PRIVATE PRESCHOOL,45028,5030463,600,TCR NURSERY
"Children, Education and Families",LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,45028,5030464,7690.37,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,45028,5030464,750,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE ELMS DAY CARE (CROFTON),45028,5030465,17867.69,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45028,5030466,13582.84,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45028,5030466,300,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45028,5030467,33090.27,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45028,5030467,150,TCR NURSERY
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45028,5030468,2428.8,TCR NURSERY
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45028,5030468,360,TCR NURSERY
"Children, Education and Families",LITTLE SUNFLOWER DAY NURSERY * 3008906,45028,5030469,7009.5,OTHER CREDS
"Children, Education and Families",LITTLE SUNSHINES LTD,45028,5030470,4978.4400000000005,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030471,7143,ST SUPP LODGE
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030472,15372,ST SUPP LODGE
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030472,16471.52,ST SUPP LODGE
Adult Care and Health,LLOYD PARK NURSING HOME,45028,5030473,10178.36,TCR RESIDENTIAL HOME
Adult Care and Health,LONDON RESIDENTIAL HEALTHCARE LTD,45028,5030474,-6778.609999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LONDON RESIDENTIAL HEALTHCARE LTD,45028,5030474,10661.76,TCR RESIDENTIAL HOME
Adult Care and Health,LONDON RESIDENTIAL HEALTHCARE LTD,45028,5030475,8813.61,TCR RESIDENTIAL HOME
Adult Care and Health,LONDON RESIDENTIAL HEALTHCARE LTD,45028,5030475,2511.88,TCR RESIDENTIAL HOME
"Children, Education and Families",LONDON SOUTH EAST ACADEMIES TRUST ,45028,5030476,383225,TCR ACADEMY
Adult Care and Health,LORVEN HOUSING LTD,45028,5030479,3528.6000000000004,TCR RESIDENTIAL HOME
Adult Care and Health,LORVEN HOUSING LTD,45028,5030480,74496.36999999998,TCR RESIDENTIAL HOME
"Children, Education and Families",LOTTIES NURSERIES LTD,45028,5030481,15079.62,TCR NURSERY
"Children, Education and Families",LOTTIES NURSERIES LTD,45028,5030481,1117.64,TCR NURSERY
Adult Care and Health,LOVESTAR LTD,45028,5030483,38148.99999999998,TCR RESIDENTIAL HOME
"Children, Education and Families",LYNNETTE BOWLBY,45028,5030485,615,SOLETRADER
Adult Care and Health,MACINTYRE CARE,45028,5030486,2490.3199999999997,TCR RESIDENTIAL HOME
Adult Care and Health,MANOR CARE HOMES LTD,45028,5030487,4009.610000000008,TCR RESIDENTIAL HOME
"Children, Education and Families",MANOR OAK PRIMARY SCHOOL,45028,5030488,7244.4,LBB SCHOOL
"Children, Education and Families",MANOR OAK PRIMARY SCHOOL,45028,5030488,225,LBB SCHOOL
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030489,10236.76,TCR DOMICILIARY PROVIDER
Adult Care and Health,MAPLES CARE HOME,45028,5030490,10783.24,TCR RESIDENTIAL HOME
"Children, Education and Families",MARKU A LTD,45028,5030492,8907.67,TCR SUPPLIER GENERAL
Adult Care and Health,MARTHA TRUST,45028,5030493,9498.6,TCR RESIDENTIAL HOME
"Children, Education and Families",MARYFIELD PRE-SCHOOL,45028,5030494,4670.9,TCR NURSERY
"Children, Education and Families",MARYFIELD PRE-SCHOOL,45028,5030494,405,TCR NURSERY
Adult Care and Health,MEATH EPILEPSY TRUST,45028,5030495,15046.52,TCR RESIDENTIAL HOME
Adult Care and Health,MEDICAL EXPRESS CARE SERVICES,45028,5030496,6857.12,TCR RESIDENTIAL HOME
Adult Care and Health,MI HUB LTD T/A DIMENSONS & ALEXANDRA,45028,5030497,814.34,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030498,752.9000000000001,IND OTHER
"Children, Education and Families",MIDFIELD PRIMARY SCHOOL (ACADEMY),45028,5030499,6850.549999999999,TCR IND SCHOOL
Adult Care and Health,MINSA CARE LTD,45028,5030500,3100,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030501,752.9000000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030507,752.9000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030511,1199.52,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030512,719.4,TCR NURSERY
Control Balance Sheet Total,REDACTED PERSONAL DATA,45028,5030514,576.55,IND REFUND
Adult Care and Health,MISSION CARE,45028,5030517,56447.43999999999,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030517,3201.52,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030518,72477.15,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030518,3974,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030518,-3544.54,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030519,105382.25999999998,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030520,120565.64000000006,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030520,3201.52,TCR RESIDENTIAL HOME
Adult Care and Health,MISSION CARE,45028,5030520,6403.04,TCR RESIDENTIAL HOME
Adult Care and Health,MORDEN COLLEGE * 2007908,45028,5030521,25555.73,OTHER CREDS
Adult Care and Health,MORVEN HEALTHCARE LTD,45028,5030522,1796.8000000000002,TCR RESIDENTIAL HOME
"Children, Education and Families",MOTTINGHAM HALL LTD,45028,5030523,9500.87,TCR NURSERY
"Children, Education and Families",MOTTINGHAM HALL LTD,45028,5030523,197.1,TCR NURSERY
Adult Care and Health,MR & MRS PURMESSUR T/A BAYTREES,45028,5030525,7172.76,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030527,752.9000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030528,2119.77,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030529,53678.86000000001,IND RESIDENTIAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45028,5030532,3000,TCR LANDLORD
Adult Care and Health,MR Y AND MRS D ABHEE T/A FOXLEY LODGE,45028,5030533,11075.36,TCR RESIDENTIAL HOME
Adult Care and Health,MR Y AND MRS D ABHEE T/A FOXLEY LODGE,45028,5030533,5607.360000000001,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030534,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030536,860.35,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030541,9595.8,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030541,2121,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030542,504.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030543,752.9000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030545,942.48,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030546,936,IND CARERS/MOTHERS
Control Balance Sheet Total,REDACTED PERSONAL DATA,45028,5030549,5835.31,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030551,752.9,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030553,523.4,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030554,752.9000000000001,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030555,752.9000000000001,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030556,1481.84,IND RESIDENTIAL
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030558,752.9000000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030560,4410.8,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030561,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030562,3635.3999999999996,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030563,1044.1599999999999,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030567,510.79999999999995,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030570,561.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030571,2912.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030572,1179.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030573,943.5,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030575,852.8,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030578,530.4,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030580,2748.08,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030581,808.27,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030581,657,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030583,9022.9,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030583,397.5,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030585,4186,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030586,4272.14,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030586,180,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030587,952.9000000000001,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030589,2860,TCR RESIDENTIAL HOME
Control Balance Sheet Total,REDACTED PERSONAL DATA,45028,5030590,965.96,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030591,5618.400000000001,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030592,873.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030594,752.9000000000001,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030595,943.5,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030596,1000,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030597,780,IND CARERS/MOTHERS
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030598,656.88,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030599,312,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030599,900,IND REFUND
"Children, Education and Families",NATURAL LEARNERS LTD,45028,5030602,7052.4,VENDOR
Adult Care and Health,NAVLETTE O MCFARLANE,45028,5030603,2683.24,TCR RESIDENTIAL HOME
Adult Care and Health,NAVLETTE O MCFARLANE,45028,5030603,3745.08,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030604,4071,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030604,450,TCR SUPPLIER GENERAL
Adult Care and Health,NELLSAR LIMITED,45028,5030605,53187.05,TCR RESIDENTIAL HOME
Adult Care and Health,NELLSAR LIMITED,45028,5030605,2468.2,TCR RESIDENTIAL HOME
"Children, Education and Families",NEST NURSERIES,45028,5030606,6971.2,TCR NURSERY
"Children, Education and Families",NEST NURSERIES,45028,5030606,450,TCR NURSERY
Adult Care and Health,NEW CENTURY CARE (CATERHAM) LTD,45028,5030607,3100,TCR RESIDENTIAL HOME
Adult Care and Health,NEW DIRECTIONS,45028,5030608,7112.12,TCR RESIDENTIAL HOME
ECS Capital Total,NEWSQUEST MEDIA GROUP,45028,5030610,296.03,TCR SUPPLIER GENERAL
Environment & Community Services,NEWSQUEST MEDIA GROUP,45028,5030610,42.12,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",NEWSQUEST MEDIA GROUP,45028,5030610,242.19,TCR SUPPLIER GENERAL
Adult Care and Health,NHS SOUTH EAST LONDON ICB (QKK),45028,5030611,26922.06,PCS HEALTH AUTH
Adult Care and Health,NIGHTINGALE HAMMERSON TRUSTEE COMPANY LTD,45028,5030613,7558.5599999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030614,7595.64,OTHER CREDS
Adult Care and Health,NOMASE CARE LTD,45028,5030615,2300.06,IND RESIDENTIAL
"Children, Education and Families",NONSTOP CONSULTING LTD,45028,5030616,1200,TCR STAFF AGENCY
Adult Care and Health,NORWOOD SCHOOLS LTD,45028,5030617,6667.48,ST SUPP LODGE
Adult Care and Health,NORWOOD SCHOOLS LTD,45028,5030618,7013.44,ST SUPP LODGE
"Children, Education and Families",NUFFY BEAR DAY NURSERY,45028,5030619,2080,TCR NURSERY
RCCM Capital Total,NUMBER 10 INTERIM,45028,5030620,5750,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030621,6454.64,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030621,8159.64,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030621,8549.35,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030622,12654.36,TCR IND SCHOOL
Adult Care and Health,OATLANDS CARE LTD,45028,5030623,73814.30000000002,VENDOR
Adult Care and Health,OATLANDS CARE LTD,45028,5030623,3166.3999999999996,VENDOR
Adult Care and Health,OATLEIGH CARE LTD,45028,5030624,31946.23,TCR RESIDENTIAL HOME
Adult Care and Health,OATLEIGH CARE LTD,45028,5030624,2898.48,TCR RESIDENTIAL HOME
Adult Care and Health,ONE HOUSING GROUP LTD,45028,5030625,6600,TCR LANDLORD
Adult Care and Health,ONE HOUSING GROUP LTD,45028,5030625,6448,TCR LANDLORD
"Children, Education and Families",ONE WORLD MONTESSORI,45028,5030626,533.4,TCR NURSERY
Adult Care and Health,ORCHARD VALE TRUST,45028,5030627,4959.4,OTHER CREDS
"Children, Education and Families",ORPINGTON DAY NURSERY LTD,45028,5030628,10699.96,TCR NURSERY
"Children, Education and Families",ORPINGTON DAY NURSERY LTD,45028,5030628,301.77,TCR NURSERY
"Children, Education and Families",OUR LADYS PRE SCHOOL LTD,45028,5030629,7202.2,TCR NURSERY
"Children, Education and Families",OUR LADYS PRE SCHOOL LTD,45028,5030629,360,TCR NURSERY
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45028,5030630,11781.18,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45028,5030630,346.71,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45028,5030630,2014.0599999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030631,2900,TCR RESIDENTIAL HOME
Adult Care and Health,PALMGRANGE LTD,45028,5030632,7833.28,OTHER CREDS
"Children, Education and Families",PALS CHRIST CHURCH,45028,5030633,4653.36,TCR NURSERY
Adult Care and Health,PARK AVENUE HEALTHCARE LTD,45028,5030634,15447.96,COMPANY
"Children, Education and Families",PARKER'S PRE-SCHOOL LTD,45028,5030635,2194.85,TCR NURSERY
"Children, Education and Families",PARKER'S PRE-SCHOOL LTD,45028,5030635,412.5,TCR NURSERY
"Children, Education and Families",PARKLANDS NURSERY,45028,5030636,8006.58,OTHER CREDS
"Children, Education and Families",PARKLANDS NURSERY,45028,5030636,300,OTHER CREDS
Adult Care and Health,PARKVIEW NURSING HOME,45028,5030637,23771.47,TCR RESIDENTIAL HOME
Adult Care and Health,PARTNERSHIPS IN CARE LTD,45028,5030638,3896.72,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030639,936,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45028,5030640,1222.06,IND FOSTER CARER
Adult Care and Health,PCAS KENT LTD,45028,5030642,7086.4,ST SUPP LODGE
Adult Care and Health,PEACE MANOR LTD,45028,5030643,4237.04,TCR SUPPLIER GENERAL
Adult Care and Health,PENBERTH HOUSE,45028,5030644,4906.04,TCR RESIDENTIAL HOME
Adult Care and Health,PENERLEY LODGE LTD,45028,5030645,19104.38,IND RESIDENTIAL
"Children, Education and Families",PENGE COMMUNITY PRE-SCHOOL,45028,5030646,3971.46,TCR NURSERY
"Children, Education and Families",PENGE COMMUNITY PRE-SCHOOL,45028,5030646,702,TCR NURSERY
"Children, Education and Families",PENGUIN CHILDCARE ORPINGTON,45028,5030647,1248,TCR NURSERY
"Children, Education and Families",PETTS WOOD PLAYGROUP,45028,5030648,1868.02,TCR NURSERY
"Children, Education and Families",PINK ELEPHANTS NURSERY LTD,45028,5030649,7537.05,TCR NURSERY
"Children, Education and Families",PINK ELEPHANTS NURSERY LTD,45028,5030649,360,TCR NURSERY
"Children, Education and Families",PIXIE DAY NURSERY * 1861140,45028,5030650,6733.45,TCR NURSERY
Adult Care and Health,POLISH CITIZENS COMMITTEE HOUSING ASSOCIATION LTD,45028,5030651,3231.2,TCR RESIDENTIAL HOME
Adult Care and Health,POSITIVE OPPORTUNITIES LTD,45028,5030652,7826,TCR SUPPLIER GENERAL
Adult Care and Health,POSITIVE SOLUTIONS KENT CIC,45028,5030653,16787.76,ST SUPP LODGE
"Children, Education and Families",POTTON KARE SERVICES LTD,45028,5030654,84,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45028,5030654,1130.1000000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45028,5030654,1504.8,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030655,14052.36,TCR RESIDENTIAL HOME
Adult Care and Health,PRIORY MEWS HEALTHCARE LTD,45028,5030656,3008,TCR SUPPLIER GENERAL
Adult Care and Health,PRIORY SUPPORTED LIVING KENT,45028,5030657,5003,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030658,15781.409999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45028,5030658,141.68,TCR DOMICILIARY PROVIDER
"Children, Education and Families",PROSPERO GROUP LTD,45028,5030659,492.3,TCR SUPPLIER GENERAL
"Children, Education and Families",PROVIDENT RECRUITMENT LTD T/A PSYCHOLOGY PEOPLE,45028,5030660,2422,IRC_JOB_AGENCY
