SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 HR,"Resources, Commissioning and Contracts Management",61432,Training Expenses,LAVAT CONSULTING LTD,3105900,5074308,45371,840,TCR CONSULTANT
 CLA and Care Leavers,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3147339,5074310,45371,808.12,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3200040,5074311,45371,634.4000000000001,IND OTHER
 SEN and Inclusion (DSG),"Children, Education and Families",62411,Cleaning Services,REDACTED PERSONAL DATA,3127245,5074314,45371,546.83,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62138,Tenant Maintenance,REDACTED PERSONAL DATA,3127245,5074315,45371,634.54,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62138,Tenant Maintenance,REDACTED PERSONAL DATA,3127245,5074316,45371,634.54,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62411,Cleaning Services,REDACTED PERSONAL DATA,3127245,5074317,45371,546.83,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",62138,Tenant Maintenance,REDACTED PERSONAL DATA,3127245,5074317,45371,634.54,TCR SUPPLIER GENERAL
 Cycle Parking,ECS Capital Total,68154,Capital Main Works,LONDON & SOUTHEASTERN RAILWAY LTD,3111864,5074318,45371,63101.7,VENDOR
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3144671,5074319,45371,1239.52,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3144671,5074319,45371,908,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3150994,5074320,45371,806.4,IND FOSTER CARER
 Insur.Fund-Public Liability,Insurance Fund Holding Account Total,68611,Insurance Fund Claims,LYONS DAVIDSON,3204538,5074321,45371,4098.86,TCR INSURANCE
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3144460,5074322,45371,703.6600000000001,IND FOSTER CARER
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3126789,5074323,45371,-246.72,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3126789,5074323,45371,8997.48,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3145165,5074324,45371,1298.2399999999998,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3122743,5074325,45371,-244.67999999999998,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3122743,5074325,45371,827.8,IND DIRECT PAYMENTS
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3150922,5074327,45371,502.8,IND DIRECT PAYMENTS
 Permanency,"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3204324,5074328,45371,60.61,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3204324,5074328,45371,650.72,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3204324,5074328,45371,708.56,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3130434,5074333,45371,504.82,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3142148,5074334,45371,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3142148,5074334,45371,516.54,IND FOSTER CARER
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3147341,5074335,45371,684.1,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3147341,5074335,45371,540,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3147341,5074335,45371,-10,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3147341,5074335,45371,516.54,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3147341,5074335,45371,103.22,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3201820,5074336,45371,193,IND OTHER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3201820,5074336,45371,1638.64,IND OTHER
 Insur. Premium Holding Acct,Insurance Fund Holding Account Total,68612,Insurance Fund Policies,MARSH LTD,3151211,5074337,45371,38729.35,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3203793,5074339,45371,3600,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,REDACTED PERSONAL DATA,3203793,5074339,45371,1000,CHILDRENS RESIDENTIAL UNITS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3115154,5074340,45371,-383.03999999999996,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3115154,5074340,45371,1039.6,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3114135,5074341,45371,4754.1,IND DIRECT PAYMENTS
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3140685,5074342,45371,905.04,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,65583,Extra Care Housing,MEARS EXTRA CARE LIMITED,3149883,5074343,45371,107669.6,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65583,Extra Care Housing,MEARS EXTRA CARE LIMITED,3149883,5074344,45371,174036.50999999998,TCR DOMICILIARY PROVIDER
 HR,"Resources, Commissioning and Contracts Management",61446,Staff Development & Training,REDACTED PERSONAL DATA,3203907,5074347,45371,9990,IND TRAINING
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3127476,5074348,45371,1280.4,IND FOSTER CARER
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202518,5074350,45371,1473.7300000000002,FOSTER PARENTS
 Permanency,"Children, Education and Families",65511,Adoption Allowance,REDACTED PERSONAL DATA,3032001,5074352,45371,703.6600000000001,FOSTER PARENTS
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3143352,5074353,45371,-225.24,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3143352,5074353,45371,804.54,IND DIRECT PAYMENTS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,MIDAS MANORS LTD,3204268,5074354,45371,8000,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,MIDAS MANORS LTD,3204268,5074355,45371,8000,CHILDRENS RESIDENTIAL UNITS
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3200689,5074359,45371,-232.4,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3200689,5074359,45371,3161.2,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3132232,5074360,45371,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3132232,5074360,45371,413.32,IND FOSTER CARER
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3130318,5074361,45371,672.96,IND DIRECT PAYMENTS
 Mental Health Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3113743,5074362,45371,6609.04,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3106689,5074363,45371,14335.44,IND DIRECT PAYMENTS
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3204103,5074364,45371,-5,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3204103,5074364,45371,819.32,IND CARERS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3131224,5074372,45371,-191.16,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3131224,5074372,45371,2559.9,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3202611,5074376,45371,2596.4799999999996,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3130329,5074377,45371,-569.1600000000001,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3130329,5074377,45371,2876.82,IND DIRECT PAYMENTS
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3149646,5074379,45371,627.28,IND FOSTER CARER
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3126933,5074382,45371,733.26,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3204278,5074383,45371,-23.57,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3204278,5074383,45371,1497.3000000000002,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3131758,5074392,45371,600.8399999999999,IND FOSTER CARER
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3115176,5074393,45371,-253.76,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3115176,5074393,45371,1023.96,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3120640,5074395,45371,-263.56,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3120640,5074395,45371,4022.7,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3114961,5074396,45371,-147.76,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3114961,5074396,45371,1016.6800000000001,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3141326,5074399,45371,-15,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3141326,5074399,45371,1696.64,IND FOSTER CARER
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3135287,5074400,45371,-544.2,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3135287,5074400,45371,3588.28,IND DIRECT PAYMENTS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3153016,5074401,45371,770,IND CARERS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3145485,5074402,45371,987.4,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3145485,5074402,45371,-420.76,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3200535,5074406,45371,900,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3146576,5074409,45371,1366.8,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3112810,5074411,45371,-276.04,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3112810,5074411,45371,877.68,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3152218,5074412,45371,-20,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3152218,5074412,45371,2515.96,IND FOSTER CARER
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3152539,5074417,45371,1416.96,IND DIRECT PAYMENTS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3146856,5074418,45371,413.32,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146856,5074418,45371,-10,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3146856,5074418,45371,464,IND FOSTER CARER
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3202828,5074420,45371,1395.8,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3152461,5074423,45371,731.4,IND DIRECT PAYMENTS
 Permanency,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3130435,5074425,45371,540,IND FOSTER CARER
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3138310,5074426,45371,-327.44,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3138310,5074426,45371,1125,IND DIRECT PAYMENTS
