Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",WEST WICKHAM MONTESSORI PRE-SCHOOL LTD,45055,5033947,80,TCR NURSERY
"Children, Education and Families",WITTY KIDDIES PRESCHOOL,45055,5033948,10988.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033949,1375.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033953,1166.6599999999999,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033957,752.9000000000001,IND OTHER
"Children, Education and Families",DEPAUL UK,45055,5033959,1307.5600000000002,ST SUPP LODGE
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033964,1505.8000000000002,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033966,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033967,943.5,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033969,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033972,752.9000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033975,2003.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033977,752.9000000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033981,752.9000000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033988,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033989,752.9000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033990,681.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033991,752.9,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033992,752.9000000000001,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033993,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033994,752.9000000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033995,752.9000000000001,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033996,839.04,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033997,8072.299999999998,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033998,943.5,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033999,1887,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034000,952.9000000000001,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034001,1000,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034002,752.9000000000001,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034003,943.5,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034004,1000,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034005,3240,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034006,943.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034007,943.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034008,530,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034009,1222.06,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034014,752.9000000000001,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034015,752.92,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034016,540,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5034017,1370.1100000000001,IND OTHER
"Renewal, Recreation and Housing",24/7 HOUSING LTD,45056,5034019,96493,TCR LANDLORD
Adult Care and Health,A & R CARE LTD,45056,5034020,6659.610000000001,TCR RESIDENTIAL HOME
Adult Care and Health,A2 DOMINION,45056,5034022,9035.040000000005,TCR SUPPLIER GENERAL
Adult Care and Health,ACORN LODGE * 3031793,45056,5034023,2261.099999999999,OTHER CREDS
Adult Care and Health,ACORN WATFORD LTD,45056,5034024,2523.4300000000003,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45056,5034025,800,TCR TRANSPORT
Adult Care and Health,ALLIED CARE,45056,5034027,6265.040000000001,TCR RESIDENTIAL HOME
Environment & Community Services,ALLIED PUBLICITY SERVICES (MANCHESTER) LTD,45056,5034028,842.04,TCR SUPPLIER GENERAL
Adult Care and Health,AMBIENT SUPPORT LIMITED,45056,5034029,112229.79000000005,TCR RESIDENTIAL HOME
Adult Care and Health,ANAHITA REHABILITATION CENTRE LLP,45056,5034030,4580.79,TCR RESIDENTIAL HOME
Adult Care and Health,ANCHOR & HOPE CARE SERVICES LTD,45056,5034031,29144.14,TCR DOMICILIARY PROVIDER
Adult Care and Health,ANCHOR HANOVER GROUP,45056,5034032,1962.5100000000002,TCR RESIDENTIAL HOME
Adult Care and Health,ANGELINA CARE LTD,45056,5034033,12782.199999999997,TCR RESIDENTIAL HOME
Adult Care and Health,ANGELINA CARE LTD,45056,5034033,38403.240000000005,TCR RESIDENTIAL HOME
"Renewal, Recreation and Housing",APEX HOUSING SOLUTIONS LTD,45056,5034035,63372.2,TCR LANDLORD
Adult Care and Health,APHEK LTD,45056,5034036,13838.64,ST SUPP LODGE
Adult Care and Health,APHEK LTD,45056,5034037,27974.120000000003,ST SUPP LODGE
Adult Care and Health,APHEK LTD,45056,5034038,20457.120000000003,ST SUPP LODGE
Adult Care and Health,APHEK LTD,45056,5034038,13876.59,ST SUPP LODGE
"Renewal, Recreation and Housing",APL PROPERTIES,45056,5034039,1140,TCR LANDLORD
Adult Care and Health,ARRAN HEALTHCARE LTD,45056,5034040,9693.939999999999,TCR RESIDENTIAL HOME
Adult Care and Health,ARRAN HEALTHCARE LTD,45056,5034040,13148.630000000001,TCR RESIDENTIAL HOME
Adult Care and Health,ARRAN HEALTHCARE LTD,45056,5034040,21192.83,TCR RESIDENTIAL HOME
Adult Care and Health,ASHINGHAM HOUSE LTD,45056,5034041,6755.410000000001,TCR RESIDENTIAL HOME
Adult Care and Health,ASHINGTON HOUSE,45056,5034042,8290.340000000002,TCR RESIDENTIAL HOME
Adult Care and Health,ASHLEY HEALTHCARE LTD,45056,5034043,3913.1799999999994,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034044,1698.9299999999998,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034045,4087.5,TCR RESIDENTIAL HOME
Adult Care and Health,ASSURED SERVICES LTD,45056,5034046,28344.019999999986,TCR RESIDENTIAL HOME
Adult Care and Health,ASTER HOUSE HEALTHCARE LTD,45056,5034047,0,TCR RESIDENTIAL HOME
Adult Care and Health,ASTER HOUSE HEALTHCARE LTD,45056,5034047,22655.78,TCR RESIDENTIAL HOME
Adult Care and Health,AUTISM INITIATIVES,45056,5034048,9163.429999999998,OTHER CREDS
Adult Care and Health,BARCHESTER HEALTHCARE HOMES LTD,45056,5034049,2408.62,TCR RESIDENTIAL HOME
Adult Care and Health,BARCHESTER HEALTHCARE HOMES LTD,45056,5034050,2751.3600000000006,TCR RESIDENTIAL HOME
Adult Care and Health,BARCHESTER HEALTHCARE HOMES LTD,45056,5034051,3293.01,TCR RESIDENTIAL HOME
Adult Care and Health,BARCHESTER HEALTHCARE HOMES LTD,45056,5034052,8221.43,TCR RESIDENTIAL HOME
Adult Care and Health,BARCHESTER HEALTHCARE HOMES LTD,45056,5034053,8760.09,TCR RESIDENTIAL HOME
Adult Care and Health,BARONSMEDE SUPPORT SERVICES LTD,45056,5034054,10746.27,TCR RESIDENTIAL HOME
Adult Care and Health,BAUGH HOUSE,45056,5034055,19699.959999999992,TCR RESIDENTIAL HOME
"Children, Education and Families",BCWA (BROMLEY & CROYDON WOMENS AID),45056,5034056,10448.5,TCR SUPPLIER GENERAL
Adult Care and Health,BEACH HOUSE BIRCHINGTON LTD,45056,5034057,5101.2,TCR RESIDENTIAL HOME
Adult Care and Health,BETHANY LODGE KENT LTD,45056,5034058,4174.500000000002,OTHER CREDS
"Renewal, Recreation and Housing",BK PROPERTY MANAGEMENT SERVICES LTD,45056,5034060,8169,TCR LANDLORD
Adult Care and Health,BLACK SWAN CARE GROUP,45056,5034061,4667.259999999999,TCR RESIDENTIAL HOME
Adult Care and Health,BONDCARE LONDON LTD,45056,5034062,33202.189999999995,TCR RESIDENTIAL HOME
Adult Care and Health,BONDCARE LONDON LTD,45056,5034063,17644.840000000004,TCR RESIDENTIAL HOME
Adult Care and Health,BONDCARE LONDON LTD,45056,5034063,20460.11,TCR RESIDENTIAL HOME
Adult Care and Health,BOULEVARD CARE LTD HEAD OFFICE,45056,5034065,3226.5199999999995,TCR RESIDENTIAL HOME
Adult Care and Health,BRANDON TRUST,45056,5034066,92936.20000000001,TCR SUPPLIER GENERAL
Adult Care and Health,BRIGHTER LIVING CARE LTD,45056,5034067,6185.99,TCR SUPPLIER GENERAL
Adult Care and Health,BRITISH HOME AND HOSPITAL FOR INCURABLES,45056,5034068,26807.679999999997,TCR SUPPLIER GENERAL
Adult Care and Health,BRITISH HOME AND HOSPITAL FOR INCURABLES,45056,5034068,3754.260000000001,TCR SUPPLIER GENERAL
Adult Care and Health,BROWNHILL LODGE,45056,5034069,2802.4499999999994,TCR RESIDENTIAL HOME
Adult Care and Health,BRYMORE CARE HOMES LTD,45056,5034070,10598.839999999998,TCR RESIDENTIAL HOME
Adult Care and Health,BUPA CARE SERVICES,45056,5034072,2640.2400000000007,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034073,3320.1400000000003,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034074,5433.490000000001,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034075,6320.29,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034076,16823.159999999996,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034076,3488,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034077,33743.64000000001,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034077,2861.65,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034078,32867.01,OTHER CREDS
Adult Care and Health,BUPA CARE SERVICES,45056,5034078,4373.009999999999,OTHER CREDS
Adult Care and Health,BURROWS HOUSE,45056,5034079,106243.30999999984,TCR RESIDENTIAL HOME
Adult Care and Health,BURROWS HOUSE,45056,5034079,9168.789999999999,TCR RESIDENTIAL HOME
"Renewal, Recreation and Housing",C S LONDON PROPERTIES,45056,5034080,1950,TCR SUPPLIER GENERAL
Adult Care and Health,CAMBIAN SIGN POST LTD,45056,5034081,17448.719999999994,TCR RESIDENTIAL HOME
Adult Care and Health,CAMPHILL BLAIR DRUMMOND,45056,5034082,6617.469999999999,TCR RESIDENTIAL HOME
"Children, Education and Families",CANON (UK) LTD,45056,5034087,422.56,OTHER CREDS
"Children, Education and Families",CANON (UK) LTD,45056,5034087,207.97000000000003,OTHER CREDS
"Children, Education and Families",CANON (UK) LTD,45056,5034087,1485.4600000000003,OTHER CREDS
"Children, Education and Families",CANON (UK) LTD,45056,5034087,608.71,OTHER CREDS
Environment & Community Services,CANON (UK) LTD,45056,5034087,147.8,OTHER CREDS
"Resources, Commissioning and Contracts Management",CANON (UK) LTD,45056,5034087,7151.74,OTHER CREDS
Adult Care and Health,CANTERBURY OAST TRUST * 3000326,45056,5034088,4925.590000000001,OTHER CREDS
Adult Care and Health,CANTERBURY OAST TRUST * 3000326,45056,5034089,8105.12,OTHER CREDS
Adult Care and Health,CANTERBURY OAST TRUST * 3000326,45056,5034090,33812.619999999995,OTHER CREDS
Adult Care and Health,CARE DIRECT UK LTD,45056,5034092,4519.680000000001,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034093,6961.349999999999,ST SUPP LODGE
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034094,7453.5,ST SUPP LODGE
Adult Care and Health,CARE PRO SOUTH EAST LTD,45056,5034095,4475.699999999999,OTHER CREDS
Adult Care and Health,CARETECH COMMUNITY SERVICES LTD,45056,5034096,9730.150000000001,TCR SUPPLIER GENERAL
Adult Care and Health,CARETECH COMMUNITY SERVICES LTD,45056,5034097,10091.66,TCR SUPPLIER GENERAL
Adult Care and Health,CARETECH COMMUNITY SERVICES LTD,45056,5034098,62992.020000000004,TCR SUPPLIER GENERAL
Adult Care and Health,CARNALEA LIMITED,45056,5034099,4054.8,TCR RESIDENTIAL HOME
Adult Care and Health,CAS CARE SERVICES LTD,45056,5034100,13793.790000000003,TCR RESIDENTIAL HOME
Environment & Community Services,CDAT T/A BIGGIN HILL PRIMARY SCHOOL,45056,5034102,800,TCR IND SCHOOL
Adult Care and Health,CHANCTONBURY HEALTHCARE LTD,45056,5034103,12561.63,TCR RESIDENTIAL HOME
Adult Care and Health,CHARING COURT INVESTMENTS LTD ROSEWOOD RESIDENTIAL CARE HOME,45056,5034104,3031.2899999999995,TCR RESIDENTIAL HOME
Adult Care and Health,CHARING ROSE LTD,45056,5034105,3316.05,TCR RESIDENTIAL HOME
Adult Care and Health,CHHG LTD T/A CRANMER COURT,45056,5034106,2775.1500000000005,TCR RESIDENTIAL HOME
Adult Care and Health,CHHG LTD T/A KIPPINGTONS,45056,5034107,2603.04,TCR RESIDENTIAL HOME
Adult Care and Health,CHHG LTD T/A SUNDRIDGE,45056,5034108,46173.830000000016,TCR RESIDENTIAL HOME
Adult Care and Health,CHHG LTD T/A SUNDRIDGE,45056,5034108,3440.28,TCR RESIDENTIAL HOME
Adult Care and Health,CHHG T/A BELMONT HOUSE,45056,5034109,34641.509999999995,TCR RESIDENTIAL HOME
Adult Care and Health,CHISLEHURST CARE LIMITED,45056,5034110,5009.79,TCR RESIDENTIAL HOME
Adult Care and Health,CHISLEHURST CARE LIMITED,45056,5034111,35984.31999999999,TCR RESIDENTIAL HOME
Adult Care and Health,CHISLEHURST CARE LIMITED,45056,5034112,57545.68999999997,TCR RESIDENTIAL HOME
Adult Care and Health,CHISLEHURST CARE LIMITED,45056,5034112,3030.2,TCR RESIDENTIAL HOME
Adult Care and Health,CHOICE CARE (COMMUNITY HOMES OF INTENSIVE CARE & EDUCATION) LTD,45056,5034113,7695.12,TCR SUPPLIER GENERAL
Adult Care and Health,CHOICE SUPPORT,45056,5034114,87099.74000000002,TCR RESIDENTIAL HOME
Adult Care and Health,CHURCHILL RESIDENTIAL CARE & NURSING HOME LTD,45056,5034115,6540,TCR RESIDENTIAL HOME
Adult Care and Health,CNV LTD,45056,5034116,2861.49,TCR RESIDENTIAL HOME
Adult Care and Health,COLOMA COURT CARE HOME,45056,5034118,19172.77,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034119,4369.120000000001,IND RESIDENTIAL
Environment & Community Services,COMPASS ACADEMY TRUST,45056,5034120,800,TCR IND SCHOOL
Adult Care and Health,CONTEMPLATION HOMES LTD,45056,5034121,3340.000000000001,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034122,2303.29,TCR RESIDENTIAL HOME
Adult Care and Health,CRAEGMOOR HEALTHCARE,45056,5034123,3196.93,OTHER CREDS
Adult Care and Health,CRAEGMOOR HEALTHCARE,45056,5034124,6960.339999999999,OTHER CREDS
Adult Care and Health,CRAEGMOOR HEALTHCARE,45056,5034125,9949.639999999998,OTHER CREDS
Adult Care and Health,CROYDON COUNCIL,45056,5034128,323.2,PCS LOCAL AUTH
"Children, Education and Families",CROYDON COUNCIL,45056,5034128,308.9,PCS LOCAL AUTH
"Children, Education and Families",CROYDON COUNCIL,45056,5034129,956.4,PCS LOCAL AUTH
Adult Care and Health,CYGNET DH LTD,45056,5034130,17520.420000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,CYGNET HEALTH CARE LIMITED,45056,5034131,17878.260000000006,TCR RESIDENTIAL HOME
Adult Care and Health,DARETHEALTHCARE UK LTD,45056,5034132,2845.26,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45056,5034132,6505.199999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,DIAGRAMA HEALTHCARE SERVICES LTD,45056,5034133,34391.880000000005,ST SUPP LODGE
Adult Care and Health,DIAGRAMA HEALTHCARE SERVICES LTD,45056,5034134,133495.22999999995,ST SUPP LODGE
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034136,5133.709999999995,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45056,5034137,2930,IND OTHER
"Children, Education and Families",DYNAMIC CARE LTD,45056,5034139,2057.14,TCR SUPPLIER GENERAL
Adult Care and Health,DYZACK LIMITED,45056,5034140,14493.25,OTHER CREDS
Adult Care and Health,EAST VIEW HOUSING MANAGEMENT LTD,45056,5034141,12731.440000000002,OTHER CREDS
"Renewal, Recreation and Housing",EASYMOVE ESTATE AGENTS LTD,45056,5034142,15805.999999999996,TCR LANDLORD
Adult Care and Health,EDEN HEALTH CARE SERVICES (UK) LTD,45056,5034144,47261.439999999995,TCR RESIDENTIAL HOME
"Children, Education and Families",EDENRED (UK GROUP) LTD,45056,5034145,138000,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",ELDERFLOWER ESTATE LTD,45056,5034147,1350,TCR LANDLORD
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034148,18629.4,TCR RESIDENTIAL HOME
Adult Care and Health,ELYSIUM HEALTHCARE LTD,45056,5034149,9466.05,TCR SUPPLIER GENERAL
Adult Care and Health,ELYSIUM HEALTHCARE LTD,45056,5034149,31302.539999999997,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",FINEFAIR LTD,45056,5034156,134131.78,TCR LANDLORD
Adult Care and Health,FIRCROFT * 3018718,45056,5034157,5437.95,OTHER CREDS
Adult Care and Health,FIRCROFT * 3018718,45056,5034157,5113.959999999999,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034158,9804.83,ST SUPP LODGE
Adult Care and Health,FOR AND ON BEHALF OF NORBURY HALL RESIDENTIAL CARE HOME,45056,5034159,4703.630000000001,TCR RESIDENTIAL HOME
Adult Care and Health,FOUR SEASONS 2000 LTD RE CEDAR COURT,45056,5034160,10571.560000000001,TCR RESIDENTIAL HOME
Adult Care and Health,FOUR SEASONS 2000 LTD RE MARLBOROUGH,45056,5034161,8720,TCR RESIDENTIAL HOME
Adult Care and Health,FREEWAYS TRUST LTD,45056,5034162,4253.950000000002,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034163,7054.68,TCR RESIDENTIAL HOME
Adult Care and Health,FRIENDS THERAPEUTIC COMMUNITY TRUST,45056,5034164,28932.959999999995,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034165,16242.009999999997,IND RESIDENTIAL
Adult Care and Health,GIBSON'S LODGE LTD,45056,5034166,3379,TCR RESIDENTIAL HOME
Adult Care and Health,GLANCESTYLE CARE HOMES LTD,45056,5034167,3538.4300000000007,TCR RESIDENTIAL HOME
Adult Care and Health,GLEBE CARE LTD,45056,5034168,55380.66000000001,TCR RESIDENTIAL HOME
Adult Care and Health,GLENHOLME HEALTHCARE (NGC) LTD,45056,5034169,8973.28,TCR DOMICILIARY PROVIDER
Adult Care and Health,GLENHOLME HEALTHCARE LTD,45056,5034170,5263.05,TCR RESIDENTIAL HOME
Adult Care and Health,GOLD CARE SERVICES LTD,45056,5034171,11195.150000000001,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034172,8057.280000000001,ST SUPP LODGE
Adult Care and Health,REDACTED PERSONAL DATA,45056,5034172,10553.380000000001,ST SUPP LODGE
"Renewal, Recreation and Housing",GOLFRATE PROPERTY MANAGEMENT LTD,45056,5034173,1920,TCR SUPPLIER GENERAL
Adult Care and Health,GRAVESEND INDEPENDENT LIVING SERVICES LTD,45056,5034174,5276.6900000000005,TCR RESIDENTIAL HOME
Adult Care and Health,GREENSLEEVES HOMES TRUST (LAVENDER FIELDS CARE HOME),45056,5034176,14619.079999999998,TCR RESIDENTIAL HOME
Adult Care and Health,GRESHAM CARE OPERATIONS LTD,45056,5034177,8675.310000000001,ST SUPP LODGE
