SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Mental Health Services,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5067484,45323,119.16,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3201753,5067485,45323,543.8399999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,REDACTED PERSONAL DATA,3201753,5067485,45323,26.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3000180,5067490,45323,1182.6,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3105185,5067491,45323,933.12,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3200711,5067494,45323,957.18,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,APEX KIDS CHILDCARE LTD,3203123,5067495,45323,737.28,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ARCHANGELS MONTESSORI LTD,3131147,5067496,45323,2049.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,ARCHANGELS MONTESSORI LTD,3131147,5067496,45323,29.7,TCR NURSERY
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ASPENS ENTERPRISES LTD,3200031,5067498,45323,-483.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASPENS ENTERPRISES LTD,3200031,5067498,45323,7687.2,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ASPENS ENTERPRISES LTD,3200031,5067499,45323,11053.32,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,ASPENS ENTERPRISES LTD,3200031,5067500,45323,5526.66,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,ASPENS ENTERPRISES LTD,3200031,5067500,45323,-1794.28,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,ASPENS ENTERPRISES LTD,3200031,5067500,45323,13459.279999999999,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3150703,5067501,45323,777.5999999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BABINGTON HOUSE SCHOOL,1787330,5067502,45323,4261.77,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3152855,5067504,45323,622.08,IND CARERS/MOTHERS
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,BARNES GOLD LTD,3138225,5067505,45323,45464,TCR LANDLORD
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BASTON PRE-SCHOOL LTD,3116699,5067506,45323,8214.56,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BASTON PRE-SCHOOL LTD,3116699,5067506,45323,43.56,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BEBRIGHT PROJECT LIMITED,3146625,5067507,45323,30024.309999999998,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BEBRIGHT PROJECT LIMITED,3146625,5067507,45323,118.8,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,BEBRIGHT PROJECT LIMITED,3146625,5067507,45323,263.04,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BECKENHAM MONTESSORI PRE-SCHOOL LTD,3140260,5067508,45323,2999.16,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BECKENHAM MONTESSORI PRE-SCHOOL LTD,3140260,5067508,45323,17.82,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BELLISSIMA NURSERIES LTD,3135320,5067509,45323,12389.49,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BELLISSIMA NURSERIES LTD,3135320,5067509,45323,88.68,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,BELLISSIMA NURSERIES LTD,3135320,5067509,45323,268.08,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BELLISSIMA NURSERIES LTD,3135320,5067510,45323,16839.47,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BELLISSIMA NURSERIES LTD,3135320,5067510,45323,29.49,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,BELLISSIMA NURSERIES LTD,3135320,5067510,45323,536.16,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3100057,5067511,45323,558.48,IND OTHER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BICKLEY PARK SCHOOL LTD,3151235,5067512,45323,20475.18,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BICKLEY PARK SCHOOL LTD,3151235,5067512,45323,29.7,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BISHOP CHALLONER SCHOOL,2155966,5067513,45323,7117.74,LBB SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BISHOP CHALLONER SCHOOL,2155966,5067513,45323,29.7,LBB SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BLOSSOM YEARS LTD,3121788,5067514,45323,10094.89,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BLOSSOM YEARS LTD,3121788,5067514,45323,29.46,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,BLOSSOM YEARS LTD,3121788,5067514,45323,535.68,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BLOSSOM YEARS LTD,3121788,5067515,45323,33844.76,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BLOSSOM YEARS LTD,3121788,5067515,45323,308.88,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,BLOSSOM YEARS LTD,3121788,5067515,45323,990,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,BLOSSOM YEARS LTD,3121788,5067515,45323,270,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BLUE PEAR DAY NURSERY,3141587,5067516,45323,10469.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BLUE PEAR DAY NURSERY,3141587,5067517,45323,10645.56,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BREASIDE PREPARATORY SCHOOL,1951726,5067518,45323,56394.4,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRICK BY BRICK PRE-SCHOOL,3031484,5067519,45323,9880.38,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BRICK BY BRICK PRE-SCHOOL,3031484,5067519,45323,17.82,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT BEGINNINGS PRE-SCHOOL,3138955,5067520,45323,2127.2400000000002,TCR NURSERY
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5067521,45323,11200,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5067521,45323,5000,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5067522,45323,13400,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,BRIGHT FUTURE SEMI INDEPENDENT LIVING,3145825,5067522,45323,4500,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067523,45323,3041.7200000000003,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067523,45323,30.1,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067524,45323,7353.91,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067524,45323,76.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067525,45323,12933.51,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067526,45323,15164.93,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067527,45323,17583.440000000002,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067527,45323,158.01,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067528,45323,22249.84,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067528,45323,87.92,TCR NURSERY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5067528,45323,324,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT START MONTESSORI,2146762,5067529,45323,16223.66,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BRIGHT START MONTESSORI,2146762,5067529,45323,120.78,OTHER CREDS
 SEN and Inclusion,"Children, Education and Families",61432,Training Expenses,REDACTED PERSONAL DATA,1856731,5067530,45323,9398,OTHER CREDS
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,BROWNHILL LODGE,3120951,5067531,45323,5222.76,TCR RESIDENTIAL HOME
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BURNT ASH PRIMARY SCHOOL (ACADEMY),3137546,5067532,45323,15406.560000000001,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BURNT ASH PRIMARY SCHOOL (ACADEMY),3137546,5067532,45323,237.6,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BUSY BEES KIDS CLUB LTD,2133083,5067533,45323,19826.98,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,BUSY BEES KIDS CLUB LTD,2133083,5067533,45323,29.7,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BUSY BEES NURSERY CHISLEHURST,3151771,5067534,45323,10895.23,TCR NURSERY
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,CANNON CARS,1664360,5067536,45323,522.68,TCR TRANSPORT
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,CANNON CARS,1664360,5067537,45323,775.27,TCR TRANSPORT
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,CANNON CARS,1664360,5067538,45323,806.08,TCR TRANSPORT
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5067540,45323,9270.130000000003,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5067540,45323,39.82,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5067540,45323,192.29000000000002,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3150410,5067541,45323,2740,IND AGENCY CARERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3150215,5067542,45323,518.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CDAT T/A BIGGIN HILL PRIMARY SCHOOL,3137101,5067543,45323,19996.739999999998,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CDAT T/A BIGGIN HILL PRIMARY SCHOOL,3137101,5067543,45323,148.5,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHANNEL YOUR ENERGIES LTD * CATOR PARK,2008688,5067544,45323,18706.5,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CHANNEL YOUR ENERGIES LTD * CATOR PARK,2008688,5067544,45323,69.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHARLOTTE SALLY ZIEGELAAR,3150945,5067547,45323,518.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3148156,5067548,45323,1371.6000000000001,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHARTERHOUSE PRE-SCHOOL,3112216,5067549,45323,18612.72,VENDOR
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CHARTERHOUSE PRE-SCHOOL,3112216,5067549,45323,233.64,VENDOR
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,CHARTERHOUSE PRE-SCHOOL,3112216,5067549,45323,360,VENDOR
 Public Health,Adult Care and Health,65211,Payment to Health Authorities,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,3139662,5067550,45323,56187.77,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3148567,5067551,45323,891.65,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHILDBASE LTD,3112231,5067553,45323,34839.75,VENDOR
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CHILDBASE LTD,3112231,5067553,45323,115.72,VENDOR
 Assessment and Care Management,Adult Care and Health,65516,Long Term Support Community Day Services,CHOICE SUPPORT,3115662,5067554,45323,50,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,CHOICE SUPPORT,3115662,5067554,45323,5069.31,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CHRISTIES CARE LIMITED,2137038,5067555,45323,2900.36,TCR DOMICILIARY PROVIDER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHURCHFIELDS PRIMARY SCHOOL,3020377,5067556,45323,13109.4,LBB SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CHURCHFIELDS PRIMARY SCHOOL,3020377,5067556,45323,217.8,LBB SCHOOL
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,REDACTED PERSONAL DATA,3132235,5067557,45323,672,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CLOCK HOUSE PRE-SCHOOL GROUP,2145278,5067558,45323,12055.14,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CLOCK HOUSE PRE-SCHOOL GROUP,2145278,5067558,45323,89.1,OTHER CREDS
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,CLOCK HOUSE PRE-SCHOOL GROUP,2145278,5067558,45323,900,OTHER CREDS
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,CLOCK HOUSE PRE-SCHOOL GROUP,2145278,5067558,45323,1020,OTHER CREDS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,CLOVER INDEPENDENT LIVING LTD,3142978,5067559,45323,2363.1400000000003,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,CLOVER INDEPENDENT LIVING LTD,3142978,5067559,45323,6419.99,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,COBHAM HALL,3136187,5067560,45323,18951.68,TCR IND SCHOOL
 Information & Early Intervention,Adult Care and Health,65411,Payments to Voluntary Sector,COMMUNITY LINKS BROMLEY,3010823,5067562,45323,13402.32,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067563,45323,8127.54,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067563,45323,207.9,TCR ACADEMY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067563,45323,720,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067564,45323,10435.5,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067564,45323,29.7,TCR ACADEMY
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067564,45323,540,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067565,45323,12302.099999999999,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5067565,45323,128.7,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CRAFTY WIZARDS PRE-SCHOOL LTD,3203364,5067567,45323,6296.4,TCR NURSERY
 Assessment and Care Management,Adult Care and Health,65583,Extra Care Housing,CREATIVE SUPPORT LTD,3141703,5067568,45323,162980.72,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CROFTON EARLY LEARNERS,2143003,5067569,45323,10153.619999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CROFTON EARLY LEARNERS,2143003,5067569,45323,29.7,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CROWN CHILDCARE LTD,3148192,5067570,45323,6010.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CROWN CHILDCARE LTD,3148192,5067570,45323,59.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CRYSTAL CHILDCARE LTD,1451847,5067571,45323,5165.58,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CRYSTAL CHILDCARE LTD,1451847,5067572,45323,12353.980000000001,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,CRYSTAL CHILDCARE LTD,1451847,5067572,45323,28.02,OTHER CREDS
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,CRYSTAL CHILDCARE LTD,1451847,5067572,45323,789.22,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,DARRICK WOOD INFANT SCHOOL (ACADEMY),3123478,5067574,45323,21007.08,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,DARRICK WOOD INFANT SCHOOL (ACADEMY),3123478,5067574,45323,344.52,TCR IND SCHOOL
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,DARRICK WOOD INFANT SCHOOL (ACADEMY),3123478,5067574,45323,270,TCR IND SCHOOL
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,REDACTED PERSONAL DATA,3152675,5067575,45323,900,TCR TRAINING
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,E J C  CHILDCARE LTD,3124048,5067578,45323,6611.22,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,E J C  CHILDCARE LTD,3124048,5067578,45323,29.7,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3203030,5067579,45323,933.1199999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ELMSTEAD WOOD PRIMARY SCHOOL,3152957,5067582,45323,12373.560000000001,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66311,Schools Transfer Payment,ELMSTEAD WOOD PRIMARY SCHOOL,3152957,5067582,45323,106.92,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3112767,5067583,45323,1123.1999999999998,IND REFUND
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3148205,5067584,45323,2661.12,TCR NURSERY
