LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781551,424.8,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781552,318.6,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781553,1662.03,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781554,663.75,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781563,2201.52,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,4100781441,3100,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781465,415.97,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,CEX,BusinessConsult Serv,45078,4100781483,480,LIVING WAGE FOUNDATION
LONDON BOROUGH OF ENFIELD,CEX,BusinessConsult Serv,45078,4100781484,480,LIVING WAGE FOUNDATION
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45078,4100781464,723,DELICHON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45078,4100781530,3375,NELFT
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781560,1241,E4LAW TRADING LIMTED T/AS LEXTOX
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45078,4100778863,829.61,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45078,4100778867,340,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45078,4100778871,372.58,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45078,4100780905,213.3,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45078,4100778158,330,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,CEX,Hlth/Medic Supp Srvc,45078,4100778342,16423.05,MEDIGOLD HEALTH CONSULTANCY LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306854,3699.02,BLOSSOMING BEES
LONDON BOROUGH OF ENFIELD,HRA,Property/Land Srvcs,45078,4100781440,1200,RESOLUTION PROPERTY SURVEYORS
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306849,1849.5,JUBILEE PARK NURSERY
LONDON BOROUGH OF ENFIELD,PLACE,Burial services,45078,4100781592,1540,FUNERAL PARTNERS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781463,2860,LUNA SUPPORTED LIVING
LONDON BOROUGH OF ENFIELD,CEX,Legal services,45078,4100779821,410,NEW COURT CHAMBERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306853,990,KIDS IN SYNC
LONDON BOROUGH OF ENFIELD,PLACE,BusinessConsult Serv,45078,4100781559,7000,STANTEC UK LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45078,4100778981,346.76,WASTEPARTS UK LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45078,4100778588,500,SMART TRANSPORT HUB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,4100779699,6810,PIECE OF MIND THERAPIES
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,4100779702,554.4,PIECE OF MIND THERAPIES
LONDON BOROUGH OF ENFIELD,PLACE,Fuel and Oil,45078,4100779261,12725,NEW ERA FUELS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306841,3416.4,POWERFUL VOICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45078,4100781429,448,SAMP CORP LTD
LONDON BOROUGH OF ENFIELD,HRD,BusinessConsult Serv,45078,4100781508,5000,ARC4 LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45078,4100781494,1572.9,ACTIVE MED SUPPLIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781625,385,ST MARY'S FAMILY CENTRE
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,4100779692,490,TUITION EXTRA LTD
LONDON BOROUGH OF ENFIELD,PLACE,Trees/Plants/Seeds,45078,4100779668,274.5,SEVENOAKS GARDEN CENTRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306847,350,THE MOSAIC PRACTICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306842,285,SL THERAPY LONDON
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45078,4100779036,264.5,BOBBY'S WHEELS & TYRES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,4100781533,480,THE PEACEFUL PONY CIC
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306861,1067.5,SENSATIONAL TUTORS LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45078,4100780965,606.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219952,476.46,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219954,2746.77,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219962,1144.18,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219964,467.18,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306855,440,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45078,7003219966,300,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306844,665.82,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219972,803.59,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306839,2989,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306845,1560,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306840,255,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45078,3300306827,666.66,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45078,3300306836,3000,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219980,8138.95,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45078,7003219982,1699.36,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45078,7003219986,2525.18,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45078,7003219988,1846.15,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45078,7003219990,1841.58,REDACTED
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45078,7003220057,2397.02,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45078,4100781467,176067.25,KENSA CONTRACTING LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45078,4100781534,486.28,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45078,4100781591,976.14,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45078,4100781596,5198.75,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45078,4100781597,8812.46,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45078,4100781598,3450.94,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45078,4100781599,2921.62,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45078,4100781605,124188.16,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45078,7003220058,3390.73,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45078,7003220059,5361.26,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45078,7003220060,9719.94,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,PLACE,Build/Constrct Srvcs,45078,4100781555,1877.02,AMERESCO LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007828,18879,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007841,668.04,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007843,444,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007844,556.7,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007845,429.7,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007848,5400,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007849,384,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45078,5200007850,9979.65,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45078,5200007851,2462.61,BDL CONTRACTORS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220264,1127.94,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220265,2210.76,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220266,1518.7,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220267,1263.29,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220268,384.6,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220269,425.81,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220270,1496.3,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220271,315.68,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220273,3157.39,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220274,1150.36,TURKISH CYPRIOT COMMUNITY ASS.
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45079,3300306897,1100,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Travel/Food/Ent srvc,45079,4100781768,5620.92,LOUISIANNA PROPERTIES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45079,4100781557,3120,B & L COACHES
LONDON BOROUGH OF ENFIELD,PLACE,Transport Servcs,45079,4100781562,48970.18,B & L COACHES
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45079,4100781454,500,SUNRISE MEDICAL LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45079,4100781665,275,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45079,4100781667,386,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,CEX,Print/ Photo /AudioV,45079,4100780945,2221.5,SHAW & SONS LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45079,4100781611,295,CIPFA BUSINESS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220353,4405,ANASTASIA LODGE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220355,4405,ANASTASIA LODGE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220454,2912,STAMFORD CARE HOME
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220456,2380.03,STAMFORD CARE HOME
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220444,5200,EASTBROOK
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220252,107160.56,ST MARKS DAY SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220253,25623.04,MARCUS & MARCUS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220357,5155.92,ADAM HOUSE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220359,3356.96,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220361,3356.96,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220363,3356.96,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220365,2517.72,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220458,5419.62,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220446,999,BULLSMOOR LODGE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220448,1117.33,AVON LODGE UK LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45079,4100778724,3179.47,COMPUTACENTER UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220275,13931.79,SAFESTORE PLC
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220367,3605.1,SAFESTORE PLC
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45079,4100781340,1992.33,TENDERCARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45079,4100781341,2000.95,TENDERCARE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45079,4100781716,2626.5,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45079,4100781719,323,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220276,652.38,JAYS HOMECARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220277,2308.32,JAYS HOMECARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220254,3423.6,PERSON CENTRED CARE HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220345,86700,MURRAYFIELD CARE CENTRE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220369,3400,STREETSCENE ADDICTION RECOVERY LTD
LONDON BOROUGH OF ENFIELD,HRD,IT Equip/Services,45079,4100778722,2442,SWITCHSHOP LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45079,4100778879,5827.83,ORACLE CORPORATION UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,4100781727,1257.15,NEO PROPERTIES (UK) LTD
LONDON BOROUGH OF ENFIELD,PLACE,Power/Electrical,45079,4100781659,382432.66,ENFIELD LIGHTING SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45079,4100781408,7656,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220255,4660.4,EDENVALE CARE LTD
LONDON BOROUGH OF ENFIELD,HRA,Build & Construction,45079,4100779845,14205.88,TRAVIS PERKINS LTD
LONDON BOROUGH OF ENFIELD,HRA,Published Products,45079,4100779836,1045,OCEAN MEDIA GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45079,4100781775,22930.39,FOOTSTEPS CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45079,4100781778,21846.01,FOOTSTEPS CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220256,96442.85,HOLTWHITES LTD PERSON CENTRED CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45079,4100779789,442.97,WEST COUNTRY MILK CONSORTIUM
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45079,4100781481,343.82,HILL-ROM LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,7003220450,2000,TALLIS HOUSE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45079,4100781763,7373.66,KEY PROPERTY MANAGEMENT SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Recruitment services,45079,3300306894,97715.52,MATRIX SCM LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45079,3300306883,500,ASSURED PROPERTY SERVICES LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221407,298.15,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221408,316.62,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221409,338.76,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221410,349.85,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221411,439.63,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221412,344.2,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221413,366.63,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221414,372.69,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45079,7003221415,338.87,T BROWN GROUP LIMITED
