LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794274,1050,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794275,1051.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794245,1179,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794208,1251.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794246,1251.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794276,1251.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794294,1251.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794295,1251.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794205,1438.66,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794200,1445.16,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Property/Land Srvcs,45170,4100794233,812.5,SCHOOL HIRE & FUNCTIONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387399,3302.88,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387389,3432.24,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387391,3572.36,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387395,4000.88,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387397,4027.2,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387393,4745.2,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387401,5041.32,NEXT STEP SUPPORT LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Fleet services,45170,4100794394,770.22,NORFOLK TRUCK & VAN LTD
LONDON BOROUGH OF ENFIELD,PLACE,Fleet services,45170,4100794391,888.53,NORFOLK TRUCK & VAN LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387405,1725,VALE HOUSE STABILISATION SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387403,2415,VALE HOUSE STABILISATION SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387407,5220,VALE HOUSE STABILISATION SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,BusinessConsult Serv,45170,4100794355,15058,LAND USE CONSULTANTS - LUC
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45170,4100794401,2240,CARE 2 SHARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387411,6835.52,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387417,9614.4,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387415,10264.44,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387413,15203.24,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387409,26746.92,CHILTERN SUPPORT & HOUSING LTD
LONDON BOROUGH OF ENFIELD,HRA,BusinessConsult Serv,45170,4100794191,225,PLAN LONDON LTD
LONDON BOROUGH OF ENFIELD,HRA,BusinessConsult Serv,45170,4100794192,225,PLAN LONDON LTD
LONDON BOROUGH OF ENFIELD,HRA,BusinessConsult Serv,45170,4100794199,225,PLAN LONDON LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal Services,45170,4100794186,270,FIELD COURT CHAMBERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794303,480.03,CROWN SOCIAL CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794313,480.03,CROWN SOCIAL CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794328,1818.88,CROWN SOCIAL CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45170,4100794337,1687.5,NELFT
LONDON BOROUGH OF ENFIELD,HRD,Other Disb Capital,45170,4100794187,4014.63,PERFECT CIRCLE JV LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794190,4167.32,FAMILY WORKS FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794188,5052.99,FAMILY WORKS FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794189,5584.33,FAMILY WORKS FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45170,4100792728,222.22,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45170,4100792389,236.26,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45170,4100791861,285,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45170,4100791781,539.38,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45170,4100794352,290.72,C.P DAVIDSON & SONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Marketing&Advertisng,45170,4100794240,1195,IMPACT MARKETING & PUBLICITY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100792860,1197,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100791828,1330,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100792859,1357.2,CHOICE FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45170,4100792602,2457,SMART TM
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45170,4100791464,5000,ALPHA CARE SPECIALISTS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45170,4100791618,5000,ALPHA CARE SPECIALISTS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794302,297.6,IASPIRE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794315,4650,IASPIRE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794298,5203.57,IASPIRE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794202,40968,CHOSEN CARE GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794203,41400,CHOSEN CARE GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100791513,297.6,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100791509,4096.43,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100791727,6310.71,GO AHEAD HOMES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45170,4100794392,576,EVERYBODY LOVES MUSIC CIC
LONDON BOROUGH OF ENFIELD,PLACE,Training Services,45170,4100792978,9150,WORK WORKS TRAINING SOLUTIONS C.I.C
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794258,2267.5,SILA CARE SERVICES
LONDON BOROUGH OF ENFIELD,HRD,Capital,45170,4100794230,1827,DEVONSHIRES SOLICITORS LLP
LONDON BOROUGH OF ENFIELD,HRD,Capital,45170,4100794207,16050,STANTEC UK LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387419,3665.72,NEXT STEP SUPPORT LTD OCEAN HOUSE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794312,6285.71,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45170,4100791586,2272,SMART TRANSPORT HUB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45170,4100794293,303.16,SAVONA FOODSERVICE
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314200,3950,ABEL-LIVING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314201,4154,ABEL-LIVING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314202,4154,ABEL-LIVING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314203,4154,ABEL-LIVING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314204,4154,ABEL-LIVING LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45170,4100794283,415,HOLISTIC EDUCATION & SPORT SUPPORT
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794194,20736,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794195,22848,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314199,2090,VALESCO HOUSING SERVICE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387356,745.2,CARE HAND SERVICE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794196,10780,STRIDES CHILDCARE SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Temporary Accommodation,45170,3300314194,10000,TRAVELODGE HOTELS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Temporary Accommodation,45170,3300314182,40000,TRAVELODGE HOTELS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Temporary Accommodation,45170,3300314191,40000,TRAVELODGE HOTELS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Temporary Accommodation,45170,3300314192,40000,TRAVELODGE HOTELS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45170,3300314216,1400,SENSATIONAL TUTORS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387421,2891.48,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387423,2891.48,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387425,2891.48,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387429,2891.48,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387427,3614.35,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387431,4218.08,ANGEL SUPPORT LIVING (UK) LTD
LONDON BOROUGH OF ENFIELD,PLACE,Training Services,45170,4100792784,5980,O.S.A.T LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,3300314205,220,CLOUDS END SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387433,4400,ALDERSMEAD CARE HOME
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100791052,500,MICROLINK PC (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794393,320,JOTHBEL CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794341,645.63,INFINITY ALLIANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,4100794327,2428.57,INFINITY ALLIANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387439,6721.69,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794317,1170,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794321,1365,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,4100794319,2340,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387441,1920.98,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387442,1560.92,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387443,437.15,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387444,437.15,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45170,4100794253,2800,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45170,4100794249,4180,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387445,5907.93,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387440,1804.32,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45170,7003387452,337.2,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387446,2023.95,REDACTED
LONDON BOROUGH OF ENFIELD,HRA,Parks/Sport/Recreatn,45170,4100791029,490,MILLION GARDENING
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387449,471.54,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387450,615.72,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387458,1544.69,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45170,3300314162,333.33,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45170,3300314198,4246.03,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45170,7003387451,511.16,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45170,7003387464,1100.32,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45170,4100794299,957,RUSSELL ROADMARKS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45173,4100794536,5620.92,LOUISIANNA PROPERTIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45173,4100794520,223.3,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45173,4100794516,246,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45173,4100794495,344.43,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45173,4100794513,514.4,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45173,4100794515,569.39,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,HRA,Utilities,45173,7003387834,309.71,ENERGETIK C/O SWITCH2 ENERGY LTD
LONDON BOROUGH OF ENFIELD,HRA,Utilities,45173,7003387836,387.6,ENERGETIK C/O SWITCH2 ENERGY LTD
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45173,4100794414,560,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Furniture/Furnishing,45173,4100794416,590,MYERS IDEAL SUPPLIES
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45173,4100794453,868.5,BIDVEST FOOD SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45173,4100794430,19409.44,CHELSEA AND WESTMINSTER HOSPITAL
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45173,4100794432,19409.44,CHELSEA AND WESTMINSTER HOSPITAL
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45173,4100793468,2350,ORIGIN AMENITY SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387554,2099.52,MEDSTAR DOMICILIARY CARE SERVICES L
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387620,2527.2,MEDSTAR DOMICILIARY CARE SERVICES L
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387622,2527.2,MEDSTAR DOMICILIARY CARE SERVICES L
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387624,2527.2,MEDSTAR DOMICILIARY CARE SERVICES L
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387541,114381.2,ST MARKS DAY SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387543,25623.04,MARCUS & MARCUS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45173,4100791726,369.99,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45173,4100794152,515.19,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387632,9875,ALBANY PARK NURSING HOME
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387634,10337.38,ALBANY PARK NURSING HOME
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387545,2023.6,PERSON CENTRED CARE HOMES (RESIDENT
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45173,4100794508,2333.4,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,HRD,Capital,45173,4100791978,306.2,RUSHTON WORKWEAR LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Build/Constrct Srvcs,45173,4100794477,1056,ARCHWAY SHEET METALWORKS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45173,3300314087,2640.07,TAYLOR DOLMAN LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45173,4100793519,534.26,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45173,4100793309,1914.19,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45173,7003387547,4819.36,EDENVALE CARE LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Telecomms,45173,3300314231,91169.08,VIRGIN MEDIA PAYMENTS LIMITED
LONDON BOROUGH OF ENFIELD,HRD,Other Disb Capital,45173,4100791373,2209.5,LDA DESIGN CONSULTING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45173,4100792874,1287,FORWARD4FAMILIES
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45173,4100793002,1350,FORWARD4FAMILIES
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45173,4100792830,1352,FORWARD4FAMILIES
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45173,4100793001,3800,FORWARD4FAMILIES
