LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241674,256.48,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241676,916,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241677,1355.68,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241678,1538.88,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241679,494.64,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241681,293.12,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241682,970.96,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241683,293.12,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241684,2711.36,NORTH LONDON ADULT CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785737,5701.2,HEATH FARM FAMILY SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785766,23897.28,MCRAE RESIDENTIAL CARE SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45110,3300309607,2692.3,KINGS LETTINGS
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785632,1629.32,JORDAN XAVIER LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785633,1716.47,JORDAN XAVIER LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785630,1550,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785684,1500,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785685,1500,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785686,1500,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785687,1714.2,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785688,1500,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785689,698.78,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785690,1000.51,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785691,439,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785692,438.33,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785693,438.33,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241688,352.66,CORE OUTREACH CARE SERVICES UK LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45110,4100785606,212.92,DAWSONGROUP SWEEPERS
LONDON BOROUGH OF ENFIELD,HRA,BusinessConsult Serv,45110,4100784813,750,BINGHAM P J & CO LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,3300309151,470.75,TAYLOR DOLMAN LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45110,4100785716,1057.71,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45110,4100785718,1057.71,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,HRD,BusinessConsult Serv,45110,4100782553,2475,CORNERSTONE BARRISTERS
LONDON BOROUGH OF ENFIELD,PLACE,BusinessConsult Serv,45110,4100785440,1400,CORNERSTONE BARRISTERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,3300309617,6339,SHERRARDSWOOD SCHOOL
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241689,1207.92,CYPRIAN CARE LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,BusinessConsult Serv,45110,4100783513,10364.68,LAMBERT SMITH HAMPTON GROUP LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45110,4100785642,525.66,RVTV SECURITY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,3300309618,11667,FRESH STEP EDUCATION CENTRE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785771,3338.7,BRIGHTER FUTURES FOSTER CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785773,3514.5,BRIGHTER FUTURES FOSTER CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785774,3235.8,BRIGHTER FUTURES FOSTER CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785775,3235.8,BRIGHTER FUTURES FOSTER CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785776,2910,BRIGHTER FUTURES FOSTER CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785779,27621.43,DESTINY HOUSE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785769,3085.71,FIVE RIVERS CHILD CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785770,3514.29,FIVE RIVERS CHILD CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241690,1610.56,CERA CARE OPERATIONS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241691,805.28,CERA CARE OPERATIONS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241720,3668,AZALEA COURT
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785696,2800,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785697,3022.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785698,3093.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785699,3068.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785700,3093.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785701,3093.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785702,3093.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785703,2215.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785704,2186.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785706,2179.99,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785707,1678.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785708,1678.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785709,1668.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785710,1668.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785711,1668.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785712,1725,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785713,3093.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785714,2140.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785715,1700,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785717,1668.88,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45110,4100785631,1410,STS COMPLETE HEALTH & SAFETY LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243635,14275.45,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243636,519.73,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243638,2078.85,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243639,3540.28,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,PLACE,Education services,45110,4100783619,1430,ZINFINITY
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,3300309616,19032.54,LORETO COLLEGE (ST ALBANS)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785322,3000,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785330,365,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785331,382.24,NORTH AND EAST LONDON CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100785758,220.74,INVACARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100785759,591,INVACARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100785760,507.12,INVACARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100785761,532.5,INVACARE LTD
LONDON BOROUGH OF ENFIELD,HRA,BusinessConsult Serv,45110,4100785784,225,PLAN LONDON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100785733,478.96,QBITUS PRODUCTS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100785722,1687.5,NELFT
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45110,4100784606,450.05,V-TRAK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785739,3638.57,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785744,3235.71,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785767,3235.71,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785777,3857.14,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785778,5614.29,CONNECT FOSTERING SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100784604,800,SOROS VENTURES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785694,342.9,SHINING STARS FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45110,4100785595,610,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45110,4100785646,13860,MSG AUTOMOTIVE LTD T/A VISIONTRACK
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785620,600,KAKED LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241692,12897.28,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241693,2967.84,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241694,512.96,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241696,897.68,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241697,677.84,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241698,3847.2,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241699,1621.32,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241700,2308.32,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241701,1025.92,PRIMAVERA DOMICILIARY CARE SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Hlth/Medic Supp Srvc,45110,4100785639,1532.72,ENVIROGUARD LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785738,5382.9,ASCENT FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241713,17431.2,CHOSEN CARE GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241714,10281.6,CHOSEN CARE GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241715,9293.72,CHOSEN CARE GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241716,8501.76,CHOSEN CARE GROUP LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45110,4100785622,1152.5,PERFECTING POTENTIAL
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,4100785723,10752,WORK WORKS TRAINING SOLUTIONS C.I.C
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45110,4100782614,452.69,G&S TYRE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785695,1650,SILA CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785768,4485.71,SEADES SUPPORT SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Uniform & PPE,45110,4100782835,264.9,SMI INT GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45110,4100785484,2998,ISWP ASSESSMENT SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45110,4100782458,2153,VIVACITY LABS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45110,4100782781,2190,LAST MILE SERVICES LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45110,4100785788,1347.27,WASTEPARTS UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241659,2030.32,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241660,1965.32,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241717,390,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,BusinessConsult Serv,45110,4100783737,4367.25,COOKING CHAMPIONS
LONDON BOROUGH OF ENFIELD,PLACE,Fuel and Oil,45110,4100783728,12776.28,NEW ERA FUELS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241718,3433.24,ROKY CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241719,3433.76,ROKY CARE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Marketing&Advertisng,45110,4100782546,250,GAS BRAND STUDIO LTD.
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100782737,6826.5,LODGE GROUP CARE UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,4100785736,16128,SUCCESS CLUB CIO
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785734,3937.71,FLOURISH FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785735,4149.6,FLOURISH FOSTERING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,4100785745,17920,BLANCO ACTIVITIES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45110,4100785747,5405,CTS HIRE T/AS SPECIALIST FLEET SRVC
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241662,3799.4,CAPAAN DAY SERVICE
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,5200009292,1249,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241702,952.64,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241703,888.52,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241704,1154.16,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241705,283.96,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241706,1795.36,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241707,3141.88,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241708,1355.68,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241711,1154.16,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241712,1071.72,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,4100785743,21504,ST ANDREWS YOUTH DEVELOPMENTS TRUST
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45110,4100785358,1650,FRESH START INDPENDENCE PROJECT
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45110,4100782550,6450,BROMPTON BIKE HIRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241663,7000,ST. MICHAEL'S CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241664,7000,ST. MICHAEL'S CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,4100785725,10752,PARKS COMMUNITY PROGRAMME C.I.C
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785730,1800,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,4100785731,752.5,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45110,4100785628,3550,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45110,4100785629,5590,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Print/ Photo /AudioV,45110,4100784890,1450,TAKING THE PIXELS
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45110,4100785614,441.75,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Print/ Photo /AudioV,45110,4100784619,400,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45110,4100785615,750,TRAINING 4 LIFE
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45110,4100785746,9408,CK PERFORMING ARTS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45110,7003241729,288,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45110,4100782647,2136.36,OAKRAY LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243644,1362.19,LIFTEC LIFTS LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243645,400.27,LIFTEC LIFTS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45110,4100783929,4977.6,RUSSELL ROADMARKS LTD
LONDON BOROUGH OF ENFIELD,HRA,Engineering services,45110,4100783826,16120,JWB SERVICES LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243647,3880.96,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243648,3903.54,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45110,7003243649,250,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45110,4100785453,4194,SWALE HEATING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45110,4100785455,5030,SWALE HEATING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45110,4100785456,5973,SWALE HEATING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Cultural & Leisure services,45110,3300309613,1277,Hawthorn Theatrical Ltd
LONDON BOROUGH OF ENFIELD,PEOPLE,Travel/Food/Ent srvc,45111,4100785888,5439.6,LOUISIANNA PROPERTIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45111,4100785822,1509.57,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45111,4100785824,266.88,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45111,4100785825,212.39,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45111,4100785829,419.28,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Paper Products,45111,4100785913,379.68,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Politic/Civil Srvcs,45111,4100785621,500,LONDON BOROUGH OF BARNET
LONDON BOROUGH OF ENFIELD,PLACE,IT Equip/Services,45111,4100784330,815,ALL SAFE & SOUND
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45111,4100783395,1546,BIDVEST FOOD SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45111,7003248877,397.8,CROYLAND PRE-SCHOOL
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45111,4100785791,15311.78,ANASTASIA LODGE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45111,7003248763,107028.56,ST MARKS DAY SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45111,7003248765,25623.04,MARCUS & MARCUS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45111,3300309647,59840.24,THE SOUTHOVER PARTNERSHIP
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100786192,633.77,JORDAN XAVIER LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100786194,1922.24,JORDAN XAVIER LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100786195,1632.32,JORDAN XAVIER LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785882,4315.2,FOSTER CARE ASSOCIATES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45111,7003248767,623.6,PERSON CENTRED CARE HOMES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785817,1500,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785828,1500,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785833,1931,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785834,646.53,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785849,3938.4,CAPSTONE FOSTER CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785850,3595.8,CAPSTONE FOSTER CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45111,4100785853,3818.7,CAPSTONE FOSTER CARE
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45111,4100785799,996.43,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport/Mail Srvcs,45111,4100785804,1057.71,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport/Mail Srvcs,45111,4100785809,996.43,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45111,4100786222,2370.06,NEO PROPERTIES (UK) LTD
