Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331088,revenue,1KR01,Responsive Maintenance,#N/A,,81115.29
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331089,revenue,1KR01,Responsive Maintenance,#N/A,,80262.56
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331085,revenue,1KR01,Responsive Maintenance,#N/A,,57085.44
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331086,revenue,1KR10,Voids,#N/A,,32933.40
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331067,revenue,1KR20,M&E Electrical,#N/A,,25986.85
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331068,revenue,1KR20,M&E Electrical,#N/A,,677.87
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329096,revenue,1KVEE,Construction Electrical,#N/A,,3952.44
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329099,revenue,1KVEE,Construction Electrical,#N/A,,2270.95
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329098,revenue,1KVEE,Construction Electrical,#N/A,,363.70
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329109,revenue,1KVEE,Construction Electrical,#N/A,,727.40
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329111,revenue,1KVEE,Construction Electrical,#N/A,,1600.28
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329103,revenue,1KVEE,Construction Electrical,#N/A,,2800.47
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,A&J KEITH LTD,9329107,revenue,1KVEE,Construction Electrical,#N/A,,544.44
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/02/2025,A&J KEITH LTD,9316750,revenue,1KVEE,Construction Electrical,#N/A,,5960.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/02/2025,A&J KEITH LTD,9316756,revenue,1KVEE,Construction Electrical,#N/A,,2556.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/02/2025,A&J KEITH LTD,9331251,revenue,1KVWC,Construction Services,#N/A,,284424.42
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/02/2025,A&J KEITH LTD,9317725,revenue,1KVWC,Construction Services,#N/A,,197673.02
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/02/2025,A&J KEITH LTD,9317724,revenue,1KVWC,Construction Services,#N/A,,279016.94
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/02/2025,A&S LOCKSMITHS,9333757,revenue,1DR03,Grainger Market,#N/A,,325.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/02/2025,A&S LOCKSMITHS,9333753,revenue,1DT10,Riversdales Court Ind Est,#N/A,,649.12
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/02/2025,A&S LOCKSMITHS,9333754,revenue,1DZW4,Bells Close Ind. Est.,#N/A,,854.86
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,03/02/2025,A&S LOCKSMITHS,9316361,revenue,1DY50,Misc Corporate Estates,#N/A,,855.84
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,26/02/2025,A&S LOCKSMITHS,9338144,revenue,1DR03,Grainger Market,#N/A,,404.20
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,26/02/2025,A&S LOCKSMITHS,9338146,revenue,1DZ07,Heaton Park Road,#N/A,,378.23
Children & Families,Children's Social Care,Revenue Expenditure,24/02/2025,A1 FOSTER CARE,9336086,revenue,1MC22,External Foster Care Costs,#N/A,,4560.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,21/02/2025,AAA CHEMICALS LTD,9311313,revenue,3KES1,City Transport Stock,#N/A,,1035.20
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,07/02/2025,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,9303044,revenue,1EA15,Newcastle City Learning Main,#N/A,,779.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ABBEYFIELD CASTLE FARM,9336984,revenue,1MG20,Residential Care OP,#N/A,,17497.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ABBEYFIELD THE GROVE,9336978,revenue,1MG20,Residential Care OP,#N/A,,13997.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ABBEYMOOR LIFEWAYS,9337019,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ABBEYMOOR LIFEWAYS,9337019,revenue,1MH10,Nursing Care PD,#N/A,,20707.84
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ABBEYMOOR LIFEWAYS,9337019,revenue,1MM10,Nursing Care MH,#N/A,,12425.72
Adult Social Care & Prevention,Community Support,Revenue Income,25/02/2025,ABBEYMOOR LIFEWAYS,9337019,revenue,1MM10,Nursing Care MH,#N/A,,-491.80
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,11/02/2025,ABEL ALARM COMPANY LTD,9324761,revenue,1KJ94,Security Services Delegated,#N/A,,434.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,13/02/2025,ACADEMY GEOMATICS LTD,9305194,revenue,1DW21,Shepherd Walker Agreement,#N/A,,1590.00
Children & Families,Education Schools/DSG,Revenue Expenditure,04/02/2025,ACORN CARE & EDUCATION LTD,9318021,revenue,1E20A,SB Independent Schools,#N/A,,83378.99
Children & Families,Education Schools/DSG,Revenue Expenditure,04/02/2025,ACORN CARE & EDUCATION LTD,9318022,revenue,1E20P,High Needs Post16 Funding,#N/A,,8895.50
Children & Families,Children's Social Care,Revenue Expenditure,24/02/2025,ACORN HOUSE,9336087,revenue,1MC22,External Foster Care Costs,#N/A,,4159.84
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,14/02/2025,ACP,9304631,revenue,1KSCD,External Vehicle Tracking,#N/A,,1419.45
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,14/02/2025,ACP,9304633,revenue,1KSCD,External Vehicle Tracking,#N/A,,453.30
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/02/2025,ACP,9304631,revenue,1KESW,Fleet & Maintce Internal SLA,#N/A,,4441.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/02/2025,ACROL MODULAR BUILDING LTD,9337234,revenue,1KVWC,Construction Services,#N/A,,29540.25
Children & Families,Education Schools/DSG,Revenue Expenditure,04/02/2025,ACT 2 CAM LTD,9317903,revenue,1E25A,Alternative Provision,#N/A,,340.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/02/2025,ACTION FIRST ASSESSMENTS,9324158,revenue,1MM94,Mental Capacity Act,#N/A,,255.00
Children & Families,Children's Social Care,Revenue Expenditure,24/02/2025,ACTION FOR CHILDREN,9336116,revenue,1MC02,External Residential Placement,#N/A,,21568.00
Children & Families,Early Help and Family Support,Revenue Expenditure,10/02/2025,ACTION FOR CHILDREN,9316657,revenue,1EEG4,C&FN Inner West,#N/A,,509.04
Children & Families,Children's Social Care,Revenue Expenditure,24/02/2025,ACTIVE ARK,9336117,revenue,1MC02,External Residential Placement,#N/A,,19343.56
Housing & Communities,Fairer Housing Unit,Capital Expenditure,20/02/2025,ADAPT YOUR HOME FOR LIFE,9334172,Capital,2N101,Capital Grants,NG018,Disabled Facilities Grants,14583.00
Housing & Communities,Fairer Housing Unit,Capital Expenditure,20/02/2025,ADAPT YOUR HOME FOR LIFE,9333963,Capital,2N101,Capital Grants,NG018,Disabled Facilities Grants,10080.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,07/02/2025,ADC ELECTRICAL CO LTD(F),9303220,revenue,1KR8L,Wide District Heating,#N/A,,996.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,06/02/2025,ADELPHI HOTEL,9322012,revenue,1MM01,Assess & Care Management MH,#N/A,,1750.00
Investment & Growth,Transport,Revenue Expenditure,19/02/2025,ADMEC ENVIRONMENTAL SERVICES LTD,9311176,revenue,1KW32,Gullies Team,#N/A,,329.34
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/02/2025,ADS AIRCON LTD,9313979,revenue,1KVEM,Construction Mechanical,#N/A,,1740.00
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,10/02/2025,ADSO,9323452,revenue,1FK04,Committee,#N/A,,480.00
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,25/02/2025,ADVANCED POWER TECHNOLOGY,9321530,revenue,1CX50,Technical Refresh,#N/A,,5805.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/02/2025,ADVANCED RENEWABLE POWER LTD,9308814,revenue,1FRAW,Premises Contracts,#N/A,,850.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,05/02/2025,ADVANCED TOTAL SUPPLIES LTD,9297328,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,5587.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,05/02/2025,ADVANCED TOTAL SUPPLIES LTD,9300766,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9936.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,07/02/2025,ADVANCED TOTAL SUPPLIES LTD,9302213,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,8880.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,26/02/2025,ADVANCED TOTAL SUPPLIES LTD,9311406,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9408.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,26/02/2025,ADVANCED TOTAL SUPPLIES LTD,9311429,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,2640.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,07/02/2025,ADVANCED TOTAL SUPPLIES LTD,9302231,revenue,1VH22,Temporary Accommodation Prem,#N/A,,600.00
Children & Families,Children's Social Care,Revenue Expenditure,24/02/2025,ADVOCATE RESIDENTIAL,9336135,revenue,1MC02,External Residential Placement,#N/A,,39200.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,12/02/2025,AEBI SCHMIDT UK LTD,9303996,revenue,3KES1,City Transport Stock,#N/A,,295.47
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/02/2025,AEBI SCHMIDT UK LTD,9308713,revenue,3KES1,City Transport Stock,#N/A,,443.29
Operations & Regulatory Services ,Operations,Revenue Expenditure,21/02/2025,AEBI SCHMIDT UK LTD,9317707,revenue,3KES1,City Transport Stock,#N/A,,657.91
Operations & Regulatory Services ,Operations,Revenue Expenditure,19/02/2025,AEBI SCHMIDT UK LTD,9318047,revenue,3KES1,City Transport Stock,#N/A,,343.97
Operations & Regulatory Services ,Operations,Revenue Expenditure,17/02/2025,AEBI SCHMIDT UK LTD,9330128,revenue,3KES1,City Transport Stock,#N/A,,303.51
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,13/02/2025,AGGREKO UK LTD,9304444,revenue,1CC52,Outer West Library Hub,#N/A,,2706.96
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/02/2025,AJAY MANAGEMENT SERVICES LTD,9308658,revenue,1KVWC,Construction Services,#N/A,,1625.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/02/2025,AJAY MANAGEMENT SERVICES LTD,9309350,revenue,1KVWC,Construction Services,#N/A,,1550.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/02/2025,AKARI CARE,9336168,revenue,1MG20,Residential Care OP,#N/A,,9838.07
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/02/2025,AKARI CARE,9336170,revenue,1MG20,Residential Care OP,#N/A,,9520.71
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/02/2025,AKARI CARE,9336169,revenue,1MG20,Residential Care OP,#N/A,,4919.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/02/2025,AKARI CARE,9336162,revenue,1MG20,Residential Care OP,#N/A,,4760.38
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/02/2025,AKARI CARE,9336167,revenue,1MG20,Residential Care OP,#N/A,,4099.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/02/2025,AKARI CARE LTD,9330398,revenue,1MG20,Residential Care OP,#N/A,,4919.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/02/2025,AKARI CARE LTD,9330399,revenue,1MG20,Residential Care OP,#N/A,,9838.07
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/02/2025,AKW MEDI-CARE LTD,9309228,revenue,1KR12,DDA,#N/A,,359.52
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/02/2025,AKW MEDI-CARE LTD,9309155,revenue,1KR12,DDA,#N/A,,384.04
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/02/2025,AKW MEDI-CARE LTD,9288387,revenue,1KR12,DDA,#N/A,,610.06
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/02/2025,AKW MEDI-CARE LTD,9310622,revenue,1KR12,DDA,#N/A,,595.33
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/02/2025,AKW MEDI-CARE LTD,9310623,revenue,1KR12,DDA,#N/A,,384.04
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,07/02/2025,AKW MEDI-CARE LTD,9302339,revenue,1KR12,DDA,#N/A,,920.46
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,21/02/2025,AKW MEDI-CARE LTD,9313435,revenue,1KR12,DDA,#N/A,,266.70
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,21/02/2025,AKW MEDI-CARE LTD,9313437,revenue,1KR12,DDA,#N/A,,308.96
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,21/02/2025,AKW MEDI-CARE LTD,9313436,revenue,1KR12,DDA,#N/A,,266.74
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/02/2025,AKW MEDI-CARE LTD,9308046,revenue,1KR12,DDA,#N/A,,384.04
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,07/02/2025,ALAN CARR DESIGN & PRINT,9302091,revenue,1V204,Car Parking Infrastructure,#N/A,,689.00
Investment & Growth,Transport,Revenue Expenditure,03/02/2025,ALAN CARR DESIGN & PRINT,9316902,revenue,1KEMC,Highways,#N/A,,9930.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,07/02/2025,ALAN HILLARY EVENTS LTD,9304609,revenue,1DR08,Christmas Market,#N/A,,1200.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/02/2025,ALARM SUPPLIES SCOTLAND LTD,9304574,revenue,1KJ42,Security Consultancy,#N/A,,349.40
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/02/2025,ALARM SUPPLIES SCOTLAND LTD,9317611,revenue,1KJ42,Security Consultancy,#N/A,,255.00
Children & Families,Children's Social Care,Revenue Expenditure,07/02/2025,ALARM&COMMUNICATION SYSTEMS LTD,9303076,revenue,1MC41,Bedeburn Short Break Unit,#N/A,,2100.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALBANY HOUSE  (WHITLEY BAY),9336985,revenue,1MM20,Residential Care MH,#N/A,,2770.12
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,21/02/2025,ALBANY OFFICE FURNITURE SOLUTIONS,9323414,revenue,1MX01,Welford Resource Centre LD,#N/A,,270.00
Children & Families,Children's Social Care,Revenue Expenditure,26/02/2025,ALBANY OFFICE FURNITURE SOLUTIONS,9308882,revenue,1MB03,Childcare (Hospitals),#N/A,,575.00
Public Health Service,Public Health,Revenue Expenditure,10/02/2025,ALCOHOL CHANGE UK,9323106,revenue,1ML18,SSMTRG,#N/A,,420.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALDERWOOD,9336922,revenue,1MM10,Nursing Care MH,#N/A,,6158.76
Adult Social Care & Prevention,Community Support,Revenue Income,25/02/2025,ALDERWOOD,9336922,revenue,1MM10,Nursing Care MH,#N/A,,-432.20
Children & Families,Children's Social Care,Revenue Expenditure,24/02/2025,ALEXANDERS HOUSE LTD,9336138,revenue,1MC02,External Residential Placement,#N/A,,19200.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MG10,Nursing Care OP,#N/A,,64672.09
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MG20,Residential Care OP,#N/A,,98369.73
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MH10,Nursing Care PD,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MH20,Residential Care PD,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MK10,Nursing Care LD,#N/A,,4443.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MM10,Nursing Care MH,#N/A,,12385.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLAN COURT RESIDENTIAL HOME,9336939,revenue,1MM20,Residential Care MH,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/02/2025,ALLAN COURT RESIDENTIAL HOME,9317563,revenue,1MG20,Residential Care OP,#N/A,,940.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/02/2025,ALLAN COURT RESIDENTIAL HOME,9317564,revenue,1MG20,Residential Care OP,#N/A,,940.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/02/2025,ALLAN COURT RESIDENTIAL HOME,9317561,revenue,1MK10,Nursing Care LD,#N/A,,338.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/02/2025,ALLAN COURT RESIDENTIAL HOME,9317562,revenue,1MK10,Nursing Care LD,#N/A,,338.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/02/2025,ALLAN COURT RESIDENTIAL HOME,9317565,revenue,1MM20,Residential Care MH,#N/A,,846.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/02/2025,ALLAN COURT RESIDENTIAL HOME,9317566,revenue,1MM20,Residential Care MH,#N/A,,846.00
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,21/02/2025,ALLIANCE DISPOSABLES LTD,9310535,revenue,1MW04,Foodworks Training,#N/A,,300.82
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,05/02/2025,ALLIANCE DISPOSABLES LTD,9295016,revenue,1KFW6,Jesmond Park School,#N/A,,802.68
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,05/02/2025,ALLIANCE DISPOSABLES LTD,9295015,revenue,1KFWC,Welford Day Centre,#N/A,,1200.39
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,12/02/2025,ALLIANCE DISPOSABLES LTD,9316214,revenue,1KFN7,Gosforth Junior High Academy,#N/A,,257.56
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,12/02/2025,ALLIANCE DISPOSABLES LTD,9316216,revenue,1KFP4,St Cuthberts Academy,#N/A,,1093.28
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/02/2025,ALLIANCE DISPOSABLES LTD,9322009,revenue,1KFX2,School Meals Overhead,#N/A,,941.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,14/02/2025,ALLIANCE DISPOSABLES LTD,9306473,revenue,1KFR6,Benfield Comp,#N/A,,466.19
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,21/02/2025,ALLIANCE DISPOSABLES LTD,9314252,revenue,1EJ20,City Library and Hub,#N/A,,356.80
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,26/02/2025,ALLIANCE DISPOSABLES LTD,9316208,revenue,1KFP6,Walbottle Campus,#N/A,,294.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/02/2025,ALLIANCE DISPOSABLES LTD,9317721,revenue,1KFW6,Jesmond Park School,#N/A,,1687.88
Children & Families,Education,Revenue Expenditure,24/02/2025,ALLIES GROUP LTD,9336427,revenue,1E791,Kaleidoscope,#N/A,,1566.66
Children & Families,Education,Revenue Expenditure,24/02/2025,ALLIES GROUP LTD,9336428,revenue,1E791,Kaleidoscope,#N/A,,1566.66
Children & Families,Education,Revenue Expenditure,24/02/2025,ALLIES GROUP LTD,9336429,revenue,1E791,Kaleidoscope,#N/A,,1566.66
Children & Families,Education,Revenue Expenditure,25/02/2025,ALLIES GROUP LTD,9336431,revenue,1E791,Kaleidoscope,#N/A,,1566.66
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/02/2025,ALLINGTON HOUSE,9336919,revenue,1MG20,Residential Care OP,#N/A,,3468.16
Adult Social Care & Prevention,Community Support,Revenue Income,25/02/2025,ALLINGTON HOUSE,9336919,revenue,1MG20,Residential Care OP,#N/A,,-867.84
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,07/02/2025,ALPHA HOUSE LTD,9303094,revenue,1V204,Car Parking Infrastructure,#N/A,,428.00
Children & Families,Children's Social Care,Revenue Expenditure,26/02/2025,ALPHABIOLABS,9332652,revenue,1MD68,Legal Fees Care,#N/A,,375.73
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,21/02/2025,ALT BLK ERA,9335451,revenue,1D506,Events,#N/A,,342.00
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,07/02/2025,ALZHEIMERS AND DEMENTIA PRODUCTS LTD,9322240,revenue,1MG26,Byker Lodge Resource Centre OP,#N/A,,1088.99
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,25/02/2025,AMAHLA MUSIC,9337102,revenue,1D506,Events,#N/A,,445.64
Children & Families,Education Schools/DSG,Revenue Expenditure,26/02/2025,ANDREA REID,9338476,revenue,1E201,3- and 4-Year-Old,#N/A,,2475.00
Children & Families,Education Schools/DSG,Revenue Expenditure,26/02/2025,ANDREA REID,9338166,revenue,1EEP5,2Yr Old Learning & Childcare,#N/A,,593.17
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/02/2025,ANDTECH SYSTEMS,9317607,revenue,1KJ42,Security Consultancy,#N/A,,1000.00
Children & Families,Education Schools/DSG,Revenue Expenditure,26/02/2025,ANNIE STOKER,9338367,revenue,1EEP5,2Yr Old Learning & Childcare,#N/A,,593.17
Children & Families,Education Schools/DSG,Revenue Expenditure,26/02/2025,ANNIE STOKER,9338369,revenue,1EEYH,Under 2YO,#N/A,,825.82
Investment & Growth,Development Management,Capital Expenditure,20/02/2025,ANTONY G WHARTON LTD T/A WHARLTON LANDSC,9334051,Capital,2CAPI,Capital Investment,NX343,Ouseburn Paths-Phase 3,15701.00
Investment & Growth,Development Management,Capital Expenditure,06/02/2025,ANTONY G WHARTON LTD T/A WHARLTON LANDSC,9321472,Capital,2CAPI,Capital Investment,NX343,Ouseburn Paths-Phase 3,4236.50
HRA Expenditure,General Management,Revenue Expenditure,24/02/2025,ANTONY HODARI SOLICITORS,9336419,revenue,1HCIS,HRA Insurance Services,#N/A,,2600.00
CFO Directorate,Finance,Revenue Expenditure,14/02/2025,AON SOLUTIONS UK LTD,9324159,revenue,1FF51,Finance,#N/A,,690.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/02/2025,APEX SCAFFOLDING NE LTD,9327513,revenue,1KVWC,Construction Services,#N/A,,1200.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/02/2025,APEX SCAFFOLDING NE LTD,9314031,revenue,1KVWC,Construction Services,#N/A,,2100.00
