Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,20/05/2024,ABEL ALARM COMPANY LTD,9116795,revenue,1KJ94,Security Services Delegated,634.00
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,30/05/2024,ABM CRITICAL SOLUTIONS,9126299,revenue,1CX50,Technical Refresh,1450.00
CFO Directorate,Revenues and Benefits,Revenue Expenditure,15/05/2024,ACCESS INDEPENDENT,9126565,revenue,1CS00,Revs and Bens Staffing,450.00
CFO Directorate,Revenues and Benefits,Revenue Expenditure,23/05/2024,ACCESS INDEPENDENT,9131306,revenue,1CS00,Revs and Bens Staffing,1239.84
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,31/05/2024,ACI REPORTS LTD,9126136,revenue,1KVEM,Mechanical Stand Alone Works,1142.90
Children & Families,Education Schools/DSG,Revenue Expenditure,10/05/2024,ACORN CARE & EDUCATION LTD,9122430,revenue,1E20A,SB Independent Schools,127764.18
Children & Families,Children's Social Care,Revenue Expenditure,20/05/2024,ACORN HOUSE,9128996,revenue,1MC22,IND Sector Foster Carer Costs,4003.68
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,15/05/2024,ACP,9113147,revenue,1KSCD,External Vehicle Tracking,378.35
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,16/05/2024,ACP,9113155,revenue,1KSCD,External Vehicle Tracking,1104.65
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,03/05/2024,ACP,9113145,revenue,1KSCD,External Vehicle Tracking,3010.10
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,01/05/2024,ACP,9113144,revenue,1KSCD,External Vehicle Tracking,1267.50
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,24/05/2024,ACP,9113171,revenue,1KSCD,External Vehicle Tracking,576.85
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/05/2024,ACP,9113145,revenue,1KESW,Fleet & Maintce Internal SLA,4115.10
CFO Directorate,Revenues and Benefits,Revenue Expenditure,15/05/2024,ACS LTD,9126133,revenue,1CS00,Revs and Bens Staffing,1050.00
CFO Directorate,Revenues and Benefits,Revenue Expenditure,15/05/2024,ACS LTD,9126132,revenue,1CS00,Revs and Bens Staffing,1640.00
Children & Families,Education Schools/DSG,Revenue Expenditure,16/05/2024,ACT 2 CAM LTD,9121595,revenue,1E25A,Alternative Provision,340.00
Children & Families,Children's Social Care,Revenue Expenditure,20/05/2024,ACTION FOR CHILDREN,9129019,revenue,1MC02,Ind Sector Placements,20543.32
Children & Families,Early Help and Family Support,Revenue Expenditure,16/05/2024,ACTION FOR CHILDREN,9127438,revenue,1EEG4,C&FN Inner West,801.32
Children & Families,Children's Social Care,Revenue Expenditure,20/05/2024,ACTIVE ARK,9129020,revenue,1MC02,Ind Sector Placements,19343.56
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,30/05/2024,ADARE LTD,9125188,revenue,1FL03,Elections Delivery,37153.22
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,30/05/2024,ADARE LTD,9123316,revenue,1FL03,Elections Delivery,284.20
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,23/05/2024,ADARE LTD,9123315,revenue,1FL03,Elections Delivery,2314.82
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,17/05/2024,ADC ELECTRICAL CO LTD(F),9127498,revenue,1KR8L,Wide District Heating,996.00
Children & Families,Children's Social Care,Capital Expenditure,08/05/2024,ADDERSTONE LIVING LTD,9120995,Capital,2CAPI,Capital Investment,22115.55
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/05/2024,ADE,9121652,revenue,1KEYQ,Energy Unit,1410.00
Investment & Growth,Transport,Revenue Expenditure,17/05/2024,ADMEC ENVIRONMENTAL SERVICES LTD,9127134,revenue,1KW32,Gullies Team,746.32
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/05/2024,ADS AIRCON LTD,9102830,revenue,1KVEM,Mechanical Stand Alone Works,680.00
Children & Families,Education Schools/DSG,Revenue Expenditure,20/05/2024,ADT FIRE & SECURITY,9128668,revenue,1E23C,Tree House EY SEND Centre,1222.90
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9126330,revenue,1KJ94,Security Services Delegated,853.53
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133493,revenue,1KJ94,Security Services Delegated,1663.55
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9126332,revenue,1KJ94,Security Services Delegated,633.85
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9126337,revenue,1KJ94,Security Services Delegated,689.37
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133485,revenue,1KJ94,Security Services Delegated,1524.02
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133488,revenue,1KJ94,Security Services Delegated,1612.04
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133486,revenue,1KJ94,Security Services Delegated,347.05
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133487,revenue,1KJ94,Security Services Delegated,1506.44
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133492,revenue,1KJ94,Security Services Delegated,1035.03
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133491,revenue,1KJ94,Security Services Delegated,1051.87
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133490,revenue,1KJ94,Security Services Delegated,999.48
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9133489,revenue,1KJ94,Security Services Delegated,760.29
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/05/2024,ADT FIRE & SECURITY,9124884,revenue,1KJ94,Security Services Delegated,472.85
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,17/05/2024,ADT FIRE & SECURITY,9128067,revenue,1KJ94,Security Services Delegated,1230.04
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9126336,revenue,1KJ94,Security Services Delegated,649.71
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9126338,revenue,1KJ94,Security Services Delegated,768.80
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124904,revenue,1KJ94,Security Services Delegated,1049.93
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124906,revenue,1KJ94,Security Services Delegated,1218.38
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124879,revenue,1KJ94,Security Services Delegated,1310.59
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124905,revenue,1KJ94,Security Services Delegated,1263.42
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128118,revenue,1KJ94,Security Services Delegated,304.93
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124880,revenue,1KJ94,Security Services Delegated,358.08
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124881,revenue,1KJ94,Security Services Delegated,335.28
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124903,revenue,1KJ94,Security Services Delegated,710.92
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124882,revenue,1KJ94,Security Services Delegated,1176.31
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124907,revenue,1KJ94,Security Services Delegated,419.73
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9130193,revenue,1KJ94,Security Services Delegated,621.63
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124883,revenue,1KJ94,Security Services Delegated,1257.66
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9130192,revenue,1KJ94,Security Services Delegated,719.01
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124885,revenue,1KJ94,Security Services Delegated,726.69
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124887,revenue,1KJ94,Security Services Delegated,1387.07
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9125245,revenue,1KJ94,Security Services Delegated,2841.90
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124888,revenue,1KJ94,Security Services Delegated,1069.63
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124886,revenue,1KJ94,Security Services Delegated,1563.48
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124893,revenue,1KJ94,Security Services Delegated,1261.79
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124894,revenue,1KJ94,Security Services Delegated,1240.50
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124895,revenue,1KJ94,Security Services Delegated,2108.10
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9124892,revenue,1KJ94,Security Services Delegated,300.52
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128125,revenue,1KJ94,Security Services Delegated,465.76
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128113,revenue,1KJ94,Security Services Delegated,1383.75
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128112,revenue,1KJ94,Security Services Delegated,426.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128116,revenue,1KJ94,Security Services Delegated,1611.03
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128119,revenue,1KJ94,Security Services Delegated,1289.91
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128117,revenue,1KJ94,Security Services Delegated,571.52
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128123,revenue,1KJ94,Security Services Delegated,1749.17
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128122,revenue,1KJ94,Security Services Delegated,1774.37
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128132,revenue,1KJ94,Security Services Delegated,1629.11
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,24/05/2024,ADT FIRE & SECURITY,9128131,revenue,1KJ94,Security Services Delegated,1518.13
HRA Expenditure,General Management,Revenue Expenditure,30/05/2024,ADVANCE 365 LTD,9111472,revenue,1HRA8,HRA - Investment Related Expe,900.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,23/05/2024,ADVANCED RENEWABLE POWER LTD,9123723,revenue,1FRAW,Premises Contracts,1275.00
Adult Social Care & Prevention,Integrated Services,Revenue Expenditure,30/05/2024,ADVANCED TOTAL SUPPLIES LTD,9128739,revenue,1VH22,Temporary Accommodation Prem,1198.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,02/05/2024,ADVANCED WATER TECHNOLOGIES,9113106,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,02/05/2024,ADVANCED WATER TECHNOLOGIES,9113106,revenue,1KR8L,Wide District Heating,265.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,02/05/2024,ADVANCED WATER TECHNOLOGIES,9113108,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,02/05/2024,ADVANCED WATER TECHNOLOGIES,9113108,revenue,1KR8L,Wide District Heating,265.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,02/05/2024,ADVANCED WATER TECHNOLOGIES,9113175,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,02/05/2024,ADVANCED WATER TECHNOLOGIES,9113175,revenue,1KR8L,Wide District Heating,265.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/05/2024,ADVANCED WATER TECHNOLOGIES,9120921,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/05/2024,ADVANCED WATER TECHNOLOGIES,9120921,revenue,1KR8L,Wide District Heating,265.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,01/05/2024,ADVANCED WATER TECHNOLOGIES,9116834,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,01/05/2024,ADVANCED WATER TECHNOLOGIES,9116834,revenue,1KR8L,Wide District Heating,265.00
Children & Families,Children's Social Care,Revenue Expenditure,20/05/2024,ADVOCATE RESIDENTIAL,9129041,revenue,1MC02,Ind Sector Placements,21380.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,31/05/2024,AEBI SCHMIDT UK LTD,9121083,revenue,3KES1,City Transport Stock,456.12
Operations & Regulatory Services ,Operations,Revenue Expenditure,31/05/2024,AEBI SCHMIDT UK LTD,9121082,revenue,3KES1,City Transport Stock,489.95
Operations & Regulatory Services ,Operations,Revenue Expenditure,15/05/2024,AEBI SCHMIDT UK LTD,9112190,revenue,3KES1,City Transport Stock,763.88
Operations & Regulatory Services ,Operations,Revenue Expenditure,30/05/2024,AEBI SCHMIDT UK LTD,9120168,revenue,3KES1,City Transport Stock,699.95
Operations & Regulatory Services ,Operations,Revenue Expenditure,03/05/2024,AEBI SCHMIDT UK LTD,9102750,revenue,3KES1,City Transport Stock,274.26
Operations & Regulatory Services ,Operations,Revenue Expenditure,03/05/2024,AEBI SCHMIDT UK LTD,9102749,revenue,3KES1,City Transport Stock,588.61
Operations & Regulatory Services ,Operations,Revenue Expenditure,17/05/2024,AEBI SCHMIDT UK LTD,9112867,revenue,3KES1,City Transport Stock,539.72
Operations & Regulatory Services ,Operations,Revenue Expenditure,17/05/2024,AEBI SCHMIDT UK LTD,9112191,revenue,3KES1,City Transport Stock,610.39
Operations & Regulatory Services ,Operations,Revenue Expenditure,17/05/2024,AEBI SCHMIDT UK LTD,9112192,revenue,3KES1,City Transport Stock,1185.15
Operations & Regulatory Services ,Operations,Revenue Expenditure,10/05/2024,AEBI SCHMIDT UK LTD,9111641,revenue,3KES1,City Transport Stock,685.84
Operations & Regulatory Services ,Operations,Revenue Expenditure,10/05/2024,AEBI SCHMIDT UK LTD,9111539,revenue,3KES1,City Transport Stock,941.63
Operations & Regulatory Services ,Operations,Revenue Expenditure,10/05/2024,AEBI SCHMIDT UK LTD,9111538,revenue,3KES1,City Transport Stock,615.89
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/05/2024,AEBI SCHMIDT UK LTD,9116881,revenue,3KES1,City Transport Stock,408.53
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/05/2024,AEBI SCHMIDT UK LTD,9116882,revenue,3KES1,City Transport Stock,2106.47
Operations & Regulatory Services ,Operations,Revenue Expenditure,22/05/2024,AEBI SCHMIDT UK LTD,9115116,revenue,3KES1,City Transport Stock,581.83
Operations & Regulatory Services ,Operations,Revenue Expenditure,22/05/2024,AEBI SCHMIDT UK LTD,9116684,revenue,3KES1,City Transport Stock,311.72
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,31/05/2024,AF INSTALLATION SERVICES LTD,9135560,revenue,1V204,Car Parking Infrastructure,400.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,31/05/2024,AF INSTALLATION SERVICES LTD,9135561,revenue,1V204,Car Parking Infrastructure,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,31/05/2024,AF INSTALLATION SERVICES LTD,9135562,revenue,1V204,Car Parking Infrastructure,1600.00
Investment & Growth,Transport,Capital Expenditure,17/05/2024,AF INSTALLATION SERVICES LTD,9123068,Capital,2CAPI,Capital Investment,4037.64
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/05/2024,AGGREKO UK LTD,9106879,revenue,1CC52,Outer West Library Hub,3842.98
Children & Families,Education Schools/DSG,Revenue Expenditure,17/05/2024,AIM QUALIFICATIONS AND ASSESSMENT GROUP,9128053,revenue,1E240,Sensory Service HI,650.00
Children & Families,Children's Social Care,Revenue Expenditure,13/05/2024,AIR TECHNIQUE,9113177,revenue,1MC41,Bedeburn Short Break Unit,1674.00
Children & Families,Early Help and Family Support,Revenue Expenditure,31/05/2024,AIR TECHNIQUE,9123220,revenue,1EEG5,C&FN Outer West,1434.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Capital Expenditure,20/05/2024,AIR TECHNIQUE,9123022,Capital,2CAPI,Capital Investment,1620.00
"City Ops, Nghbrhds & Reg Srvcs",Repairs & Construction Service,Revenue Expenditure,31/05/2024,AKW MEDI-CARE LTD,9123583,revenue,1KR12,DDA,275.90
"City Ops, Nghbrhds & Reg Srvcs",Repairs & Construction Service,Revenue Expenditure,31/05/2024,AKW MEDI-CARE LTD,9123618,revenue,1KR12,DDA,316.96
