Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/11/2024,A&J KEITH LTD,9254950,revenue,1KVWC,Minor Works Contracts,#N/A,,194510.38
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/11/2024,A&J KEITH LTD,9254951,revenue,1KVWC,Minor Works Contracts,#N/A,,254591.22
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/11/2024,A&J KEITH LTD,9264505,revenue,1KVWC,Minor Works Contracts,#N/A,,325952.58
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/11/2024,A&J KEITH LTD,9264507,revenue,1KVWC,Minor Works Contracts,#N/A,,201180.17
Investment & Growth,Capital Investment & Growth,Revenue Expenditure,21/11/2024,A&S LOCKSMITHS,9263027,revenue,1FQ02,Office Accommodation Review,#N/A,,691.20
Children & Families,Children's Social Care,Revenue Expenditure,04/11/2024,A1 FOSTER CARE,9250607,revenue,1MC22,External Foster Care Costs,#N/A,,4560.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,05/11/2024,A1 SHEET METAL FLUES T/A A1 FLUE SYSTEMS,9238357,Capital,2HE01,Capital Citywide,HL119,Graham Park Rd Mech Elec Aura,2829.60
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,15/11/2024,ABACUS MANAGEMENT & TRAINING CONSULTANCY,9247099,revenue,1D500,Food Safety & Training,#N/A,,2035.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYFIELD CASTLE FARM,9251451,revenue,1MG20,Residential Care OP,#N/A,,27870.86
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYFIELD THE GROVE,9251444,revenue,1MG20,Residential Care OP,#N/A,,20871.90
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9190863,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9190863,revenue,1MH10,Nursing Care PD,#N/A,,6965.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9190863,revenue,1MM10,Nursing Care MH,#N/A,,12425.72
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9209753,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9209753,revenue,1MH10,Nursing Care PD,#N/A,,23703.58
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9209753,revenue,1MM10,Nursing Care MH,#N/A,,12425.72
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9230192,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9230192,revenue,1MH10,Nursing Care PD,#N/A,,20707.84
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9230192,revenue,1MM10,Nursing Care MH,#N/A,,12425.72
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9251488,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9251488,revenue,1MH10,Nursing Care PD,#N/A,,20707.84
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ABBEYMOOR LIFEWAYS,9251488,revenue,1MM10,Nursing Care MH,#N/A,,12425.72
Adult Social Care & Prevention,Community Support,Revenue Income,05/11/2024,ABBEYMOOR LIFEWAYS,9190863,revenue,1MM10,Nursing Care MH,#N/A,,-491.80
Adult Social Care & Prevention,Community Support,Revenue Income,05/11/2024,ABBEYMOOR LIFEWAYS,9209753,revenue,1MM10,Nursing Care MH,#N/A,,-491.80
Adult Social Care & Prevention,Community Support,Revenue Income,05/11/2024,ABBEYMOOR LIFEWAYS,9230192,revenue,1MM10,Nursing Care MH,#N/A,,-491.80
Adult Social Care & Prevention,Community Support,Revenue Income,05/11/2024,ABBEYMOOR LIFEWAYS,9251488,revenue,1MM10,Nursing Care MH,#N/A,,-491.80
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,05/11/2024,ABCA SYSTEMS,9243589,revenue,1KR56,Communal Area & Cyclical Mntce,#N/A,,7353.75
Children & Families,Children's Social Care,Capital Expenditure,13/11/2024,ABLE CONSTRUCTION(NORTHERN) LIMITED,9257673,Capital,2CAPI,Capital Investment,ESC08,Slatyford Lne CH Refurbishmnt,810.00
"City Ops, Nghbrhds & Reg Srvcs",ICT,Capital Expenditure,29/11/2024,ACADEMIA LTD,9258425,Capital,2CITC,IT Services,CTC50,Technical Refresh,90570.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,21/11/2024,ACADEMY GEOMATICS LTD,9203222,revenue,1DW21,Shepherd Walker Agreement,#N/A,,2250.00
CFO Directorate,Revenues and Benefits,Revenue Expenditure,08/11/2024,ACCESS INDEPENDENT,9253839,revenue,1CS00,Revs and Bens Staffing,#N/A,,2493.00
Children & Families,Education Schools/DSG,Revenue Expenditure,04/11/2024,ACORN CARE & EDUCATION LTD,9250868,revenue,1E20A,SB Independent Schools,#N/A,,74483.49
Children & Families,Education Schools/DSG,Revenue Expenditure,04/11/2024,ACORN CARE & EDUCATION LTD,9250869,revenue,1E20P,High Needs Post16 Funding,#N/A,,8895.50
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,01/11/2024,ACORN ENVIRONMENTAL SOLUTIONS,9232655,revenue,1KEFA,Grounds Maintenance,#N/A,,207.15
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,01/11/2024,ACORN ENVIRONMENTAL SOLUTIONS,9232655,revenue,1KEHA,Arbor Team,#N/A,,198.85
Children & Families,Children's Social Care,Revenue Expenditure,04/11/2024,ACORN HOUSE,9250608,revenue,1MC22,External Foster Care Costs,#N/A,,4823.52
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,15/11/2024,ACP,9247988,revenue,1KSCD,External Vehicle Tracking,#N/A,,1384.60
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,13/11/2024,ACP,9244243,revenue,1KSCD,External Vehicle Tracking,#N/A,,399.25
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,15/11/2024,ACP,9247988,revenue,1KESW,Fleet & Maintce Internal SLA,#N/A,,4441.40
Children & Families,Children's Social Care,Revenue Expenditure,04/11/2024,ACTION FOR CHILDREN,9250634,revenue,1MC02,External Residential Placement,#N/A,,21568.00
Children & Families,Strategy & Commissioning Unit,Revenue Expenditure,14/11/2024,ACTION FOUNDATION,9258322,revenue,1MB31,Voice and Influence,#N/A,,1000.00
Children & Families,Children's Social Care,Revenue Expenditure,04/11/2024,ACTIVE ARK,9250635,revenue,1MC02,External Residential Placement,#N/A,,19343.56
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,22/11/2024,ADARE LTD,9259913,revenue,1FL01,Electoral Registration Unit,#N/A,,4474.83
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,22/11/2024,ADARE LTD,9260523,revenue,1FL01,Electoral Registration Unit,#N/A,,69191.02
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,29/11/2024,ADARE LTD,9254995,revenue,1FL01,Electoral Registration Unit,#N/A,,327.01
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,08/11/2024,ADARE LTD,9251829,revenue,1FL01,Electoral Registration Unit,#N/A,,315.00
Children & Families,Children's Social Care,Capital Expenditure,22/11/2024,ADDERSTONE LIVING LTD,9251871,Capital,2CAPI,Capital Investment,ESC06,West Denton Childrens Home,47710.00
Investment & Growth,Transport,Revenue Expenditure,14/11/2024,ADMEC ENVIRONMENTAL SERVICES LTD,9228520,revenue,1KW32,Gullies Team,#N/A,,342.36
Investment & Growth,Transport,Revenue Expenditure,06/11/2024,ADMEC ENVIRONMENTAL SERVICES LTD,9237300,revenue,1KW32,Gullies Team,#N/A,,316.32
Investment & Growth,Transport,Revenue Expenditure,12/11/2024,ADMEC ENVIRONMENTAL SERVICES LTD,9191137,revenue,1KW32,Gullies Team,#N/A,,364.68
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,15/11/2024,ADT FIRE & SECURITY,9259212,revenue,1KJ94,Security Services Delegated,#N/A,,268.20
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,25/11/2024,ADT FIRE & SECURITY,9264405,revenue,1KJ94,Security Services Delegated,#N/A,,291.10
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,25/11/2024,ADVANCED POWER TECHNOLOGY,9255194,revenue,1CX50,Technical Refresh,#N/A,,791.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,08/11/2024,ADVANCED TOTAL SUPPLIES LTD,9242634,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9936.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,29/11/2024,ADVANCED TOTAL SUPPLIES LTD,9250915,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9936.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,28/11/2024,ADVANCED TOTAL SUPPLIES LTD,9253870,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,18288.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,28/11/2024,ADVANCED TOTAL SUPPLIES LTD,9255077,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,6548.40
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,21/11/2024,ADVANCED TOTAL SUPPLIES LTD,9249657,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9936.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,21/11/2024,ADVANCED TOTAL SUPPLIES LTD,9249662,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,18288.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,21/11/2024,ADVANCED TOTAL SUPPLIES LTD,9249663,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,8880.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,27/11/2024,ADVANCED TOTAL SUPPLIES LTD,9253865,revenue,1VH22,Temporary Accommodation Prem,#N/A,,2140.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,20/11/2024,ADVANCED TOTAL SUPPLIES LTD,9248213,revenue,1VH22,Temporary Accommodation Prem,#N/A,,692.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,28/11/2024,ADVANCED WATER TECHNOLOGIES,9262795,revenue,1KR05,District Heating,#N/A,,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,28/11/2024,ADVANCED WATER TECHNOLOGIES,9262795,revenue,1KR8L,Wide District Heating,#N/A,,265.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,21/11/2024,ADVANTEX NETWORK SOLUTIONS LTD,9201249,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,400.00
Children & Families,Children's Social Care,Revenue Expenditure,04/11/2024,ADVOCATE RESIDENTIAL,9250654,revenue,1MC02,External Residential Placement,#N/A,,39200.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,01/11/2024,AEBI SCHMIDT UK LTD,9231680,revenue,3KES1,City Transport Stock,#N/A,,973.17
Operations & Regulatory Services ,Operations,Revenue Expenditure,15/11/2024,AEBI SCHMIDT UK LTD,9242767,revenue,3KES1,City Transport Stock,#N/A,,754.71
Operations & Regulatory Services ,Operations,Revenue Expenditure,15/11/2024,AEBI SCHMIDT UK LTD,9242768,revenue,3KES1,City Transport Stock,#N/A,,1088.53
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/11/2024,AEBI SCHMIDT UK LTD,9238527,revenue,3KES1,City Transport Stock,#N/A,,560.23
Operations & Regulatory Services ,Operations,Revenue Expenditure,27/11/2024,AEBI SCHMIDT UK LTD,9251898,revenue,3KES1,City Transport Stock,#N/A,,1606.79
Operations & Regulatory Services ,Operations,Revenue Expenditure,29/11/2024,AEBI SCHMIDT UK LTD,9254759,revenue,3KES1,City Transport Stock,#N/A,,1309.21
Operations & Regulatory Services ,Operations,Revenue Expenditure,25/11/2024,AEBI SCHMIDT UK LTD,9264389,revenue,3KES1,City Transport Stock,#N/A,,268.30
Children & Families,Strategy & Commissioning Unit,Revenue Expenditure,27/11/2024,AG EVENTS,9266975,revenue,1MB31,Voice and Influence,#N/A,,580.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,20/11/2024,AGGREKO UK LTD,9249625,revenue,1CC52,Outer West Library Hub,#N/A,,3344.40
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,01/11/2024,AIM PROJECT,9245628,revenue,1MB20,ASC Training,#N/A,,2717.78
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/11/2024,AIR TECHNIQUE,9204912,revenue,1KVEM,Mechanical Stand Alone Works,#N/A,,1440.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,08/11/2024,AJAY MANAGEMENT SERVICES LTD,9248110,revenue,1KVWC,Minor Works Contracts,#N/A,,1625.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,08/11/2024,AJAY MANAGEMENT SERVICES LTD,9251022,revenue,1KVWC,Minor Works Contracts,#N/A,,1550.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,AKARI CARE,9251423,revenue,1MG20,Residential Care OP,#N/A,,9838.07
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,AKARI CARE,9251425,revenue,1MG20,Residential Care OP,#N/A,,4919.04
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,22/11/2024,AKW MEDI-CARE LTD,9247207,revenue,1KR12,DDA,#N/A,,947.68
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,29/11/2024,AKW MEDI-CARE LTD,9253940,revenue,1KR12,DDA,#N/A,,346.04
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,29/11/2024,AKW MEDI-CARE LTD,9253954,revenue,1KR12,DDA,#N/A,,375.38
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,29/11/2024,AKW MEDI-CARE LTD,9253955,revenue,1KR12,DDA,#N/A,,346.04
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,29/11/2024,AKW MEDI-CARE LTD,9257404,revenue,1KR12,DDA,#N/A,,926.76
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/11/2024,AKW MEDI-CARE LTD,9237425,revenue,1KM1C,Voids 2.5 Central,#N/A,,6334.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/11/2024,AKW MEDI-CARE LTD,9244389,revenue,1KR12,DDA,#N/A,,563.16
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,08/11/2024,AKW MEDI-CARE LTD,9244226,revenue,1KR10,Voids,#N/A,,285.05
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,08/11/2024,AKW MEDI-CARE LTD,9238368,revenue,1KR12,DDA,#N/A,,647.54
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,08/11/2024,AKW MEDI-CARE LTD,9238369,revenue,1KR12,DDA,#N/A,,780.21
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,08/11/2024,AKW MEDI-CARE LTD,9238370,revenue,1KR12,DDA,#N/A,,780.13
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,08/11/2024,AKW MEDI-CARE LTD,9238585,revenue,1KR12,DDA,#N/A,,335.71
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,08/11/2024,AKW MEDI-CARE LTD,9244269,revenue,1KR12,DDA,#N/A,,547.08
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,15/11/2024,ALAN HOLMES BUILDING SURVEYING SERVICES,9258885,revenue,1DZ07,Heaton Park Road,#N/A,,1350.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,22/11/2024,ALARM SUPPLIES SCOTLAND LTD,9254896,revenue,1KJ42,Security Consultancy,#N/A,,515.06
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALBANY HOUSE  (WHITLEY BAY),9251452,revenue,1MM20,Residential Care MH,#N/A,,2770.12
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,07/11/2024,ALBANY OFFICE FURNITURE SOLUTIONS,9245531,revenue,1EA04,Heaton ASB,#N/A,,1440.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,01/11/2024,ALBANY OFFICE FURNITURE SOLUTIONS,9242607,revenue,1BP03,HRA Supported Schemes Team,#N/A,,404.00
Investment & Growth,Capital Investment & Growth,Revenue Expenditure,08/11/2024,ALBANY OFFICE FURNITURE SOLUTIONS,9245532,revenue,1FQ02,Office Accommodation Review,#N/A,,15660.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/11/2024,ALCIUM SOFTWARE,9249658,revenue,1KEYZ,BEST 2 Project,#N/A,,2557.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALDERWOOD,9251503,revenue,1MM10,Nursing Care MH,#N/A,,6158.76
Adult Social Care & Prevention,Community Support,Revenue Income,05/11/2024,ALDERWOOD,9251503,revenue,1MM10,Nursing Care MH,#N/A,,-432.20
Children & Families,Children's Social Care,Revenue Expenditure,04/11/2024,ALEXANDERS HOUSE LTD,9250658,revenue,1MC02,External Residential Placement,#N/A,,19200.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/11/2024,ALIGN PROPERTY PARTNERS LTD,9251824,revenue,1KEYZ,BEST 2 Project,#N/A,,8118.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,08/11/2024,ALIGN PROPERTY PARTNERS LTD,9251826,revenue,1KEY2,BEST 2 Gateshead,#N/A,,5808.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MG10,Nursing Care OP,#N/A,,-8476.30
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MG20,Residential Care OP,#N/A,,99629.18
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MH10,Nursing Care PD,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MH20,Residential Care PD,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MK10,Nursing Care LD,#N/A,,3943.07
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MM10,Nursing Care MH,#N/A,,12385.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLAN COURT RESIDENTIAL HOME,9251515,revenue,1MM20,Residential Care MH,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/11/2024,ALLAN COURT RESIDENTIAL HOME,9241585,revenue,1MG20,Residential Care OP,#N/A,,940.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/11/2024,ALLAN COURT RESIDENTIAL HOME,9256342,revenue,1MG20,Residential Care OP,#N/A,,940.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/11/2024,ALLAN COURT RESIDENTIAL HOME,9241584,revenue,1MK10,Nursing Care LD,#N/A,,338.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/11/2024,ALLAN COURT RESIDENTIAL HOME,9256341,revenue,1MK10,Nursing Care LD,#N/A,,338.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/11/2024,ALLAN COURT RESIDENTIAL HOME,9241586,revenue,1MM20,Residential Care MH,#N/A,,846.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/11/2024,ALLAN COURT RESIDENTIAL HOME,9256343,revenue,1MM20,Residential Care MH,#N/A,,846.00
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,20/11/2024,ALLIANCE DISPOSABLES LTD,9249635,revenue,1MW04,Foodworks Training,#N/A,,302.90
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/11/2024,ALLIANCE DISPOSABLES LTD,9253379,revenue,1KFR1,Kenton School Academy,#N/A,,525.13
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/11/2024,ALLIANCE DISPOSABLES LTD,9255164,revenue,1KFR1,Kenton School Academy,#N/A,,727.70
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,28/11/2024,ALLIANCE DISPOSABLES LTD,9268108,revenue,1KFR7,Callerton Academy,#N/A,,476.62
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/11/2024,ALLIANCE DISPOSABLES LTD,9210900,revenue,1KFN7,Gosforth Junior High Academy,#N/A,,335.07
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/11/2024,ALLIANCE DISPOSABLES LTD,9220043,revenue,1KFR5,St Marys RC School,#N/A,,925.84
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,13/11/2024,ALLIANCE DISPOSABLES LTD,9248093,revenue,1KFR5,St Marys RC School,#N/A,,508.34
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,29/11/2024,ALLIANCE DISPOSABLES LTD,9268109,revenue,1KFP9,Gosforth Academy,#N/A,,1438.52
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,29/11/2024,ALLIANCE DISPOSABLES LTD,9257444,revenue,1KFW6,Jesmond Park School,#N/A,,868.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,29/11/2024,ALLIANCE DISPOSABLES LTD,9242860,revenue,1KFWC,Welford Day Centre,#N/A,,1351.58
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,08/11/2024,ALLIANCE DISPOSABLES LTD,9242859,revenue,1KFR1,Kenton School Academy,#N/A,,319.46
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/11/2024,ALLIANCE DISPOSABLES LTD,9225991,revenue,1KFR1,Kenton School Academy,#N/A,,574.59
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/11/2024,ALLIANCE DISPOSABLES LTD,9225978,revenue,1KFW6,Jesmond Park School,#N/A,,1717.60
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/11/2024,ALLIANCE DISPOSABLES LTD,9228069,revenue,1KFW6,Jesmond Park School,#N/A,,496.00
CFO Directorate,Revenues and Benefits,Revenue Expenditure,27/11/2024,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,9250002,revenue,1CS00,Revs and Bens Staffing,#N/A,,1971.13
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/11/2024,ALLINGTON HOUSE,9251500,revenue,1MG20,Residential Care OP,#N/A,,3468.16
Adult Social Care & Prevention,Community Support,Revenue Income,05/11/2024,ALLINGTON HOUSE,9251500,revenue,1MG20,Residential Care OP,#N/A,,-867.84
