Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
Children & Families,Early Help and Family Support,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280570,revenue,1E463,Castle Nursery Ryehill,#N/A,,1024.79
Children & Families,Early Help and Family Support,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280570,revenue,1E464,Castle Nursery Shieldfield,#N/A,,684.70
Children & Families,Early Help and Family Support,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1E462,Castle Nursery Dunstanburgh,#N/A,,245.58
Children & Families,Early Help and Family Support,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1E46H,Castle Nursery Montagu,#N/A,,1195.17
Children & Families,Early Help and Family Support,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1E463,Castle Nursery Ryehill,#N/A,,1741.16
Children & Families,Early Help and Family Support,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1E464,Castle Nursery Shieldfield,#N/A,,390.30
Children & Families,Early Help and Family Support,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1E462,Castle Nursery Dunstanburgh,#N/A,,592.74
Children & Families,Early Help and Family Support,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1E46H,Castle Nursery Montagu,#N/A,,626.18
Children & Families,Early Help and Family Support,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1E463,Castle Nursery Ryehill,#N/A,,1000.82
Children & Families,Early Help and Family Support,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1E464,Castle Nursery Shieldfield,#N/A,,624.04
Children & Families,Early Help and Family Support,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1E462,Castle Nursery Dunstanburgh,#N/A,,605.76
Children & Families,Early Help and Family Support,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1E465,Castle Nursery Willow Ave,#N/A,,489.05
Children & Families,Early Help and Family Support,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1E46H,Castle Nursery Montagu,#N/A,,868.07
Children & Families,Early Help and Family Support,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1E463,Castle Nursery Ryehill,#N/A,,481.31
Children & Families,Early Help and Family Support,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1E464,Castle Nursery Shieldfield,#N/A,,684.70
Deputy Chief Executive,Legal Services,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280570,revenue,1FJX1,Legal Services,#N/A,,14389.87
Deputy Chief Executive,Legal Services,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1FJX1,Legal Services,#N/A,,19660.15
Deputy Chief Executive,Legal Services,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1FJX1,Legal Services,#N/A,,16159.01
Deputy Chief Executive,Legal Services,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1FJX1,Legal Services,#N/A,,10928.56
CFO Directorate,Procurement,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280570,revenue,1CP60,Resources Comm & Procurement,#N/A,,1359.48
CFO Directorate,Procurement,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1CP60,Resources Comm & Procurement,#N/A,,1359.49
CFO Directorate,Procurement,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1CP60,Resources Comm & Procurement,#N/A,,978.25
CFO Directorate,Procurement,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1CP60,Resources Comm & Procurement,#N/A,,1232.53
CFO Directorate,Finance,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280570,revenue,1FF51,Finance,#N/A,,1950.83
CFO Directorate,Finance,Revenue Expenditure,12/12/2024,MAGNIT GLOBAL GRI LIMITED,9280566,revenue,1FF51,Finance,#N/A,,1259.60
CFO Directorate,Finance,Revenue Expenditure,23/12/2024,MAGNIT GLOBAL GRI LIMITED,9288822,revenue,1FF51,Finance,#N/A,,1539.83
CFO Directorate,Finance,Revenue Expenditure,02/12/2024,MAGNIT GLOBAL GRI LIMITED,9270688,revenue,1FF51,Finance,#N/A,,1290.88
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DE46,i2- Byker NEC,#N/A,,82.03
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DE49,i4- Quayside NEC,#N/A,,65.54
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DE50,i6- Charlotte Square NEC,#N/A,,47.16
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DR03,Grainger Market,#N/A,,31.44
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KKX1,Civic Centre Direct Costs,#N/A,,135.70
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DE48,i8 - Lynwood NEC,#N/A,,31.44
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DV10,Anderson House,#N/A,,15.72
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DF32,NGI Visitor Info Ctr,#N/A,,77.88
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1DT14,Walker Riverside Ind Units,#N/A,,31.44
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1FRAP,Area West Regen Centre,#N/A,,36.19
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KKY2,Allendale Accomodation,#N/A,,31.44
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1V607,Biosphere,#N/A,,15.72
HRA Income,Other Rents,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1H5A2,Housing Shops Net Rent,#N/A,,30.05
Public Health Service,Public Health,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KL0A,Leisure Concession Contract,#N/A,,193.69
Public Health Service,Public Health,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KL7A,Newburn Activity Centre,#N/A,,31.44
Public Health Service,Public Health,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KLR0,Football Development,#N/A,,15.72
Investment & Growth,Development Management,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1V030,Development Management,#N/A,,15.72
Investment & Growth,Development Management,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1V072,Historic Environment,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ20,City Library and Hub,#N/A,,18.65
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KE27,Bereavement Services Overhead,#N/A,,120.71
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFX2,School Meals Overhead,#N/A,,20.47
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KJ31,Security - Manned Guards,#N/A,,55.82
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KKU5,Civic Centre Control,#N/A,,298.84
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1CC56,Walker Churchwalk LIFT,#N/A,,15.73
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KF07,Banqueting Suite,#N/A,,186.48
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFP9,Gosforth Academy,#N/A,,23.35
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KJ94,Security Services Delegated,#N/A,,31.44
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFP4,St Cuthberts Academy,#N/A,,11.76
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1CC55,West End Library and Hub,#N/A,,63.42
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFB9,Knop Law Primary School,#N/A,,52.31
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFWC,Welford Day Centre,#N/A,,22.81
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1CC57,Gosforth Library and Hub,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFG9,St John Vianney RC Primary,#N/A,,20.47
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFB4,Walbottle Village Primary Sch,#N/A,,21.47
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFE1,Broadwood Primary School,#N/A,,21.03
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFF7,St Michaels Primary,#N/A,,17.07
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFG6,Nth Fawdon Primary,#N/A,,16.14
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFG8,St Cuthberts Prim Kenton,#N/A,,17.67
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFH1,St Marks RC Primary,#N/A,,16.09
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ3,West Denton Primary,#N/A,,15.89
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFL6,Byker Primary,#N/A,,25.30
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ01,Administration,#N/A,,130.51
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ44,Jesmond Branch Library,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ53,High Heaton Library and Hub,#N/A,,31.44
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ56,Libraries and Hubs Income,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ63,Denton Burn Library and Hub,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ66,Fenham Library and Hub,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ71,Blakelaw Branch Library,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1EJ75,Newburn Library and Hub,#N/A,,31.44
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KF08,Gosforth Civic Hall,#N/A,,52.80
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFA5,Monkchester Rd Nursery School,#N/A,,20.54
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFB1,Lemington Riverside Primary,#N/A,,31.52
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFB6,Cheviot Primary School,#N/A,,20.98
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFB7,Farne Primary School,#N/A,,21.33
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFBL,Byker Lodge,#N/A,,16.19
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFC1,Beech Hill Primary School,#N/A,,23.43
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFC2,Regent Farm First,#N/A,,16.03
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFC4,South Gosforth First,#N/A,,17.95
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFC6,Archibald First School,#N/A,,17.43
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFC8,Gosforth Park First,#N/A,,46.09
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFCL,Connie Lewcock House,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFE3,Bridgewater Centre,#N/A,,22.61
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFE7,Moorside Comm Prim,#N/A,,22.24
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFE9,St Josephs RC Prim,#N/A,,21.59
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFF2,Stocksfield Ave Prim,#N/A,,16.53
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFF3,St Bedes RC Primary,#N/A,,18.13
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFF8,St Cuthberts Prim Walbottle,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFG3,Kingston Park,#N/A,,20.47
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFG5,Mountfield Primary School,#N/A,,15.97
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFH2,St Pauls C of E Prim,#N/A,,17.26
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFH6,Archbishop Runcie C of E First,#N/A,,15.89
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ4,Benton Park Primary,#N/A,,17.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ5,Christ Church C of E Primary,#N/A,,25.90
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ6,Cragside Primary School,#N/A,,22.20
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ7,Hotspur Primary,#N/A,,40.38
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ8,Ravenswood Primary,#N/A,,24.56
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFJ9,St Albans RC Primary,#N/A,,20.86
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFK2,St Catherines RC Pri,#N/A,,22.28
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFK3,St Lawrences RC Prim,#N/A,,100.10
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFK4,St Oswalds RC Prim,#N/A,,17.99
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFK6,St Vincents RC Prim,#N/A,,20.86
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFK7,Tyne View Primary,#N/A,,24.25
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFL1,West Walker Primary,#N/A,,17.75
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFL2,Chillingham Rd Prim,#N/A,,16.84
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFT1,Hadrian School,#N/A,,16.96
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KFT4,Thomas Bewick Cateri,#N/A,,21.82
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KJ01,Security Overheads,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KJ74,Coin Room,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KKX3,FSCM - Corporate Credit Card,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1CC24,Telecoms,#N/A,,95.67
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1CCTP,Telephones Project,#N/A,,959.52
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1MR53,Care First,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KE23,Sandhills,#N/A,,19.12
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KL60,Parks - Premises Costs,#N/A,,148.61
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KE15,Waste Disposal Byker,#N/A,,31.44
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KKP1,Public Conv O/H,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KL64,Heaton Park Building,#N/A,,15.99
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KL6F,General Expenditure - East,#N/A,,50.42
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KL6M,Ouseburn Park,#N/A,,99.07
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KEWC,Condercum Road Depot,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KR8L,Wide District Heating,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KEWA,Newington Road East Depot,#N/A,,31.44
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KEWB,Newington Road West Depot,#N/A,,113.18
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KBAA,Building Contracts,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KBA0,Capital & Minor O/H,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KEWJ,Other Grounds Depot,#N/A,,18.44
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KEWL,Leazes Lane Depot,#N/A,,47.89
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KEWM,Ayton Street Depot,#N/A,,15.72
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1V204,Car Parking Infrastructure,#N/A,,393.16
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1V132,Quayside Multi Storey,#N/A,,22.21
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1V206,Shop Mobility,#N/A,,61.29
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1MR52,CES/ASCIS Business Support,#N/A,,125.76
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,10/12/2024,MAINTEL EUROPE LIMITED,9277913,revenue,1KSCA,Corporate Charges,#N/A,,88.36
