Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,NEW PROSPECTS ASSOCIATION LTD,9305660,revenue,1MK50,Supported Living LD,#N/A,,363498.45
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,NEW PROSPECTS ASSOCIATION LTD,9305660,revenue,1MK51,Home Care LD,#N/A,,120189.55
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,NEW PROSPECTS ASSOCIATION LTD,9305660,revenue,1MM50,Home Care MH,#N/A,,762.84
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,NEW PROSPECTS ASSOCIATION LTD,9305676,revenue,1MK50,Supported Living LD,#N/A,,-2638.56
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,NEW PROSPECTS ASSOCIATION LTD,9305660,revenue,1MK50,Supported Living LD,#N/A,,-18424.52
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,NEW PROSPECTS ASSOCIATION LTD,9305660,revenue,1MK51,Home Care LD,#N/A,,-11824.46
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,NEW WARLANDS FARM SHORT BREAKS,9300307,revenue,1MK20,Residential Care LD,#N/A,,890.08
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,08/01/2025,NEWCASTLE BANGLADESHI ASSOCIATION,9296272,revenue,1DF12,Gopshop Art Residency,#N/A,,585.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,06/01/2025,NEWCASTLE CARERS,9293737,revenue,1MG97,Carers VCS,#N/A,,198040.25
Housing & Communities,Head Housing Services,Revenue Expenditure,10/01/2025,NEWCASTLE CARPETS AND BEDS,9298234,revenue,1BD01,Head Housing Services,#N/A,,400.00
Children & Families,Children's Social Care,Revenue Expenditure,21/01/2025,NEWCASTLE CITY RENTALS CLIENT ACCOUNT,9306321,revenue,1MN20,Asylum Seekers Families,#N/A,,625.00
Children & Families,Children's Social Care,Revenue Expenditure,21/01/2025,NEWCASTLE CITY RENTALS CLIENT ACCOUNT,9306322,revenue,1MN20,Asylum Seekers Families,#N/A,,625.00
Children & Families,Children's Social Care,Revenue Expenditure,21/01/2025,NEWCASTLE CITY RENTALS CLIENT ACCOUNT,9306320,revenue,1MN20,Asylum Seekers Families,#N/A,,625.00
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,20/01/2025,NEWCASTLE DOG & CAT SHELTER & ANIMAL,9305000,revenue,1D533,Dog Warden,#N/A,,677.60
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,17/01/2025,NEWCASTLE DOG & CAT SHELTER & ANIMAL,9301953,revenue,1D533,Dog Warden,#N/A,,800.80
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,23/01/2025,NEWCASTLE FLOORING LTD,9306571,revenue,1KR12,DDA,#N/A,,327.93
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,23/01/2025,NEWCASTLE FLOORING LTD,9307582,revenue,1KR12,DDA,#N/A,,325.86
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,23/01/2025,NEWCASTLE FLOORING LTD,9308465,revenue,1KR12,DDA,#N/A,,329.12
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,23/01/2025,NEWCASTLE FLOORING LTD,9308467,revenue,1KR12,DDA,#N/A,,254.44
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,23/01/2025,NEWCASTLE FLOORING LTD,9308468,revenue,1KR12,DDA,#N/A,,272.18
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,23/01/2025,NEWCASTLE FLOORING LTD,9308484,revenue,1KR12,DDA,#N/A,,367.61
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,09/01/2025,NEWCASTLE FLOORING LTD,9297410,revenue,1KVWC,Minor Works Contracts,#N/A,,8978.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,16/01/2025,NEWCASTLE GATESHEAD INITIATIVE,9296196,revenue,1KF07,Banqueting Suite,#N/A,,429.32
Public Health Service,Public Health,Revenue Expenditure,06/01/2025,NEWCASTLE GP SERVICES,9293703,revenue,1ML27,Health Inequal-ComplexCareNeed,#N/A,,8290.18
Workforce & Development,Occupational Health,Revenue Expenditure,10/01/2025,NEWCASTLE SPORTS INJURY CLINIC,9298337,revenue,1FP30,Occupational Health,#N/A,,4830.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Income,22/01/2025,NEWCASTLE UNITED FC LTD,9306738,revenue,1V116,NUFC Stadium,#N/A,,122386.76
Children & Families,Children's Social Care,Revenue Expenditure,15/01/2025,NEWCASTLE UNITED FOUNDATION,9288316,revenue,1EM10,Youth Justice Service,#N/A,,355.00
Public Health Service,Public Health,Revenue Expenditure,06/01/2025,NEWCASTLE UNITED FOUNDATION,9293692,revenue,1KLAA,"Comm Spt, Business & Research",#N/A,,6250.00
Investment & Growth,Transport,Revenue Expenditure,20/01/2025,NEWCASTLE UNIVERSITY,9304650,revenue,1KEAW,Flood Environmnt Agncy Studies,#N/A,,15000.00
Investment & Growth,Transport,Revenue Expenditure,10/01/2025,NEWCASTLE UNIVERSITY,9288543,revenue,1V092,UTMC,#N/A,,4286.50
Investment & Growth,Transport,Revenue Expenditure,15/01/2025,NEWCASTLE UNIVERSITY,9249978,revenue,1KTC1,Highway Design,#N/A,,6700.00
CFO Directorate,Chief Executive,Revenue Expenditure,22/01/2025,NEWCASTLE UNIVERSITY STUDENTS UNION,9297554,revenue,1FG51,Chief Executive,#N/A,,1739.98
Public Health Service,Public Health,Revenue Expenditure,22/01/2025,NEWCASTLE UNIVERSITY STUDENTS UNION,9297554,revenue,1ML01,PH - Public Health Main,#N/A,,3479.97
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/01/2025,NEWCASTLE/ NTYNESIDE LIFT CO LTD,9292989,revenue,1CC53,East End Library and Hub,#N/A,,26737.36
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/01/2025,NEWCASTLE/ NTYNESIDE LIFT CO LTD,9292985,revenue,1CC54,Kenton Library and Hub,#N/A,,46021.08
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/01/2025,NEWCASTLE/ NTYNESIDE LIFT CO LTD,9292988,revenue,1CC55,West End Library and Hub,#N/A,,58506.22
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/01/2025,NEWCASTLE/ NTYNESIDE LIFT CO LTD,9292986,revenue,1CC56,Walker Churchwalk LIFT,#N/A,,20140.21
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/01/2025,NEWCASTLE/ NTYNESIDE LIFT CO LTD,9292987,revenue,1CC57,Gosforth Library and Hub,#N/A,,32546.08
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/01/2025,NEWCASTLEUPONTYNE HOSPITALTRUST,9304975,revenue,1MG01,Care Management OP,#N/A,,27060.00
Children & Families,Early Help and Family Support,Revenue Expenditure,06/01/2025,NEWCASTLEUPONTYNE HOSPITALTRUST,9293629,revenue,1FHSL,Family Hubs and Start for Life,#N/A,,18947.37
Children & Families,Early Help and Family Support,Revenue Income,06/01/2025,NEWCASTLEUPONTYNE HOSPITALTRUST,9293626,revenue,1FHSL,Family Hubs and Start for Life,#N/A,,45637.50
Public Health Service,Public Health,Revenue Expenditure,06/01/2025,NEWCASTLEUPONTYNE HOSPITALTRUST,9293628,revenue,1ML14,0-5 Healthy Child Programme,#N/A,,1411897.13
Children & Families,Children's Social Care,Revenue Expenditure,31/01/2025,NEWCROSS HEALTHCARE,9314240,revenue,1MD66,CWD Direct Payments,#N/A,,4323.00
Children & Families,Children's Social Care,Revenue Expenditure,31/01/2025,NEWCROSS HEALTHCARE,9314242,revenue,1MD66,CWD Direct Payments,#N/A,,4323.00
Children & Families,Children's Social Care,Revenue Expenditure,31/01/2025,NEWCROSS HEALTHCARE,9314241,revenue,1MD66,CWD Direct Payments,#N/A,,4460.02
Children & Families,Children's Social Care,Revenue Expenditure,10/01/2025,NEWCROSS HEALTHCARE,9298203,revenue,1MD66,CWD Direct Payments,#N/A,,4876.52
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,22/01/2025,NEXUS,9307878,revenue,1V204,Car Parking Infrastructure,#N/A,,2225.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,08/01/2025,NEXUS,9291504,revenue,1V301,Travel office Travel Passes,#N/A,,5440.00
Public Health Service,Public Health,Revenue Expenditure,16/01/2025,NHS BUSINESS SERVICES AUTHORITY,9302905,revenue,1ML09,PH - Drugs and alcohol,#N/A,,44181.57
Public Health Service,Public Health,Revenue Expenditure,15/01/2025,NHS BUSINESS SERVICES AUTHORITY,9302443,revenue,1ML09,PH - Drugs and alcohol,#N/A,,45707.17
Public Health Service,Public Health,Revenue Expenditure,20/01/2025,NHS NORTH OF ENGLAND COMMISSIONING UNIT,9304546,revenue,1ML28,Public Health Staffing,#N/A,,2726.00
Public Health Service,Public Health,Revenue Expenditure,16/01/2025,NHS NORTH OF ENGLAND COMMISSIONING UNIT,9303265,revenue,1ML03,PH - NHS Health Checks,#N/A,,9281.00
Public Health Service,Public Health,Revenue Expenditure,16/01/2025,NHS NORTH OF ENGLAND COMMISSIONING UNIT,9267763,revenue,1ML19,Epidemiology & Intelligence,#N/A,,352.01
Public Health Service,Public Health,Revenue Expenditure,16/01/2025,NHS NORTH OF ENGLAND COMMISSIONING UNIT,9268081,revenue,1ML19,Epidemiology & Intelligence,#N/A,,352.01
Public Health Service,Public Health,Revenue Expenditure,15/01/2025,NHS PENSION SCHEME,9302360,revenue,1ML04,PH - Health Improvement,#N/A,,321.97
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,08/01/2025,NICEIC SALES,9287339,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,323.25
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,31/01/2025,NISAI VIRTUAL ACADEMY LTD,9293663,revenue,1EA15,Newcastle City Learning Main,#N/A,,1916.67
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,31/01/2025,NISAI VIRTUAL ACADEMY LTD,9293664,revenue,1EA15,Newcastle City Learning Main,#N/A,,1925.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,31/01/2025,NISAI VIRTUAL ACADEMY LTD,9293665,revenue,1EA15,Newcastle City Learning Main,#N/A,,1283.34
Investment & Growth,Transport,Revenue Expenditure,03/01/2025,NLS SECURITY,9292474,revenue,1KELA,Traffic Sig General O/H,#N/A,,300.00
CFO Directorate,Chief Executive,Revenue Expenditure,27/01/2025,NORDOFF ROBBINS,9309330,revenue,1FG51,Chief Executive,#N/A,,1750.00
Children & Families,Children's Social Care,Revenue Expenditure,27/01/2025,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),9310170,revenue,1MC02,External Residential Placement,#N/A,,16193.64
Children & Families,Education Schools/DSG,Revenue Expenditure,07/01/2025,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),9294980,revenue,1E20A,SB Independent Schools,#N/A,,4525.63
Children & Families,Education Schools/DSG,Revenue Expenditure,07/01/2025,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),9294981,revenue,1E20P,High Needs Post16 Funding,#N/A,,7722.98
Investment & Growth,Transport,Revenue Expenditure,27/01/2025,NORTH EAST CONCRETE,9310479,revenue,1KEMC,Highways,#N/A,,297.60
Investment & Growth,Transport,Revenue Expenditure,27/01/2025,NORTH EAST CONCRETE,9272201,revenue,1KEMC,Highways,#N/A,,533.94
Investment & Growth,Transport,Revenue Expenditure,27/01/2025,NORTH EAST CONCRETE,9308624,revenue,1KEMC,Highways,#N/A,,787.64
Investment & Growth,Transport,Revenue Expenditure,27/01/2025,NORTH EAST CONCRETE,9291618,revenue,1KEMC,Highways,#N/A,,298.05
Investment & Growth,Transport,Revenue Expenditure,23/01/2025,NORTH EAST CONCRETE,9308626,revenue,1KEMC,Highways,#N/A,,315.74
Investment & Growth,Transport,Revenue Expenditure,23/01/2025,NORTH EAST CONCRETE,9308045,revenue,1KEMC,Highways,#N/A,,268.20
Workforce & Development,Organisational Development,Revenue Expenditure,02/01/2025,NORTH EAST REGIONAL EMPLOYERS ORGANISATI,9292328,revenue,1FP70,Strategic HR,#N/A,,300.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296415,revenue,1MH01,Equipment Team,#N/A,,1800.00
Children & Families,Children's Social Care,Revenue Expenditure,22/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9307771,revenue,1MD62,Support to CIC,#N/A,,11056.00
Children & Families,Children's Social Care,Revenue Expenditure,22/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9307798,revenue,1MD62,Support to CIC,#N/A,,11056.00
Children & Families,Children's Social Care,Revenue Expenditure,10/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9298486,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,10/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9298488,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,10/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9298492,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,13/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9299366,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,13/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9299364,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,13/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9299706,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,13/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9299365,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,13/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9299362,revenue,1MD62,Support to CIC,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,27/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9310422,revenue,1MD62,Support to CIC,#N/A,,10875.00
Children & Families,Children's Social Care,Revenue Expenditure,24/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9309097,revenue,1MD62,Support to CIC,#N/A,,13820.00
Children & Families,Children's Social Care,Revenue Expenditure,24/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9309095,revenue,1MD62,Support to CIC,#N/A,,10875.00
Children & Families,Children's Social Care,Revenue Expenditure,24/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9309096,revenue,1MD62,Support to CIC,#N/A,,10875.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296469,revenue,1MF01,CIC & Care Leavers,#N/A,,5412.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296515,revenue,1MF01,CIC & Care Leavers,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296517,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296483,revenue,1MF01,CIC & Care Leavers,#N/A,,1750.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296482,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296530,revenue,1MF01,CIC & Care Leavers,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296481,revenue,1MF01,CIC & Care Leavers,#N/A,,9016.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296526,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296509,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296527,revenue,1MF01,CIC & Care Leavers,#N/A,,1750.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296510,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296531,revenue,1MF01,CIC & Care Leavers,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296518,revenue,1MF01,CIC & Care Leavers,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296455,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296475,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296528,revenue,1MF01,CIC & Care Leavers,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296473,revenue,1MF01,CIC & Care Leavers,#N/A,,8700.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296532,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296522,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296533,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296460,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296453,revenue,1MF01,CIC & Care Leavers,#N/A,,1289.25
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296452,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296486,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296451,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296485,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296529,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296512,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296438,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296484,revenue,1MF01,CIC & Care Leavers,#N/A,,1771.40
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296418,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296478,revenue,1MF01,CIC & Care Leavers,#N/A,,814.25
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296471,revenue,1MF01,CIC & Care Leavers,#N/A,,5412.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296416,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296467,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296459,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296466,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296464,revenue,1MF01,CIC & Care Leavers,#N/A,,5412.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296463,revenue,1MF01,CIC & Care Leavers,#N/A,,5412.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296462,revenue,1MF01,CIC & Care Leavers,#N/A,,1800.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296457,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296480,revenue,1MF01,CIC & Care Leavers,#N/A,,1900.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296456,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,NORTH EAST SUPPORTED TENANCIES LTD,9296479,revenue,1MF01,CIC & Care Leavers,#N/A,,1600.00
Investment & Growth,Transport,Capital Expenditure,28/01/2025,NORTH EAST TRAFFIC DATA COLLECTION LTD,9311217,Capital,2CAPI,Capital Investment,DX007,Traffic Management,730.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9303115,revenue,1MN30,NRPF Adults,#N/A,,397.29
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9303116,revenue,1MN30,NRPF Adults,#N/A,,380.62
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9303117,revenue,1MN30,NRPF Adults,#N/A,,397.29
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9303114,revenue,1MN30,NRPF Adults,#N/A,,397.29
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9303118,revenue,1MN30,NRPF Adults,#N/A,,397.29
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9303119,revenue,1MN30,NRPF Adults,#N/A,,397.29
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,31/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9295129,revenue,1VH26,Housing Advice Centre,#N/A,,668.19
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,31/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9296006,revenue,1VH26,Housing Advice Centre,#N/A,,1043.54
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,31/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9297196,revenue,1VH39,Rapid Rehousing Pathway/RSI,#N/A,,380.54
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,31/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9297197,revenue,1VH39,Rapid Rehousing Pathway/RSI,#N/A,,380.54
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,31/01/2025,NORTH EASTERN HOUSING ASSOCIATION LTD,9297199,revenue,1VH39,Rapid Rehousing Pathway/RSI,#N/A,,380.54
Children & Families,Children's Social Care,Revenue Expenditure,27/01/2025,NORTH LAKES CHILDRENS SERVICES,9310187,revenue,1MC02,External Residential Placement,#N/A,,38760.36
Children & Families,Education Schools/DSG,Revenue Expenditure,07/01/2025,NORTH LAKES CHILDRENS SERVICES,9294977,revenue,1E20A,SB Independent Schools,#N/A,,6875.67
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,NORTHBOURNE,9300251,revenue,1MG20,Residential Care OP,#N/A,,2923.40
Adult Social Care & Prevention,Community Support,Revenue Income,14/01/2025,NORTHBOURNE,9300251,revenue,1MG20,Residential Care OP,#N/A,,-698.28
Children & Families,Education Schools/DSG,Revenue Expenditure,14/01/2025,NORTHERN EDUCATION TRUST,9300787,revenue,1E20T,ARC / ARP Top Up Funding,#N/A,,21762.46
Children & Families,Education Schools/DSG,Revenue Expenditure,14/01/2025,NORTHERN EDUCATION TRUST,9300786,revenue,1E20V,Mainstream Schools Top Ups,#N/A,,3764.41
Children & Families,Education Schools/DSG,Revenue Expenditure,14/01/2025,NORTHERN EDUCATION TRUST,9300785,revenue,1E20V,Mainstream Schools Top Ups,#N/A,,16690.87
Children & Families,Education Schools/DSG,Revenue Expenditure,14/01/2025,NORTHERN EDUCATION TRUST,9300789,revenue,1E20V,Mainstream Schools Top Ups,#N/A,,46626.17
Children & Families,Early Help and Family Support,Revenue Expenditure,07/01/2025,NORTHERN FLOORCRAFT (GATESHEAD) LTD,9292594,revenue,1EEG8,C&FN East,#N/A,,750.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,31/01/2025,NORTHERN FLOORCRAFT (GATESHEAD) LTD,9315100,revenue,1KR10,Voids,#N/A,,13860.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,31/01/2025,NORTHERN FLOORCRAFT (GATESHEAD) LTD,9315107,revenue,1KR10,Voids,#N/A,,14300.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,31/01/2025,NORTHERN FLOORCRAFT (GATESHEAD) LTD,9315099,revenue,1KR10,Voids,#N/A,,13845.00
