Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ABBEYFIELD THE GROVE,9358397,revenue,1MG20,Residential Care OP,#N/A,,13997.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ABBEYMOOR,9358405,revenue,1MH10,Nursing Care PD,#N/A,,2446.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ABBEYMOOR LIFEWAYS,9358441,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ABBEYMOOR LIFEWAYS,9358441,revenue,1MH10,Nursing Care PD,#N/A,,24266.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ABBEYMOOR LIFEWAYS,9358441,revenue,1MM10,Nursing Care MH,#N/A,,25543.40
Adult Social Care & Prevention,Community Support,Revenue Income,24/03/2025,ABBEYMOOR LIFEWAYS,9358441,revenue,1MM10,Nursing Care MH,#N/A,,-491.80
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/03/2025,ABCA SYSTEMS,9346765,revenue,1KR56,Communal Area & Cyclical Mntce,#N/A,,9768.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/03/2025,ABCA SYSTEMS,9327804,revenue,1KR56,Communal Area & Cyclical Mntce,#N/A,,10794.75
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/03/2025,ABSOLUTE JOINERY AND PROPERTY MAINT,9346235,revenue,1KL84,Out of Scope Open Space,#N/A,,24544.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,26/03/2025,ACADEMY GEOMATICS LTD,9349677,revenue,1DW21,Shepherd Walker Agreement,#N/A,,1590.00
CFO Directorate,Revenues and Benefits,Revenue Expenditure,13/03/2025,ACCESS INDEPENDENT,9349652,revenue,1CS00,Revs and Bens Staffing,#N/A,,2497.44
CFO Directorate,Revenues and Benefits,Revenue Expenditure,21/03/2025,ACCESS INDEPENDENT,9355958,revenue,1CS00,Revs and Bens Staffing,#N/A,,1272.96
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,03/03/2025,ACCUGRIT LTD,9329833,revenue,1FRA4,Benton Park Road Office,#N/A,,1262.95
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,03/03/2025,ACCUGRIT LTD,9329833,revenue,1V690,Warehouse Benton Park Rd,#N/A,,541.27
Children & Families,Education Schools/DSG,Revenue Expenditure,05/03/2025,ACORN CARE & EDUCATION LTD,9341159,revenue,1E20A,SB Independent Schools,#N/A,,90203.31
Children & Families,Education Schools/DSG,Revenue Expenditure,05/03/2025,ACORN CARE & EDUCATION LTD,9341160,revenue,1E20P,High Needs Post16 Funding,#N/A,,8895.50
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,18/03/2025,ACP,9353484,revenue,1KSCD,External Vehicle Tracking,#N/A,,1430.45
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,20/03/2025,ACP,9344161,revenue,1KSCD,External Vehicle Tracking,#N/A,,744.45
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,07/03/2025,ACP,9332564,revenue,1KENB,Fleet Workshops OH,#N/A,,451.85
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/03/2025,ACP,9353484,revenue,1KESW,Fleet & Maintce Internal SLA,#N/A,,4512.70
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,ACTION FOR CHILDREN,9358195,revenue,1MC02,External Residential Placement,#N/A,,21568.00
Children & Families,Early Help and Family Support,Revenue Expenditure,05/03/2025,ACTION FOR CHILDREN,9334209,revenue,1FHSL,Family Hubs and Start for Life,#N/A,,12500.00
Children & Families,Early Help and Family Support,Revenue Expenditure,05/03/2025,ACTION FOR CHILDREN,9334210,revenue,1FHSL,Family Hubs and Start for Life,#N/A,,12500.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,12/03/2025,ACTION FOR CHILDREN,9347893,revenue,1VH22,Temporary Accommodation Prem,#N/A,,4664.75
Children & Families,Strategy & Commissioning Unit,Revenue Expenditure,31/03/2025,ACTION FOUNDATION,9364245,revenue,1MB31,Voice and Influence,#N/A,,1000.00
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,ACTIVE ARK,9358196,revenue,1MC02,External Residential Placement,#N/A,,19343.56
Workforce & Development,Operational HR,Revenue Expenditure,05/03/2025,AD WARRIOR LTD,9341882,revenue,1CF00,Payroll,#N/A,,3100.00
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,03/03/2025,ADARE LTD,9329803,revenue,1FL01,Electoral Registration Unit,#N/A,,859.81
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,03/03/2025,ADARE LTD,9329912,revenue,1FL01,Electoral Registration Unit,#N/A,,6647.32
Children & Families,Dir of Children & Families,Revenue Expenditure,17/03/2025,ADCS,9352406,revenue,1MB02,Dir of Chldrn Edcn and Skills,#N/A,,3915.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,05/03/2025,ADL LIFT SERVICES LTD,9329810,Capital,2HE01,Capital Citywide,H7273,Cruddas Park House Lifts,313013.10
Investment & Growth,Transport,Revenue Expenditure,26/03/2025,ADMEC ENVIRONMENTAL SERVICES LTD,9359887,revenue,1KW32,Gullies Team,#N/A,,310.74
Investment & Growth,Transport,Revenue Expenditure,28/03/2025,ADMEC ENVIRONMENTAL SERVICES LTD,9353370,revenue,1KW32,Gullies Team,#N/A,,310.74
Investment & Growth,Transport,Revenue Expenditure,19/03/2025,ADMEC ENVIRONMENTAL SERVICES LTD,9331237,revenue,1KW32,Gullies Team,#N/A,,312.60
CFO Directorate,Finance,Revenue Expenditure,28/03/2025,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,9352252,revenue,1FF51,Finance,#N/A,,5400.00
CFO Directorate,Finance,Revenue Expenditure,19/03/2025,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,9354441,revenue,1FF51,Finance,#N/A,,807.50
CFO Directorate,Finance,Revenue Expenditure,21/03/2025,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,9345944,revenue,1FF51,Finance,#N/A,,675.00
CFO Directorate,Finance,Revenue Expenditure,14/03/2025,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,9345942,revenue,1FF51,Finance,#N/A,,600.00
CFO Directorate,Finance,Revenue Expenditure,14/03/2025,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,9345948,revenue,1FF51,Finance,#N/A,,9450.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,28/03/2025,ADVANCED GROUP SERVICES LTD,9345384,revenue,3KES1,City Transport Stock,#N/A,,275.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,27/03/2025,ADVANCED GROUP SERVICES LTD,9341903,revenue,3KES1,City Transport Stock,#N/A,,295.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,27/03/2025,ADVANCED GROUP SERVICES LTD,9343135,revenue,3KES1,City Transport Stock,#N/A,,1175.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,07/03/2025,ADVANCED TOTAL SUPPLIES LTD,9327737,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,8880.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,28/03/2025,ADVANCED TOTAL SUPPLIES LTD,9345900,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,16312.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,27/03/2025,ADVANCED TOTAL SUPPLIES LTD,9345870,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,11988.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,27/03/2025,ADVANCED TOTAL SUPPLIES LTD,9353160,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9936.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,21/03/2025,ADVANCED TOTAL SUPPLIES LTD,9344067,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,9936.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321605,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,16880.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321606,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,12285.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321613,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,377.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321527,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,3136.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321526,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,1656.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321525,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,2640.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321607,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,4800.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,03/03/2025,ADVANCED TOTAL SUPPLIES LTD,9321601,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,8880.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,14/03/2025,ADVANCED TOTAL SUPPLIES LTD,9329797,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,17408.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,14/03/2025,ADVANCED TOTAL SUPPLIES LTD,9328723,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,18288.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,12/03/2025,ADVANCED TOTAL SUPPLIES LTD,9328844,Capital,2CAPI,Capital Investment,KQ401,NFS Inventories,11472.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,27/03/2025,ADVANCED TOTAL SUPPLIES LTD,9345879,revenue,1VH22,Temporary Accommodation Prem,#N/A,,1517.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/03/2025,ADVANCED WATER TECHNOLOGIES,9340302,revenue,1KR05,District Heating,#N/A,,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/03/2025,ADVANCED WATER TECHNOLOGIES,9340302,revenue,1KR8L,Wide District Heating,#N/A,,265.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/03/2025,ADVANCED WATER TECHNOLOGIES,9358239,revenue,1KR05,District Heating,#N/A,,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/03/2025,ADVANCED WATER TECHNOLOGIES,9358239,revenue,1KR8L,Wide District Heating,#N/A,,265.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/03/2025,ADVANCED WATER TECHNOLOGIES,9322089,revenue,1KR05,District Heating,#N/A,,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/03/2025,ADVANCED WATER TECHNOLOGIES,9322089,revenue,1KR8L,Wide District Heating,#N/A,,265.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345118,revenue,1E25R,AP Inclusion Panel,#N/A,,1536.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345113,revenue,1E25R,AP Inclusion Panel,#N/A,,768.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345112,revenue,1E25R,AP Inclusion Panel,#N/A,,768.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345111,revenue,1E25R,AP Inclusion Panel,#N/A,,768.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345115,revenue,1E25R,AP Inclusion Panel,#N/A,,768.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345114,revenue,1E25R,AP Inclusion Panel,#N/A,,1152.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345116,revenue,1E25R,AP Inclusion Panel,#N/A,,1536.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345117,revenue,1E25R,AP Inclusion Panel,#N/A,,1024.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345119,revenue,1E25R,AP Inclusion Panel,#N/A,,1024.00
Children & Families,Education Schools/DSG,Revenue Expenditure,10/03/2025,ADVENTURE IN LEARNING LTD,9345120,revenue,1E25R,AP Inclusion Panel,#N/A,,1024.00
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,ADVOCATE RESIDENTIAL,9358217,revenue,1MC02,External Residential Placement,#N/A,,39200.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,28/03/2025,AEBI SCHMIDT UK LTD,9344269,revenue,3KES1,City Transport Stock,#N/A,,283.96
Operations & Regulatory Services ,Operations,Revenue Expenditure,28/03/2025,AEBI SCHMIDT UK LTD,9344270,revenue,3KES1,City Transport Stock,#N/A,,966.11
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/03/2025,AEBI SCHMIDT UK LTD,9329165,revenue,3KES1,City Transport Stock,#N/A,,1217.91
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/03/2025,AEBI SCHMIDT UK LTD,9329166,revenue,3KES1,City Transport Stock,#N/A,,826.92
Operations & Regulatory Services ,Operations,Revenue Expenditure,03/03/2025,AEBI SCHMIDT UK LTD,9322881,revenue,3KES1,City Transport Stock,#N/A,,326.76
Operations & Regulatory Services ,Operations,Revenue Expenditure,03/03/2025,AEBI SCHMIDT UK LTD,9322882,revenue,3KES1,City Transport Stock,#N/A,,1261.61
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/03/2025,AEBI SCHMIDT UK LTD,9332250,revenue,3KES1,City Transport Stock,#N/A,,3800.31
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/03/2025,AEBI SCHMIDT UK LTD,9333813,revenue,3KES1,City Transport Stock,#N/A,,331.26
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/03/2025,AEBI SCHMIDT UK LTD,9327491,revenue,3KES1,City Transport Stock,#N/A,,442.85
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/03/2025,AEBI SCHMIDT UK LTD,9327492,revenue,3KES1,City Transport Stock,#N/A,,299.94
Investment & Growth,Transport,Capital Expenditure,13/03/2025,AF INSTALLATION SERVICES LTD,9327724,Capital,2CAPI,Capital Investment,DSFP7,S4P - Arthur's Hill & Fenham,1080.42
Investment & Growth,Transport,Capital Expenditure,13/03/2025,AF INSTALLATION SERVICES LTD,9327724,Capital,2CAPI,Capital Investment,DXXTC,ITS Coast Road Extension,720.28
Investment & Growth,Transport,Revenue Expenditure,05/03/2025,AGD SYSTEMS LTD,9326305,revenue,1KELA,Traffic Sig General O/H,#N/A,,380.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,12/03/2025,AGGREKO UK LTD,9328649,revenue,1CC52,Outer West Library Hub,#N/A,,4332.83
Investment & Growth,Development Management,Revenue Expenditure,21/03/2025,AGROVISTA UK LTD,9346780,revenue,1V039,Trees 4 Climate,#N/A,,8922.50
Investment & Growth,Development Management,Revenue Expenditure,03/03/2025,AGROVISTA UK LTD,9321545,revenue,1V039,Trees 4 Climate,#N/A,,10406.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,21/03/2025,AIR SUPPLY (NORTH EAST) LTD,9346785,revenue,1KKX1,Civic Centre Direct Costs,#N/A,,729.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/03/2025,AJAY MANAGEMENT SERVICES LTD,9350495,revenue,1KVWC,Construction Services,#N/A,,1625.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/03/2025,AJAY MANAGEMENT SERVICES LTD,9350496,revenue,1KVWC,Construction Services,#N/A,,1550.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,06/03/2025,AKARI CARE,9342007,revenue,1MM50,Home Care MH,#N/A,,2800.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/03/2025,AKARI CARE,9345487,revenue,1MG20,Residential Care OP,#N/A,,8886.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/03/2025,AKARI CARE,9345486,revenue,1MG20,Residential Care OP,#N/A,,4443.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,07/03/2025,AKW MEDI-CARE LTD,9326484,revenue,1KR12,DDA,#N/A,,265.60
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/03/2025,AKW MEDI-CARE LTD,9346184,revenue,1KR12,DDA,#N/A,,566.11
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/03/2025,AKW MEDI-CARE LTD,9346185,revenue,1KR12,DDA,#N/A,,266.74
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/03/2025,AKW MEDI-CARE LTD,9344087,revenue,1KR12,DDA,#N/A,,357.60
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,27/03/2025,AKW MEDI-CARE LTD,9346181,revenue,1KR12,DDA,#N/A,,266.66
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/03/2025,AKW MEDI-CARE LTD,9322415,revenue,1KR12,DDA,#N/A,,254.44
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,14/03/2025,AKW MEDI-CARE LTD,9333890,revenue,1KR12,DDA,#N/A,,308.96
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,07/03/2025,AKW MEDI-CARE LTD,9328648,revenue,1VH22,Temporary Accommodation Prem,#N/A,,1770.01
Investment & Growth,Capital Investment & Growth,Revenue Expenditure,12/03/2025,ALAN HILLARY EVENTS LTD,9348068,revenue,1FN33,Place Innovation Programme,#N/A,,6311.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,12/03/2025,ALAN HILLARY EVENTS LTD,9345963,revenue,1D506,Events,#N/A,,6734.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,26/03/2025,ALARM SUPPLIES SCOTLAND LTD,9340247,revenue,1KJ42,Security Consultancy,#N/A,,732.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,19/03/2025,ALARM SUPPLIES SCOTLAND LTD,9340249,revenue,1KJ42,Security Consultancy,#N/A,,448.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,19/03/2025,ALARM SUPPLIES SCOTLAND LTD,9340252,revenue,1KJ42,Security Consultancy,#N/A,,358.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,19/03/2025,ALARM SUPPLIES SCOTLAND LTD,9340251,revenue,1KJ42,Security Consultancy,#N/A,,1567.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALBANY HOUSE  (WHITLEY BAY),9358406,revenue,1MM20,Residential Care MH,#N/A,,2770.12
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,07/03/2025,ALBANY OFFICE FURNITURE SOLUTIONS,9330218,revenue,1VH26,Housing Advice Centre,#N/A,,1280.00
Investment & Growth,Capital Investment & Growth,Revenue Expenditure,28/03/2025,ALCIUM SOFTWARE,9360876,revenue,1FN38,Localised Provision Project,#N/A,,300.00
Investment & Growth,Capital Investment & Growth,Revenue Expenditure,28/03/2025,ALCIUM SOFTWARE,9360873,revenue,1FN38,Localised Provision Project,#N/A,,300.00
Public Health Service,Public Health,Revenue Expenditure,21/03/2025,ALCOHOL CHANGE UK,9349692,revenue,1ML18,SSMTRG,#N/A,,4950.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALDERWOOD,9358457,revenue,1MM10,Nursing Care MH,#N/A,,7177.08
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/03/2025,ALDERWOOD,9341753,revenue,1MM10,Nursing Care MH,#N/A,,12729.00
Adult Social Care & Prevention,Community Support,Revenue Income,24/03/2025,ALDERWOOD,9358457,revenue,1MM10,Nursing Care MH,#N/A,,-432.20
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,ALEXANDERS HOUSE LTD,9358220,revenue,1MC02,External Residential Placement,#N/A,,19200.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/03/2025,ALIGN PROPERTY PARTNERS LTD,9322375,revenue,1KEY2,BEST 2 Gateshead,#N/A,,1584.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/03/2025,ALIGN PROPERTY PARTNERS LTD,9326298,revenue,1KEYZ,BEST 2 Project,#N/A,,22077.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/03/2025,ALIGN PROPERTY PARTNERS LTD,9335082,revenue,1KEY2,BEST 2 Gateshead,#N/A,,2343.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/03/2025,ALIGN PROPERTY PARTNERS LTD,9335081,revenue,1KEYZ,BEST 2 Project,#N/A,,3300.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/03/2025,ALIGN PROPERTY PARTNERS LTD,9346770,revenue,1KEY2,BEST 2 Gateshead,#N/A,,6369.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/03/2025,ALIGN PROPERTY PARTNERS LTD,9346771,revenue,1KEYZ,BEST 2 Project,#N/A,,13827.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/03/2025,ALLAN COURT RESIDENTIAL HOME,9362450,revenue,1MG10,Nursing Care OP,#N/A,,14488.55
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALLAN COURT RESIDENTIAL HOME,9358476,revenue,1MG10,Nursing Care OP,#N/A,,54632.11
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALLAN COURT RESIDENTIAL HOME,9358476,revenue,1MG20,Residential Care OP,#N/A,,97146.34
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALLAN COURT RESIDENTIAL HOME,9358476,revenue,1MH10,Nursing Care PD,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALLAN COURT RESIDENTIAL HOME,9358476,revenue,1MH20,Residential Care PD,#N/A,,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALLAN COURT RESIDENTIAL HOME,9358476,revenue,1MK10,Nursing Care LD,#N/A,,4443.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,ALLAN COURT RESIDENTIAL HOME,9358476,revenue,1MM10,Nursing Care MH,#N/A,,2706.08
