Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,20/08/2024,ELLIE DEWAR,9195005,revenue,1MB26,Complaints&Customer Relations,1424.50
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,12/08/2024,ELLIE DEWAR,9189968,revenue,1MB26,Complaints&Customer Relations,573.50
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,12/08/2024,ELLIE DEWAR,9189972,revenue,1MB26,Complaints&Customer Relations,666.00
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,30/08/2024,ELLIE DEWAR,9202993,revenue,1MB26,Complaints&Customer Relations,1054.50
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,05/08/2024,ELLIE DEWAR,9184431,revenue,1MB26,Complaints&Customer Relations,314.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,ELLY PARKIN,9201809,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,ELLY PARKIN,9201810,revenue,1EEYH,Under 2YO,1576.58
Adult Social Care & Prevention,Prevention,Revenue Expenditure,27/08/2024,EMMA TOMINEY,9200159,revenue,1MR92,Newcastle Neighbourhoods,3300.00
Children & Families,Children's Social Care,Revenue Expenditure,07/08/2024,FIONA BROWN,9187055,revenue,1MD67,S17 Children in Need,303.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,GILLIAN APPLEBY,9201499,revenue,1E201,3- and 4-Year-Old,1312.50
Investment & Growth,Economic Development,Revenue Expenditure,22/08/2024,HOLLY IRVING,9180184,revenue,1FN33,Place Innovation Programme,1100.00
Investment & Growth,Economic Development,Revenue Expenditure,30/08/2024,HOLLY IRVING,9203090,revenue,1FN33,Place Innovation Programme,1200.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,IYABO MEG OSAGE,9201820,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,J ROZANSKI,9201832,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education,Revenue Expenditure,01/08/2024,JACK MYLCHREEST,9160332,revenue,1E558,SB Music Service,1386.00
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,22/08/2024,JAMES EKE,9197189,revenue,1MW02,Nature's Landscape,380.00
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,30/08/2024,JAMES EKE,9197187,revenue,1MW02,Nature's Landscape,690.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JANE GRIBBIN,9201594,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JANE GRIBBIN,9201595,revenue,1EEYH,Under 2YO,4729.73
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JANE GRIBBIN,9201593,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JANICE LILEY,9201501,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JANICE LILEY,9201500,revenue,1E201,3- and 4-Year-Old,3150.00
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,19/08/2024,JENNY ARCHER POWER,9193167,revenue,1MB26,Complaints&Customer Relations,314.50
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,19/08/2024,JENNY ARCHER POWER,9193168,revenue,1MB26,Complaints&Customer Relations,592.00
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,30/08/2024,JENNY ARCHER POWER,9199853,revenue,1MB26,Complaints&Customer Relations,814.00
Adult Social Care & Prevention,"Quality, Strategy & Innovation",Revenue Expenditure,30/08/2024,JENNY ARCHER POWER,9199855,revenue,1MB26,Complaints&Customer Relations,1137.75
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,19/08/2024,JIMMY ANDREW MORRISON,9194198,revenue,1D533,Dog Warden,315.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/08/2024,JO TEMPLEY,9192440,revenue,1DF16,Arts/Dance Connect,450.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JOANNE THOMPSON,9201562,revenue,1EEP5,2Yr Old Learning & Childcare,3397.28
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JOANNE THOMPSON,9201592,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JOANNE WILLOUGHBY,9201836,revenue,1EEP5,2Yr Old Learning & Childcare,2264.86
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JOANNE WILLOUGHBY,9201837,revenue,1EEYH,Under 2YO,1576.58
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JOANNE WILLOUGHBY,9201835,revenue,1E201,3- and 4-Year-Old,3150.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,13/08/2024,JONATHAN BRADLEY,9190735,revenue,1KF07,Banqueting Suite,900.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,20/08/2024,JOSIE STEWART,9193314,revenue,1DF06,HAF SEND Art Project,400.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/08/2024,JOSIE STEWART,9194993,revenue,1DF12,Gopshop Art Residency,3400.00
Children & Families,Education,Revenue Expenditure,23/08/2024,JULIE PARKIN,9179166,revenue,1E558,SB Music Service,1673.49
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JULIE SELMAN,9201643,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JULIE SELMAN,9201644,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,JULIE SELMAN,9201642,revenue,1E201,3- and 4-Year-Old,2772.00
Children & Families,Children's Social Care,Revenue Expenditure,01/08/2024,K HULL,9173184,revenue,1MR67,CSC Charity Accounts,646.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,KATE PANAGAKIS,9201622,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,KATE PANAGAKIS,9201621,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,KATHLEEN HERON,9201607,revenue,1EEP5,2Yr Old Learning & Childcare,6794.55
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,KATHLEEN HERON,9201608,revenue,1EEYH,Under 2YO,6306.30
Children & Families,Education,Revenue Expenditure,14/08/2024,KAY STOTT,9191642,revenue,1E558,SB Music Service,1201.20
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,KAY WILKINSON,9201618,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,KAY WILKINSON,9201619,revenue,1EEYH,Under 2YO,3153.15
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,LEA GREEN (MALHOTRA),9200042,revenue,1MG10,Nursing Care OP,102414.65
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,LEA GREEN (MALHOTRA),9200042,revenue,1MG20,Residential Care OP,7842.16
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,LEA GREEN (MALHOTRA),9200042,revenue,1MH10,Nursing Care PD,4688.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,LEA GREEN (MALHOTRA),9200115,revenue,1MG10,Nursing Care OP,2830.56
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LEANNES LITTLIES,9201773,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,07/08/2024,LESLEY CREIGHTON,9187177,revenue,1E25V,EOTAS EHCP Bespoke Package,1170.00
Children & Families,Education Schools/DSG,Revenue Expenditure,05/08/2024,LESLEY CREIGHTON,9183478,revenue,1E25A,Alternative Provision,675.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LINDA PEARSON,9201744,revenue,1EEP5,2Yr Old Learning & Childcare,2264.86
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LINDA PEARSON,9201743,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA HALL,9201817,revenue,1EEP5,2Yr Old Learning & Childcare,6794.56
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA HALL,9201818,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA HALL,9201816,revenue,1E201,3- and 4-Year-Old,3150.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA NITSCH,9201858,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA NITSCH,9201859,revenue,1EEYH,Under 2YO,1576.58
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA NITSCH,9201857,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA TAYLOR,9201767,revenue,1EEP5,2Yr Old Learning & Childcare,2264.86
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA TAYLOR,9201768,revenue,1EEYH,Under 2YO,4729.73
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LISA TAYLOR,9201766,revenue,1E201,3- and 4-Year-Old,5512.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LORRAINE MULLIGAN,9201611,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LORRAINE MULLIGAN,9201612,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LORRAINE MULLIGAN,9201610,revenue,1E201,3- and 4-Year-Old,1575.00
Children & Families,Education,Revenue Expenditure,20/08/2024,LOUISE BRYDON,9194902,revenue,1E558,SB Music Service,2822.40
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LUCINDA MCROBERTS,9201813,revenue,1EEP5,2Yr Old Learning & Childcare,5662.13
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LUCINDA MCROBERTS,9201814,revenue,1EEYH,Under 2YO,11036.03
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LUCINDA MCROBERTS,9201812,revenue,1E201,3- and 4-Year-Old,4725.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LUCINDA MCROBERTS,9201815,revenue,1E201,3- and 4-Year-Old,321.30
Investment & Growth,Economic Development,Revenue Expenditure,30/08/2024,LUCY MINTA REEVES,9197768,revenue,1FN33,Place Innovation Programme,1500.00
Investment & Growth,Economic Development,Revenue Expenditure,30/08/2024,LUCY MINTA REEVES,9197776,revenue,1FN33,Place Innovation Programme,1960.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LYNNE HENDERSON,9201779,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,LYNNE HENDERSON,9201780,revenue,1EEYH,Under 2YO,4729.73
Children & Families,Education,Revenue Expenditure,22/08/2024,MATTHEW MONKS,9177337,revenue,1E558,SB Music Service,1444.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/08/2024,MEKLEC CARS,9193099,revenue,1MK60,Ind Day Care LD,1600.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,MICHELLE HASTINGS,9201605,revenue,1EEP5,2Yr Old Learning & Childcare,2264.86
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,MICHELLE HASTINGS,9201606,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,MICHELLE HASTINGS,9201604,revenue,1E201,3- and 4-Year-Old,2152.50
Investment & Growth,Economic Development,Revenue Expenditure,05/08/2024,MILLIN CHARITY,9183927,revenue,1FN38,Localised Provision Project,5029.07
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NICKY ELDRIDGE,9201617,revenue,1EEYH,Under 2YO,1576.58
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NICKY ELDRIDGE,9201616,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NICOLA GANNON,9201800,revenue,1EEYH,Under 2YO,1576.58
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NICOLA GANNON,9201799,revenue,1E201,3- and 4-Year-Old,1732.50
Children & Families,Education Schools/DSG,Revenue Expenditure,01/08/2024,NORMA TELFER,9182683,revenue,1E29C,SB Disability Access Fund,910.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NORMA TELFER,9201614,revenue,1EEP5,2Yr Old Learning & Childcare,2264.85
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NORMA TELFER,9201615,revenue,1EEYH,Under 2YO,3153.15
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NORMA TELFER,9201613,revenue,1E201,3- and 4-Year-Old,3150.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NYASHA MUVIRMI,9201512,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,NYASHA MUVIRMI,9201518,revenue,1EEYH,Under 2YO,4729.73
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,PHILIPPA GIBBON,9201760,revenue,1EEP5,2Yr Old Learning & Childcare,1132.43
Children & Families,Education,Revenue Expenditure,07/08/2024,RICHARD SCOTT IR35,9187280,revenue,1E558,SB Music Service,1058.40
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,21/08/2024,SALLY SOUTHERN,9196954,revenue,1DF16,Arts/Dance Connect,1600.00
Children & Families,Education,Revenue Expenditure,02/08/2024,SOPHIE PURVIS,9161222,revenue,1E558,SB Music Service,1680.00
Children & Families,Education,Revenue Expenditure,05/08/2024,STEPHEN JOSEPH WEGRZYNSKI,9182675,revenue,1E558,SB Music Service,1800.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,SUSAN FIDDES,9201554,revenue,1EEP5,2Yr Old Learning & Childcare,2264.85
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,SUSAN FIDDES,9201555,revenue,1EEYH,Under 2YO,1576.58
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,SUSAN FIDDES,9201553,revenue,1E201,3- and 4-Year-Old,787.50
Children & Families,Children's Social Care,Revenue Expenditure,15/08/2024,TOBY HEAPS,9192162,revenue,1MC24,Augusta Close,960.00
Children & Families,Children's Social Care,Revenue Expenditure,12/08/2024,TOBY HEAPS,9189970,revenue,1MC24,Augusta Close,885.00
Children & Families,Education,Revenue Expenditure,30/08/2024,TOM EDNEY,9203025,revenue,1E558,SB Music Service,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,12/08/2024,VIDA MORRIS,9187894,revenue,1MX15,Safeguarding,825.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,29/08/2024,VIDA MORRIS,9202624,revenue,1MX15,Safeguarding,550.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,29/08/2024,VIDA MORRIS,9202625,revenue,1MX15,Safeguarding,550.00
Children & Families,Children's Social Care,Revenue Expenditure,13/08/2024,WALTON ROBINSON,9191049,revenue,1MF01,CIC & Care Leaver Team,540.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,WENDY PREEN,9201806,revenue,1EEP5,2Yr Old Learning & Childcare,7926.98
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,WENDY PREEN,9201807,revenue,1EEYH,Under 2YO,9459.45
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,WENDY PREEN,9201805,revenue,1E201,3- and 4-Year-Old,1417.50
Investment & Growth,Economic Development,Revenue Expenditure,28/08/2024,YUVEL SORIA,9183451,revenue,1FN33,Place Innovation Programme,350.00
Investment & Growth,Economic Development,Revenue Expenditure,28/08/2024,YUVEL SORIA,9183452,revenue,1FN33,Place Innovation Programme,400.00
Investment & Growth,Economic Development,Revenue Expenditure,28/08/2024,YUVEL SORIA,9183453,revenue,1FN33,Place Innovation Programme,400.00
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,ZEENAT YUNUS LATIF,9201764,revenue,1EEP5,2Yr Old Learning & Childcare,1793.76
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199462,revenue,1MK40,Direct Payments LD,963.12
Adult Social Care & Prevention,Community Support,Revenue Income,27/08/2024,Redacted Personal Data,9199462,revenue,1MK40,Direct Payments LD,-300.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199396,revenue,1MK40,Direct Payments LD,16203.12
Adult Social Care & Prevention,Community Support,Revenue Expenditure,13/08/2024,Redacted Personal Data,9190943,revenue,1MK40,Direct Payments LD,5830.00
Adult Social Care & Prevention,Community Support,Revenue Income,27/08/2024,Redacted Personal Data,9199396,revenue,1MK40,Direct Payments LD,-18.20
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,Redacted Personal Data,9201826,revenue,1EEP5,2Yr Old Learning & Childcare,2264.85
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,Redacted Personal Data,9201827,revenue,1EEYH,Under 2YO,1576.58
Children & Families,Education Schools/DSG,Revenue Expenditure,28/08/2024,Redacted Personal Data,9201825,revenue,1E201,3- and 4-Year-Old,1575.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199335,revenue,1MH40,Direct Payments PD,3964.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199449,revenue,1MH40,Direct Payments PD,259.64
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199338,revenue,1MK40,Direct Payments LD,1875.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/08/2024,Redacted Personal Data,9193016,revenue,1MK43,Carers Support Payments LD,1736.00
Adult Social Care & Prevention,Community Support,Revenue Income,27/08/2024,Redacted Personal Data,9199338,revenue,1MK40,Direct Payments LD,-169.48
Children & Families,Children's Social Care,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199477,revenue,1MD66,CWD Care Packages,1011.52
Children & Families,Children's Social Care,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199504,revenue,1MD66,CWD Care Packages,882.88
Children & Families,Education,Revenue Expenditure,01/08/2024,Redacted Personal Data,9182410,revenue,1E212,Transport Special,440.89
Children & Families,Education,Revenue Expenditure,14/08/2024,Redacted Personal Data,9191655,revenue,1E558,SB Music Service,336.00
Children & Families,Education,Revenue Expenditure,07/08/2024,Redacted Personal Data,9187182,revenue,1E558,SB Music Service,705.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199428,revenue,1MK40,Direct Payments LD,1664.16
Adult Social Care & Prevention,Community Support,Revenue Income,27/08/2024,Redacted Personal Data,9199428,revenue,1MK40,Direct Payments LD,-621.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199365,revenue,1MK40,Direct Payments LD,1067.20
Adult Social Care & Prevention,Community Support,Revenue Income,27/08/2024,Redacted Personal Data,9199365,revenue,1MK40,Direct Payments LD,-289.88
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199368,revenue,1MH40,Direct Payments PD,13970.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,13/08/2024,Redacted Personal Data,9190938,revenue,1MH40,Direct Payments PD,5026.78
Children & Families,Education,Revenue Expenditure,01/08/2024,Redacted Personal Data,9182393,revenue,1E212,Transport Special,390.94
Children & Families,Education,Revenue Expenditure,01/08/2024,Redacted Personal Data,9182430,revenue,1E212,Transport Special,1032.08
Children & Families,Education,Revenue Expenditure,01/08/2024,Redacted Personal Data,9182427,revenue,1E212,Transport Special,331.97
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9200040,revenue,1MK34,Shared Lives - Adult LD,2162.28
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199596,revenue,1MG40,Direct Payments OP,270.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199439,revenue,1MK40,Direct Payments LD,706.48
Adult Social Care & Prevention,Community Support,Revenue Income,27/08/2024,Redacted Personal Data,9199439,revenue,1MK40,Direct Payments LD,-266.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199429,revenue,1MK43,Carers Support Payments LD,733.88
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/08/2024,Redacted Personal Data,9187389,revenue,1MK40,Direct Payments LD,12637.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199450,revenue,1MK40,Direct Payments LD,35121.72
Children & Families,Education,Revenue Expenditure,01/08/2024,Redacted Personal Data,9182435,revenue,1E212,Transport Special,359.33
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199553,revenue,1MH40,Direct Payments PD,1288.40
Children & Families,Education,Revenue Expenditure,01/08/2024,Redacted Personal Data,9182419,revenue,1E212,Transport Special,1005.48
Children & Families,Education,Revenue Expenditure,28/08/2024,Redacted Personal Data,9201080,revenue,1E212,Transport Special,418.95
Adult Social Care & Prevention,Community Support,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199617,revenue,1MH40,Direct Payments PD,2305.80
Children & Families,Children's Social Care,Revenue Expenditure,27/08/2024,Redacted Personal Data,9199606,revenue,1MD66,CWD Care Packages,580.44
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/08/2024,Redacted Personal Data,9193023,revenue,1MK43,Carers Support Payments LD,2232.00
