Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45295,30436841,3847.5,,Revenue,501455,Reed Specialist Recruitment Limited,External Temporary Staff
Peterborough City Council,Corporate Services,Legal Services,Services,45295,30436859,1400,,Revenue,504788,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45295,30436860,1400,,Revenue,504788,Redacted Personal Information,Legal Costs
Peterborough City Council,Public Health,DPH Office &Intelligence Team and Projects,Agency Staff,45295,30436870,2300,,Revenue,500678,Eden Brown Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,CSC Placements,Services,45295,30436871,24980,,Revenue,524168,Action for Children,Hired Services
Peterborough City Council,Corporate Services,Legal Services,Services,45295,30436874,650,,Revenue,522912,Regency Barrister Chambers,Legal Costs
Peterborough City Council,Place & Economy,Regulatory Services,Interview & Training Expenses,45295,30436890,1850,,Revenue,516000,Opus People Solutions Ltd,Training
Peterborough City Council,Place & Economy,Director of Housing,Services,45295,30436891,760,,Revenue,524625,VPS UK LTD,Security
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45295,30436900,500,,Revenue,516494,Redacted Personal Information,Materials
Peterborough City Council,Children and Young People,CSC Placements,Schools,45295,30436906,7181.4,,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45295,30436907,11049.94,,Revenue,502123,British Telecom PLC,Telephones
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45295,30436914,2369.61,,Revenue,510045,Bee's Care Ltd,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45295,30436917,637.56,,Revenue,510045,Bee's Care Ltd,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45295,30436920,1010.34,,Revenue,510045,Bee's Care Ltd,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45295,30436922,1523.06,,Revenue,510045,Bee's Care Ltd,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45295,30436923,2769.08,,Revenue,510045,Bee's Care Ltd,Purchased Social Care Services
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45295,30436930,1000,,Revenue,500788,"Eyrescroft Preschool, Early Years Alliance",Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45295,30436931,21286.58,,Revenue,500788,"Eyrescroft Preschool, Early Years Alliance",Grant Payment
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45295,30436934,1265,,Revenue,524652,Alternative Curriculum Education Centre CIC (ACE),Education Expenses
Peterborough City Council,Children and Young People,School Improvement,Services,45295,30436936,1678.6,,Revenue,524628,EqualiTeach CIC,Grant Payment
Peterborough City Council,Corporate Services,Legal Services,Services,45295,30436939,959.11,,Revenue,501310,Psychology Clinic of East Anglia,Jurors / Expert Witnesses
Peterborough City Council,Adult Social Care,Day opportunities - Older People,Catering,45295,30436941,724.58,,Revenue,500056,The Cresset (Peterborough) Ltd,Catering Equipment / Catering Provisions
Peterborough City Council,Children and Young People,School Improvement,Services,45295,30436942,2598.45,,Revenue,502507,Cambridgeshire County Council,Grant Payment
Peterborough City Council,Place & Economy,Director of Housing,Other Establishments,45295,30436944,5182.44,,Revenue,510189,Futures Homescape Limited,Third Party Payments - Contract
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436945,4937.24,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436945,100.76,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436946,4738.36,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436946,585.64,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436947,5100.26,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436947,157.74,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436948,8778,,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30436949,5698,,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Corporate,Corporate,Non Revenue,45295,30436951,193718.16,,Capital,504277,Lindum Group Ltd,Building And Site Works / Bus Passes
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30436959,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436961,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Quality Assurance,Agency Staff,45295,30436963,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436965,680.94,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Quality Assurance,Agency Staff,45295,30436966,504.12,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30436971,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436972,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30436973,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45295,30436974,1414.67,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45295,30436975,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436976,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436977,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45295,30436978,1665.37,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436979,1361.88,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436980,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30436981,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436982,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436983,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45295,30436984,1125.08,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436985,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30436986,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30436987,1443.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45295,30436988,1517.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,CSC - Quality Assurance,Agency Staff,45295,30436989,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436990,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45295,30436991,843.81,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45295,30436992,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436993,1361.88,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436994,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30436996,1406.37,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30436997,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30436998,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30436999,763.31,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45295,30437000,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30437001,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437002,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437003,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437004,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437005,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30437006,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437007,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437008,820.2,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30437011,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45295,30437012,1650.38,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437013,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45295,30437014,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437015,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437021,607.5,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437023,1088.01,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45295,30437027,1517.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437028,1036.25,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Environment Capital,Services,45295,30437032,30175,,Revenue,519856,Jelf Insurance Brokers Ltd-T/a Marsh Commercial,Insurance
Peterborough City Council,Children and Young People,HTS & CSC Transport,Services,45295,30437040,1091.16,,Revenue,510563,Euclid Ltd,Hired Transport
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45295,30437049,1539.48,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437051,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45295,30437053,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437054,656.16,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30437055,3504,,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45295,30437056,4818,,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45295,30437057,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437067,984.24,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45295,30437068,8839.93,,Revenue,502166,LANGUAGE LINE TI LIMITED,Interpretation Expenses
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45295,30437068,2139.14,,Revenue,502166,LANGUAGE LINE TI LIMITED,Interpretation Expenses
Peterborough City Council,Children and Young People,Short Breaks Commissioning,Services,45295,30437080,2007.33,,Revenue,501061,Circles Network,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks Commissioning,Services,45295,30437080,4786.68,,Revenue,501061,Circles Network,Purchased Social Care Services
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437107,656.16,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45295,30437110,1017.81,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
