Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Corporate Services,Finance,Agency Staff,45049,30416883,2415.95,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate Services,Internal Audit,Agency Staff,45049,30416884,2053.85,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate,Corporate,Non Revenue,45049,30416886,8554.54,Capital,502507,Cambridgeshire County Council,Infrastructure Maintenance
Peterborough City Council,Place & Economy,Director of Housing,Water Services,45049,30416946,702.61,Revenue,503050,Anglian Water Services Ltd,Water
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45049,30416948,1114.8,Revenue,500256,Teaching Personnel Ltd,Education Expenses
Peterborough City Council,Place & Economy,Director of Housing,Water Services,45049,30416950,6445.6,Revenue,503050,Anglian Water Services Ltd,Water
Peterborough City Council,Place & Economy,Director of Housing,Water Services,45049,30416951,714.13,Revenue,503050,Anglian Water Services Ltd,Water
Peterborough City Council,Place & Economy,Planning Techinical Services,Agency Staff,45049,30416956,577.75,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Planning Compliance,Agency Staff,45049,30416958,2880.6,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45049,30416960,1815.28,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45049,30417091,4214.79,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Environmental Enforcement & CCTV,Services,45049,30417144,1388.8,Revenue,510447,Peterborough Limited,Contractors
Peterborough City Council,Corporate Services,Bereavement Service,Grounds Maintenance,45049,30417145,168,Revenue,510447,Peterborough Limited,Materials
Peterborough City Council,Corporate Services,Bereavement Service,Grounds Maintenance,45049,30417145,392,Revenue,510447,Peterborough Limited,Materials
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45049,30417146,4200,Revenue,510447,Peterborough Limited,Infrastructure
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417149,29093.33,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417150,12865.69,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417151,15161.27,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45049,30417204,2612.49,Revenue,518413,Transforming Lives Company,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417252,21400.45,Revenue,501485,Kisimul Group Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417253,14086.14,Revenue,501485,Kisimul Group Ltd,Boarding Out Fees
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45049,30417287,6562.5,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Other,"Other Grants, reimbursements and contributions",45049,30417361,46948.91,Revenue,501987,Wittering Parish Council,Grant Payment
Peterborough City Council,Corporate Services,Other,"Other Grants, reimbursements and contributions",45049,30417362,28162.92,Revenue,501986,Orton Waterville Parish Council,Grant Payment
Peterborough City Council,Corporate Services,Other,"Other Grants, reimbursements and contributions",45049,30417363,7297.22,Revenue,504514,Wothorpe Parish Council,Grant Payment
Peterborough City Council,Corporate Services,Other,"Other Grants, reimbursements and contributions",45049,30417364,19578.58,Revenue,501476,Ailsworth Parish Council,Grant Payment
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417370,25750,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417371,25750,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417372,28333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417373,23333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417374,25750,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417375,28333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417376,27500,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417377,30000,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417378,23333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417379,23333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417380,24033.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417381,24033.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417382,23333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417383,25750,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417384,24033.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417385,43333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417386,23333.33,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Place & Economy,Regulatory Services,"Tools, Equipment, Furniture & Materials",45049,30417429,874.2,Revenue,522056,Jeeves International Badge Division Ltd,Equipment
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417521,168.7,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417521,32.5,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417521,48.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417521,60,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417521,3637.72,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417522,168.7,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417522,60,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417522,2585.31,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417523,168.7,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417523,24.4,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417523,18.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417523,1391.6,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417524,2726.68,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417524,73.2,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417524,168.7,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417524,60,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417525,60,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417525,168.7,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417525,24,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417525,50,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45049,30417525,3203.37,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417542,594.99,Revenue,507663,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417543,899.99,Revenue,520438,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417544,700,Revenue,522629,BUSINESS INTERIORS (GB) LTD,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417545,695.02,Revenue,511061,Whittlesey Town Council (Rent only),Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417546,695.02,Revenue,521050,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417547,1100,Revenue,522382,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417548,899.99,Revenue,511491,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417550,750,Revenue,501379,Record Property Solutions,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417553,887.44,Revenue,522941,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417554,700,Revenue,522880,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417555,800,Revenue,512105,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417556,695.02,Revenue,509965,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417557,695.02,Revenue,511061,Whittlesey Town Council (Rent only),Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417559,695.02,Revenue,510806,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417561,899.99,Revenue,523032,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417562,899.99,Revenue,511656,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417568,21442.81,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417569,21442.81,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417570,29093.41,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417571,21442.81,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45049,30417572,29093.55,Revenue,500684,Park House School,Boarding Out Fees
Peterborough City Council,Children and Young People,CSSB-Delivery,Services,45049,30417607,4199.2,Revenue,501479,eduFOCUS Limited,Hired Services
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417624,750,Revenue,509312,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417625,899.99,Revenue,503716,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417626,700,Revenue,522629,BUSINESS INTERIORS (GB) LTD,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417627,949.99,Revenue,522647,PiggyBank Properties Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45049,30417628,650,Revenue,509921,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Other Establishments,45049,30417640,4500,Revenue,523685,Gocinemas.co.uk,Individual Projects
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45049,30417676,42.29,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45049,30417676,3579.33,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45049,30417676,201.46,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,Targeted Youth Service,Energy Costs,45049,30417676,200.07,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Network and Traffic Management,Energy Costs,45049,30417676,47.75,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417676,383.85,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417676,25.73,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Network and Traffic Management,Energy Costs,45049,30417676,39.9,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45049,30417676,452.45,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417676,78.83,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45049,30417676,127.24,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45049,30417676,258.87,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417677,167.1,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Network and Traffic Management,Energy Costs,45049,30417677,470.86,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45049,30417677,826.43,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45049,30417677,26.72,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417677,288.41,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417677,750.92,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45049,30417677,400.82,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Registration Service,Energy Costs,45049,30417677,44.62,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45049,30417677,148.76,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45049,30417677,349.93,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45049,30417677,128.2,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
