Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Place & Economy,Director of Housing,Agency Staff,45232,30432257,923.78,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45232,30432258,3826.65,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45232,30432261,2442.37,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45232,30432262,2821.94,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45232,30432263,1072.44,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45232,30432264,4125,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Agency Staff,45232,30432265,782.04,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Planning Techinical Services,Agency Staff,45232,30432267,610.74,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45232,30432268,1549.09,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45232,30432269,2252.88,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Commercial - Office,Repair & Maintenance of Buildings,45232,30432276,720,,Revenue,509766,Smooth Removals,Other Occupancy Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432285,2307.66,,Revenue,524614,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,School Improvement,Services,45232,30432287,570,,Revenue,524619,Beauchamps High School,Grant Payment
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45232,30432288,3078,,Revenue,501455,Reed Specialist Recruitment Limited,External Temporary Staff
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45232,30432289,3847.5,,Revenue,501455,Reed Specialist Recruitment Limited,External Temporary Staff
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45232,30432290,3847.5,,Revenue,501455,Reed Specialist Recruitment Limited,External Temporary Staff
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45232,30432291,1539,,Revenue,501455,Reed Specialist Recruitment Limited,External Temporary Staff
Peterborough City Council,Corporate Services,Strategic Projects,Services,45232,30432294,2500,,Revenue,510683,Eddisons Commercial Ltd t/a Barker Storey Matthews,Valuations
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45232,30432309,1304.46,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432310,5000,,Revenue,501311,African-Caribbean Forum,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432314,5000,,Revenue,522920,Hampton Parochial Church Council,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432315,11250,,Revenue,500556,Dial Peterborough,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432317,11250,,Revenue,513707,UK Islamic Mission Peterborough,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432319,11250,,Revenue,513436,Little Miracles Peterborough,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432320,11250,,Revenue,522881,Marys Child - Charities Aid Foundation,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432321,11250,,Revenue,503072,Open Door Baptist Church,Grant-Third Party
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45232,30432322,858.5,,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432324,11250,,Revenue,513062,St Mark's Church,Grant-Third Party
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45232,30432325,2165,,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432326,11250,,Revenue,501267,Family Voice Peterborough,Grant-Third Party
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45232,30432328,922,,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432329,11250,,Revenue,510705,Peterborough Parish Church St John the Baptist with St Luke's,Grant-Third Party
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45232,30432330,3231.88,,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432331,11250,,Revenue,501043,PARCA,Grant-Third Party
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45232,30432332,647,,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432333,5000,,Revenue,524128,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45232,30432334,631,,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432335,5000,,Revenue,513460,Westraven Community Café and Garden,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432336,11250,,Revenue,507186,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432338,5625,,Revenue,522883,Park Road Baptist Church,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432339,11250,,Revenue,522886,Paston Farm Community Foundation,Grant-Third Party
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45232,30432340,11250,,Revenue,513437,Wellspring Community Church,Grant-Third Party
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45232,30432345,1120,,Revenue,524454,Rutland Outdoor Education Centre Ltd,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45232,30432352,1950,,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Corporate Services,Commercial - Office,Repair & Maintenance of Buildings,45232,30432357,831.67,,Revenue,508656,B & H Services Group Ltd,Other Occupancy Costs
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45232,30432366,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45232,30432368,1133.3,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Family Safeguarding,Agency Staff,45232,30432373,1632.02,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432374,1299.02,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432377,997.34,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432378,1720.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45232,30432379,1538.77,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432380,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45232,30432381,1040.13,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432382,1797.37,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432383,3626.7,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432384,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432385,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432386,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45232,30432393,516.21,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432394,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432395,1665.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432396,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432397,1831.59,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432398,672.16,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432399,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432400,1720.8,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,CSC - Quality Assurance,Agency Staff,45232,30432401,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45232,30432410,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432414,3108.7,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432415,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45232,30432418,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45232,30432419,1465.52,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45232,30432421,1564.85,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432422,1801.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432423,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45232,30432424,1415.82,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Quality Assurance,Agency Staff,45232,30432426,3108.7,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45232,30432427,651.34,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45232,30432428,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432429,763.31,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432430,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45232,30432433,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432438,790.18,,Revenue,524498,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432439,2160,,Revenue,524498,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432440,1500,,Revenue,524498,Redacted Personal Information,Financial Assistance
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45232,30432451,103125,,Revenue,507451,Healthwatch Cambridgeshire and Peterborough,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Bereavement Service,Services,45232,30432452,1740,,Revenue,507748,Central England Co-Op,Contract Funerals
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432456,2725,,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432457,3430,,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432458,2415,,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432459,2975,,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45232,30432463,1099.8,,Revenue,522483,Reliant Travels Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45232,30432464,1673.82,,Revenue,522483,Reliant Travels Ltd,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Services,45232,30432534,800,,Revenue,511605,Century 21,Financial Assistance
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45232,8000307600,-3520.3,,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45232,8000307600,6454.48,,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45232,8000307601,3200,,Revenue,506794,Cherry Blossom Care Home Ltd,Respite Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45232,8000307602,-1216.33,,Revenue,506794,Cherry Blossom Care Home Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45232,8000307602,5677.84,,Revenue,506794,Cherry Blossom Care Home Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45232,8000307602,107.14,,Revenue,506794,Cherry Blossom Care Home Ltd,Respite Care
