Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45170,30427991,1800,Revenue,510447,Peterborough Limited,Grant-Third Party
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45170,30427992,828,Revenue,500527,Herlington Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45170,30427993,4200,Revenue,522040,Family Action,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45170,30427995,7320,Revenue,510447,Peterborough Limited,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45170,30427997,2880,Revenue,516097,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45170,30427998,1200,Revenue,501810,ZigZag Day Nursery Ltd,Grant-Third Party
Peterborough City Council,Place & Economy,Regulatory Services,Services,45170,30428010,9300,Revenue,522068,Redacted Personal Information,Legal Costs
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45170,30428011,1350,Revenue,500410,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45170,30428012,700,Revenue,500410,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45170,30428013,675,Revenue,500410,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45170,30428014,675,Revenue,500410,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45170,30428015,675,Revenue,500410,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,External Education Placements,Schools,45170,30428119,8000,Revenue,510222,The Beeches UK Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45170,8000299261,3520.71,Revenue,523192,ANSACARE FOSTERING AGENCY LTD,Boarding Out Fees
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300546,537.1,Capital,502495,Allworks Home Improvements Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300547,4625,Capital,501100,Premier Mobility (UK) Limited,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300548,3662.42,Capital,523076,Foster Building Services Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300549,1426.1,Capital,523076,Foster Building Services Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300550,1350,Capital,501100,Premier Mobility (UK) Limited,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300551,1050,Capital,505312,Spotless {Cleaning Services},Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300552,2650,Capital,501100,Premier Mobility (UK) Limited,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300553,600,Capital,500551,Rawheat Heating & Plumbing Eng.,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300554,1434,Capital,501360,UK Power Networks (operations) Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45170,8000300555,3830.98,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45170,8000300556,540,Revenue,503546,Redacted Personal Information,Materials
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300600,2860,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300601,388.1,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300601,2328.9,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300602,2943.36,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300602,81.56,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300602,654.08,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300603,2795,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300604,4425,Revenue,501226,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300605,1219.4,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300606,1104,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300607,1151.28,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300608,475.63,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300608,951.26,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300608,475.65,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300609,1031.52,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300610,824.7,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300611,1929.72,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300612,394.74,Revenue,501211,Eames Minibuses Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300612,1332.26,Revenue,501211,Eames Minibuses Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300613,652.6,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300613,978.9,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300614,302.68,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300614,605.39,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300614,605.38,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300615,1011.4,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300616,1185.6,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300617,1092,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300618,753.99,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300618,1508.01,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300619,3181.7,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300619,103.3,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300620,1685,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300621,425.94,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300621,927.06,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300622,1992.5,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300623,1100,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300623,1000,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300624,900,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300625,3354,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300627,1260,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300627,1260,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300628,4425,Revenue,500064,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300629,885,Revenue,522062,TK Transport Solutions LTD,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300630,392.08,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300630,784.16,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300631,211.02,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300631,422.06,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300632,1105,Revenue,501221,Ash School Transport,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300633,1306.5,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300634,605.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300635,930.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300636,970.9,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300637,514.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300638,590,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300639,1866.28,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300640,1242.17,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300640,310.54,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300641,1019.2,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300642,840,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300644,1045.2,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300645,558.99,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300645,559.01,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300646,3052.12,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300646,1017.37,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300647,2425,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300648,2716,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300649,1363,Revenue,507977,Posh Carz Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300650,1176,Revenue,508027,Kholyo Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45170,8000300651,1168,Revenue,508458,The Taxi Firm Limited,Hired Transport
