Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45079,30420356,83.62,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Bereavement Service,Energy Costs,45079,30420356,298.51,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45079,30420356,2424.32,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420356,2449.01,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45079,30420356,4389.28,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420356,23.52,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45079,30420356,795.34,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420357,24.68,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420357,196.06,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420357,1112.44,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420357,296.52,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420357,306.35,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420357,878.15,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420357,19.22,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45079,30420357,123.67,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420357,163.53,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Network and Traffic Management,Energy Costs,45079,30420357,185.57,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Director of Housing,Energy Costs,45079,30420357,32.62,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420357,212.7,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420358,155.57,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Bereavement Service,Energy Costs,45079,30420358,238.25,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45079,30420358,674.52,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,Corporate Parenting,Energy Costs,45079,30420358,262.25,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Bereavement Service,Energy Costs,45079,30420358,34.43,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420358,29.89,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420358,77.81,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45079,30420358,325.75,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420358,117.36,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420358,407.55,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Westcombe Engineering,Energy Costs,45079,30420358,4019.45,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,Short Breaks - In House provision,Energy Costs,45079,30420358,294.79,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420359,235.98,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420359,86.57,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420359,111.05,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Registration Service,Energy Costs,45079,30420359,441.94,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420359,178.05,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Network and Traffic Management,Energy Costs,45079,30420359,45.73,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420359,46.65,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420359,1600.87,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420359,36.96,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45079,30420359,42.63,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45079,30420359,1641.07,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420359,10.89,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,32.31,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,132.27,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,-88.74,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,118.49,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,-304.33,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,31.13,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,12.56,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,144.21,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45079,30420360,1435.19,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,63.65,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,277.1,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420360,166.52,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420361,16.09,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,-131.56,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,87.72,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,180.75,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,-301.52,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,229.03,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420361,31.53,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,-298.95,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,75.58,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45079,30420361,29.53,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,-262.71,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45079,30420361,-257.34,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-40.61,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-45.75,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-48.8,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-57.18,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-44.68,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-43.83,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-39.24,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-53.84,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-37.04,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-37.05,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-47.44,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420364,-40.77,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,-69.78,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,-67.52,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,66.13,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,-60.58,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,365.29,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,-71.42,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,95.38,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45079,30420365,282.86,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45079,30420366,22838.25,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45079,30420366,-19299.57,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45079,30420366,-23453.9,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45079,30420366,4010.27,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420367,1198.08,Revenue,522653,HUNTS TAXIS LTD,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420368,1878.72,Revenue,522653,HUNTS TAXIS LTD,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420369,1011.1,Revenue,502065,Progressive Lets Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420370,653.12,Revenue,522222,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420399,639.8,Revenue,508919,Accent Housing Limited,Financial Assistance
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45079,30420407,675,Revenue,500724,South Bretton Pre School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45079,30420409,828,Revenue,500948,Little Tigers Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45079,30420411,675,Revenue,500948,Little Tigers Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,30420437,1231.59,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,30420442,1812.99,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,30420443,615.8,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420447,1050,Revenue,508284,Bee Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420448,1050,Revenue,508284,Bee Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Other Establishments,45079,30420457,386345.21,Revenue,510447,Peterborough Limited,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Elections,Services,45079,30420460,4703.88,Revenue,500253,Royal Mail,Postage
Peterborough City Council,Corporate Services,Elections,Services,45079,30420462,4419.04,Revenue,500253,Royal Mail,Postage
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45079,30420464,594.99,Revenue,507663,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420508,704,Revenue,519339,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420509,1226.4,Revenue,522372,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420511,691.2,Revenue,523123,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420514,693,Revenue,519041,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420517,990,Revenue,523696,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420521,2550,Revenue,523666,Redacted Personal Information,Hired Transport
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45079,30420559,3250,Revenue,524126,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45079,30420560,1874,Revenue,524127,Redacted Personal Information,Financial Assistance
Peterborough City Council,Corporate Services,Finance,Agency Staff,45079,30420585,1981.08,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate Services,Finance,Agency Staff,45079,30420594,3587.5,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate Services,Finance,Agency Staff,45079,30420596,2476.35,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420614,1100,Revenue,502545,Quantum Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420615,1150,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420616,2660,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420629,1100,Revenue,508284,Bee Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420631,3430,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420632,1170,Revenue,522677,Shaz Travels Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420632,585,Revenue,522677,Shaz Travels Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420632,45,Revenue,522677,Shaz Travels Ltd,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420633,2530,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Children and Young People,HTS & CSC Transport,"Tools, Equipment, Furniture & Materials",45079,30420634,43.2,Revenue,522677,Shaz Travels Ltd,Equipment
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,30420634,1990,Revenue,522677,Shaz Travels Ltd,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420678,1076,Revenue,505378,Cozy Properties Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420679,2760,Revenue,523936,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45079,30420680,1776.92,Revenue,523936,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45079,30420682,1950,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289497,-438.76,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289497,5773.12,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289498,5773.12,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289498,-438.76,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289499,5773.12,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289499,-438.76,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289500,5773.12,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289500,-438.76,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289501,-329.07,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289501,5663.43,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289502,-329.07,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289502,5663.43,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45079,8000289503,-329.07,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45079,8000289503,5663.43,Revenue,501567,LEONARD CHESHIRE DISABILITY,Residential Care
