Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-142.2,0,-142.2,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45217,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,932.15,0,932.15,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,963.21,0,963.21,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,963.21,0,963.21,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1298.7,0,1298.7,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-347.4,0,-347.4,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1341.99,0,1341.99,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-358.98,0,-358.98,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1341.99,0,1341.99,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-358.98,0,-358.98,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1345.72,0,1345.72,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1390.57,0,1390.57,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1390.57,0,1390.57,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,890.83,0,890.83,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,920.52,0,920.52,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,920.52,0,920.52,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,752.53,0,752.53,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,777.61,0,777.61,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,777.61,0,777.61,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,538.28,0,538.28,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,556.23,0,556.23,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,556.23,0,556.23,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1491.73,0,1491.73,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-190.33,0,-190.33,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1541.45,0,1541.45,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-196.67,0,-196.67,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1220.71,0,1220.71,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-196.67,0,-196.67,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1328.23,0,1328.23,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-262.55,0,-262.55,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1372.5,0,1372.5,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-271.29,0,-271.29,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1372.5,0,1372.5,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-260.85,0,-260.85,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Adoption Allowances,Permanency Team,1260,0,1260,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2057.15,0,2057.15,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2125.71,0,2125.71,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2125.71,0,2125.71,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2395.2,0,2395.2,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-234.85,0,-234.85,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2475.04,0,2475.04,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-242.69,0,-242.69,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2475.04,0,2475.04,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-242.69,0,-242.69,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1345.72,0,1345.72,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1390.57,0,1390.57,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1390.57,0,1390.57,45275,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45202,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45202,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45202,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45209,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45209,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45209,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45216,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45216,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45216,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45223,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45223,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45223,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45230,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45230,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45230,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45237,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45237,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45237,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45239,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45239,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45239,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45251,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45251,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45251,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45258,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45258,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45258,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45265,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45265,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45265,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45272,,
Redacted Personal Data,Foster Payments,Fostering,60.5,0,60.5,45272,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45272,,
Redacted Personal Data,Foster Payments,Fostering,100,0,100,45272,,
Redacted Personal Data,Foster Payments,Fostering,1620,0,1620,45279,,
Redacted Personal Data,Foster Payments,Fostering,1620,0,1620,45279,,
Redacted Personal Data,Foster Payments,Fostering,181.5,0,181.5,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,894.13,0,894.13,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,923.93,0,923.93,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,923.93,0,923.93,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4980,0,4980,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,5146,0,5146,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,5146,0,5146,45275,,
Redacted Personal Data,Adoption Allowances,Permanency Team,1234.29,0,1234.29,45202,,
Redacted Personal Data,Adoption Allowances,Fostering,1188.57,0,1188.57,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,1292.44,0,1292.44,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45259,,
Redacted Personal Data,Soc. Serv Client DP,Fostering,246.7,0,246.7,45230,,
Redacted Personal Data,Foster Payments,Fostering,346,0,346,45230,,
Redacted Personal Data,Foster Payments,Fostering,550,0,550,45239,,
Redacted Personal Data,Foster Payments,Fostering,2732,0,2732,45251,,
Redacted Personal Data,Foster Payments,Fostering,840,0,840,45258,,
Redacted Personal Data,Foster Payments,Fostering,840,0,840,45265,,
Redacted Personal Data,Foster Payments,Fostering,840,0,840,45272,,
Redacted Personal Data,Foster Payments,Fostering,80,0,80,45272,,
Redacted Personal Data,Foster Payments,Fostering,2520,0,2520,45279,,
Redacted Personal Data,Foster Payments,Fostering,1024,0,1024,45239,,
Redacted Personal Data,Foster Payments,Fostering,1101,0,1101,45279,,
Redacted Personal Data,Foster Payments,Fostering,60,0,60,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,855.77,0,855.77,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,884.3,0,884.3,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,884.3,0,884.3,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,568.4,0,568.4,45259,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,938.05,0,938.05,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,969.33,0,969.33,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1778.58,0,1778.58,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1334.5,0,1334.5,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1043.65,0,1043.65,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-361.63,0,-361.63,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1078.45,0,1078.45,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-373.68,0,-373.68,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1078.45,0,1078.45,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-373.68,0,-373.68,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1379,0,1379,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,612.17,0,612.17,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1063.28,0,1063.28,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1098.73,0,1098.73,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1098.73,0,1098.73,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,1292.44,0,1292.44,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,1514.57,0,1514.57,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,944.13,0,944.13,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-444.1,0,-444.1,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,944.13,0,944.13,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-444.1,0,-444.1,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Fostering,1049,0,1049,45239,,
Redacted Personal Data,Foster Payments,Fostering,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,1503.62,0,1503.62,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2205.17,0,2205.17,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-194.45,0,-194.45,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2278.68,0,2278.68,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-200.92,0,-200.92,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2278.68,0,2278.68,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-200.92,0,-200.92,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45217,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,538.28,0,538.28,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,556.23,0,556.23,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,556.23,0,556.23,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4710,0,4710,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4867,0,4867,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4867,0,4867,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Fostering,891,0,891,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3123.9,0,3123.9,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3228.03,0,3228.03,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3228.03,0,3228.03,45275,,
Redacted Personal Data,Foster Payments,Fostering,577,0,577,45239,,
Redacted Personal Data,Foster Payments,Fostering,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1157.15,0,1157.15,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1195.71,0,1195.71,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1195.71,0,1195.71,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,785.23,0,785.23,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-75.22,0,-75.22,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,811.4,0,811.4,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-77.72,0,-77.72,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,811.4,0,811.4,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-77.72,0,-77.72,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4714.28,0,4714.28,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-388.63,0,-388.63,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4871.43,0,4871.43,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-401.58,0,-401.58,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4871.43,0,4871.43,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-401.58,0,-401.58,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4050,0,4050,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4185,0,4185,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4185,0,4185,45275,,
Redacted Personal Data,Foster Payments,Fostering,600,0,600,45202,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45202,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45209,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45209,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45216,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45216,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45223,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45223,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45230,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45230,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45237,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45237,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45239,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45239,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45251,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45251,,
Redacted Personal Data,Foster Payments,Fostering,150,0,150,45258,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45258,,
Redacted Personal Data,Foster Payments,Fostering,21.43,0,21.43,45265,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45265,,
Redacted Personal Data,Foster Payments,Fostering,100,0,100,45272,,
Redacted Personal Data,Foster Payments,Fostering,850,0,850,45272,,
Redacted Personal Data,Foster Payments,Fostering,1238.58,0,1238.58,45279,,
Redacted Personal Data,Foster Payments,Fostering,2550,0,2550,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3372.85,0,3372.85,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3485.29,0,3485.29,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3485.29,0,3485.29,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1209.68,0,1209.68,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-630.25,0,-630.25,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1250.01,0,1250.01,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-651.27,0,-651.27,45247,,
Redacted Personal Data,Foster Payments,Fostering,1049,0,1049,45239,,
Redacted Personal Data,Foster Payments,Fostering,1049,0,1049,45239,,
Redacted Personal Data,Foster Payments,Fostering,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Fostering,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Fostering,1024,0,1024,45239,,
Redacted Personal Data,Foster Payments,Fostering,1024,0,1024,45239,,
Redacted Personal Data,Foster Payments,Fostering,1024,0,1024,45239,,
Redacted Personal Data,Foster Payments,Fostering,1101,0,1101,45279,,
Redacted Personal Data,Foster Payments,Fostering,1101,0,1101,45279,,
Redacted Personal Data,Foster Payments,Fostering,1101,0,1101,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2156.02,0,2156.02,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-236.27,0,-236.27,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2227.88,0,2227.88,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-244.15,0,-244.15,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2227.88,0,2227.88,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-244.15,0,-244.15,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1612.8,0,1612.8,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-242.18,0,-242.18,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1666.56,0,1666.56,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-214.92,0,-214.92,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1666.56,0,1666.56,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-246.14,0,-246.14,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1102.9,0,1102.9,45247,,
Redacted Personal Data,Foster Payments,Permanency Team,1514.57,0,1514.57,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2691.43,0,2691.43,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-234.73,0,-234.73,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2781.14,0,2781.14,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-242.55,0,-242.55,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2781.14,0,2781.14,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-242.55,0,-242.55,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4500,0,4500,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-1121.27,0,-1121.27,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4650,0,4650,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-1158.65,0,-1158.65,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4650,0,4650,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-1158.65,0,-1158.65,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,1514.57,0,1514.57,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4979.65,0,4979.65,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-828.6,0,-828.6,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,5145.65,0,5145.65,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-856.22,0,-856.22,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,5145.65,0,5145.65,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-856.22,0,-856.22,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1587.38,0,1587.38,45217,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1640.3,0,1640.3,45247,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1640.3,0,1640.3,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1235,0,1235,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4582.22,0,4582.22,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,-937.63,0,-937.63,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-204.68,0,-204.68,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2120.14,0,2120.14,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-211.51,0,-211.51,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2120.14,0,2120.14,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-211.51,0,-211.51,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,8527.66,0,8527.66,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,-7464.29,0,-7464.29,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2278.94,0,2278.94,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2278.94,0,2278.94,45275,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,541.37,0,541.37,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1098.77,0,1098.77,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-298.58,0,-298.58,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1135.4,0,1135.4,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-308.54,0,-308.54,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1135.4,0,1135.4,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-308.54,0,-308.54,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
Redacted Personal Data,Foster Payments,Permanency Team,597,0,597,45279,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,897.6,0,897.6,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1230.42,0,1230.42,45217,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-95.53,0,-95.53,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,927.52,0,927.52,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1271.45,0,1271.45,45247,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-98.71,0,-98.71,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,927.52,0,927.52,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1271.45,0,1271.45,45275,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-98.71,0,-98.71,45275,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2124.95,0,2124.95,45217,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2195.77,0,2195.77,45247,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2195.77,0,2195.77,45275,,
Redacted Personal Data,Foster Payments,Permanency Team,856,0,856,45239,,
