Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
Redacted Personal Data,Foster Payments,Fostering,2040,0,3642.86,45342,,
Redacted Personal Data,Foster Payments,Fostering,1602.86,0,3642.86,45342,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1140,45349,,
Redacted Personal Data,Foster Payments,Fostering,300,0,1140,45349,,
Redacted Personal Data,Soc. Serv Client DP,Fostering,242.66,0,1742.66,45349,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1742.66,45349,,
Redacted Personal Data,Foster Payments,Fostering,660,0,1742.66,45349,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1140,45356,,
Redacted Personal Data,Foster Payments,Fostering,300,0,1140,45356,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1500,45356,,
Redacted Personal Data,Foster Payments,Fostering,660,0,1500,45356,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1140,45363,,
Redacted Personal Data,Foster Payments,Fostering,300,0,1140,45363,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1500,45363,,
Redacted Personal Data,Foster Payments,Fostering,660,0,1500,45363,,
Redacted Personal Data,Foster Payments,Fostering,840,0,1140,45370,,
Redacted Personal Data,Foster Payments,Fostering,300,0,1140,45370,,
Redacted Personal Data,Foster Payments,Fostering,840,0,3428.57,45370,,
Redacted Personal Data,Foster Payments,Fostering,2588.57,0,3428.57,45370,,
Redacted Personal Data,Foster Payments,Fostering,1080,0,1465.71,45377,,
Redacted Personal Data,Foster Payments,Fostering,385.71,0,1465.71,45377,,
Redacted Personal Data,Foster Payments,Fostering,1080,0,2314.29,45377,,
Redacted Personal Data,Foster Payments,Fostering,1234.29,0,2314.29,45377,,
Redacted Personal Data,Foster Payments,Fostering,600,0,814.29,45378,,
Redacted Personal Data,Foster Payments,Fostering,214.29,0,814.29,45378,,
Redacted Personal Data,Foster Payments,Fostering,600,0,1285.71,45378,,
Redacted Personal Data,Foster Payments,Fostering,685.71,0,1285.71,45378,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1002.98,0,680.87,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-322.11,0,680.87,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1654.24,0,1654.24,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1768.33,0,1768.33,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1711.29,0,1711.29,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1429.28,0,1311.3,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-117.98,0,1311.3,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1527.86,0,1401.73,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-126.13,0,1401.73,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1478.57,0,1356.51,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-122.06,0,1356.51,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1593.76,0,1532.15,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-61.61,0,1532.15,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1703.67,0,1637.82,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-65.85,0,1637.82,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1648.71,0,1584.98,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-63.73,0,1584.98,45369,,
Redacted Personal Data,Adoption Allowances,Permanency Team,800,0,800,45307,,
Redacted Personal Data,Adoption Allowances,Permanency Team,514.29,0,514.29,45377,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1077.77,0,1077.77,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2267.02,0,2267.02,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2156.47,0,2076.06,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-80.41,0,2076.06,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2305.21,0,2219.25,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-85.96,0,2219.25,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2230.85,0,2147.66,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-83.19,0,2147.66,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1593.55,0,1593.55,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1703.45,0,1703.45,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1648.5,0,1648.5,45369,,
Redacted Personal Data,Foster Payments,Fostering,734,0,734,45307,,
Redacted Personal Data,Foster Payments,Fostering,734,0,734,45307,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45302,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45302,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45309,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45309,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45316,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45316,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45323,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45323,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45330,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45330,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45337,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45337,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45344,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45344,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45351,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45351,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45358,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45358,,
Redacted Personal Data,Residential Placemnt,Shared Lives,631.75,0,572.25,45365,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-59.5,0,572.25,45365,,
Redacted Personal Data,Residential Placemnt,Shared Lives,1895.25,0,1716.75,45372,,
Redacted Personal Data,Adts & Soc - Net PBs,Shared Lives,-178.5,0,1716.75,45372,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1375.42,0,1375.42,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1470.29,0,1470.29,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1422.86,0,1422.86,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,2046.58,0,2046.58,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,2187.71,0,2187.71,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,2117.14,0,2117.14,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,954.6,0,954.6,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1020.43,0,1020.43,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,987.51,0,987.51,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1613.06,0,1613.06,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1724.31,0,1724.31,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1668.69,0,1668.69,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,19256,0,19041.06,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-214.94,0,19041.06,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,20584,0,20338.52,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-245.48,0,20338.52,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,19920,0,19644.41,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-275.59,0,19644.41,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,962.8,0,782.5,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-180.3,0,782.5,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1029.2,0,836.47,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-192.73,0,836.47,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,996,0,809.49,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-186.51,0,809.49,45369,,
Redacted Personal Data,Foster Payments,Fostering,1080,0,1080,45307,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45314,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45321,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45328,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45335,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45342,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45349,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45356,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45363,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45370,,
Redacted Personal Data,Foster Payments,Fostering,694.29,0,694.29,45377,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1478.79,0,1408.11,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-70.68,0,1408.11,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1580.78,0,1505.23,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-75.55,0,1505.23,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1529.79,0,1456.68,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-73.11,0,1456.68,45369,,
Redacted Personal Data,Foster Payments,Fostering,734,0,734,45307,,
Redacted Personal Data,Foster Payments,Fostering,1327.14,0,1327.14,45307,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45314,,
Redacted Personal Data,Foster Payments,Fostering,1311.43,0,1311.43,45314,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45321,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45321,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45328,,
Redacted Personal Data,Soc. Serv Client DP,Fostering,217.49,0,584.49,45328,,
Redacted Personal Data,Foster Payments,Fostering,367,0,584.49,45328,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45335,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45342,,
Redacted Personal Data,Soc. Serv Client DP,Fostering,100,0,571.86,45356,,
Redacted Personal Data,Foster Payments,Fostering,471.86,0,571.86,45356,,
Redacted Personal Data,Soc. Serv Client DP,Fostering,100,0,1025.71,45363,,
Redacted Personal Data,Foster Payments,Fostering,925.71,0,1025.71,45363,,
Redacted Personal Data,Foster Payments,Fostering,540,0,540,45370,,
Redacted Personal Data,Foster Payments,Fostering,694.29,0,694.29,45377,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2050.72,0,1939.6,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-111.12,0,1939.6,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2192.14,0,2073.37,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-118.77,0,2073.37,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2121.43,0,2006.49,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-114.94,0,2006.49,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1026.6,0,540.98,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-485.62,0,540.98,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1097.4,0,578.28,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-519.12,0,578.28,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1062,0,559.63,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-502.37,0,559.63,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1396.51,0,880.23,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-516.28,0,880.23,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1423.03,0,1423.03,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1521.17,0,1521.17,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1472.1,0,1472.1,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2157.77,0,2157.77,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,750.76,0,750.76,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,802.55,0,802.55,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,776.66,0,776.66,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2266.98,0,1762.38,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-504.6,0,1762.38,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2423.31,0,1883.91,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-539.4,0,1883.91,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,2345.14,0,1823.14,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-522,0,1823.14,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,750.73,0,750.73,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,802.5,0,802.5,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,776.61,0,776.61,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1409.4,0,1221.27,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-188.13,0,1221.27,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1506.6,0,1305.5,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-201.1,0,1305.5,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1458,0,1263.39,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-194.61,0,1263.39,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,783,0,594.92,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-188.08,0,594.92,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,837,0,635.94,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-201.06,0,635.94,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,810,0,615.43,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-194.57,0,615.43,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,877.88,0,837.04,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-40.84,0,837.04,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,938.41,0,894.74,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-43.67,0,894.74,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,908.14,0,865.88,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-42.26,0,865.88,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,584.14,0,584.14,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,624.43,0,624.43,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,604.29,0,604.29,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1105.72,0,1105.72,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1181.99,0,1181.99,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1143.86,0,1143.86,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,649.81,0,649.81,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,694.62,0,694.62,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,672.21,0,672.21,45369,,
Redacted Personal Data,Residential Placemnt,Long Term Care,3148.05,0,3148.05,45314,,
Redacted Personal Data,Residential Placemnt,Long Term Care,3148.05,0,3148.05,45314,,
Redacted Personal Data,Residential Placemnt,Long Term Care,2944.95,0,2944.95,45348,,
Redacted Personal Data,Residential Placemnt,Long Term Care,2944.95,0,2944.95,45348,,
Redacted Personal Data,Residential Placemnt,Long Term Care,3148.05,0,3148.05,45376,,
Redacted Personal Data,Residential Placemnt,Long Term Care,3148.05,0,3148.05,45376,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,566.03,0,566.03,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,605.08,0,605.08,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,585.56,0,585.56,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1756.16,0,1756.16,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1877.27,0,1877.27,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1816.71,0,1816.71,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1112.02,0,1112.02,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1188.72,0,1188.72,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1150.37,0,1150.37,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,962.8,0,962.8,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1029.2,0,1029.2,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,996,0,996,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1303.34,0,1303.34,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1393.23,0,1393.23,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1348.29,0,1348.29,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1719.28,0,1719.28,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1837.86,0,1837.86,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,1778.57,0,1778.57,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,963.46,0,963.46,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1029.91,0,1029.91,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,996.69,0,996.69,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1788.09,0,1601.54,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-186.55,0,1601.54,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1911.42,0,1712,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-199.42,0,1712,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1849.76,0,1656.77,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-192.99,0,1656.77,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1207.51,0,1019.38,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-188.13,0,1019.38,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1290.8,0,1089.7,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-201.1,0,1089.7,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1249.16,0,1054.55,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-194.61,0,1054.55,45369,,
Redacted Personal Data,Foster Payments,Fostering,352,0,750,45307,,
Redacted Personal Data,Foster Payments,Fostering,398,0,750,45307,,
Redacted Personal Data,Foster Payments,Fostering,226.29,0,624.29,45377,,
Redacted Personal Data,Foster Payments,Fostering,398,0,624.29,45377,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1102,0,1102,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1178,0,1178,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,1140,0,1140,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2373.52,0,2181.46,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-192.06,0,2181.46,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2537.22,0,2331.91,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-205.31,0,2331.91,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2455.37,0,2256.68,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-198.69,0,2256.68,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-999,0,-999,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2661.08,0,2661.08,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2392.79,0,2188.58,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-204.21,0,2188.58,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2557.81,0,2339.53,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-218.28,0,2339.53,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,2475.3,0,2264.06,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-211.24,0,2264.06,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,759.09,0,759.09,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,5501.72,0,5501.72,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,5881.14,0,5881.14,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,5691.43,0,5691.43,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1303.34,0,1247.37,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,100.26,0,1247.37,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-156.23,0,1247.37,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1393.23,0,1333.4,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,107.17,0,1333.4,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-167,0,1333.4,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,1348.29,0,1290.39,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,103.71,0,1290.39,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-161.61,0,1290.39,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,18433.03,0,18433.03,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,19704.26,0,19704.26,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,19068.64,0,19068.64,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,802.06,0,634.81,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-167.25,0,634.81,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,857.37,0,678.59,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-178.78,0,678.59,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,829.71,0,656.7,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Working Together - Learning Disability,-173.01,0,656.7,45369,,
Redacted Personal Data,Foster Payments,Fostering,199,0,699,45356,,
Redacted Personal Data,Soc. Serv Client DP,Fostering,500,0,699,45356,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,867.51,0,673.91,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,-193.6,0,673.91,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,721.44,0,535.84,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-185.6,0,535.84,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,771.19,0,572.79,45341,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-198.4,0,572.79,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,746.31,0,554.31,45369,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-192,0,554.31,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3391.31,0,3391.31,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3625.18,0,3625.18,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,3508.24,0,3508.24,45369,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,511.64,0,511.64,45308,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,546.93,0,546.93,45341,,
Redacted Personal Data,Soc. Serv Client DP,Children With Disabilities Client Costs,529.29,0,529.29,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4470.4,0,4470.4,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4778.69,0,4778.69,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,4624.54,0,4624.54,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,617.99,0,617.99,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,660.61,0,660.61,45341,,
Redacted Personal Data,Soc Care Persnl Budg,Working Together - Learning Disability,639.3,0,639.3,45369,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,743.4,0,705.17,45308,,
Redacted Personal Data,Adts & Soc - Net PBs,Personalisation,-38.23,0,705.17,45308,,
Redacted Personal Data,Soc Care Persnl Budg,Personalisation,794.66,0,753.78,45341,,
