Organisation,Supplier Name,Unique reference number,Payment Date,Cost Center/Capital Project Description,GL Account Description,Amount £ (Ex VAT)
LBHF,Personal Data - Name Redacted,3009202330414,45195,Permanence and Post Order Supp,OE-SGO,179
LBHF,Personal Data - Name Redacted,3009202330415,45195,Permanence and Post Order Supp,OE-SGO,187.1
LBHF,Personal Data - Name Redacted,3009202330416,45195,Permanence and Post Order Supp,OE-SGO,179
LBHF,Personal Data - Name Redacted,3009202330417,45195,Permanence and Post Order Supp,OE-SGO,187.1
LBHF,Care UK Community Partnerships Ltd,3009202330418,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330419,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330420,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330421,45195,Mary Seacole House,OE-Extra Care,2863.92
LBHF,Care UK Community Partnerships Ltd,3009202330422,45195,Mary Seacole House,OE-Extra Care,24458.01
LBHF,Care UK Community Partnerships Ltd,3009202330423,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330424,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330425,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330426,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330427,45195,Mary Seacole House,OE-Extra Care,470.7
LBHF,Care UK Community Partnerships Ltd,3009202330428,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330429,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330430,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330431,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330432,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330433,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330434,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330435,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330436,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330437,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330438,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330439,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330440,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330441,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330442,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330443,45195,Mary Seacole House,OE-Extra Care,2526.99
LBHF,Care UK Community Partnerships Ltd,3009202330444,45195,Mary Seacole House,OE-Nursing Placement,4.29
LBHF,Care UK Community Partnerships Ltd,3009202330445,45195,Farm Lane and St Vincents (PFI),Contr Oth Bod-FNC,-1286.87
LBHF,Care UK Community Partnerships Ltd,3009202330446,45195,Farm Lane and St Vincents (PFI),OE-CHC Fund-Placemnt,4714.07
LBHF,Care UK Community Partnerships Ltd,3009202330447,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330448,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330449,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,131536.34
LBHF,Care UK Community Partnerships Ltd,3009202330450,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330451,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330452,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,74608
LBHF,Care UK Community Partnerships Ltd,3009202330453,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330454,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330455,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330456,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330457,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330458,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330459,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330460,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330461,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330462,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330463,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330464,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,662.32
LBHF,Care UK Community Partnerships Ltd,3009202330465,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330466,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330467,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330468,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330469,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,-1821.38
LBHF,Care UK Community Partnerships Ltd,3009202330470,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330471,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330472,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,6788.78
LBHF,Care UK Community Partnerships Ltd,3009202330473,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330474,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330475,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330476,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330477,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330478,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330479,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330480,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330481,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4305.08
LBHF,Care UK Community Partnerships Ltd,3009202330482,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330483,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330484,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330485,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330486,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330487,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330488,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330489,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,40977.57
LBHF,Care UK Community Partnerships Ltd,3009202330490,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,-728.79
LBHF,Care UK Community Partnerships Ltd,3009202330491,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330492,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,26327.22
LBHF,Care UK Community Partnerships Ltd,3009202330493,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330494,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330495,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330496,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330497,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330498,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330499,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,1894.87
LBHF,Care UK Community Partnerships Ltd,3009202330500,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330501,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330502,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330503,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330504,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330505,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330506,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,8096.17
LBHF,Care UK Community Partnerships Ltd,3009202330507,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,20260.44
LBHF,Care UK Community Partnerships Ltd,3009202330508,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330509,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4372.76
LBHF,Care UK Community Partnerships Ltd,3009202330510,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330511,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330512,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330513,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330514,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Care UK Community Partnerships Ltd,3009202330515,45195,Farm Lane and St Vincents (PFI),OE-Nursing Placement,4967.4
LBHF,Personal Data - Name Redacted,3009202330516,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330517,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330518,45195,Permanence and Post Order Supp,OE-SGO,126.12
LBHF,Personal Data - Name Redacted,3009202330519,45195,Permanence and Post Order Supp,OE-SGO,156.72
LBHF,Personal Data - Name Redacted,3009202330520,45195,Permanence and Post Order Supp,OE-SGO,168.04
LBHF,Personal Data - Name Redacted,3009202330521,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330522,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330523,45195,Permanence and Post Order Supp,OE-SGO,141.28
LBHF,Personal Data - Name Redacted,3009202330524,45195,Permanence and Post Order Supp,OE-SGO,165.92
LBHF,Personal Data - Name Redacted,3009202330525,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330526,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330527,45195,Permanence and Post Order Supp,OE-SGO,179
LBHF,Personal Data - Name Redacted,3009202330528,45195,Permanence and Post Order Supp,OE-SGO,149.1
LBHF,Personal Data - Name Redacted,3009202330529,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330530,45195,Permanence and Post Order Supp,OE-SGO,182
LBHF,Personal Data - Name Redacted,3009202330531,45195,Permanence and Post Order Supp,OE-SGO,137.8
LBHF,Personal Data - Name Redacted,3009202330532,45195,Permanence and Post Order Supp,OE-SGO,203
LBHF,Personal Data - Name Redacted,3009202330533,45195,Permanence and Post Order Supp,OE-SGO,187.1
LBHF,Personal Data - Name Redacted,3009202330534,45195,Looked After Children External Placement,OE-Kinship Allowance,152
LBHF,Personal Data - Name Redacted,3009202330535,45195,Permanence and Post Order Supp,OE-SGO,178.29
LBHF,Personal Data - Name Redacted,3009202330536,45195,Permanence and Post Order Supp,OE-SGO,140.6
LBHF,Personal Data - Name Redacted,3009202330537,45195,Permanence and Post Order Supp,OE-SGO,83.86
LBHF,Personal Data - Name Redacted,3009202330538,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Personal Data - Name Redacted,3009202330539,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330540,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330541,45195,Permanence and Post Order Supp,OE-SGO,179
LBHF,Personal Data - Name Redacted,3009202330542,45195,Permanence and Post Order Supp,OE-SGO,180.84
LBHF,Personal Data - Name Redacted,3009202330543,45195,Permanence and Post Order Supp,OE-SGO,216.1
LBHF,Personal Data - Name Redacted,3009202330544,45195,"Fostering Duty, Supervision & Support",OE-Int Foster Enhmts,474
LBHF,Personal Data - Name Redacted,3009202330545,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330546,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330547,45195,Permanence and Post Order Supp,OE-SGO,115.23
LBHF,Personal Data - Name Redacted,3009202330548,45195,Permanence and Post Order Supp,OE-SGO,39.42
LBHF,Personal Data - Name Redacted,3009202330549,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330550,45195,Permanence and Post Order Supp,OE-SGO,179
LBHF,Personal Data - Name Redacted,3009202330551,45195,Permanence and Post Order Supp,OE-SGO,-24
LBHF,Personal Data - Name Redacted,3009202330552,45195,Permanence and Post Order Supp,OE-SGO,232
LBHF,Personal Data - Name Redacted,3009202330553,45195,Permanence and Post Order Supp,OE-SGO,109.05
LBHF,Personal Data - Name Redacted,3009202330554,45195,Permanence and Post Order Supp,OE-SGO,168.09
LBHF,London Care Ltd,3009202330555,45195,Olive House Extra Care,OE-Extra Care,1335.6
LBHF,London Care Ltd,3009202330556,45195,Olive House Extra Care,OE-Extra Care,1391.4
LBHF,London Care Ltd,3009202330557,45195,Olive House Extra Care,OE-Extra Care,1001.72
LBHF,London Care Ltd,3009202330558,45195,Olive House Extra Care,OE-Extra Care,1716.12
LBHF,London Care Ltd,3009202330559,45195,Olive House Extra Care,OE-Extra Care,1001.72
LBHF,London Care Ltd,3009202330560,45195,Olive House Extra Care,OE-Extra Care,1048.3
LBHF,London Care Ltd,3009202330561,45195,Olive House Extra Care,OE-Extra Care,1929.54
LBHF,London Care Ltd,3009202330562,45195,Olive House Extra Care,OE-Extra Care,3515.88
LBHF,London Care Ltd,3009202330563,45195,Olive House Extra Care,OE-Extra Care,2235.2
LBHF,London Care Ltd,3009202330564,45195,Olive House Extra Care,OE-Extra Care,1048.3
LBHF,London Care Ltd,3009202330565,45195,Olive House Extra Care,OE-Extra Care,848.65
LBHF,London Care Ltd,3009202330566,45195,Olive House Extra Care,OE-Extra Care,783.88
LBHF,London Care Ltd,3009202330567,45195,Olive House Extra Care,OE-Extra Care,974.1
LBHF,London Care Ltd,3009202330568,45195,Olive House Extra Care,OE-Extra Care,1261.56
LBHF,London Care Ltd,3009202330569,45195,Olive House Extra Care,OE-Extra Care,1215.05
LBHF,London Care Ltd,3009202330570,45195,Olive House Extra Care,OE-Extra Care,3691.6
LBHF,London Care Ltd,3009202330571,45195,Olive House Extra Care,OE-Extra Care,1391.7
LBHF,London Care Ltd,3009202330572,45195,Olive House Extra Care,OE-Extra Care,1057.35
LBHF,London Care Ltd,3009202330573,45195,Olive House Extra Care,OE-Extra Care,1261.7
LBHF,London Care Ltd,3009202330574,45195,Olive House Extra Care,OE-Extra Care,1540.1
LBHF,London Care Ltd,3009202330575,45195,Olive House Extra Care,OE-Extra Care,1224.34
LBHF,London Care Ltd,3009202330576,45195,Olive House Extra Care,OE-Extra Care,992.44
LBHF,London Care Ltd,3009202330577,45195,Olive House Extra Care,OE-Extra Care,1400.9
LBHF,London Care Ltd,3009202330578,45195,Olive House Extra Care,OE-Extra Care,1261.7
LBHF,London Care Ltd,3009202330579,45195,Olive House Extra Care,OE-Extra Care,1400.9
LBHF,London Care Ltd,3009202330580,45195,Olive House Extra Care,OE-Extra Care,2547.49
LBHF,London Care Ltd,3009202330581,45195,Olive House Extra Care,OE-Extra Care,2114.72
LBHF,London Care Ltd,3009202330582,45195,Olive House Extra Care,OE-Extra Care,1326.7
LBHF,London Care Ltd,3009202330583,45195,Olive House Extra Care,OE-Extra Care,1122.5
LBHF,London Care Ltd,3009202330584,45195,Olive House Extra Care,OE-Extra Care,537.96
LBHF,London Care Ltd,3009202330585,45195,Olive House Extra Care,OE-Extra Care,1252.5
LBHF,London Care Ltd,3009202330586,45195,Olive House Extra Care,OE-Extra Care,1855.3
LBHF,London Care Ltd,3009202330587,45195,Olive House Extra Care,OE-Extra Care,1461.2
