Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
01/09/2023,2660348,217.00,IIA-UK AND IRELAND,359946,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
01/09/2023,2660348,556.00,IIA-UK AND IRELAND,359946,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
06/09/2023,2662805,100.00,MBL SEMINARS LIMITED,377458,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
06/09/2023,2662805,1225.00,MBL SEMINARS LIMITED,377458,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
06/09/2023,2662805,1225.00,MBL SEMINARS LIMITED,377458,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
07/09/2023,2663034,833.00,THE SOLICITORS GROUP,396096,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
08/09/2023,2663541,1008.00,HARTLEPOOL BOROUGH COUNCIL,310316,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
11/09/2023,2664023,319.00,INSTITUTE OF SWIMMING,379348,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
11/09/2023,2664023,399.00,INSTITUTE OF SWIMMING,379348,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
14/09/2023,2667300,500.00,WE DO TENNIS C.I.C.,405073,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
14/09/2023,2667390,950.00,DAC BEACHCROFT LLP,390542,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,FINANCIAL SERVICES.FINANCIAL SERVICES
15/09/2023,2667563,791.80,ABLE TRAINING SUPPORT LIMITED,403430,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,
15/09/2023,2667634,1900.00,BLOSSOM SOCIAL CARE TRAINING,398424,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
15/09/2023,2667653,472.00,LINSKILL TRADING LTD,393264,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
18/09/2023,2667944,5599.20,MOSAIC PARTNERS LTD,400793,Resources,Children's & Education Services,103,Supplies and Services,504,Contribution to Provisions,5033,Revenue,CONSULTANCY.CONSULTANCY
18/09/2023,2667944,5599.20,MOSAIC PARTNERS LTD,400793,Resources,Children's & Education Services,103,Supplies and Services,504,Contribution to Provisions,5033,Revenue,CONSULTANCY.CONSULTANCY
18/09/2023,2667944,19160.40,MOSAIC PARTNERS LTD,400793,Resources,Children's & Education Services,103,Supplies and Services,504,Contribution to Provisions,5033,Revenue,CONSULTANCY.CONSULTANCY
18/09/2023,2667997,354.80,LINSKILL TRADING LTD,393264,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
21/09/2023,2669518,578.00,THE INSTITUTE OF LICENSING (EVENTS) LTD,385200,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
27/09/2023,2672581,3600.00,CALM TRAINING SERVICES LTD,347275,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
28/09/2023,2672787,1250.00,NEWCASTLE COLLEGE,227612,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
11/09/2023,2664023,-349.00,INSTITUTE OF SWIMMING,379348,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
11/09/2023,2664023,-299.00,INSTITUTE OF SWIMMING,379348,Resources,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
18/09/2023,2667952,850.00,FAMILY FUTURES CIC,402179,Childrens,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,SOCIAL CARE.ADOPTION SERVICES
26/09/2023,2671834,700.00,NORTHERN GUILD,385785,Childrens,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
12/09/2023,2666437,3920.79,YOUNG FOUNDATIONS LTD,358691,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
12/09/2023,2666437,3920.79,YOUNG FOUNDATIONS LTD,358691,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
12/09/2023,2666437,6404.58,YOUNG FOUNDATIONS LTD,358691,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
06/09/2023,2662863,1126.40,NEXUS,305246,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/09/2023,2663478,752.08,ARK SEARCH LIMITED,401396,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
13/09/2023,2667159,940.10,ARK SEARCH LIMITED,401396,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
06/09/2023,2662673,2850.00,RIVER TYNE ACADEMY,404944,Childrens,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUCATIONAL SUPPLIES.EDUCATIONAL PLACEMENTS
11/09/2023,2664029,350.00,CHAPEL MEDIATION AND CONSULTANCY SERVICE,390179,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
11/09/2023,2664029,350.00,CHAPEL MEDIATION AND CONSULTANCY SERVICE,390179,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
05/09/2023,2661876,4000.00,HERTFORDSHIRE COUNTY COUNCIL,272989,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
01/09/2023,2660292,834.00,ROADLINE NORTH EAST LTD,401341,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
01/09/2023,2660300,427.00,SOUTHERN POWER TOOLS AND ABRASIVES LIMTED,399496,Commissioning & Asset Management,Planning Services,110,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.MACHINE TOOLS
04/09/2023,2661290,700.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,306382,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,FURNITURE.OFFICE
04/09/2023,2661290,4485.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,306382,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,FURNITURE.OFFICE
14/09/2023,2667346,1026.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,306382,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,FURNITURE.OFFICE
19/09/2023,2669177,625.00,BUILDING DESIGN NORTHERN LTD,333744,Commissioning & Asset Management,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,CONSULTANCY.CONSULTANCY
19/09/2023,2669227,1000.00,A.E. ROBB & ASSOCIATES LTD,397962,Commissioning & Asset Management,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
22/09/2023,56664,520.00,CLASSIC LIFTS (NORTH EAST)  LTD,382250,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
22/09/2023,2669696,1962.50,PORTLAND CONSULTING ENGINEERS,359952,Commissioning & Asset Management,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,CONSULTANCY.CONSULTANCY
27/09/2023,2672653,360.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,306382,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,FURNITURE.OFFICE
05/09/2023,2661871,858.92,Redacted Personal Data,394026,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662774,1000.00,NORTHUMBERLAND ESTATES,004229,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.REAL ESTATE
06/09/2023,2662872,1000.00,WARD HADAWAY,300893,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.SPECIALIST SUPPORT
06/09/2023,2662676,808.31,Redacted Personal Data,398047,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662681,783.31,Redacted Personal Data,403954,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662690,2424.93,SHOOTING STARS CHILDCARE,401826,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662697,1336.41,Redacted Personal Data,401748,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662700,1733.29,Redacted Personal Data,401255,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662701,1832.18,Redacted Personal Data,400571,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662703,3233.24,Redacted Personal Data,395106,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662708,11100.81,SCHOOLS OUT (NORTHERN) LTD,350887,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662709,4041.55,Redacted Personal Data,394511,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662710,3233.24,Redacted Personal Data,399276,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/09/2023,2662712,1616.62,Redacted Personal Data,399011,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662713,15096.42,LITTLE SUNSHINE CHILDCARE,398646,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662716,808.31,Redacted Personal Data,363611,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662721,13095.04,LITTLE LEARNERS (BARNSTAPLE ROAD),397576,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662722,25371.64,LITTLE HUBBERS DAY NURSERY,398177,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662759,1778.28,Redacted Personal Data,394887,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/09/2023,2662760,8386.90,LITTLE RASCALS CHILDCARE,394764,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662761,1616.62,Redacted Personal Data,394762,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662763,2424.93,Redacted Personal Data,394445,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662766,10902.97,ACTION FOR CHILDREN,380697,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.FOSTER CARE
06/09/2023,2662767,12580.35,FOOTPRINTS DAY NURSERY,394148,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662768,23119.89,WALLSEND DAY NURSERY,394147,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662769,33625.70,EVOLUTION CHILDCARE,394146,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662770,6466.48,Redacted Personal Data,394026,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662772,3233.24,Redacted Personal Data,367496,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662775,21824.37,LITTLE CYGNETS CHILDCARE LTD,392848,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662776,46651.08,BAILEY'S BUTTERFLIES,392846,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662779,11505.15,TYNEMOUTH NURSERY @ NTC,392526,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662780,1616.62,Redacted Personal Data,392525,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662781,808.31,Redacted Personal Data,392524,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662783,808.31,Redacted Personal Data,392256,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662784,82178.20,LEIGH'S NURSERIES,391513,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662785,8384.56,ZONE 4 KIDS AT WHITLEY LODGE,391817,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662787,9002.84,LITTLE LEARNERS,391515,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662788,1616.62,RISE AND SHINE PLAYGROUP LTD,391514,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662789,28290.85,LINSKILL NURSERY,391421,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662790,9967.23,ZONE 4 KIDS AT COQUET PARK,391000,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662794,619.71,Redacted Personal Data,377854,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662795,7338.68,SHINING STARS,390724,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662796,4041.55,LITTLE GEMS OF THE SEA,390716,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662799,11239.92,HADRIAN BEARS PLAYGROUP,328680,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662801,22097.88,LITTLE TWISTERS LTD,389759,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662802,808.31,Redacted Personal Data,389392,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662804,6547.52,SPRING GARDENS OUT OF SCHOOL LTD,389048,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662807,1659.73,Redacted Personal Data,388236,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662810,838.69,Redacted Personal Data,386232,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662812,2604.59,Redacted Personal Data,385253,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662814,1677.38,Redacted Personal Data,373721,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662816,22370.68,FIELD HOUSE DAY NURSERY,346653,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662817,19830.60,CHILDRENS CHOICE AT SOUTHRIDGE,355211,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662818,808.31,Redacted Personal Data,374190,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662819,808.31,Redacted Personal Data,378764,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662833,10184.71,Redacted Personal Data,394372,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDREN'S CENTRES
06/09/2023,2662834,15357.89,GOOD TIME CHILDCARE AT REDESDALE,397525,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662837,44450.57,FOOTPRINTS DAY NURSERY WALLSEND,397376,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662838,11741.66,LITTLE BLOSSOMS CHILDCARE,397233,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662844,1254.94,Redacted Personal Data,396265,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/09/2023,2662846,1616.62,Redacted Personal Data,396026,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662847,10023.05,JELLYTOTS PRE SCHOOL,395969,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662848,12580.35,THE FAMILY TREE CHILDRENS DAY NURSERY,395861,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662849,808.31,Redacted Personal Data,395549,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/09/2023,2662850,5765.97,LITTLE ANGELS AMBERLEY,395289,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662851,2920.96,Redacted Personal Data,395185,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662852,20461.00,YMCA NORTH TYNESIDE,356069,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
06/09/2023,2662856,14495.71,CHILDRENS CHOICE NURSERY,335676,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662857,27536.44,TYNEMOUTH NURSERY,327713,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662858,31209.84,JUST LEARNING LTD,351428,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662866,4041.55,Redacted Personal Data,346925,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
06/09/2023,2662867,42301.56,KIDS 1ST DAY NURSERIES,358393,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662868,51462.44,KIDS 1ST DAY NURSERIES,358393,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662869,808.31,Redacted Personal Data,358392,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
06/09/2023,2662873,808.31,Redacted Personal Data,361740,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/09/2023,2662875,18591.13,BUSY BEES NURSERY,346030,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662876,18860.59,HOLYSTONE OUT OF SCHOOL CLUB,346027,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
06/09/2023,2662884,808.31,Redacted Personal Data,355054,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/09/2023,2662885,1636.88,Redacted Personal Data,355052,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/09/2023,2662886,27226.78,TYNEMOUTH LILLIPUT NURSERY,335878,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662887,19561.10,RAINBOW CHILDCARE,348813,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
06/09/2023,2662890,2455.32,Redacted Personal Data,363621,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
