Transparency Report - October 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 07-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,125.00"
 07-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£5,720.00"
 07-Oct-2024,1KBW (1 Kings Bench Walk),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£750.00
 07-Oct-2024,1KBW (1 Kings Bench Walk),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£725.00
 07-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,920.00"
 07-Oct-2024,Expert In Mind Limited,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£2,102.20"
 07-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£770.00
 12-Oct-2024,1KBW (1 Kings Bench Walk),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£675.00
 12-Oct-2024,1KBW (1 Kings Bench Walk),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£912.50
 12-Oct-2024,1KBW (1 Kings Bench Walk),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£675.00
 12-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£5,921.20"
 12-Oct-2024,Redacted (Address),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£650.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,050.00"
 12-Oct-2024,Carter Brown The Expert Service,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,959.00"
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£300.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,050.00"
 12-Oct-2024,St Albans Chambers Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,920.00"
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,750.00"
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,315.00"
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£700.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£930.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£600.00
 12-Oct-2024,St Albans Chambers Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,315.00"
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£300.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£960.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£900.00
 12-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£940.00
 12-Oct-2024,Expert In Mind Limited,Children Families and Education Services,Legal Services,Counsel Fees (LAC),£672.53
 15-Oct-2024,Luton Interpreting & Translation Service Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,795.00"
 15-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,080.00"
 15-Oct-2024,The Psychology Clinic of East Anglia Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£4,807.60"
 15-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£5,619.20"
 15-Oct-2024,The Psychology Clinic of East Anglia Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£2,039.40"
 18-Oct-2024,SBS Solicitors Limited,Children Families and Education Services,Legal Services,Counsel Fees (LAC),£250.00
 18-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£5,990.00"
 18-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,395.00"
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,750.00"
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£960.00
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,315.00"
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,100.00"
 29-Oct-2024,Greenwell Family Assessment and Intervention,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,530.32"
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,560.00"
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£1,612.50"
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£770.00
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£960.00
 29-Oct-2024,Redacted (Legal),Children Families and Education Services,Legal Services,Counsel Fees (LAC),£957.50
 29-Oct-2024,AlphaBiolabs,Children Families and Education Services,Legal Services,Counsel Fees (LAC),£600.00
 29-Oct-2024,Cansford Laboraties Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),£551.85
 29-Oct-2024,St Albans Chambers Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),£960.00
 29-Oct-2024,Acolad UK Ltd,Children Families and Education Services,Legal Services,Counsel Fees (LAC),£304.56
 29-Oct-2024,Chartland Chambers Northampton,Children Families and Education Services,Legal Services,Counsel Fees (LAC),"£5,900.00"
 09-Oct-2024,CHUMS,Children Families and Education Services,Childrens Contracts,Childrens Contracts- Chums,"£31,250.00"
 21-Oct-2024,University of Bedfordshire Enterprises Ltd,Children Families and Education Services,Child Protection & Independent Chairs,Miscellaneous Expenses,"£8,502.00"
 18-Oct-2024,Assisted Living Care Group LTD,Children Families and Education Services,CWD Residential Care,Services - Professional,"£37,576.00"
 09-Oct-2024,London Paramount Care Ltd,Children Families and Education Services,CWD Residential Care,Children`s Homes,"£38,121.43"
 09-Oct-2024,London Paramount Care Ltd,Children Families and Education Services,CWD Residential Care,Children`s Homes,"£31,500.00"
 09-Oct-2024,London Paramount Care Ltd,Children Families and Education Services,CWD Residential Care,Children`s Homes,"£1,764.00"
 03-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Int Supp Child Addtl Needs S17,Other Expenses - Family Placement,£700.00
 11-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Int Supp Child Addtl Needs S17,Other Expenses - Family Placement,£700.00
 18-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Int Supp Child Addtl Needs S17,Other Expenses - Family Placement,£700.00
 25-Oct-2024,Redacted Personal Payment,Children Families and Education Services,Int Supp Child Addtl Needs S17,Other Expenses - Family Placement,£700.00
 07-Oct-2024,KT Properties,Children Families and Education Services,LBC Contribution to YOS,Other Employee Expenses - Car Parking,"£3,840.00"
 18-Oct-2024,Eden Therapeutic Services CIC T/A Aspire 2 Success,Children Families and Education Services,YJB Good Practice Grant (YOS),Miscellaneous Expenses,"£1,785.00"
 23-Oct-2024,Central Baptist Church,Children Families and Education Services,Targeted Youth Workers - YOS,Miscellaneous Expenses - Curriculum Funding,£850.00
 04-Oct-2024,Dynamic Decisions,Children Families and Education Services,Supported Transitions Pilot,Miscellaneous Expenses - Supported Transitions Pilot,"£13,875.00"
 02-Oct-2024,National Offender Management Service,Children Families and Education Services,Secure Remand Accommodation,Secure Remands,"£6,909.00"
 03-Oct-2024,National Offender Management Service,Children Families and Education Services,Secure Remand Accommodation,Secure Remands,"£10,199.00"
 16-Oct-2024,Savannah Lodge Ltd,Children Families and Education Services,Purchased Residential Care,Contact payments,£600.00
 18-Oct-2024,Progressive Care Limited,Children Families and Education Services,Purchased Residential Care,Contact payments,£440.00
 18-Oct-2024,Progressive Care Limited,Children Families and Education Services,Purchased Residential Care,Contact payments,£500.00
 16-Oct-2024,Savannah Lodge Ltd,Children Families and Education Services,Purchased Residential Care,Mother and Baby Unit,"£18,300.00"
 18-Oct-2024,Progressive Care Limited,Children Families and Education Services,Purchased Residential Care,Mother and Baby Unit,"£11,625.00"
 18-Oct-2024,Progressive Care Limited,Children Families and Education Services,Purchased Residential Care,Mother and Baby Unit,"£4,542.86"
 18-Oct-2024,Progressive Care Limited,Children Families and Education Services,Purchased Residential Care,Mother and Baby Unit,"£17,057.15"
 18-Oct-2024,Keys PCE Limited,Children Families and Education Services,Purchased Residential Care,Mother and Baby Unit,"£24,321.43"
 16-Oct-2024,Breaking Barriers Together,Children Families and Education Services,Purchased Residential Care,Children`s Homes,"£41,200.00"
 18-Oct-2024,Shyne together Limited,Children Families and Education Services,Purchased Residential Care,Children`s Homes,"£31,500.00"
 18-Oct-2024,Shyne together Limited,Children Families and Education Services,Purchased Residential Care,Children`s Homes,"£14,400.00"
 18-Oct-2024,FOREVER CARE (N E) Limited,Children Families and Education Services,Purchased Residential Care,Children`s Homes,"£39,839.34"
 18-Oct-2024,FOREVER CARE (N E) Limited,Children Families and Education Services,Purchased Residential Care,Children`s Homes,"£39,839.34"
 07-Oct-2024,NPower Ltd,Children Families and Education Services,Horizon Hall Residential Home,Electricity,£824.71
 02-Oct-2024,Grassroots Counselling Ltd,Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,£275.00
 02-Oct-2024,Rysvil Care Services,Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,"£58,423.49"
 07-Oct-2024,Haven Homess Ltd,Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,£360.00
 09-Oct-2024,Haven Homess Ltd,Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,£675.00
 12-Oct-2024,Chiltern Cars Ltd,Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,£725.00
 14-Oct-2024,Rysvil Care Services,Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,"£49,885.51"
 21-Oct-2024,Redacted (Legal),Children Families and Education Services,In-House Fostercare,Other Expenses - Family Placement,"£1,200.00"
 21-Oct-2024,Galaxy Taxis,Children Families and Education Services,Foster Care - Transport,Travelling etc. - Luton,"£1,440.00"
 21-Oct-2024,Galaxy Taxis,Children Families and Education Services,Foster Care - Transport,Travelling etc. - Luton,"£3,040.00"
 11-Oct-2024,Capstone,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,£271.32
 11-Oct-2024,Compass Fostering East Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,613.08"
 11-Oct-2024,Compass Fostering East Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£1,372.80"
 11-Oct-2024,Compass Fostering East Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,562.86"
 11-Oct-2024,Compass Fostering East Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,688.58"
 11-Oct-2024,Compass Fostering East Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,752.55"
 11-Oct-2024,Compass Fostering East Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,£994.32
 18-Oct-2024,Foster Care Associates Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,852.99"
 18-Oct-2024,Foster Care Associates Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,640.02"
 18-Oct-2024,Foster Care Associates Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,640.02"
 18-Oct-2024,Foster Care Associates Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,336.28"
 18-Oct-2024,Foster Care Associates Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,206.19"
 18-Oct-2024,Foster Care Associates Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,206.19"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£8,206.01"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,£365.43
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,846.86"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£1,381.29"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£1,381.29"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,170.29"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,724.20"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,698.70"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,724.20"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,595.80"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,941.30"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,707.10"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,707.10"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,995.80"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,724.20"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,724.20"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,855.22"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,855.22"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,481.43"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,724.20"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,724.20"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,848.34"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,821.99"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,848.34"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,715.66"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£1,359.27"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£1,359.27"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,848.34"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,848.34"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,567.86"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,848.34"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£8,409.86"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,892.71"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,848.34"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,195.66"
 18-Oct-2024,Integrated Services Programme,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,469.16"
 18-Oct-2024,Integrated Services Programme,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,111.90"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,967.50"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,809.28"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,809.28"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,733.64"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,733.64"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,813.00"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,638.28"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,812.50"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,846.48"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,846.48"
 18-Oct-2024,Nexus Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,084.56"
 18-Oct-2024,Fostering Options Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,187.10"
 18-Oct-2024,Fostering Options Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,494.14"
 18-Oct-2024,Fostering Options Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,707.60"
 18-Oct-2024,Fostering Options Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,707.60"
 18-Oct-2024,Fostering Options Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,707.60"
 18-Oct-2024,Fostering Options Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,707.60"
 18-Oct-2024,Chrysalis Care,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,441.43"
 18-Oct-2024,Capstone,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,556.69"
 18-Oct-2024,Capstone,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,465.55"
 18-Oct-2024,Capstone,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,203.10"
 18-Oct-2024,Fostering UK,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,427.71"
 18-Oct-2024,Fostering UK,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,427.63"
 18-Oct-2024,FUSION FOSTERING,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,522.86"
 18-Oct-2024,FUSION FOSTERING,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,£301.63
 18-Oct-2024,FUSION FOSTERING,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,640.29"
 18-Oct-2024,FUSION FOSTERING,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,640.29"
 18-Oct-2024,Amber Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,510.72"
 22-Oct-2024,Next Step Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,371.00"
 22-Oct-2024,Alliance Foster Care,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,151.52"
 22-Oct-2024,Alliance Foster Care,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,641.53"
 22-Oct-2024,National Fostering Agency,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,675.00"
 22-Oct-2024,National Fostering Agency,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,788.70"
 22-Oct-2024,National Fostering Agency,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,564.00"
 22-Oct-2024,National Fostering Agency,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,394.20"
 22-Oct-2024,St Christophers Fellowship,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,786.34"
 22-Oct-2024,Brighter Futures Foster Care Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,373.92"
 22-Oct-2024,Five Rivers Child Care Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£9,300.00"
 22-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,214.20"
 22-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£8,142.90"
 22-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,571.40"
 22-Oct-2024,Regional Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,957.14"
 22-Oct-2024,Regional Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,957.14"
 22-Oct-2024,Regional Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£2,957.14"
 22-Oct-2024,Regional Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,664.29"
 22-Oct-2024,Greater London Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,650.40"
 22-Oct-2024,Kasper Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,640.02"
 22-Oct-2024,Kasper Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,941.65"
 22-Oct-2024,Kasper Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,669.78"
 22-Oct-2024,Kasper Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,669.78"
 22-Oct-2024,Kasper Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,941.65"
 22-Oct-2024,Kasper Fostering,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,727.75"
 22-Oct-2024,Fostering UK,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,808.66"
 22-Oct-2024,Little Acorns Fostering Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,285.71"
 22-Oct-2024,Little Acorns Fostering Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,285.71"
 22-Oct-2024,Little Acorns Fostering Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,285.71"
 22-Oct-2024,Little Acorns Fostering Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,285.71"
 22-Oct-2024,Aim High Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£5,142.90"
 22-Oct-2024,Aim High Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,642.90"
 22-Oct-2024,Aim High Fostering Services,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,514.20"
 22-Oct-2024,The Children Family Trust,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£3,387.99"
 22-Oct-2024,Family First Fostering Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,714.29"
 22-Oct-2024,Family First Fostering Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£4,071.43"
 22-Oct-2024,Flourish Fostering Limited,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,023.03"
 22-Oct-2024,Compass Fostering South Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,469.76"
 24-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,428.70"
 24-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,714.20"
 24-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£7,500.00"
 24-Oct-2024,Integrated Fostering Services Ltd,Children Families and Education Services,Foster Care - Agency,Allowances to Foster Parents - OLA`s,"£6,000.00"
 21-Oct-2024,Allpay Card Trust Scheme,Children Families and Education Services,Section 17 - No Recourse to Public Funds,S17 Personal Allowances,"£2,381.14"
 29-Oct-2024,Allpay Card Trust Scheme,Children Families and Education Services,Section 17 - No Recourse to Public Funds,S17 Personal Allowances,"£2,086.06"
 01-Oct-2024,Chapel Green Properties Ltd,Children Families and Education Services,Section 17 - No Recourse to Public Funds,S17 Rent Allowances,"£7,620.00"
 18-Oct-2024,Investment Properties (GB) Limited,Children Families and Education Services,Section 17 - No Recourse to Public Funds,S17 Rent Allowances,"£2,325.00"
 18-Oct-2024,Chapel Green Properties Ltd,Children Families and Education Services,Section 17 - No Recourse to Public Funds,S17 Rent Allowances,"£11,005.00"
 21-Oct-2024,Islington Council,Children Families and Education Services,Section 17 - No Recourse to Public Funds,S17 Rent Allowances,"£3,150.00"
 14-Oct-2024,Carter Brown The Expert Service,Population Wellbeing,Strategic Safeguarding Team,Legal Expenses,"£1,194.65"
 14-Oct-2024,Thirty Nine Essex Street (Services) Limited,Population Wellbeing,Strategic Safeguarding Team,Legal Expenses,£400.00
 14-Oct-2024,Garden Court Chambers,Population Wellbeing,Strategic Safeguarding Team,Legal Expenses,"£1,750.00"
