Transparency Report - October 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£5,850.00"
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£325.00
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£425.00
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,400.00"
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£425.00
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£375.00
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£950.00
 17-Oct-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£490.00
 17-Oct-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£575.00
 17-Oct-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£254.70
 17-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 17-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£250.00
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,600.00"
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,409.60"
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,395.60"
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,282.92"
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£320.00
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,352.28"
 17-Oct-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£708.00
 17-Oct-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£795.00
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,127.36"
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£880.00
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£490.00
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,425.96"
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,052.50"
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,684.00"
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,225.00"
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,028.64"
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£904.45
 17-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,184.00"
 17-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 17-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£623.70
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£729.50
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£686.50
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£705.80
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£745.00
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£745.00
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£708.50
 17-Oct-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£705.50
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£560.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£365.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£436.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£436.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£385.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£265.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 21-Oct-2024,Metro Rod Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,295.00"
 21-Oct-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,400.00"
 23-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£766.90
 23-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,985.00"
 23-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 23-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,065.00"
 23-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,061.20"
 23-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£260.00
 23-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£260.00
 23-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£260.00
 23-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£260.00
 23-Oct-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,350.00"
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£250.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£310.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£620.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 24-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£750.00
 28-Oct-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,531.87"
 28-Oct-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£666.52
 28-Oct-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£551.02
 28-Oct-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,680.00"
 28-Oct-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,779.00"
 28-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£690.00
 30-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£685.00
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,183.50"
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,453.02"
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£861.30
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£837.54
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£429.12
 30-Oct-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 31-Oct-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£620.00
 31-Oct-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 31-Oct-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£620.00
 31-Oct-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 31-Oct-2024,Colt Property Improvements Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,417.00"
 31-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 31-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 31-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£485.00
 31-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£495.45
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,205.00"
 31-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£250.00
 31-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 31-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
 31-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 31-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£250.00
 31-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 31-Oct-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£962.84
 01-Oct-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£287.59
 01-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£870.45
 01-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£995.60
 01-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£997.58
 01-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£976.64
 15-Oct-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£509.86
 18-Oct-2024,Direct Glazing Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£450.00
 18-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£461.01
 18-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£994.37
 21-Oct-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£705.89
 22-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£611.72
 22-Oct-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£696.92
 23-Oct-2024,Sentry Doors Ltd,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,"£1,843.00"
 23-Oct-2024,H McIntyre & Sons Ltd,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£388.73
 30-Oct-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£443.05
 07-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,150.00"
 07-Oct-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£15,237.50"
 07-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£5,350.00"
 07-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 14-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£925.00
 17-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 17-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,775.00"
 17-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,050.00"
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,200.00"
 17-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£850.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,250.00"
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£500.00
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 17-Oct-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£875.00
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,177.00"
 17-Oct-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£285.00
 21-Oct-2024,Kingsway Products Limited,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,250.00"
 21-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 24-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,200.00"
 24-Oct-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,200.00"
 28-Oct-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 28-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£480.00
 28-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,250.00"
 28-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£250.00
 28-Oct-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£250.00
 24-Oct-2024,Morgan Training Solutions,Population Wellbeing,Special projects,Staff Training,£495.00
 18-Oct-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Special projects,Purchase Of Materials,£270.89
 18-Oct-2024,H McIntyre & Sons Ltd,Population Wellbeing,Special projects,Purchase Of Materials,"£1,006.00"
 22-Oct-2024,Jewson,Population Wellbeing,Special projects,Purchase Of Materials,£322.13
 29-Oct-2024,H McIntyre & Sons Ltd,Population Wellbeing,Special projects,Purchase Of Materials,£592.50
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,100.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 10-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 21-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
 21-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 21-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 24-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
 24-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 24-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 31-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,125.00"
 31-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 31-Oct-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 14-Oct-2024,Angle Scaffolding Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£1,540.00"
 14-Oct-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£2,135.00"
 21-Oct-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£7,260.00"
 23-Oct-2024,Beldoms skip hire,Population Wellbeing,Special projects,Sub-Contractors,£480.00
 18-Oct-2024,Window Parts Ltd,Population Wellbeing,Contracts Team Special Projects,Purchase Of Materials,"£4,000.00"
