Transparency Report -  May 2024,,,,,
Date,Supplier,Department,CC Description,Ledger Code ,Value £
 23-May-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,050.00"
 23-May-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 30-May-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 30-May-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 30-May-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£420.00
 21-May-2024,Glazerite Windows Ltd,Population Wellbeing,Aids and Adaptations,Purchase Of Materials,£485.24
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 23-May-2024,Chiltern Design Consulting Engineers,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£700.00
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Grant Work,Sub-Contractors,"£3,990.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Grant Work,Sub-Contractors,"£16,243.86"
 23-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Grant Work,Sub-Contractors,"£1,341.68"
 17-May-2024,E.on Next,Population Wellbeing,Voids,Electricity,£267.00
 10-May-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£824.24
 13-May-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£255.36
 13-May-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£433.95
 13-May-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,068.93"
 21-May-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£393.79
 21-May-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£302.58
 03-May-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Voids,Miscellaneous Expenses,"£1,110.00"
 01-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Voids,Sub-Contractors,£600.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,065.00"
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£873.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,386.00"
 13-May-2024,Simplicity Blinds Ltd,Population Wellbeing,Voids,Sub-Contractors,£925.76
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£925.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£795.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£260.00
 22-May-2024,Homebase Ltd,Population Wellbeing,Voids,Sub-Contractors,£332.18
 22-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 23-May-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£11,800.00"
 23-May-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,500.00"
 23-May-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,845.00"
 30-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,295.00"
 30-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 30-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 30-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£495.00
 30-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,150.00"
 30-May-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,100.00"
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£574.42
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£574.64
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£574.64
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 02-May-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£778.97
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£591.89
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£573.99
 02-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£563.99
 03-May-2024,Direct Glazing Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,"£3,100.00"
 03-May-2024,Direct Glazing Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£425.00
 07-May-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£265.08
 07-May-2024,Fascia & Glazing Supplies,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,"£1,180.00"
 07-May-2024,Fascia & Glazing Supplies,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£373.46
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£541.82
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£531.76
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£553.64
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£531.93
 15-May-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 20-May-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£393.21
 21-May-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£468.75
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£265.00
 01-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 01-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,120.00"
 01-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£540.00
 01-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,105.00"
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,830.00"
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£450.00
 01-May-2024,Cluttons LLP,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,750.00"
 01-May-2024,Cornerstone Professional Services (UK) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£545.00
 01-May-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,009.80"
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,078.80"
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,168.80"
 01-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,750.80"
 01-May-2024,Metro Rod Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£365.40
 01-May-2024,Metro Rod Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£469.80
 02-May-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£460.00
 02-May-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£680.00
 02-May-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£640.00
 02-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 02-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 02-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,232.00"
 09-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 09-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£365.00
 09-May-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 09-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 09-May-2024,PPM Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,859.61"
 13-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,140.00"
 13-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,575.30"
 13-May-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,380.00"
 13-May-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,800.00"
 13-May-2024,The Leak Detection Company,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£495.00
 13-May-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 13-May-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£740.00
 13-May-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,368.16"
 13-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 13-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 13-May-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£599.94
 13-May-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,710.72"
 16-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,600.00"
 16-May-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 20-May-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,380.00"
 20-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,748.20"
 20-May-2024,Lonsdale Painting & Decorating,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£640.00
 20-May-2024,Lonsdale Painting & Decorating,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 20-May-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£875.00
 20-May-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.00
 20-May-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£5,100.00"
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£885.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£865.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£582.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 20-May-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£747.50
 20-May-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£689.00
 20-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£450.00
 20-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,250.00"
 20-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,150.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,442.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,884.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,190.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,098.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,472.00"
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£693.60
 20-May-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£18,000.00"
 20-May-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£348.35
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£590.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£420.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£750.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£680.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£350.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£535.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£350.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£370.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,000.00"
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,200.00"
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,270.00"
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£945.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 20-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£670.00
 22-May-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 22-May-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£255.00
 22-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,335.00"
 22-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£587.80
 22-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,199.60"
 22-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,145.00"
 22-May-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,100.00"
