Transparency Report March 2024,,,,,
Date,Supplier,Dept,CC Description,Ledger Code,Value £
 08-Mar-2024,Mencap,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£5,627.62"
 08-Mar-2024,SeeAbility,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£337.96
 08-Mar-2024,Autism Plus Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£766.92
 08-Mar-2024,Autism Plus Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£845.60
 08-Mar-2024,Autism Plus Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,018.56"
 08-Mar-2024,NAS Services Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,980.11"
 08-Mar-2024,NAS Services Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£9,362.76"
 08-Mar-2024,NAS Services Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,588.52"
 08-Mar-2024,The Brandon Trust,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£8,395.80"
 08-Mar-2024,The Brandon Trust,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£379.12
 08-Mar-2024,The Brandon Trust,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£512.68
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,143.60"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,202.04"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£8,015.11"
 08-Mar-2024,Mencap Norfolk,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,377.00"
 08-Mar-2024,Mencap Norfolk,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,707.68"
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,232.00"
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£338.80
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£281.12
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£995.28
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£281.12
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£281.12
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,067.12"
 08-Mar-2024,Redacted (Address),Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,339.80"
 08-Mar-2024,Lifeways Social Care Solutions,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£903.50
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,299.20"
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£779.52
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,113.60"
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,299.20"
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£909.44
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£779.52
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£913.15
 08-Mar-2024,Voyage Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£779.52
 08-Mar-2024,Bedfordshire Supported Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£562.80
 08-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,419.13"
 08-Mar-2024,Distinct Care and Support LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,477.86"
 08-Mar-2024,Distinct Care and Support LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,216.00"
 08-Mar-2024,Distinct Care and Support LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,477.86"
 08-Mar-2024,Distinct Care and Support LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,477.86"
 08-Mar-2024,Distinct Care and Support LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£907.80
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,615.76"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,837.20"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,959.30"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,788.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,788.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,918.60"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,512.32"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,590.00"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,554.00"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£5,119.21"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,770.00"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£7,770.00"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,981.60"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,662.00"
 08-Mar-2024,Spectra Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,662.00"
 08-Mar-2024,Gateway Care Services Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,850.00"
 08-Mar-2024,SYMBIOSIS CARE LIMITED,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£12,776.40"
 08-Mar-2024,SMARDEN WALK PROJECT - OPTIMUM SUPPORTED HOUSING L,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,260.00"
 08-Mar-2024,SMARDEN WALK PROJECT - OPTIMUM SUPPORTED HOUSING L,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,180.00"
 08-Mar-2024,SMARDEN WALK PROJECT - OPTIMUM SUPPORTED HOUSING L,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,180.00"
 08-Mar-2024,Profad Care Agency Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,-£366.43
 08-Mar-2024,Profad Care Agency Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£684.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£576.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,296.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£630.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£630.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£630.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,536.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,584.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,217.60"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,536.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,217.60"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£504.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£630.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,536.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,217.60"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,217.60"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£4,536.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£982.80
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£982.80
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£982.80
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£982.80
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,016.00"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,053.36"
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£378.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£540.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£378.00
 08-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,296.00"
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£532.00
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£760.00
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£380.00
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£730.80
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£730.80
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£730.80
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£730.80
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£730.80
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,554.00"
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,554.00"
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,332.00"
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,700.00"
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,554.00"
 08-Mar-2024,Chosen Care Group Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£814.00
 14-Mar-2024,PSS,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£500.00
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£277.39
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£274.88
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£278.23
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£1,650.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 19-Mar-2024,Next Step Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£2,200.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£792.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£792.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£792.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£792.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£792.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£792.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£420.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£420.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£420.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£420.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£420.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£420.00
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£3,222.00"
 22-Mar-2024,Winray Care Housing Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,£345.21
 25-Mar-2024,Shared Lives South West,Population Wellbeing,LBC funded LD Purchased Care 18-64,Supported Living,"£6,389.33"
 08-Mar-2024,Redacted Personal Payment,Population Wellbeing,LBC funded LD Purchased Care 18-64,Adult Placements,"£1,518.72"
 08-Mar-2024,Redacted Personal Payment,Population Wellbeing,LBC funded LD Purchased Care 18-64,Adult Placements,"£1,518.72"
 08-Mar-2024,Redacted Personal Payment,Population Wellbeing,LBC funded LD Purchased Care 18-64,Adult Placements,"£1,937.16"
 08-Mar-2024,Redacted Personal Payment,Population Wellbeing,LBC funded LD Purchased Care 18-64,Adult Placements,"£1,440.20"
 15-Mar-2024,Exclusive Housing Solutions Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Adult Placements,"£1,653.00"
 18-Mar-2024,County Private Client Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Adult Placements,"£1,450.00"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£312.96
 08-Mar-2024,Westminster Home Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£396.09
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,424.23"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£767.73
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£420.54
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,956.00"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£734.12
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£897.75
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£479.75
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£479.75
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,092.50"
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£793.25
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£793.25
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Churchill Health Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Churchill Health Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Churchill Health Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£479.75
 08-Mar-2024,Churchill Health Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£902.50
 08-Mar-2024,Churchill Health Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£926.25
 08-Mar-2024,Churchill Health Care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£532.00
 08-Mar-2024,Friendship Home Carers,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£940.80
 08-Mar-2024,Friendship Home Carers,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£940.80
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,091.20"
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£836.08
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,209.32"
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£282.60
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£282.60
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,055.04"
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,209.32"
