Transparency Report March 2024,,,,,
Date,Supplier,Dept,CC Description,Ledger Code,Value £
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,374.09"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,036.68"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£606.98
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,369.20"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£533.01
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£684.60
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£958.44
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£695.14
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,232.90"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,252.53"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,188.27"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,227.39"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£546.31
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£254.28
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£534.87
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£684.60
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£396.78
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£958.44
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£997.43
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,223.12"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£542.79
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£450.09
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£547.68
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,536.70"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,202.94"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£808.71
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,452.95"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,584.36"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,619.21"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£942.47
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£613.73
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,364.93"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,096.05"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,185.31"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,196.26"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£984.75
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,161.48"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£415.65
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,334.97"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£613.18
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,108.45"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,539.25"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,210.93"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,233.52"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,236.62"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£919.39
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,434.15"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£669.93
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£982.89
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,378.98"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£665.66
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,006.87"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,-£341.00
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,055.97"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,814.81"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£428.12
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£677.51
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£539.90
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,364.31"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£895.63
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,230.49"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,210.93"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,317.89"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,214.58"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£825.24
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£526.33
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,375.33"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,232.90"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,232.28"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£396.09
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£667.73
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£946.88
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£765.94
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,206.66"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£575.23
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£852.11
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£332.52
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,055.35"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£611.94
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£251.25
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£858.86
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£396.09
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£854.10
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,364.31"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£420.75
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,383.36"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,770.80"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£342.44
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£265.30
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,399.27"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£428.12
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£613.11
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£677.51
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,124.70"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£317.10
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,250.05"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£704.78
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,182.83"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£865.60
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£400.98
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,421.34"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£665.04
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£559.94
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,537.32"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,211.55"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,393.17"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£681.16
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£518.34
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£675.44
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,223.74"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,219.47"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£662.01
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£801.96
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,452.33"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,245.16"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£543.41
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£994.40
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£269.57
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,215.82"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£308.69
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£543.41
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£907.75
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£872.90
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,174.29"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£671.17
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,239.03"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,100.25"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£514.07
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£469.44
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,511.01"
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£618.42
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£552.57
 08-Mar-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,544.14"
