Transparency Report September 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,444.72"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,142.04"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,780.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,Health & Care Services (NW) Limited t/as Potton Ho,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,876.48"
 18-Sep-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,£642.86
 18-Sep-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£1,671.43"
 18-Sep-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,400.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,£351.00
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,682.56"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,Redacted Personal Payment,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£1,996.68"
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,£756.00
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,£756.00
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,£567.00
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£3,360.00"
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£3,360.00"
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£2,520.00"
 18-Sep-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,£520.00
 20-Sep-2024,Roses Homecare Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,041.60"
 20-Sep-2024,Roses Homecare Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£6,249.60"
 20-Sep-2024,Roses Homecare Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£6,249.60"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.92"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£694.40
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.92"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£972.16
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£709.80
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£308.56
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.92"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,527.68"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,295.25"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£958.36
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£965.01
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£889.20
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£410.02
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£992.94
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,235.00"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£701.48
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,531.40"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,269.58"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,235.00"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£414.96
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,378.26"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£939.74
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,254.76"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,179.90"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,245.45"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£964.44
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,250.39"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,759.97"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,252.64"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£558.22
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,432.60"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£489.44
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,035.50"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,239.94"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,236.71"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,217.52"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,289.34"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£385.32
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£582.92
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,162.99"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£543.40
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,378.83"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,121.38"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,030.34"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£958.93
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£965.01
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,067.61"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,076.92"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£836.57
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£686.66
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£317.30
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,379.40"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£978.12
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.82"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£978.12
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,235.00"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£681.72
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£528.58
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£697.11
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,526.46"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,274.52"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£958.93
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,235.00"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,057.73"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,417.78"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,383.20"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£979.26
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.82"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£721.24
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,179.90"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£266.76
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,210.87"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.82"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£762.28
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,240.51"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£978.69
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,156.53"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£577.98
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,042.91"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,264.64"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,750.09"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£687.23
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,534.22"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,131.26"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£550.05
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,452.36"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£293.55
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£643.34
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£965.01
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£444.60
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,036.64"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,249.82"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£731.12
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£821.18
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,221.89"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,081.86"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,158.81"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,213.15"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£815.67
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£266.76
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,141.71"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,232.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,417.78"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£414.96
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£613.70
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£553.28
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,167.93"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£548.34
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,363.44"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,235.57"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,121.38"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,867.32"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,350.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£560.00
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£300.00
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,275.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,820.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,308.06"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£434.28
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,820.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,120.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,260.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£283.57
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,026.30"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£973.44
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,024.14"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,125.54"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£283.92
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,086.26"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,008.93"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£608.40
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£294.06
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,029.21"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,439.88"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,039.35"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,161.91"
 20-Sep-2024,Livingways Care Services Ltd (Homecare Provider),Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£497.28
 20-Sep-2024,Livingways Care Services Ltd (Homecare Provider),Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£497.28
 20-Sep-2024,Mount Hill Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£3,079.99"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,217.68"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£692.31
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,247.14"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£857.88
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£721.77
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,227.50"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,315.88"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£859.25
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£422.26
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£343.70
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,261.87"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,005.18"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,247.14"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£554.83
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£886.74
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£674.25
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£697.22
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£721.77
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£289.69
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£692.31
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,419.60"
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,277.64"
