LBBD Payments Greater than £250 for Publishing,,,,,,,,,,
Payment date,Supplier,Category,Cost Centre,Cost Centre Description,Cost Centre Parent,Cost Centre Parent,Cost Centre Parent,Nominal Description,Gross,Vat
01-Jun-23,Barnardo's,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3263.41,0.00
01-Jun-23,BD Management Services Limited,Commercial,H05200,CAPITAL HRA BS,COUNCIL COUNCIL,HRA 2,HRA CAPITAL 22,115340 CAPITAL OUTLAY,4032.38,672.06
01-Jun-23,Berwick Partners - IRG Advisors LLP,Commercial,B20055,OPERATIONS HR,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,611500 STAFF RECRUITMENT COSTS,307.72,51.29
01-Jun-23,Berwick Partners - IRG Advisors LLP,Commercial,B20055,OPERATIONS HR,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,611500 STAFF RECRUITMENT COSTS,820.03,136.67
01-Jun-23,Cambian Childcare Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,28099.29,0.00
01-Jun-23,Came Hopps Partnership,Commercial,B20115,DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,641440 CONSULTANCY FEES,4800.00,800.00
01-Jun-23,CAN Recruitment Ltd,Commercial,N61460,EASTBROOK COMMUNITY PRIM ARP,DSG SYSTEM SCHOOLS 4A,DSG - EASTBROOK 43,EASTBROOK COMP I&E 43A,611140 AGENCY STAFF,3060.00,510.00
01-Jun-23,Care 2 Share 1 Ltd,Commercial,F15840,FAMILY ASSESSMENT UNITS,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3814.26,0.00
01-Jun-23,Caronne Care Ltd,Commercial,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,651420 HOME CARE - PRIVATE CON,9795.80,0.00
01-Jun-23,Carter Productions & Co,Commercial,F14460,COMMUNITY EVENTS,STRATEGY 10D,COMMUNICATIONS 10DD,MARKETING & COMMUNICATION 10DDA,641520 EVENTS,600.00,0.00
01-Jun-23,Changing Lives Care Group,Other Entities and Individuals,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,30734.28,0.00
01-Jun-23,Channels and Choices Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,24135.71,0.00
01-Jun-23,Children First Fostering Agency Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3374.23,0.00
01-Jun-23,Clarion Housing Group,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,755.28,0.00
01-Jun-23,Community Resources,Commercial,F23270,PARTICIPATION & ENGAGEMENT,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,PARTICIPATION AND ENGAGEMENT 10FCC,651780 PRIVATE CONTRACTORS PAY,15000.00,0.00
01-Jun-23,Compass Children's Homes Ltd,Commercial,F21050,CWD PRIV & COL RES HOMES W EDU,PEOPLE & RESILIENCE 10A,CHILDREN & YOUNG PEOPLE DISABI 10AH,CWD PLACEMENTS 10AHD,651780 PRIVATE CONTRACTORS PAY,22142.99,0.00
01-Jun-23,Compass Fostering London Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3272.67,0.00
01-Jun-23,Compass Fostering London Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3552.91,0.00
01-Jun-23,Conquest Consultation and Security,Commercial,B21010,PLANNING CONSULTANCY,BE FIRST BE FIRST,BE FIRST I&E 1,DEVELOPMENT PLANNING 12,641440 CONSULTANCY FEES,1008.00,168.00
01-Jun-23,Crown Promotions and Removals Ltd,Commercial,F14940,HEAD OF SUPPORT LIFECYCLE,COMMUNITY SOLUTIONS 10F,SUPPORT AND COLLECTIONS 10FA,SUPPORT SERVICES 10FAF,641370 ARMS LENGTH MANAGMNT OR,2868.60,478.10
01-Jun-23,Crown Promotions and Removals Ltd,Commercial,F14940,HEAD OF SUPPORT LIFECYCLE,COMMUNITY SOLUTIONS 10F,SUPPORT AND COLLECTIONS 10FA,SUPPORT SERVICES 10FAF,641370 ARMS LENGTH MANAGMNT OR,6236.95,1039.49
01-Jun-23,DAC Beachcroft Claims Ltd,Commercial,VAT ONLY,VAT ONLY,VAT ONLY,VAT ONLY,VAT ONLY,641580 INSURANCE EXCL PREMISES,708.00,708.00
01-Jun-23,Redacted,Commercial,F26040,HOUSING ADVICE,COMMUNITY SOLUTIONS 10F,SUPPORT AND COLLECTIONS 10FA,SUPPORT SERVICES 10FAF,651800 PAYMENT TO PRIVATE SECT,5300.00,0.00
01-Jun-23,Diverse Care (UK) Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5903.33,0.00
01-Jun-23,Dr Temitope Dada,NHS/Medical Bodies,F11700,COMMUNITY MENTAL HEALTH TEAM,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH 10ABE,651780 PRIVATE CONTRACTORS PAY,553.50,0.00
01-Jun-23,Dynamic People Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,44471.50,0.00
01-Jun-23,Ethelbert Childrens Services,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5415.70,0.00
01-Jun-23,Expert Build & Maintenance Services Ltd,Commercial,F28280,BEAM PARKLANDS,INCLUSIVE GROWTH 10E,INCLUSIVE GROWTH 10EB,PARKS COMMISSIONING 10EBI,621500 WATER AND SEWERAGE,690.00,115.00
01-Jun-23,Redacted,Other Entities and Individuals,D60000,SEN - NON-MAINTAINED FEES,DSG - OTHER 40,DSG - HIGH NEEDS 40G,DSG - PLACEMNTS & HN TOP UP OB 40GE,651780 PRIVATE CONTRACTORS PAY,4150.14,0.00
01-Jun-23,Five Rivers Child Care Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,514.29,0.00
01-Jun-23,Five Rivers Child Care Ltd,Commercial,F21060,CWD SPECIALIST AGENCY FOSTERNG,PEOPLE & RESILIENCE 10A,CHILDREN & YOUNG PEOPLE DISABI 10AH,CWD PLACEMENTS 10AHD,651780 PRIVATE CONTRACTORS PAY,5407.29,0.00
01-Jun-23,Five Rivers Child Care Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,4142.93,0.00
01-Jun-23,Five Rivers Child Care Ltd,Commercial,F21060,CWD SPECIALIST AGENCY FOSTERNG,PEOPLE & RESILIENCE 10A,CHILDREN & YOUNG PEOPLE DISABI 10AH,CWD PLACEMENTS 10AHD,651780 PRIVATE CONTRACTORS PAY,3631.43,0.00
01-Jun-23,Five Rivers Child Care Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,6192.91,0.00
01-Jun-23,Flourish Fostering Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5814.71,0.00
01-Jun-23,Fountaineers Ltd,Commercial,F27560,HIGHWAYS & HRA GROUND MTCE,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,GROUNDS MAINTENANCE 10GCBC,641140 PURCHASE - EQUIP FURN &,2727.90,454.65
01-Jun-23,Futures for Children Ltd_f,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3510.44,0.00
01-Jun-23,Futures for Children Ltd_f,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3742.01,0.00
01-Jun-23,Go Plant Fleet Services Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,48000.00,8000.00
01-Jun-23,Go Plant Fleet Services Ltd,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631120 VEHICLE LEASES,-9169.76,-1528.29
01-Jun-23,Go Plant Fleet Services Ltd,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631120 VEHICLE LEASES,-307.02,-51.17
01-Jun-23,Granary Care Limited,Commercial,F15840,FAMILY ASSESSMENT UNITS,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,20571.30,0.00
01-Jun-23,Gutteridge Haskins & Davey Ltd,Commercial,B21010,PLANNING CONSULTANCY,BE FIRST BE FIRST,BE FIRST I&E 1,DEVELOPMENT PLANNING 12,641440 CONSULTANCY FEES,50613.30,8435.55
01-Jun-23,Havering Fencing Company_f,Commercial,F27560,HIGHWAYS & HRA GROUND MTCE,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,GROUNDS MAINTENANCE 10GCBC,621270 BUILDING ALTERATNS & MA,16508.40,2751.40
01-Jun-23,Headway Care Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,850.71,0.00
01-Jun-23,Headway Care Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,2020.00,0.00
01-Jun-23,Headway Care Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,1285.00,0.00
01-Jun-23,Headway Care Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,1275.00,0.00
01-Jun-23,Honey Crown Bee Ltd,Commercial,F15680,CWD SOCIAL CARE SERVICE PROV,PEOPLE & RESILIENCE 10A,CHILDREN & YOUNG PEOPLE DISABI 10AH,CWD PLACEMENTS 10AHD,651780 PRIVATE CONTRACTORS PAY,923.44,0.00
01-Jun-23,Horizon Teachers,Commercial,N61480,HEARING IMPAIRED EASTBURY BASE,DSG SYSTEM SCHOOLS 4A,DSG - EASTBURY 44,EASTBURY I&E 44A,611140 AGENCY STAFF,1403.23,233.87
01-Jun-23,Hythe House Support Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,4366.40,0.00
01-Jun-23,Hythe House Support Ltd,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,4366.40,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,310.00,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3985.71,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,800.00,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,4539.28,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,265.71,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,265.71,0.00
01-Jun-23,IAspire Care Services Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5203.57,0.00
01-Jun-23,Independent Assessment and Consultancy L,Commercial,F15240,FAMILY SUPP & SAFEGUARDING SER,CHILDREN'S CARE & SUPPORT 10AE,CARE MANAGEMENT 10AEE,CARE MANAGEMENT TEAMS 10AEEA,641630 COURT COSTS,599.40,99.90
01-Jun-23,Index Business Supplies Ltd_,Commercial,F18120,ADULT COLLEGE,INCLUSIVE GROWTH 10E,INCLUSIVE GROWTH 10EB,EMPLOYMENT TEAM 10EBG,641260 PRINTING,279.31,46.55
01-Jun-23,Index Business Supplies Ltd_,Commercial,F18120,ADULT COLLEGE,INCLUSIVE GROWTH 10E,INCLUSIVE GROWTH 10EB,EMPLOYMENT TEAM 10EBG,641260 PRINTING,279.31,46.55
01-Jun-23,Integrated Services Programme,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5244.17,0.00
01-Jun-23,Integrated Services Programme,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5388.12,0.00
01-Jun-23,Integrated Services Programme,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5244.17,0.00
01-Jun-23,Integrated Services Programme,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,5388.12,0.00
01-Jun-23,Integrated Services Programme,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,1771.34,0.00
01-Jun-23,J & R Care Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,25112.54,0.00
01-Jun-23,J & R Care Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,26832.73,0.00
01-Jun-23,Redacted,Other Entities and Individuals,F16080,PERMANENCE TEAM - FOSTERING,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS INTERNAL COSTS 10AEH,PLACEMENTS SERVICE 10AEHC,651460 KINSHIP PLACEMENT PRIV,1078.60,0.00
01-Jun-23,K.T. Jud Social Care Services Ltd,Commercial,F21110,CWD ADOPTION PLACEMENT COSTS,PEOPLE & RESILIENCE 10A,CHILDREN & YOUNG PEOPLE DISABI 10AH,CWD PLACEMENTS 10AHD,651220 ADOPTION ALLOW PRIVATE,350.00,0.00
01-Jun-23,Kasper Fostering,Commercial,F15800,SPECIALIST AGENCY FOSTERING,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,4001.21,0.00
01-Jun-23,Keys PCE Limited,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,3517.72,586.29
01-Jun-23,London Borough of Barking & Dagenham,Other Local Authorities,B20015,DESIGN,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,642060 ICT SOFTWARE,14832.00,2472.00
01-Jun-23,London Borough of Barking & Dagenham,Other Local Authorities,B20055,OPERATIONS HR,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,642020 ICT HARDWARE,1700.58,283.43
01-Jun-23,London Borough of Barking & Dagenham,Other Local Authorities,B20055,OPERATIONS HR,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,642020 ICT HARDWARE,1086.60,181.10
01-Jun-23,London Borough of Barking & Dagenham,Other Local Authorities,B20060,MANAGEMENT & ADMIN,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,642220 MOBILE PHONE COSTS,1525.18,254.19
01-Jun-23,London Borough of Barking & Dagenham,Other Local Authorities,B20025,COMMUNICATIONS,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,631000 DIRECT TRANSPORT,2880.00,0.00
01-Jun-23,London Borough of Barking & Dagenham,Other Local Authorities,B20025,COMMUNICATIONS,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,641440 CONSULTANCY FEES,3626.40,604.40
01-Jun-23,London Borough of Haringey,Other Local Authorities,F13380,PROMOTING HEALTH (INCL DAAT),PUBLIC HEALTH 10AD,PUBLIC HEALTH 10ADB,PUBLIC HEALTH SERVICES 10ADBB,651060 PAYMENT TO OTHER LOCAL,10435.93,0.00
01-Jun-23,Lordgrace Delight Healthcare Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,2571.41,428.57
01-Jun-23,Lordgrace Delight Healthcare Ltd,Commercial,F15760,PRIV & VOL. RES. HOMES WITH ED,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651780 PRIVATE CONTRACTORS PAY,1971.40,328.56
01-Jun-23,Marlborough Surfacing Ltd_f,Commercial,F27720,HIWAYS REACTIVE MTCE PRINCIPAL,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,HIGHWAYS 10GBEC,621140 R & M MINOR WORKS,519.71,86.62
01-Jun-23,Mott MacDonald Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,665.74,110.96
01-Jun-23,Mott MacDonald Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,10490.45,1748.41
