LBBD Payments Greater than £250 for Publishing,,,,,,,,,,
Payment Date,Supplier,Category,Cost Centre,Cost Centre Description,Cost Centre Parent,Cost Centre Parent,Cost Centre Parent,Nominal Description,Gross,Vat
04-Mar-24,Aurorean Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,7800.00,1300.00
04-Mar-24,"Barking, Havering and Redbridge Universi",Commercial,F13300,SEXUAL HEALTH,PUBLIC HEALTH 10AD,PUBLIC HEALTH 10ADB,PUBLIC HEALTH SERVICES 10ADBB,651100 PAYMENT TO HEALTH AUTHO,357369.00,0.00
04-Mar-24,Barnardo Services Ltd,Commercial,F11980,DOMESTIC VIOLENCE & HATE CRIME,PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,CHILDRENS COMMISSIONING UNIT 10ACE,651780 PRIVATE CONTRACTORS PAY,7434.84,1239.14
04-Mar-24,Barts Health NHS Trust,NHS/MedicalBodies,F13300,SEXUAL HEALTH,PUBLIC HEALTH 10AD,PUBLIC HEALTH 10ADB,PUBLIC HEALTH SERVICES 10ADBB,651100 PAYMENT TO HEALTH AUTHO,10321.86,0.00
04-Mar-24,BD Management Services Limited,Commercial,F28200,ON STREET PARKING & ENFORCEMNT,PUBLIC REALM 10GC,PARKING & ROAD SAFETY 10GCJ,PARKING 10GCJB,621000 FACILITIES MANAGEMENT,1026.66,171.11
04-Mar-24,Big Yellow Self Storage,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,651780 PRIVATE CONTRACTORS PAY,522.95,87.16
04-Mar-24,Brocks Haulage Ltd,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,816.00,136.00
04-Mar-24,Bucher Municipal Ltd,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631100 OTHER VEHICLE COSTS,3000.00,500.00
04-Mar-24,Carers of Barking & Dagenham,Commercial,F18920,PARENTS IN PARTNERSHIP,PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,CHILDRENS COMMISSIONING UNIT 10ACE,651780 PRIVATE CONTRACTORS PAY,15000.00,0.00
04-Mar-24,Cash Perks,Commercial,F26250,TRIAGE SERVICES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,TRIAGE SERVICES 10FCD,661100 CLIENT ALLOWANCES SOCIA,30000.00,0.00
04-Mar-24,Cedar Housing Solutions Ltd,Commercial,F26040,HOUSING ADVICE,COMMUNITY SOLUTIONS 10F,SUPPORT AND COLLECTIONS 10FA,SUPPORT SERVICES 10FAF,651800 PAYMENT TO PRIVATE SECT,6000.00,0.00
04-Mar-24,Central & North West London NHS Foundati,NHS/MedicalBodies,F13300,SEXUAL HEALTH,PUBLIC HEALTH 10AD,PUBLIC HEALTH 10ADB,PUBLIC HEALTH SERVICES 10ADBB,651100 PAYMENT TO HEALTH AUTHO,1876.74,0.00
04-Mar-24,Central & North West London NHS Foundati,NHS/MedicalBodies,F13300,SEXUAL HEALTH,PUBLIC HEALTH 10AD,PUBLIC HEALTH 10ADB,PUBLIC HEALTH SERVICES 10ADBB,651100 PAYMENT TO HEALTH AUTHO,266.18,0.00
04-Mar-24,Countryside Properties (Uk) Ltd_f,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,5214029.15,0.00
04-Mar-24,Dagenham & Redbridge 2017 Ltd,Commercial,F15880,INTERNAL FOSTERING PLACEMENT,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651440 IN HSE FOSTER PLCMNTS P,1056.00,176.00
04-Mar-24,Day Lewis Chemists Ltd,NHS/MedicalBodies,F13900,HEALTHY LIFESTYLES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,HEALTHY LIFE & PHYSICAL ACTS 10FCA,641140 PURCHASE - EQUIP FURN &,407.31,0.00
04-Mar-24,Dr Temitope Dada,NHS/MedicalBodies,F11700,COMMUNITY MENTAL HEALTH TEAM,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH 10ABE,651780 PRIVATE CONTRACTORS PAY,742.50,0.00
04-Mar-24,Dwellings Solutions Property Consultants,Commercial,F26040,HOUSING ADVICE,COMMUNITY SOLUTIONS 10F,SUPPORT AND COLLECTIONS 10FA,SUPPORT SERVICES 10FAF,651800 PAYMENT TO PRIVATE SECT,6000.00,0.00
04-Mar-24,Evergreen Garden Supplies Ltd,Commercial,F27560,HIGHWAYS & HRA GROUND MTCE,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,GROUNDS MAINTENANCE 10GCBC,621540 GROUNDS MAINTENANCE,3840.00,640.00
04-Mar-24,Redacted,Commercial,F17280,EARLY YEARS AND CHILDCARE,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",EARLY YEARS & CHILDCARE 10AFG,641140 PURCHASE - EQUIP FURN &,5539.20,923.20
04-Mar-24,Future Frontiers Ltd,Commercial,F19570,LAC PUPIL PREMIUM,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",ADDITIONAL EDUCATION SERVICES 10AFC,641640 PROFESSIONAL SERVCES -,900.00,0.00
04-Mar-24,Future Frontiers Ltd,Commercial,F19570,LAC PUPIL PREMIUM,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",ADDITIONAL EDUCATION SERVICES 10AFC,641640 PROFESSIONAL SERVCES -,900.00,0.00
04-Mar-24,Goodcare Dusk Ltd t/a Waller Pharmacy,NHS/MedicalBodies,F13900,HEALTHY LIFESTYLES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,HEALTHY LIFE & PHYSICAL ACTS 10FCA,641140 PURCHASE - EQUIP FURN &,339.14,0.00
04-Mar-24,Redacted,Commercial,F21400,CORPORATE FINANCE,CORPORATE MANAGEMENT 10B,FINANCE 10BB,CORPORATE FINANCE 10BBB,641400 AUDIT FEES,12000.00,2000.00
04-Mar-24,Green Cross Ltd t/a Kry-ba Pharmacy,NHS/MedicalBodies,F13900,HEALTHY LIFESTYLES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,HEALTHY LIFE & PHYSICAL ACTS 10FCA,641140 PURCHASE - EQUIP FURN &,881.81,0.00
04-Mar-24,Greenwood Projects Limited,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,600.00,100.00
04-Mar-24,H E Services (Plant Hire) Ltd,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631100 OTHER VEHICLE COSTS,1083.60,180.60
04-Mar-24,H E Services (Plant Hire) Ltd,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631100 OTHER VEHICLE COSTS,1159.20,193.20
04-Mar-24,Henry Gordon,Legal Services,F22640,COUNTER FRAUD,CORPORATE MANAGEMENT 10B,FINANCE 10BB,AUDIT AND INSURANCE 10BBF,641620 LEGAL FEES,1020.00,170.00
