LBBD Payments Greater than £250 for Publishing,,,,,,,,,,
Payment Date,Supplier,Category,Cost Centre,Cost Centre Description,Cost Centre Parent,Cost Centre Parent,Cost Centre Parent,Nominal Description,Gross,Vat
02-May-23,Goodmayes Primary School,Other Local Authorities,D60040,HIGH NEEDS TOP UPS - OB,DSG - OTHER 40,DSG - HIGH NEEDS 40G,DSG - PLACEMNTS & HN TOP UP OB 40GE,641640 PROFESSIONAL SERVCES -,2611.00,0.00
02-May-23,Goodmayes Primary School,Other Local Authorities,D60040,HIGH NEEDS TOP UPS - OB,DSG - OTHER 40,DSG - HIGH NEEDS 40G,DSG - PLACEMNTS & HN TOP UP OB 40GE,641640 PROFESSIONAL SERVCES -,3533.33,0.00
02-May-23,Hope 2 Humanity t/a Hope 4 Humanity,Commercial,F17420,HOLIDAY ACTIVITIES & FOOD PROG,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",INTEGRATED YOUTH SERVICES 10AFH,641520 EVENTS,2250.00,0.00
02-May-23,Hertfordshire County Council,Other Local Authorities,F19720,CHILDRENS COMMISSIONING UNIT,PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,CHILDRENS COMMISSIONING UNIT 10ACE,651780 PRIVATE CONTRACTORS PAY,4800.00,800.00
02-May-23,HTA Design LLP,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,848.40,141.40
02-May-23,John Burke Associates,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,1312.50,218.75
02-May-23,Liquid Logic,Commercial,F18900,CHILDRENS COMMISSIONING FUND,PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,COMMISSIONING DIR - CARE & SUP 10ACC,642140 ICT MAINTENANCE AND SUP,35364.00,5894.00
02-May-23,London CIV,Commercial,P90100,PENSION FUND I&E,TOTAL COUNCIL AND OTHER TOTAL,PENSION FUND 5,PENSION FUND I&E 50,644060 FUND MANAGEMENT FEES,30000.00,5000.00
02-May-23,London Councils,Commercial,F23880,WORKFORCE CHANGE,LAW AND GOVERNANCE 10C,WORKFORCE CHANGE / HR 10CA,HUMAN RESOURCES 10CAA,611480 STAFF DEVELOPMENT AND T,672.00,112.00
02-May-23,London Grid for Learning,Commercial,D61000,ADMISSIONS - EDUCATION,DSG - OTHER 40,DSG - CENTRAL BLOCK_2 40B,ADMISSIONS 40BA,642140 ICT MAINTENANCE AND SUP,19584.00,3264.00
02-May-23,M Joy Ltd,Commercial,F12730,MH VOCATIONAL SUPPORT SERVICES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,TRIAGE SERVICES 10FCD,641440 CONSULTANCY FEES,400.00,0.00
02-May-23,M12 Solutions t/a Giganet,Commercial,F26150,IT THIRD PARTY CONTRACTS,FINANCE 10BB,IT 10BBE,IT - BUSINESS ADMIN 10BBEA,642180 INTERNET COSTS,8055.60,1342.60
02-May-23,Marlborough Surfacing Ltd_f,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,4812.49,802.08
02-May-23,Marlborough Surfacing Ltd_f,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,6176.98,1029.50
02-May-23,London Borough of Barking & Dagenham,Other Local Authorities,B20060,MANAGEMENT & ADMIN,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,611520 STAFF OTHER EXPENSES,208493.17,34748.86
02-May-23,London Borough of Barking & Dagenham,Other Local Authorities,B20060,MANAGEMENT & ADMIN,BE FIRST BE FIRST,BE FIRST I&E 1,BE FIRST MANAGEMENT 10,642140 ICT MAINTENANCE AND SUP,1904.16,317.36
02-May-23,Munday & Cramer Architectural and Buildi,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,1308.00,218.00
02-May-23,NCFE,Commercial,F18120,ADULT COLLEGE,INCLUSIVE GROWTH 10E,INCLUSIVE GROWTH 10EB,EMPLOYMENT TEAM 10EBG,644120 EXAM FEES,3724.25,0.00
02-May-23,Newsquest Media Group Limited,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,333.30,55.55
02-May-23,Nexus Fusion Ltd,Commercial,F26150,IT THIRD PARTY CONTRACTS,FINANCE 10BB,IT 10BBE,IT - BUSINESS ADMIN 10BBEA,642020 ICT HARDWARE,2802.90,467.14
02-May-23,Periscope Landscape & Architecture Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,12000.00,2000.00
02-May-23,Playfix Ltd,Commercial,F27560,HIGHWAYS & HRA GROUND MTCE,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,GROUNDS MAINTENANCE 10GCBC,641120 MAINTCE - EQUIP FURN &,354.00,59.00
02-May-23,Premier People Solutions Ltd T/a Premier,Commercial,F30670,CENTRAL EXPENSES,CENTRAL EXPENSES 10BD,GENERAL FINANCE 10BDB,GEN FIN IN CIES 10BDBB,651200 PAYMENT TO OTHER ESTBS,657.00,109.50
02-May-23,Raynet Recruitment Agency Ltd,Commercial,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,651420 HOME CARE - PRIVATE CON,1258.88,0.00
02-May-23,Raynet Recruitment Agency Ltd,Commercial,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,651420 HOME CARE - PRIVATE CON,3798.00,0.00
02-May-23,Raynet Recruitment Agency Ltd,Commercial,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,651420 HOME CARE - PRIVATE CON,3649.32,0.00
02-May-23,Red Loft LLP,Other Entities and Individuals,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,4712.40,785.40
02-May-23,Red Loft LLP,Other Entities and Individuals,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,3942.00,657.00
02-May-23,Redacted,Commercial,F27480,DEPOTS,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,ASSET MANAGEMENT 10GBEA,621100 HEALTH AND SAFETY WORKS,270.00,45.00
02-May-23,Reed Specialist Recruitment Ltd,Commercial,D61780,MAYESBROOK PARK SCHOOL (PRU),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,611140 AGENCY STAFF,1432.80,238.80
02-May-23,Reed Specialist Recruitment Ltd,Commercial,D61780,MAYESBROOK PARK SCHOOL (PRU),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,611140 AGENCY STAFF,522.76,87.13
02-May-23,Reed Specialist Recruitment Ltd,Commercial,D61780,MAYESBROOK PARK SCHOOL (PRU),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,611140 AGENCY STAFF,522.76,87.13
02-May-23,Riverside Truck Rental Ltd,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631140 VEHICLE HIRE,5575.20,929.20
02-May-23,RM Education Ltd,Commercial,D61780,MAYESBROOK PARK SCHOOL (PRU),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,642140 ICT MAINTENANCE AND SUP,300.00,50.00
02-May-23,Scrattons Community Association Ltd,Commercial,F27040,ENVIRONMENTAL PROTECTION,LAW AND GOVERNANCE 10C,ENFORCEMENT 10CC,ENV HEALTH & TRADING SERVICES 10CCG,621280 ELECTRICITY,586.77,97.80
02-May-23,Summit Property Maintenance Ltd T/A Summ,Commercial,F22200,TOWN HALL OFFICES,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,ASSET MANAGEMENT 10GBEA,621140 R & M MINOR WORKS,5760.00,960.00
02-May-23,The Access Group,Commercial,F13060,ADULTS CARE & SUPPORT (CMMSNG),PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,ADULTS COMMISSIONING 10ACA,651780 PRIVATE CONTRACTORS PAY,6218.88,1036.48
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,1704.00,284.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,3408.00,568.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,1704.00,284.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,3408.00,568.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,The Oyster Partnership Ltd,Commercial,B20100,ECONOMIC DEVELOPMENT TEAM,BE FIRST BE FIRST,BE FIRST I&E 1,ECONOMIC DEVELOPMENT 13,641440 CONSULTANCY FEES,4260.00,710.00
02-May-23,Timeplan Education Group Ltd,Commercial,N61480,HEARING IMPAIRED EASTBURY BASE,DSG 4,DSG - EASTBURY 44,EASTBURY I&E 44A,611140 AGENCY STAFF,1873.56,312.26
02-May-23,Tradewind Recruitment,Commercial,D60760,SEABROOK CAMPUS (ETS),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,611140 AGENCY STAFF,1009.56,168.26
02-May-23,Tradewind Recruitment,Commercial,D60760,SEABROOK CAMPUS (ETS),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,611140 AGENCY STAFF,1009.56,168.26
02-May-23,Vandome Cycles Ltd,Commercial,B20030,TFL REVENUE PROJECTS,BE FIRST BE FIRST,BE FIRST I&E 1,DEVELOPMENT PLANNING 12,641440 CONSULTANCY FEES,4320.00,720.00
02-May-23,Vandome Cycles Ltd,Commercial,B20030,TFL REVENUE PROJECTS,BE FIRST BE FIRST,BE FIRST I&E 1,DEVELOPMENT PLANNING 12,641440 CONSULTANCY FEES,1200.00,200.00
02-May-23,Volker Highways Ltd_f,Commercial,F27880,HIWAYS MTCE STREET LIGHTING,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,HIGHWAYS 10GBEC,621140 R & M MINOR WORKS,39359.05,6559.84
02-May-23,Watson Fuels trading name of WFL (UK) Lt,Commercial,F29480,FLEET MANAGEMENT TEAM,MY PLACE 10G,PUBLIC REALM 10GC,FLEET & PASSENGER TRANSPORT 10GCD,631020 TRANSPORT FUEL,1580.97,263.49
02-May-23,Williams Coaches,Commercial,F19320,TREWERN OUTDOOR EDUCATION CNTR,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",INTEGRATED YOUTH SERVICES 10AFH,631140 VEHICLE HIRE,6000.00,0.00
02-May-23,WT Partnership,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,2691.60,448.60
03-May-23,A G Butler & Son Ltd,Commercial,F26250,TRIAGE SERVICES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,TRIAGE SERVICES 10FCD,641470 CREMATION AND BURIAL CO,1806.75,0.00
03-May-23,Adesek Ltd,Commercial,F11700,COMMUNITY MENTAL HEALTH TEAM,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH 10ABE,651780 PRIVATE CONTRACTORS PAY,1457.15,0.00
03-May-23,Adesek Ltd,Commercial,F11700,COMMUNITY MENTAL HEALTH TEAM,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH 10ABE,651780 PRIVATE CONTRACTORS PAY,1025.65,0.00
03-May-23,Advanced Building And Maintenance Ltd_f,Commercial,H05200,CAPITAL HRA BS,COUNCIL COUNCIL,HRA 2,HRA CAPITAL 22,115340 CAPITAL OUTLAY,468.00,78.00
03-May-23,AIT Medihelp Ltd,Commercial,F24040,BUSINESS PARTNERS & HR ADVISRY,LAW AND GOVERNANCE 10C,WORKFORCE CHANGE / HR 10CA,HUMAN RESOURCES 10CAA,611480 STAFF DEVELOPMENT AND T,840.00,140.00
03-May-23,Amazon Payments UK Ltd,Commercial,N61460,EASTBROOK COMMUNITY PRIM ARP,DSG 4,DSG - EASTBROOK 43,EASTBROOK COMP I&E 43A,641140 PURCHASE - EQUIP FURN &,289.09,39.80
03-May-23,AQA Education,Commercial,D61780,MAYESBROOK PARK SCHOOL (PRU),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,644120 EXAM FEES,406.40,0.00
03-May-23,Redacted,Direct Payment,F16440,OUT OF BOROUGH SPECIAL SCHL TR,PEOPLE & RESILIENCE 10A,DISABILITIES CARE & SUPPORT 10AA,SEND PACKAGES 10AAE,661060 DIRECT PAYMENTS,346.70,0.00
03-May-23,Barking Enterprise Centre,Commercial,F23370,MYPLACE PROPERTY MGMT RESIDE,MY PLACE 10G,HOMES AND ASSETS 10GB,LEASEHOLD AND RESIDE 10GBD,621440 PREMISES HIRE - FACILIT,3600.00,600.00
03-May-23,Barking Abbey School_f,Other Local Authorities,F19570,LAC PUPIL PREMIUM,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",ADDITIONAL EDUCATION SERVICES 10AFC,651780 PRIVATE CONTRACTORS PAY,600.00,0.00
03-May-23,BD Management Services Limited,Commercial,F11460,EQUIPMENT & MINOR ADAPTIONS,PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,ADULTS COMMISSIONING 10ACA,651780 PRIVATE CONTRACTORS PAY,322.50,53.75
03-May-23,By Education Barking Ltd_f,Commercial,F19000,PFI EDUCATION,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",SCHOOL ESTATE AND ORGANISATION 10AFE,641640 PROFESSIONAL SERVCES -,715684.10,119280.68
03-May-23,CIEH,Commercial,F26280,PRIVATE SECTOR HOUSING,ENFORCEMENT 10CC,PRIVATE SECTOR HOUSING 10CCI,HOUSING STANDARDS & ENFORCEMNT 10CCIA,611480 STAFF DEVELOPMENT AND T,280.00,0.00
03-May-23,Redacted,Commercial,D60760,SEABROOK CAMPUS (ETS),DSG - OTHER 40,DSG - HIGH NEEDS 40G,ALTERNATIVE PROVISION 40GA,641940 TREE WORKS,680.00,0.00
03-May-23,Community College Initiative Ltd,Commercial,D60040,HIGH NEEDS TOP UPS - OB,DSG - OTHER 40,DSG - HIGH NEEDS 40G,DSG - PLACEMNTS & HN TOP UP OB 40GE,641640 PROFESSIONAL SERVCES -,15227.12,0.00
03-May-23,Community Resources,Commercial,F23270,PARTICIPATION & ENGAGEMENT,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,PARTICIPATION AND ENGAGEMENT 10FCC,651780 PRIVATE CONTRACTORS PAY,24986.00,0.00
03-May-23,Dagenham Park C Of E School_f,Other Local Authorities,F19570,LAC PUPIL PREMIUM,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",ADDITIONAL EDUCATION SERVICES 10AFC,651780 PRIVATE CONTRACTORS PAY,500.00,0.00
03-May-23,Dino2Hire Ltd,Commercial,F14460,COMMUNITY EVENTS,STRATEGY 10D,COMMUNICATIONS 10DD,MARKETING & COMMUNICATION 10DDA,641520 EVENTS,1000.00,0.00
03-May-23,Darwin School,Other Local Authorities,F19570,LAC PUPIL PREMIUM,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",ADDITIONAL EDUCATION SERVICES 10AFC,651780 PRIVATE CONTRACTORS PAY,2640.00,0.00
03-May-23,Driscoll Kingston Solicitors,Legal Services,H05000,HRA BALANCE SHEET (BS),COUNCIL COUNCIL,HRA 2,HRA BALANCE SHEET 21,236000 SHORT TERM PROVISIONS -,3012.00,0.00
