OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327597,1395.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327599,1395.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327601,2015.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327603,3100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327610,1705.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327612,2976.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327614,2170.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327928,1705.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327930,2790.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,25/04/2023,5327933,1395.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328733,420.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328794,540.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328981,756.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328982,1080.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328983,1116.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328984,1080.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328985,1116.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328986,1116.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328987,1008.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,28/04/2023,5328988,1980.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,28/04/2023,5327932,1116.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,28/04/2023,5327937,840.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,28/04/2023,5327939,1705.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,28/04/2023,5327941,1705.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,28/04/2023,5328270,880.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,28/04/2023,5328273,2170.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,28/04/2023,5330086,480.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABA CONSTRUCTION LIMITED,21/04/2023,5326858,890.50,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABA CONSTRUCTION LIMITED,21/04/2023,5326858,28.50,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABA CONSTRUCTION LIMITED,21/04/2023,5326858,44.00,0.00,"RENTS, RATES AND OTHER CHARGES",Construction Industry suppliers (CIS)
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Culture & Related Services,ABACUS LIGHTING LTD,14/04/2023,5324562,591.46,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,25/04/2023,5326865,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,25/04/2023,5326865,610.50,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329031,160.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329031,701.35,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329031,85.00,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329032,199.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329032,720.60,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329032,4.20,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329123,80.48,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329123,672.87,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,28/04/2023,5329123,17.00,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,06/04/2023,5320710,12578.80,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,06/04/2023,5320711,9328.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,06/04/2023,5320712,21585.20,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,06/04/2023,5320714,7240.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CAPITAL HRA,Housing,ACCESS & AUTOMATION LTD,21/04/2023,5326971,7320.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,ACCESS INDEPENDENT LIMITED,04/04/2023,5319670,1150.00,0.00,EXPENSES/ALLOWANCES,Suppliers - Social community care/Healthcare
FINANCE AND RESOURCES,Revenue Recharges,ACCESS UK LTD,21/04/2023,5319560,2275.00,0.00,COMMUNICATIONS & COMPUTING,Suppliers - Social community care/Healthcare
FINANCE AND RESOURCES,Revenue Recharges,ACCESS UK LTD,21/04/2023,5319561,9100.00,0.00,COMMUNICATIONS & COMPUTING,Suppliers - Social community care/Healthcare
FINANCE AND RESOURCES,Revenue Recharges,ACCESS UK LTD,21/04/2023,5319562,69209.00,0.00,COMMUNICATIONS & COMPUTING,Suppliers - Social community care/Healthcare
"CAPITAL HOUSING, PLANNING AND ECONOMIC REGENERATION",Education,ACCLAIM CONTRACTS LIMITED,04/04/2023,5320237,3739.12,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,28/04/2023,5327048,4028.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACTION FIRST ASSESSMENTS LTD,06/04/2023,5315353,545.00,0.00,SERVICES/FEES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACTION FOR CHILDREN (CHARITY),18/04/2023,5325152,9250.00,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM GERDING (AG WINDOWS),14/04/2023,5324498,550.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM GERDING (AG WINDOWS),14/04/2023,5324501,550.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,18/04/2023,5325375,1395.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,21/04/2023,5325737,1395.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,21/04/2023,5325742,630.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,21/04/2023,5326923,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,21/04/2023,5326987,1395.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,21/04/2023,5326990,1395.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,21/04/2023,5326991,1395.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,28/04/2023,5325548,520.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,ADDEX GROUP,11/04/2023,5314994,1400.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,ADDISON LEE,18/04/2023,5323396,1428.82,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Vehicles/Transport
ASSISTANT CHIEF EXECUTIVE,Public Health,ADECCO UK LTD,14/04/2023,5322316,1273.30,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
ASSISTANT CHIEF EXECUTIVE,Revenue Recharges,ADECCO UK LTD,14/04/2023,5322316,971.64,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADECCO UK LTD,14/04/2023,5322316,32804.74,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ADECCO UK LTD,14/04/2023,5322316,82733.61,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
COMMISSIONING,Adult Social Care,ADECCO UK LTD,14/04/2023,5322316,1846.80,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
COMMISSIONING,Public Health,ADECCO UK LTD,14/04/2023,5322316,1864.31,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,ADECCO UK LTD,14/04/2023,5322316,846.20,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,ADECCO UK LTD,14/04/2023,5322316,1929.71,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,ADECCO UK LTD,14/04/2023,5322316,2091.92,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,ADECCO UK LTD,14/04/2023,5322316,2282.72,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Central Services,ADECCO UK LTD,14/04/2023,5322316,1107.48,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Revenue Recharges,ADECCO UK LTD,14/04/2023,5322316,10093.78,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Revenue Recharges,ADECCO UK LTD,14/04/2023,5322316,-2191.90,0.00,FEES & CHARGES - SERVICES,Suppliers - Human Resources
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ADECCO UK LTD,14/04/2023,5322316,27849.77,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,ADECCO UK LTD,14/04/2023,5322316,14827.47,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Planning Services,ADECCO UK LTD,14/04/2023,5322316,2403.44,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
ASSISTANT CHIEF EXECUTIVE,Public Health,ADECCO UK LTD,21/04/2023,5324734,1278.90,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
ASSISTANT CHIEF EXECUTIVE,Revenue Recharges,ADECCO UK LTD,21/04/2023,5324734,971.64,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADECCO UK LTD,21/04/2023,5324734,62333.71,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ADECCO UK LTD,21/04/2023,5324734,74914.02,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
COMMISSIONING,Adult Social Care,ADECCO UK LTD,21/04/2023,5324734,923.40,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
COMMISSIONING,Public Health,ADECCO UK LTD,21/04/2023,5324734,1766.87,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,ADECCO UK LTD,21/04/2023,5324734,205.04,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,ADECCO UK LTD,21/04/2023,5324734,2209.47,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,ADECCO UK LTD,21/04/2023,5324734,1809.22,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
