OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,30/01/2024,5430287,1885.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,30/01/2024,5430288,3030.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,02/01/2024,5416912,2550.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,02/01/2024,5419998,900.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,02/01/2024,5416912,1080.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,05/01/2024,5420861,1395.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,09/01/2024,5421389,930.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,09/01/2024,5416779,5940.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,09/01/2024,5416781,6456.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,09/01/2024,5416783,5940.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,09/01/2024,5416900,6240.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,12/01/2024,5423069,5620.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,16/01/2024,5407815,2635.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,16/01/2024,5425138,2380.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,16/01/2024,5424449,1100.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,16/01/2024,5424943,1380.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,16/01/2024,5424944,564.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,16/01/2024,5407815,1116.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,19/01/2024,5425793,1800.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,19/01/2024,5425796,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,19/01/2024,5425797,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,19/01/2024,5425798,2820.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,19/01/2024,5425800,3105.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,19/01/2024,5425812,1170.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427217,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427219,1400.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427254,4050.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427255,2700.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427258,3150.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427260,2700.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427261,1440.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427262,1950.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427263,1950.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427289,1440.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427291,2100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427293,1800.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427295,1080.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427297,504.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427298,1350.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427299,884.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427300,1350.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427301,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427302,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427303,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427304,2100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427305,1950.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427306,1440.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427307,4050.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427308,2850.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427309,2100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427310,2400.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427311,3300.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/01/2024,5427312,4500.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,23/01/2024,5425832,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,23/01/2024,5425833,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430182,3875.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430186,5735.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430241,5735.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430243,13764.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430244,8029.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430246,6882.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430247,5735.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430248,6882.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430250,5735.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430251,5735.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430253,9176.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,AARAV PROPERTIES LIMITED,30/01/2024,5430254,6882.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427567,1070.66,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427569,1042.50,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427570,2164.00,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427572,873.40,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427575,1070.66,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427576,2202.70,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ABA CONSTRUCTION LIMITED,23/01/2024,5427577,2497.00,0.00,GROUNDS REPAIRS & MAINTENANCE,Construction Industry suppliers (CIS)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,19/01/2024,5425644,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,19/01/2024,5425644,781.80,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429260,69.66,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429260,511.30,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429263,122.99,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429263,564.45,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429263,266.10,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429264,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/01/2024,5429264,1025.70,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,30/01/2024,5429504,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,30/01/2024,5429504,867.45,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,30/01/2024,5429505,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,30/01/2024,5429505,861.04,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABILITY HOTELS (SYON PARK) LIMITED T/A HILTON LONDON SYON PARK,02/01/2024,5419859,2538.34,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,09/01/2024,5422060,13335.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,09/01/2024,5422061,9888.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABINGDON HOUSE SCHOOL,09/01/2024,5422062,22341.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AC EDUCATION,30/01/2024,5429851,2500.00,0.00,SERVICES/FEES,Suppliers - Education & Sports
COMMUNITY & STRATEGY,Central Services,ACACIA COMMUNITY CENTRE LIMITED,16/01/2024,5424230,7956.00,0.00,GRANTS AND SUBSCRIPTIONS,External - Grants/Allowances
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,ACCESS INDEPENDENT LIMITED,19/01/2024,5425859,3881.00,0.00,SERVICES/FEES,Suppliers - Social community care/Healthcare
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,ACCESS INDEPENDENT LIMITED,19/01/2024,5425862,551.00,0.00,SERVICES/FEES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACCESS UK LTD,16/01/2024,5422906,7962.62,0.00,OTHER CONTRACTED SERVICES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACCESS UK LTD,23/01/2024,5421877,11117.41,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Social community care/Healthcare
COMMUNITY & STRATEGY,Revenue Recharges,ACCESSABLE,23/01/2024,5422927,500.00,0.00,MISCELLANEOUS EXPENSES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACHIEVING FOR CHILDREN,02/01/2024,5419932,2881.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACHIEVING FOR CHILDREN,09/01/2024,5419296,4704.00,0.00,OTHER LOCAL AUTHORITIES,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424827,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424829,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424833,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424834,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424835,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424836,20000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424837,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,16/01/2024,5424838,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,26/01/2024,5428070,1696.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
COMMUNITY & STRATEGY,Public Health,ACTION ISLEWORTH MOTHERS LTD,19/01/2024,5427218,17110.50,0.00,AGRESSO DEBTORS CONTRIBUTIONS,Suppliers -Public Health
