Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Legal Expenses,WEIGHTMANS,05/05/2023,232.00
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Legal Expenses,WEIGHTMANS,05/05/2023,188.50
Adult Social Care,Community Social Work & Adult Safeguarding,Employees,Staff Training,BIRMINGHAM CITY COUNCIL,05/05/2023,"3,660.00"
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Medical Consultants Fees,Asist Advocacy Services,18/05/2023,117.09
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Medical Consultants Fees,REDACTED PERSONAL INFORMATION,04/05/2023,425.00
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Medical Consultants Fees,HEXCHA LTD,18/05/2023,550.72
Adult Social Care,Community Social Work (Principal Social Worker),Transport-Related Expenditure,Taxi Costs,Ezy Car Ltd,05/05/2023,584.35
Adult Social Care,Community Social Work (Principal Social Worker),Third Party Payments,Other Care Purchasing,Severn Trent Water Ltd,05/05/2023,145.56
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,18/05/2023,142.00
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,18/05/2023,142.00
Adult Social Care,My Options,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,18/05/2023,142.00
Adult Social Care,My Options,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,19/05/2023,"8,968.00"
Adult Social Care,My Options,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,23/05/2023,"-1,900.00"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,11/05/2023,125.22
Adult Social Care,My Options,Supplies & Services,Laundry & Towel Hire,PHS GROUP,10/05/2023,200.01
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,10/05/2023,160.00
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,11/05/2023,"1,255.70"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,"1,511.84"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,23/05/2023,"1,959.98"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,"3,599.20"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,23/05/2023,"3,351.15"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,12/05/2023,365.78
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,23/05/2023,119.60
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,24/05/2023,253.80
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,11/05/2023,253.80
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,11/05/2023,348.15
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Safehands Recruitment,24/05/2023,-253.80
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Safehands Recruitment,11/05/2023,253.80
Adult Social Care,My Options,Supplies & Services,Equipment - Purchase,MEDACO,11/05/2023,253.51
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,23/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,23/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,23/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,622.70
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,622.70
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,415.29
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,279.50
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,287.40
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,11/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,224.41
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,215.55
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,415.29
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,10/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,243.57
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,375.30
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,558.99
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,24/05/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,JN Recruitment,11/05/2023,797.50
Adult Social Care,My Options,Employees,Agency Supply Costs,JN Recruitment,10/05/2023,671.00
Adult Social Care,My Options,Employees,Agency Supply Costs,JN Recruitment,22/05/2023,220.00
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,23/05/2023,"1,969.43"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,23/05/2023,"7,403.79"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,11/05/2023,"1,873.54"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,11/05/2023,399.03
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,11/05/2023,503.30
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,11/05/2023,"3,391.90"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,"4,381.29"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,439.95
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,"1,377.80"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,460.95
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,480.03
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,22/05/2023,370.15
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,22/05/2023,640.68
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,23/05/2023,277.20
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,23/05/2023,313.50
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,146.30
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,685.30
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,429.00
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,"1,332.90"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,"2,377.75"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,947.10
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,"2,378.20"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,"9,701.88"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,554.05
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,831.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,"1,907.68"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,554.40
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,10/05/2023,"1,232.00"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2023,"1,939.10"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2023,"1,682.14"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2023,408.10
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2023,"1,333.63"
Adult Social Care,My Options,Employees,Training Expenses,SHROPSHIRE PARTNERS IN CARE LTD,24/05/2023,231.00
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,10/05/2023,644.40
Adult Social Care,My Options,Supplies & Services,Adult Flexi / Day Care,REDACTED PERSONAL INFORMATION,31/05/2023,"1,732.20"
Adult Social Care,My Options,Supplies & Services,Other Travel,REDACTED PERSONAL INFORMATION,31/05/2023,540.00
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,31/05/2023,230.96
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,26/05/2023,"1,030.40"
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,03/05/2023,"1,030.48"
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,26/05/2023,"1,636.60"
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,03/05/2023,"1,636.64"
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,26/05/2023,856.80
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,03/05/2023,856.80
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,25/05/2023,404.18
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,11/05/2023,"1,435.40"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,10/05/2023,608.50
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,23/05/2023,"1,209.14"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,11/05/2023,"10,445.07"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,23/05/2023,"10,446.00"
Adult Social Care,My Options,Employees,Training Expenses,SHROPSHIRE COUNCIL ,24/05/2023,234.00
Adult Social Care,My Options,Employees,Course Fees,Dulson Training Ltd,11/05/2023,570.80
Adult Social Care,My Options,Supplies & Services,Other Expenses,IRONBRIDGE GORGE MUSEUM TRUST LTD,23/05/2023,300.00
Adult Social Care,My Options,Supplies & Services,Equipment - Purchase,TELFORD TIMBER SUPPLIES,09/05/2023,140.00
Adult Social Care,My Options,Supplies & Services,Equipment - Purchase,TELFORD TIMBER SUPPLIES,09/05/2023,110.00
Adult Social Care,My Options,Supplies & Services,Equipment - Purchase,TELFORD TIMBER SUPPLIES,24/05/2023,252.00
Adult Social Care,My Options,Supplies & Services,Items For Resale,TELFORD TIMBER SUPPLIES,15/05/2023,252.00
Adult Social Care,My Options,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,16/05/2023,"163,428.68"
Adult Social Care,My Options,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,12/05/2023,"4,221.88"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Services,VISS Sign Language Interpreting Service,19/05/2023,390.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford and Wrekin Community Enterprise LTD,12/05/2023,172.80
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford and Wrekin Community Enterprise LTD,04/05/2023,180.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford and Wrekin Community Enterprise LTD,04/05/2023,559.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford Taxi Hire Limited,18/05/2023,800.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford Taxi Hire Limited,04/05/2023,"1,000.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs, Go Carz,18/05/2023,120.40
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs, Go Carz,18/05/2023,102.60
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs, Go Carz,04/05/2023,139.20
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Alert-it Care Alarms,03/05/2023,255.78
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,23/05/2023,130.68
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,11/05/2023,130.68
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Oysta technology Ltd,25/05/2023,"1,101.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Purchase,Oysta technology Ltd,25/05/2023,470.75
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Oysta technology Ltd,25/05/2023,349.70
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Possum Ltd,11/05/2023,895.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SARABEC LIMITED,25/05/2023,"-1,161.75"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SARABEC LIMITED,25/05/2023,"1,151.80"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SARABEC LIMITED,15/05/2023,654.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Sport Equip - Purchase,TEC Services Association C.I.C,25/05/2023,440.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Accora,25/05/2023,"1,775.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Carriage/Delivery Charge,Accora,25/05/2023,165.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,BERWICK CARE EQUIPMENT LTD,30/05/2023,"2,125.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Direct Healthcare Group Limited,26/05/2023,208.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Direct Healthcare Group Limited,26/05/2023,512.30
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,M A Smith Associates,24/05/2023,"1,000.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OSPREY HEALTHCARE LTD,23/05/2023,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OSPREY HEALTHCARE LTD,23/05/2023,112.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OSPREY HEALTHCARE LTD,03/05/2023,175.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OSPREY HEALTHCARE LTD,11/05/2023,271.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OSPREY HEALTHCARE LTD,30/05/2023,274.22
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OSPREY SLING COMPANY LTD,24/05/2023,160.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,18/05/2023,134.93
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,02/05/2023,183.66
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,02/05/2023,117.15
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,25/05/2023,117.15
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,10/05/2023,"1,625.25"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Connected Care Solutions ,25/05/2023,"9,972.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,25/05/2023,142.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,25/05/2023,142.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,10/05/2023,275.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,10/05/2023,559.99
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,10/05/2023,319.22
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,18/05/2023,"1,850.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Agency Supply Costs,Matrix SCM,30/05/2023,"41,356.04"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,18/05/2023,142.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Agency Supply Costs,Matrix SCM,30/05/2023,"41,356.04"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Mobile Phones,EE LTD EQUIPMENT ,19/05/2023,142.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,10/05/2023,230.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,11/05/2023,218.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,31/05/2023,305.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Professional Subs,PAVILION PUBLISHING LTD,10/05/2023,"8,820.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Staff Training,COVENTRY CITY COUNCIL,18/05/2023,"7,894.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Staff Training,Adoptionplus Ltd,10/05/2023,"2,000.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Staff Training,Mercure Telford Centre Hotel,10/05/2023,114.56
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Staff Training,The Attachment Research Community,15/05/2023,249.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Staff Training,SHREWSBURY COLLEGES GROUP,30/05/2023,670.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,30/05/2023,"10,395.67"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,39 Essex Chambers,30/05/2023,500.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Conference Expenses,ADCS,30/05/2023,893.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,NEC Software Solutions UK Ltd,30/05/2023,"2,000.00"
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,R&M -Building Other,E Solutions Ltd,26/05/2023,150.00
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,26/05/2023,-115.00
