Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,03/10/2023,847.28
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,03/10/2023,127.50
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,03/10/2023,127.50
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,03/10/2023,127.50
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,03/10/2023,127.50
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,03/10/2023,182.35
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,FURROWS OF TELFORD,09/10/2023,127.50
"Housing, Employment & Infrastructure",Private Sector Housing & Enforcement,Employees,Agency Supply Costs,G2 Recruitment Solutions,24/10/2023,"1,326.00"
"Housing, Employment & Infrastructure",Private Sector Housing & Enforcement,Employees,Agency Supply Costs,G2 Recruitment Solutions,24/10/2023,"1,258.00"
"Housing, Employment & Infrastructure",Private Sector Housing & Enforcement,Employees,Agency Supply Costs,G2 Recruitment Solutions,30/10/2023,"1,258.00"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,G2 Recruitment Solutions,31/10/2023,"2,405.00"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,G2 Recruitment Solutions,31/10/2023,"2,161.25"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,G2 Recruitment Solutions,31/10/2023,"2,047.50"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,03/10/2023,172.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,03/10/2023,172.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,09/10/2023,320.00
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Engineers Fees,G LLP,31/10/2023,250.00
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Genius Tuition,17/10/2023,"4,000.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Genius Tuition,17/10/2023,"1,495.25"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Genius Tuition,17/10/2023,"4,000.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Genius Tuition,17/10/2023,"4,000.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Genius Tuition,17/10/2023,"5,986.00"
Finance & Human Resources,Human Resources,Supplies & Services,Doctors Fees,Get Medic Ltd,24/10/2023,550.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,Ghekko LTD,17/10/2023,190.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,Ghekko LTD,02/10/2023,300.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,Ghekko LTD,02/10/2023,170.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Equipment - Purchase,G MRM Ltd,03/10/2023,"1,495.00"
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,20/10/2023,"1,030.40"
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Premises-Related Expenditure,Leasehold Rents,GPS Property Shropshire LLP,10/10/2023,700.00
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Premises-Related Expenditure,Leasehold Rents,GPS Property Shropshire LLP,16/10/2023,725.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,G H Ltd,09/10/2023,198.42
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Grange Park Primary School - Community Academies Trust,16/10/2023,"11,200.98"
Adult Social Care,My Options,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/10/2023,248.71
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Equipment - Purchase,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,23/10/2023,251.99
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Sub Contractors,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,16/10/2023,"1,320.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Sub Contractors,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,16/10/2023,"1,694.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Equipment - Purchase,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/10/2023,291.00
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,"11,160.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,"16,600.51"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,100.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,288.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,"12,709.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,"18,517.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"5,640.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"5,494.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"4,820.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"8,126.50"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"3,170.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"4,379.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,040.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,944.44"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,"11,927.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,"14,380.12"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,162.87
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,126.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/10/2023,132.71
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,129.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/10/2023,151.34
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/10/2023,101.24
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,"1,258.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,108.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,296.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,180.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,386.80
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/10/2023,239.99
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,860.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,682.98"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,181.10
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,151.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"1,210.23"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/10/2023,210.91
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,524.52
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,292.98
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,355.66
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,284.40
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,601.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,369.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,634.12
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,138.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,250.80
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,250.80
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,133.66
Prosperity & Investment,Development Management,Premises-Related Expenditure,Planned Repairs,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/10/2023,123.50
Prosperity & Investment,Development Management,Premises-Related Expenditure,Planned Repairs,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,"1,502.00"
Prosperity & Investment,Development Management,Premises-Related Expenditure,Planned Repairs,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,270.00
Prosperity & Investment,Development Management,Premises-Related Expenditure,Planned Repairs,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,"1,200.00"
Prosperity & Investment,Development Management,Premises-Related Expenditure,Planned Repairs,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,677.98
Prosperity & Investment,Development Management,Premises-Related Expenditure,Planned Repairs,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,498.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Insurance Loss Over 250,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,"1,050.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Insurance Loss Over 250,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/10/2023,356.43
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,132.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2023,348.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/10/2023,"2,291.65"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/10/2023,"2,472.05"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/10/2023,"1,020.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/10/2023,"1,505.50"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/10/2023,389.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,206.69
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,513.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,704.16
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,116.40
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,154.95
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/10/2023,269.40
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,924.98
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/10/2023,169.00
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/10/2023,"1,705.41"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,Great Dawley Town Council,10/10/2023,500.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,Great Dawley Town Council,10/10/2023,500.00
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Great Dawley Town Council,04/10/2023,"2,572.80"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Green Assess Telford and Wrekin,09/10/2023,105.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Green Assess Telford and Wrekin,09/10/2023,105.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Green Assess Telford and Wrekin,13/10/2023,105.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Green Assess Telford and Wrekin,13/10/2023,105.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Green Assess Telford and Wrekin,13/10/2023,105.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Green Assess Telford and Wrekin,13/10/2023,105.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,09/10/2023,105.00
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,Electricity,Guinness Sustainable Schools,17/10/2023,522.26
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Supplies & Services,Sport Equip - Purchase,HAGS-SMP LTD,23/10/2023,"5,513.61"
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Capital Expenditure,Payments to Contractor,HAGS-SMP LTD,19/10/2023,"5,513.61"
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Capital Expenditure,Payments to Contractor,HAGS-SMP LTD,19/10/2023,"58,999.99"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),HALESFIELD DAY NURSERY CENTRE,04/10/2023,"2,509.08"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,H Land Management Ltd,31/10/2023,"4,633.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,H Land Management Ltd,31/10/2023,"7,508.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,Handmade Speciality Products Ltd,20/10/2023,400.38
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,Handmade Speciality Products Ltd,24/10/2023,296.26
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Premises-Related Expenditure,Grounds Maintenance - Other,H RIVER MAINTENANCE,17/10/2023,"4,200.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,Harfield Components Ltd,02/10/2023,"1,433.60"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,Harfield Components Ltd,20/10/2023,138.09
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,Harfield Components Ltd,26/10/2023,153.29
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Other Grants (Expenses),Hawk Incentives Ltd ,12/10/2023,"155,484.00"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Other Grants (Expenses),Hawk Incentives Ltd ,13/10/2023,"19,744.00"
"Housing, Employment & Infrastructure",Local Plan,Supplies & Services,Research Surveys,HDH Planning & Development Ltd,19/10/2023,"14,449.00"
Policy & Governance,Organisational Development & Delivery,Employees,Staff Training,Henpicked: Menopause in the Workplace Ltd,12/10/2023,850.00
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Supplies & Services,Other Services,H PETS HOTEL,26/10/2023,"1,506.12"
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Supplies & Services,Other Services,H PETS HOTEL,26/10/2023,-425.00
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),HOLLINSWOOD & RANDLAY PARISH COUNCIL,17/10/2023,"2,436.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,H Tree Care Ltd,31/10/2023,850.00
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Services,HONEYBUNS NURSERIES,20/10/2023,540.04
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Consultancy,Horizons Consultants Ltd,13/10/2023,"1,250.00"
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Green Waste,Hough Green Garage Ltd,23/10/2023,461.00
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M - Mechanical,Hutchison Technologies Ltd.,11/10/2023,200.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,HYDRO-TECH ENVIRONMENTAL LLP,09/10/2023,380.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,HYDRO-TECH ENVIRONMENTAL LLP,09/10/2023,240.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,HYDRO-TECH ENVIRONMENTAL LLP,09/10/2023,390.00
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,ICTn Limited,16/10/2023,"2,558.34"
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Third Party Payments,Contractor Recharge,Id verde,30/10/2023,"493,558.02"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,Id verde,13/10/2023,139.94
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,Id verde,13/10/2023,129.94
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),IDOX SOFTWARE LTD,17/10/2023,"6,550.00"
Adult Social Care,"Commissioning, Procurement & Brokerage",Supplies & Services,Registration / Licence Fees,iESE Innovation Ltd,16/10/2023,"15,750.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,13/10/2023,582.56
Policy & Governance,Governance & Legal Services,Supplies & Services,Printing - Other,IMPACT MAIL & PRINT LTD,20/10/2023,231.42
Prosperity & Investment,Development Management,Supplies & Services,Administrative/Office Supplies,Impact Test Equipment Ltd,31/10/2023,180.00
Finance & Human Resources,Revenues,Supplies & Services,Consultancy,Inform CPI Ltd,10/10/2023,350.00
Finance & Human Resources,Revenues,Supplies & Services,Consultancy,Inform CPI Ltd,16/10/2023,750.00
Finance & Human Resources,Revenues,Supplies & Services,Consultancy,Inform CPI Ltd,20/10/2023,"2,300.00"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Publications,Totally Branded,31/10/2023,925.00
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Employees,Training Expenses,INSTITUTE OF HIGHWAYS ENGINEERS,18/10/2023,900.00
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Staff Training,INSTITUTE OF SWIMMING ,25/10/2023,425.00
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Staff Training,INSTITUTE OF SWIMMING ,20/10/2023,425.00
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Staff Training,INSTITUTE OF SWIMMING ,20/10/2023,850.00
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Consultancy,Involved Social Impact Projects Ltd,13/10/2023,"2,125.00"
Finance & Human Resources,Revenues,Employees,Course Fees,IRRV,16/10/2023,215.00
Adult Social Care,ASC Directorate,Supplies & Services,Subscriptions,Islington Council,23/10/2023,918.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Subscriptions,Islington Council,23/10/2023,919.00
Prosperity & Investment,Development Management,Employees,Staff Training,Ivy Legal Limited,09/10/2023,"2,500.00"
Prosperity & Investment,Development Management,Employees,Staff Training,Ivy Legal Limited,25/10/2023,195.00
Prosperity & Investment,Development Management,Employees,Staff Training,Ivy Legal Limited,25/10/2023,195.00
Prosperity & Investment,Development Management,Employees,Staff Training,Ivy Legal Limited,25/10/2023,195.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Other Services,IZEN Energy Systems,06/10/2023,"3,038.21"
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Premises-Related Expenditure,Grounds Maintenance - Other,J M Ltd,13/10/2023,700.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Equipment - Purchase,J P L LTD,20/10/2023,202.13
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,09/10/2023,"1,638.37"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,09/10/2023,247.67
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,05/10/2023,183.60
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,20/10/2023,288.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,09/10/2023,111.50
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,09/10/2023,161.50
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,20/10/2023,381.50
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Capital Expenditure,Payments to Contractor,Jalving Potatoes UK Ltd,11/10/2023,"1,875.34"
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Premises-Related Expenditure,Grounds Maintenance - Other,J L & SONS LTD,30/10/2023,169.74
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,02/10/2023,237.53
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,146.56
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,03/10/2023,230.96
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,09/10/2023,"3,111.46"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,169.24
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,169.24
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,463.08
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,133.42
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,168.20
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,139.76
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,297.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,219.82
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,405.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/10/2023,207.32
