OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI
Staffordshire County Council,Adoption Support Fund,Abacus Psychology Ltd,26/02/2024,1575.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Speech and Language/O Therapy,Abacus Psychology Ltd,19/02/2024,1800.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cedars Short Stay School,ABC Coaches (2002) Ltd,28/02/2024,5303.74,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MOOR Child in Care/Care Leaver,ABC Coaches (2002) Ltd,28/02/2024,750.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,NEW Child in Care/Care Leavers,ABC Coaches (2002) Ltd,28/02/2024,1296.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stat-OOC transport,Abdul Mojid TA Abduls Private Hire,28/02/2024,1365.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,USAC Programme,Above N Beyond Limited,05/02/2024,13500.00,Contribution to from Reserves,Contribution to from Reserves,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,VS Cont Migration,Above N Beyond Limited,28/02/2024,6300.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,VS Cont Migration,Above N Beyond Limited,12/02/2024,1512.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,VS Cont Migration,Above N Beyond Limited,09/02/2024,1728.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford Invoice Led Older Peo,Acadia Support Services LTD,07/02/2024,5237.45,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford Invoice Led Phys Disa,Acadia Support Services LTD,06/02/2024,550.45,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Accalia Care Services Ltd,26/02/2024,21957.14,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Accalia Care Services Ltd,26/02/2024,28523.58,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cannock MH Team U65,Access Hope Ltd,12/02/2024,3842.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cannock MH Team U65,Access Hope Ltd,26/02/2024,3842.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs MH Team U65,Access Hope Ltd,12/02/2024,3580.50,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs MH Team U65,Access Hope Ltd,26/02/2024,3580.50,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,12/02/2024,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,26/02/2024,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Careervision,Access UK Ltd,29/02/2024,2160.00,Computer Support Charges,Computer Support Charges,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Get Started and Grow,Accounting Insight Ltd,27/02/2024,960.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,12/02/2024,1411.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,12/02/2024,867.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,12/02/2024,771.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,26/02/2024,3614.26,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,26/02/2024,924.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,26/02/2024,1411.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,26/02/2024,1518.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,26/02/2024,1295.48,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,26/02/2024,3463.72,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands LD Team,Achieve Together Ltd,12/02/2024,1291.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,12/02/2024,1657.18,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,12/02/2024,1526.92,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,26/02/2024,1657.18,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,26/02/2024,1526.92,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,26/02/2024,1382.44,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,S Staffs LD Team,Achieve Together Ltd,26/02/2024,2073.14,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Achieve Together Ltd,12/02/2024,1335.84,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Achieve Together Ltd,26/02/2024,1335.84,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,33867.82,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,27289.20,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,25237.57,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,20187.68,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,20187.68,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,20187.68,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,90916.51,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,16112.14,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,49556.73,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,485318.80,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,02/02/2024,756718.87,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,1426078.57,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,09/02/2024,28707.10,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,09/02/2024,24280.88,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,26410.52,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,29748.33,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,30479.51,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,16/02/2024,15636.85,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Acorn Care & Education Ltd Sales,26/02/2024,17000.47,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,ACORN FOSTERING SERVICES LTD,26/02/2024,3090.58,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Bridge Short Stay School,Acorn Taxis Ltd,29/02/2024,35541.07,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,TAM Child in Care/Care Leavers,Acorn Taxis Ltd,29/02/2024,2879.76,S17 CONTACT,S17 CONTACT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Multiply Adult Numeracy Prog,Acorn Training Ltd,06/02/2024,11704.97,Courses,Courses,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,ACPAS LTD,22/02/2024,889.20,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,ACPAS LTD,22/02/2024,889.20,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cann OP Team 1,Action Deafness,12/02/2024,971.04,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cann OP Team 1,Action Deafness,26/02/2024,971.04,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,12/02/2024,575.52,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,12/02/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,26/02/2024,523.20,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,26/02/2024,575.52,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,26/02/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,12/02/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,12/02/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,26/02/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,26/02/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,12/02/2024,889.44,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,26/02/2024,889.44,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,26/02/2024,1680.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,1680.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,1680.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,2520.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,07/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,14/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,14/02/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
