OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI
Staffordshire County Council,Loxley Hall School,A Matthews Travel,19/01/2024,1837.76,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Local Svc & Community Transprt,A Moore T/A Staffs Border Travel,30/01/2024,2494.13,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,A Ratcliffe,12/01/2024,1002.38,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,A RIDSDALE SMITH,12/01/2024,1202.86,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,A SCOTT,12/01/2024,2044.86,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,A SHAW-MATTHEWS,12/01/2024,1082.58,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,A Star Taxis,26/01/2024,1600.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,A Star Transport Midlands Ltd,05/01/2024,5310.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,A Star Transport Midlands Ltd,19/01/2024,4720.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,A WOODS,11/01/2024,1376.12,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,A WOODS,26/01/2024,1376.12,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,0927 Burton Library Riverside ,A.E.Chapman and Company (Old Hill) Ltd,17/01/2024,712.80,Service/Test Hearing Aid Loops,Service/Test Hearing Aid Loops,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Castle House (The Hub),A.E.Chapman and Company (Old Hill) Ltd,17/01/2024,548.40,Service/Test Hearing Aid Loops,Service/Test Hearing Aid Loops,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lymedale Business Centre,A.E.Chapman and Company (Old Hill) Ltd,17/01/2024,571.20,Service/Test Hearing Aid Loops,Service/Test Hearing Aid Loops,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,A.E.Chapman and Company (Old Hill) Ltd,17/01/2024,7246.80,Service/Test Hearing Aid Loops,Service/Test Hearing Aid Loops,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Local Svc & Community Transprt,A1 Embassy Taxis Stoke Ltd,29/01/2024,13482.74,Other Income,Other Income,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Wightwick Hall School,A1 Taxis,30/01/2024,1360.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Sherbrook Primary School,A1 Wolves Taxis,26/01/2024,35327.75,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cicely Haughton School,A2B Airport Travel,19/01/2024,2343.04,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,A2B Airport Travel,12/01/2024,880.00,Rental of Vehicles,Rental of Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Abacus Fostering LTD,29/01/2024,3519.29,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Abacus Fostering LTD,29/01/2024,6215.13,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Abacus Fostering LTD,29/01/2024,10101.02,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Abacus Fostering LTD,29/01/2024,6089.08,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,ABACUS PRE SCHOOL LICHFIELD,12/01/2024,3052.08,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ABACUS PRE SCHOOL LICHFIELD,12/01/2024,6476.87,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,TAM Assess & Staying Together,Abacus Psychology Ltd,05/01/2024,771.60,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adoption Support Fund,Abacus Psychology Ltd,05/01/2024,840.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adoption Support Fund,Abacus Psychology Ltd,05/01/2024,1050.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adoption Support Fund,Abacus Psychology Ltd,11/01/2024,1875.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adoption Support Fund,Abacus Psychology Ltd,11/01/2024,2130.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Speech and Language/O Therapy,Abacus Psychology Ltd,17/01/2024,2250.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Speech and Language/O Therapy,Abacus Psychology Ltd,26/01/2024,1260.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MOOR Child in Care/Care Leaver,ABC Coaches (2002) Ltd,19/01/2024,960.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,NEW Child in Care/Care Leavers,ABC Coaches (2002) Ltd,19/01/2024,1152.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stat-OOC transport,ABC Coaches (2002) Ltd,19/01/2024,3268.98,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,ABC DAY NURSERY,12/01/2024,934.31,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ABC DAY NURSERY,12/01/2024,7395.77,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,ABC Early Learning & Childcare Cent,12/01/2024,842.58,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,ABC Early Learning & Childcare Cent,12/01/2024,6332.97,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ABC Early Learning & Childcare Cent,12/01/2024,21434.87,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Turnaround Programme,ABC Tutoring,16/01/2024,600.00,CPF-Grants to Other Vol Bodies,CPF-Grants to Other Vol Bodies,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,Abellio Corporate Travel,12/01/2024,6437.00,Home School Tickets,Home School Tickets,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,USAC Programme,Above N Beyond Limited,09/01/2024,2629.10,Contribution to from Reserves,Contribution to from Reserves,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,USAC Programme,Above N Beyond Limited,11/01/2024,13500.00,Contribution to from Reserves,Contribution to from Reserves,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,USAC Programme,Above N Beyond Limited,26/01/2024,2629.10,Contribution to from Reserves,Contribution to from Reserves,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Leaving Care Team,Above N Beyond Limited,22/01/2024,1493.95,UASC's - No public funding,UASC's - No public funding,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Leaving Care Team,Above N Beyond Limited,26/01/2024,979.93,UASC's - No public funding,UASC's - No public funding,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,COVID19 Workforce R&R Fund,ACACIA TRAINING LTD,03/01/2024,1200.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford Invoice Led Older Peo,Acadia Support Services LTD,19/01/2024,5046.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford Invoice Led Phys Disa,Acadia Support Services LTD,17/01/2024,790.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Accalia Care Services Ltd,29/01/2024,23471.43,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,15/01/2024,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs MH Team U65,Access Hope Ltd,15/01/2024,3580.50,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cannock MH Team U65,Access Hope Ltd,15/01/2024,3842.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,29/01/2024,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs MH Team U65,Access Hope Ltd,29/01/2024,3580.50,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cannock MH Team U65,Access Hope Ltd,29/01/2024,3842.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Contact Centre,ACCESS INDEPENDENT LTD,26/01/2024,687.60,Other contribs to provisions,Other contribs to provisions,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Contact Centre,ACCESS INDEPENDENT LTD,11/01/2024,567.60,Other contribs to provisions,Other contribs to provisions,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Achieve Inspire and Motivate CIC,24/01/2024,723.36, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,15/01/2024,2115.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,15/01/2024,1657.18,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,15/01/2024,1422.46,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,15/01/2024,833.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,15/01/2024,1526.92,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,15/01/2024,1411.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,15/01/2024,1518.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands LD Team,Achieve Together Ltd,15/01/2024,1291.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,15/01/2024,771.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Achieve Together Ltd,15/01/2024,1335.84,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,29/01/2024,1501.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,29/01/2024,1657.18,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,29/01/2024,1526.92,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,29/01/2024,1411.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,29/01/2024,50279.88,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Achieve Together Ltd,29/01/2024,1335.84,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HAF Christmas,Achieving Goalz and Dreamz,30/01/2024,3895.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HAF Christmas,Achieving Goalz and Dreamz,30/01/2024,2153.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,03/01/2024,26053.51,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,12/01/2024,26005.97,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,801.40,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,741.15,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,592.85,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,592.85,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,592.85,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,533.02,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,596.50,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,533.02,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,1253.95,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,681.30,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,829.61,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,613.80,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,829.61,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,29/01/2024,862.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,26/01/2024,1443.40,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,30/01/2024,10139.94,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,30/01/2024,15560.44,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,11/01/2024,28707.10,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,11/01/2024,24280.88,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,TAM Child in Care/Care Leavers,Acorn Taxis Ltd,29/01/2024,1940.54,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Bridge Short Stay School,Acorn Taxis Ltd,29/01/2024,31806.32,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cann OP Team 1,Action Deafness,15/01/2024,971.04,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,15/01/2024,523.20,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,15/01/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,15/01/2024,575.52,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,15/01/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,15/01/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cann OP Team 1,Action Deafness,29/01/2024,971.04,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,29/01/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,29/01/2024,889.44,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,29/01/2024,575.52,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,29/01/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newc OP - South,Action Deafness,29/01/2024,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,18/01/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,18/01/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,18/01/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,2520.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,2100.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,1260.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,840.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Action First Assessments Ltd,11/01/2024,2100.00,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  
