OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,Home to school transport-main,24x7 (Staffordshire) Ltd,28/07/2023,204957.24,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,MOOR Assess & Staying Together,3 Angels Complex Care Services Ltd,05/07/2023,9000.00,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,MOOR Assess & Staying Together,3 Angels Complex Care Services Ltd,17/07/2023,6480.00,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,3 Angels Complex Care Services Ltd,04/07/2023,1500.00,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,3 Angels Complex Care Services Ltd,17/07/2023,1500.00,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,3 Angels Complex Care Services Ltd,31/07/2023,1500.00,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,31ten Consulting Limited,20/07/2023,15656.40,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,31ten Consulting Limited,28/07/2023,15655.20,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Improving Practice,3PB Barristers (Chambers Account),07/07/2023,1200.00,Legal Costs and Stamp Duty,Legal Costs and Stamp Duty,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Improving Practice,3PB Barristers (Chambers Account),07/07/2023,1200.00,Legal Costs and Stamp Duty,Legal Costs and Stamp Duty,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,5 TEN CONTRACTS LTD,04/07/2023,93880.31,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Child in Care/Care Leavers,5 TEN CONTRACTS LTD,19/07/2023,1308.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Child in Care/Care Leavers,5 TEN CONTRACTS LTD,19/07/2023,2354.40,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,TAM Child in Care/Care Leavers,5 TEN CONTRACTS LTD,31/07/2023,1458.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Carematch External,535 High Lane,12/07/2023,600.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,57 Cars Ltd,28/07/2023,116903.40,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Country Parks Team,A & J Designs (Staffs) Ltd,11/07/2023,1185.30,Uniforms,Uniforms,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,A & K TRAVEL,04/07/2023,19855.74,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,A & K TRAVEL,31/07/2023,22519.44,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,A Bailey,17/07/2023,837.33,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,A Cars,14/07/2023,4026.40,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,A D RUTTER,28/07/2023,2551.40,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,A DAVIES-HILL,17/07/2023,536.19,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Rights of Way,A J PHILPOTT & SONS LTD,27/07/2023,599.10,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,A M Horobin,17/07/2023,528.84,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Loxley Hall School,A Matthews Travel,27/07/2023,2302.80,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Carematch External,A Million Dreams,14/07/2023,790.00,S17-CHILD MINDING,S17-CHILD MINDING,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Local Svc & Community Transprt,A Moore T/A Staffs Border Travel,31/07/2023,2745.16,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffordshire History Centre,A R Manley and Son Limited,24/07/2023,4729.20,Furniture/Equip Purchase,Furniture/Equip Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,A Ratcliffe,17/07/2023,965.87,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workforce Wellbeing Strategy,A Rose,25/07/2023,1100.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,A SCOTT,17/07/2023,2644.20,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,A SCOTT,17/07/2023,1072.37,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,A WOODS,07/07/2023,1376.12,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,A WOODS,21/07/2023,1376.12,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cedars Short Stay School,A1 Embassy Taxis Stoke Ltd,28/07/2023,24235.74,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Child in Care/Care Leaver,A1 Embassy Taxis Stoke Ltd,19/07/2023,11106.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,A1 Wolves Taxis,28/07/2023,40624.14,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cicely Haughton School,A2B Airport Travel,28/07/2023,3464.59,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,A2B Airport Travel,20/07/2023,1210.00,Rental of Vehicles,Rental of Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Abacus Fostering LTD,24/07/2023,3519.30,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Abacus Fostering LTD,24/07/2023,6215.15,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ABACUS NURSERY,17/07/2023,8383.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,ABACUS NURSERY,17/07/2023,3759.19,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ABACUS PRE SCHOOL LICHFIELD,17/07/2023,4896.45,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,ABACUS PRE SCHOOL LICHFIELD,17/07/2023,2918.62,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adoption Support Fund,Abacus Psychology Ltd,14/07/2023,616.50,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Abbey School,17/07/2023,1084.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Child in Care/Care Leaver,ABC Coaches (2002) Ltd,27/07/2023,720.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,ABC Coaches (2002) Ltd,28/07/2023,6298.80,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ABC DAY NURSERY,17/07/2023,4451.07,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ABC Early Learning & Childcare Cent,17/07/2023,34623.98,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,ABC Early Learning & Childcare Cent,17/07/2023,3839.49,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,ABC Taxis,28/07/2023,1600.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Abdul Mojid TA Abduls Private Hire,28/07/2023,2141.46,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,14/07/2023,1220.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,14/07/2023,1373.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,14/07/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,14/07/2023,1220.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,14/07/2023,1220.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,27/07/2023,1220.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,27/07/2023,1220.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,27/07/2023,981.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,27/07/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,27/07/2023,1220.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Older Peop,Ability Healthcare Cannock LTD,27/07/2023,610.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Leaving Care Team,Ability Smart Ltd,28/07/2023,2462.40,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Leaving Care Team,Above N Beyond Limited,26/07/2023,2467.58,Prev Supp Prov Pmt For < 18,Prev Supp Prov Pmt For < 18,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Above N Beyond Limited,21/07/2023,706.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Central & Engagement,AC Education,06/07/2023,16320.00,Training Resources,Training Resources,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ACADEMY EARLY YEARS CHILDCARE LTD,17/07/2023,8554.65,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,ACADEMY EARLY YEARS CHILDCARE LTD,17/07/2023,1105.65,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Phys Disa,Acadia Support Services LTD,07/07/2023,545.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Invoice Led Older Pe,Acadia Support Services LTD,07/07/2023,981.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Older Peo,Acadia Support Services LTD,18/07/2023,5242.90,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Accalia Care Services Ltd,24/07/2023,23471.43,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,03/07/2023,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,17/07/2023,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Access Hope Ltd,31/07/2023,4299.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Concessionary Fare Schemes,ACCESS INDEPENDENT LTD,28/07/2023,522.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Concessionary Fare Schemes,ACCESS INDEPENDENT LTD,25/07/2023,504.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Get Started and Grow,Accounting Insight Ltd,21/07/2023,1008.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Achieve Inspire and Motivate CIC,05/07/2023,1205.60, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Achieve Inspire and Motivate CIC,31/07/2023,964.48, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,03/07/2023,1500.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,03/07/2023,1371.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,03/07/2023,4232.49,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,03/07/2023,1444.88,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,17/07/2023,1500.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,17/07/2023,1371.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,17/07/2023,2318.54,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,17/07/2023,1444.88,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,31/07/2023,1824.42,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,31/07/2023,1500.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Achieve Together Ltd,31/07/2023,1371.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Achieve Together Ltd,31/07/2023,1444.88,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HAF Summer 2022,Achieving Goalz and Dreamz,04/07/2023,12180.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,693381.41,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,16006.67,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,27653.67,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,70823.67,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,07/07/2023,1407386.48,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,17998.44,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,48113.33,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,18472.33,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,24/07/2023,563843.75,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,134546.74,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,04/07/2023,100352.84,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,10/07/2023,27217.15,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,24/07/2023,15642.86,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,11/07/2023,9716.43,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,11/07/2023,27857.18,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,06/07/2023,1198.52,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,06/07/2023,2397.04,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,06/07/2023,1797.78,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,06/07/2023,599.26,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,06/07/2023,2996.30,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,27/07/2023,14228.26,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,28/07/2023,10557.60,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Acorn Care & Education Ltd,28/07/2023,18106.78,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Acorn Care & Education Ltd Sales,24/07/2023,3775.72,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Acorn Care & Education Ltd Sales,24/07/2023,21196.19,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,ACORN FOSTERING SERVICES LTD,24/07/2023,3648.61,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Kettlebrook Short Stay School,Acorn Taxis Ltd,28/07/2023,32934.11,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,The Alders,Acorn Taxis Ltd,17/07/2023,524.83,Other Travel,Other Travel,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ESFA Community Learning,Acorn Training Ltd,13/07/2023,10072.00,Courses,Courses,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,03/07/2023,837.12,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Action Deafness,03/07/2023,1805.04,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,03/07/2023,2825.28,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,03/07/2023,2825.28,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,17/07/2023,837.12,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Action Deafness,17/07/2023,575.52,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,OP Well Being - Stafford,Action Deafness,17/07/2023,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,17/07/2023,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Action Deafness,31/07/2023,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Sth Staffs OP Team 1,Action Deafness,31/07/2023,837.12,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
