OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,Nursery Education Grant,Adventure Farm Day Nursery Ltd,12/05/2023,19012.25,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Loxley Hall School,Aero Executive (Midlands) Ltd,30/05/2023,7787.76,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Assess & Staying Together,AEROBRIGHTS TAXIS,10/05/2023,1145.29,Public Transport Other,Public Transport Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Assess & Staying Together,AEROBRIGHTS TAXIS,10/05/2023,1502.81,Public Transport Other,Public Transport Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Assess & Staying Together,AEROBRIGHTS TAXIS,10/05/2023,1364.88,Public Transport Other,Public Transport Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Assess & Staying Together,AEROBRIGHTS TAXIS,10/05/2023,693.60,Public Transport Other,Public Transport Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LICH Child in Care/Care Leaver,AEROBRIGHTS TAXIS,03/05/2023,530.10,LC Travel Education & Training,LC Travel Education & Training,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LICH Child in Care/Care Leaver,AEROBRIGHTS TAXIS,26/05/2023,698.68,LC Travel Education & Training,LC Travel Education & Training,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Assess & Staying Together,AEROBRIGHTS TAXIS,19/05/2023,1096.58,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ES Assess & Staying Together,AEROBRIGHTS TAXIS,26/05/2023,1091.90,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Assess & Staying Together,AEROBRIGHTS TAXIS,15/05/2023,519.16,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,03/05/2023,1243.20,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,03/05/2023,1243.20,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,04/05/2023,1243.20,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,05/05/2023,720.00,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,31/05/2023,1324.80,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,30/05/2023,1198.80,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Spot Hire,AFFORD RENT A CAR,22/05/2023,1243.20,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Older Peo,AGE CONCERN STAFFORD & DIST,25/05/2023,18753.56,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Older Peo,AGE CONCERN STAFFORD & DIST,25/05/2023,3750.36,Rental of Vehicles,Rental of Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Concessionary Fare Schemes,Aimee's Travel,16/05/2023,10941.00,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Public Transp Support & Co-ord,Aimee's Travel,26/05/2023,25023.96,Manned Transport - Hire,Manned Transport - Hire,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Meadows School,Aimee's Travel,26/05/2023,2057.16,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,AIRPORT CARS LICHFIELD,26/05/2023,1341.60,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,AJS Passenger Travel,26/05/2023,8169.22,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Child in Care/Care Leaver,Aldridge & Barons Ltd,09/05/2023,3366.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Child in Care/Care Leaver,Aldridge & Barons Ltd,09/05/2023,3267.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,Aldridge & Barons Ltd,26/05/2023,3630.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Aldridge & Barons Ltd,26/05/2023,813.75,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Aldridge & Barons Ltd,26/05/2023,922.25,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Aldridge & Barons Ltd,26/05/2023,1247.75,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Aldridge & Barons Ltd,26/05/2023,542.50,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Ali Deez Cars,26/05/2023,1899.60,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Alison Skipper,12/05/2023,1799.53,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,All Saints C.E.  Primary School,03/05/2023,21598.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,All Saints C.E. Primary School,03/05/2023,54827.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,All Saints' CE (A) First Sch,12/05/2023,11541.08,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,"All Saints CE First School, Church Leigh",03/05/2023,2056.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,"All Saints CE First School, Church Leigh",18/05/2023,1645.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,All Saints' CE Primary School,12/05/2023,2836.86,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,All Saints CofE Academy Denstone,12/05/2023,750.00,Grants to schools,Grants to schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,All Saints CofE Academy Denstone,18/05/2023,4935.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ALL SAINTS KIDS CLUB,12/05/2023,550.88,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,All Ways Private Hire,26/05/2023,15436.44,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,ALLEYNES ACADEMY,03/05/2023,132946.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,ALLEYNES ACADEMY,18/05/2023,4378.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Rowan Contract,,15/05/2023,10582.19,COMM CARE DIRECT PAYMENTS,COMM CARE DIRECT PAYMENTS,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,03/05/2023,5024.98,Petrol & Oil,Petrol & Oil,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,10/05/2023,5945.31,Petrol & Oil,Petrol & Oil,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,25/05/2023,4351.87,Petrol & Oil,Petrol & Oil,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,31/05/2023,4954.79,Petrol & Oil,Petrol & Oil,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,31/05/2023,4426.29,Petrol & Oil,Petrol & Oil,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,ALMAR CABS LTD,26/05/2023,56378.63,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,ALMAR CABS LTD,26/05/2023,25160.66,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Alpha Biolabs,04/05/2023,852.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Alpha Biolabs,11/05/2023,1860.36,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Alpha Biolabs,18/05/2023,1344.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Loxley Hall School,Alpha Transport,26/05/2023,1662.10,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Alsagers Bank Primary Academy,03/05/2023,27237.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Design & Technology Team,ALT SAWS AND SPARES LTD,22/05/2023,564.34,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Amanda Day,12/05/2023,1101.75,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Central & Approval,,26/05/2023,752.00,Fostering Special Guardianship,Fostering Special Guardianship,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,Amar Yaqub T/A Direct Travel Stoke LTD,02/05/2023,11694.65,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,Amar Yaqub T/A Direct Travel Stoke LTD,26/05/2023,6242.89,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Property Rationalisation MTFS,AmbiSpace Limited,25/05/2023,4746.00,Ext Fees Construction,Ext Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Indirect Cost/Overhead,AMEY LG LTD,16/05/2023,6652769.83,Gen highway Maint bud only,Gen highway Maint bud only,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,AMINGTON & DISTRICT PRE SCHOOL,12/05/2023,1335.77,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,AMINGTON & DISTRICT PRE SCHOOL,12/05/2023,750.00,Grants to schools,Grants to schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffordshire Wood Fuel,AMP Clean Energy,16/05/2023,1895.51,Wood Chip,Wood Chip,http://opendatacommunities.org/id/county-council/staffordshire  ,
