Date Transaction Added,Beneficiary,Merchant Categories,Department,Purpose of Expenditure,Trans No,Net Amount
29/04/2024,BT - Openreach,ICT - Telecommunications - Telecommunication Engineers,Planning & Transportation,Capital Expenditure,2399736,"2,637.50"
02/05/2024,BT - Openreach,ICT - Telecommunications - Telecommunication Engineers,Planning & Transportation,Capital Expenditure,2400335,"55,903.38"
18/06/2024,Fulwood Roofing Services (Northern) Limited,Building Construction - Services - Roofing,Planning & Transportation,Capital Expenditure,31962708,756.05
16/04/2024,Jones Lighting Limited,Highways Equipment - Lighting Products,Planning & Transportation,Capital Expenditure,31946482,"71,474.75"
14/05/2024,Jones Lighting Limited,Highways Equipment - Lighting Products,Planning & Transportation,Capital Expenditure,31953865,"16,790.85"
10/06/2024,Jones Lighting Limited,Highways Equipment - Lighting Products,Planning & Transportation,Capital Expenditure,31960322,"8,027.17"
12/04/2024,Lambros Paving Contractors Ltd,"Highway Equipment - Footpaths, Paving & Kerbstones",Planning & Transportation,Capital Expenditure,2399771,"172,576.27"
12/04/2024,Lambros Paving Contractors Ltd,"Highway Equipment - Footpaths, Paving & Kerbstones",Planning & Transportation,Capital Expenditure,2399771,"142,374.56"
21/05/2024,Lambros Paving Contractors Ltd,"Highway Equipment - Footpaths, Paving & Kerbstones",Planning & Transportation,Capital Expenditure,2401152,"401,446.94"
21/05/2024,Lambros Paving Contractors Ltd,"Highway Equipment - Footpaths, Paving & Kerbstones",Planning & Transportation,Capital Expenditure,2401152,"181,908.52"
16/04/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Capital Expenditure,31946614,"1,264.45"
14/05/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Capital Expenditure,31954072,"1,250.00"
04/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Capital Expenditure,31959716,"22,644.88"
15/04/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,524202,"55,210.00"
02/05/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,525918,"15,725.00"
14/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529791,"39,797.16"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529913,"48,406.89"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529915,"9,222.07"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529921,"14,471.70"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529922,"9,945.24"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529923,"18,089.62"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529924,"23,205.56"
17/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,529926,"33,150.80"
15/04/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,2399732,"2,875.00"
15/04/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,2399735,877.86
16/04/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,2399796,"4,273.89"
08/05/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,2400600,"1,126.50"
05/06/2024,Mott McDonald Limited,Consultancy - Construction,Planning & Transportation,Capital Expenditure,2401581,"40,440.09"
10/04/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31945750,"385,403.32"
10/04/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31945752,"1,259.16"
10/04/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31945753,"3,410.04"
24/05/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31957318,"1,804.76"
24/05/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31957319,"32,645.18"
24/05/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31957322,"27,057.41"
24/05/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31957323,574.69
24/05/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31957324,692.58
24/05/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31957325,"12,466.86"
19/06/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31962858,"1,400.63"
19/06/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31962859,"26,315.98"
19/06/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31962860,"12,543.80"
19/06/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31962861,"45,032.74"
25/06/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31964272,"351,105.59"
28/06/2024,Tarmac Trading Limited,Highways - Street Lighting,Planning & Transportation,Capital Expenditure,31965920,"152,384.83"
25/04/2024,Yunex Limited T/a Yunex Traffic,Building Construction -  Property Services,Planning & Transportation,Capital Expenditure,2400174,520.00
25/04/2024,Yunex Limited T/a Yunex Traffic,Building Construction -  Property Services,Planning & Transportation,Capital Expenditure,2400175,"2,140.00"
17/05/2024,Yunex Limited T/a Yunex Traffic,Building Construction -  Property Services,Planning & Transportation,Capital Expenditure,2401032,"50,216.64"
04/06/2024,Yunex Limited T/a Yunex Traffic,Building Construction -  Property Services,Planning & Transportation,Capital Expenditure,2401459,"50,683.82"
28/06/2024,Yunex Limited T/a Yunex Traffic,Building Construction -  Property Services,Planning & Transportation,Capital Expenditure,2402512,"34,214.46"
28/06/2024,Yunex Limited T/a Yunex Traffic,Building Construction -  Property Services,Planning & Transportation,Capital Expenditure,2402524,"2,471.00"
08/05/2024,FAUN Zoeller (UK) Ltd,Vehicles - Maintenance - Garage Services,Planning & Transportation,Capital Expenditure,2400589,"199,976.00"
05/06/2024,FAUN Zoeller (UK) Ltd,Vehicles - Maintenance - Garage Services,Planning & Transportation,Capital Expenditure,2401441,"199,976.00"
19/06/2024,FAUN Zoeller (UK) Ltd,Vehicles - Maintenance - Garage Services,Planning & Transportation,Capital Expenditure,2402148,"199,976.00"
20/06/2024,FAUN Zoeller (UK) Ltd,Vehicles - Maintenance - Garage Services,Planning & Transportation,Capital Expenditure,2402160,"199,976.00"
03/06/2024,FAUN Zoeller (UK) Ltd,Vehicles - Maintenance - Garage Services,Planning & Transportation,Capital Expenditure,31959407,505.00
03/06/2024,FAUN Zoeller (UK) Ltd,Vehicles - Maintenance - Garage Services,Planning & Transportation,Capital Expenditure,31959408,505.00
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"1,775.33"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"1,842.32"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"1,895.58"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"1,947.11"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"1,953.25"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"2,019.46"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"2,025.88"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"2,093.85"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31961371,"2,224.83"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,774.37
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,689.75"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,753.83"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,851.13"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,851.13"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,857.12"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,895.58"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,936.01"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"1,953.25"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"2,011.13"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"2,019.46"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31964057,"2,231.08"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,156.04"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,664.55"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,758.08"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,847.92"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,851.13"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,929.48"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"1,953.25"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"2,045.18"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"2,231.08"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Planning & Transportation,Non HBC Agency Staff,31965034,"2,342.91"
18/06/2024,Stillwater Associates Limited,Professional & Advisory Services,Planning & Transportation,Capital Expenditure,529966,"1,200.00"
08/04/2024,Bucher Municipal Limited,Vehicles - Road Sweepers,Planning & Transportation,Capital Expenditure,2399628,"167,047.83"
13/06/2024,Road Maintenance Services Ltd,Highways - Rock Salt,Planning & Transportation,Capital Expenditure,2401980,"453,285.48"
29/04/2024,Virgin Media Limited,Retail/Wholesale - Computer Supplies,Planning & Transportation,Capital Expenditure,2400207,529.68
21/06/2024,CAMPDEN & CHORLEYWOOD FOOD RESEARCH ASSOC GROUP,Catering - Food Research,Public Health & Public Protection,Contracted Services,530418,630.00
02/04/2024,Civica UK Limited,ICT - Licences,Public Health & Public Protection,Contracted Services,523760,"3,824.69"
16/05/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31955051,4.92
16/05/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31955051,56.79
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962198,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
02/04/2024,Civica UK Limited,ICT - Licences,Public Health & Public Protection,Contracted Services,523760,"3,824.69"
10/05/2024,REDACTED PERSONAL DATA,Legal Services,Public Health & Public Protection,Contracted Services,526832,875.00
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,0.84
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,1.21
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525897,170.00
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525897,818.00
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525897,"1,167.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525897,"1,591.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525897,"2,500.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525897,"8,834.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525898,"1,167.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525898,"1,591.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525898,"2,500.00"
30/04/2024,MANCHESTER METROPLTAN UNIVERSITY,Universities,Public Health & Public Protection,Contracted Services,525898,"9,011.00"
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Acorn Kennels Limited,Professional Services - Dog Warden / Collection,Public Health & Public Protection,Contracted Services,529672,745.86
17/06/2024,Acorn Kennels Limited,Professional Services - Dog Warden / Collection,Public Health & Public Protection,Contracted Services,529672,"1,500.00"
02/04/2024,Civica UK Limited,ICT - Licences,Public Health & Public Protection,Contracted Services,523760,"1,274.90"
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,1.10
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,1.10
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,2.09
21/06/2024,Chartered Trading Standards Institute,Professional & Advisory Services,Public Health & Public Protection,Training,529015,980.00
02/04/2024,Civica UK Limited,ICT - Licences,Public Health & Public Protection,Contracted Services,523760,"3,824.69"
01/05/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31951450,3.50
01/05/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31951450,38.00
04/06/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31959606,4.00
09/04/2024,REDACTED PERSONAL DATA,Professional Services - Trade Assoc & Regulatory B,Public Health & Public Protection,Contracted Services,524178,"1,200.00"
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.15
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
08/05/2024,BRITISH TELECOM,ICT - Telecoms Fixed & Networks,Public Health & Public Protection,Telephone Charges,31953417,154.03
08/05/2024,BRITISH TELECOM,ICT - Telecoms Fixed & Networks,Public Health & Public Protection,Telephone Charges,31953417,183.74
02/04/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31942818,3.50
02/04/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31942818,4.00
02/04/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31942818,38.00
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962198,0.75
25/04/2024,Aon UK Limited,Financial Services - Insurance Supplies & Services,Public Health & Public Protection,General Insurance,525592,"17,080.00"
16/05/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31955051,5.70
16/05/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31955051,79.80
11/06/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31960753,5.70
11/06/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31960753,5.70
11/06/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31960753,71.90
11/06/2024,Corporate Travel Management (North) Limited,HR - Travel & Subsistance,Public Health & Public Protection,Travel & Subsistence,31960753,71.90
13/06/2024,Thrive Creative Limited,Creative Campaigns,Public Health & Public Protection,Contracted Services,529522,725.00
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Telephone Charges,31962201,0.31
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
17/06/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Public Health & Public Protection,Mobile Phones & Pagers,31962201,0.75
23/04/2024,Bridgewater Community Healthcare,Social Community Care - Adult Frontline Services,Public Health & Public Protection,Contracted Services,2399337,"9,213.17"
23/04/2024,Bridgewater Community Healthcare,Social Community Care - Adult Frontline Services,Public Health & Public Protection,Contracted Services,2399339,"9,213.17"
29/04/2024,Bridgewater Community Healthcare,Social Community Care - Adult Frontline Services,Public Health & Public Protection,Contracted Services,2400248,"9,240.15"
08/05/2024,Bridgewater Community Healthcare,Social Community Care - Adult Frontline Services,Public Health & Public Protection,Contracted Services,2400605,"9,240.15"
19/06/2024,Bridgewater Community Healthcare,Social Community Care - Adult Frontline Services,Public Health & Public Protection,Contracted Services,2402092,"9,240.15"
04/06/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31959606,3.50
04/06/2024,Complete Background Screening Limited,School Support Suppliers,Public Health & Public Protection,Other Salary Costs,31959606,38.00
28/05/2024,Chelsea and Westminster Hospital NHS Foundation Trust,Health Authorities,Public Health & Public Protection,Contracted Services,528209,560.10
16/04/2024,Asda Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946487,46.00
16/04/2024,Asda Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946487,577.65
16/04/2024,Asda Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946488,32.00
16/04/2024,Asda Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946488,539.73
18/06/2024,Asda Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962310,30.00
18/06/2024,Asda Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962310,553.15
18/06/2024,Cookes Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962315,6.00
18/06/2024,Cookes Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962315,57.55
16/04/2024,Murdishaw Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946497,30.00
16/04/2024,Murdishaw Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946497,582.30
16/04/2024,RJR Chem Ltd T/a Runcorn Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946501,72.00
16/04/2024,RJR Chem Ltd T/a Runcorn Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946501,"1,134.05"
18/06/2024,RJR Chem Ltd T/a Runcorn Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962322,64.00
18/06/2024,RJR Chem Ltd T/a Runcorn Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962322,"1,206.06"
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,2.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,2.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,2.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,4.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,4.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,8.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,10.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,10.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,20.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,20.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,20.00
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,22.86
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,34.44
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,34.44
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,40.58
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,52.06
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,71.32
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,71.32
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,141.27
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,242.85
16/04/2024,Superdrug Stores PLC,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946504,38.00
16/04/2024,Superdrug Stores PLC,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946504,547.66
16/04/2024,Well Pharmacy (Bestway National Chemists Ltd),Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946505,34.00
16/04/2024,Well Pharmacy (Bestway National Chemists Ltd),Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946505,429.30
18/06/2024,Well Pharmacy (Bestway National Chemists Ltd),Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962326,20.00
18/06/2024,Well Pharmacy (Bestway National Chemists Ltd),Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962326,256.98
16/04/2024,Widnes Late Night Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946491,22.00
16/04/2024,Widnes Late Night Pharmacy,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946491,509.42
01/05/2024,"Change, Grow, Live",Social Community Care - Drug & Alcohol Services,Public Health & Public Protection,Contracted Services,2400349,"116,583.34"
31/05/2024,"Change, Grow, Live",Social Community Care - Drug & Alcohol Services,Public Health & Public Protection,Contracted Services,2401399,"116,583.34"
21/06/2024,"Change, Grow, Live",Social Community Care - Drug & Alcohol Services,Public Health & Public Protection,Contracted Services,2402289,"21,340.25"
18/06/2024,Cookes Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962315,30.00
18/06/2024,Cookes Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962315,37.50
18/06/2024,Cookes Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962315,150.00
18/06/2024,Cookes Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31962315,225.00
11/06/2024,Phoenix Futures,Social Community Care - Adult - Residential,Public Health & Public Protection,Contracted Services,529202,"2,700.00"
11/06/2024,Phoenix Futures,Social Community Care - Adult - Residential,Public Health & Public Protection,Contracted Services,529202,"14,100.00"
21/06/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Public Health & Public Protection,Contracted Services,2402212,"85,184.50"
21/06/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Public Health & Public Protection,Contracted Services,2402280,"41,727.50"
21/06/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Public Health & Public Protection,Contracted Services,2402281,"11,700.00"
16/04/2024,Strachans Chemist,Health - Public Health Pharmacies,Public Health & Public Protection,Contracted Services,31946503,50.00
