Date Transaction Added,Beneficiary,Merchant Categories,Department,Division,Purpose of Expenditure,Trans No,Net Amount
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,250.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,250.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,250.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,250.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,250.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,405.64
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,475.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,547.04
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,563.89
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,625.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,700.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,702.68
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,750.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,750.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,750.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,750.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,750.00
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,843.40
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,1807.29
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2128.71
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2234.40
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2300.14
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2300.14
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2300.14
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2300.14
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2550.14
04/07/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31966833,2664.43
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,72.58
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,218.83
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,250.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,300.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,411.29
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,532.26
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,723.16
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,750.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,750.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,750.00
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,799.33
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,1867.53
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2199.67
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2376.81
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2376.81
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2376.81
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2376.81
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2664.43
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2753.24
07/08/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31977935,2753.24
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,56.45
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,158.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,250.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,411.29
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,421.70
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,594.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,750.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,750.00
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,826.47
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
13/09/2024,Active 8 Support Services Ltd,SCC - Childrens Independent Provider,Children & Family Services,,Residential Care,31986506,1867.53
