Date Transaction Added,Beneficiary,Merchant Categories,Department,Division,Purpose of Expenditure,Trans No,Net Amount
30/09/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31989812,671.56
05/07/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31966879,29557.65
05/07/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31966879,29558.15
05/07/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31966879,122697.61
01/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31973980,29557.65
01/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31973980,29558.15
01/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31973980,120508.01
29/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31983418,35006.31
29/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31983418,36126.95
29/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31983418,109630.24
30/09/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31989812,35006.31
30/09/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31989812,36126.95
30/09/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31989812,109630.24
05/07/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31966879,117.30
05/07/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31966879,3371.41
01/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31973980,117.30
01/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31973980,4309.81
29/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31983418,117.30
29/08/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31983418,4309.81
30/09/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31989812,117.30
30/09/2024,Possabilities CIC,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31989812,4309.81
06/08/2024,Posturite Ltd,Social Communiy Care - Home Improvements - Adaptations & Aids,Community & Greenspace,,Non Office Equipment & Furniture,2403534,1372.86
08/08/2024,Power Data Associates Limited,Highways - Street Lighting,Planning & Transportation,,Highways Maintenance,2402431,3484.80
19/08/2024,Power In Partnership Limited,HR - Training & Conferences,"Economy, Enterprise & Property",,Contracted Services,2404187,743.60
19/08/2024,Power In Partnership Limited,HR - Training & Conferences,"Economy, Enterprise & Property",,Contracted Services,2404203,743.60
05/07/2024,Power In Partnership Limited,HR - Training & Conferences,"Education, Inclusion & Provision",,Commissioned Services - Voluntary Orgs,531581,2000.00
29/08/2024,Power In Partnership Limited,HR - Training & Conferences,"Education, Inclusion & Provision",,Commissioned Services - Voluntary Orgs,535093,1530.00
12/09/2024,Power In Partnership Limited,HR - Training & Conferences,"Education, Inclusion & Provision",,Commissioned Services - Voluntary Orgs,536120,3325.00
12/09/2024,Power In Partnership Limited,HR - Training & Conferences,"Education, Inclusion & Provision",,Commissioned Services - Voluntary Orgs,536122,1530.00
04/09/2024,Power In Partnership Limited,HR - Training & Conferences,Public Health & Public Protection,,Conference Expenses,535263,7500.00
22/07/2024,PPL PRS Limited,Fees & Charges / Subscription - Licences,Community & Greenspace,,Subscriptions,2403458,6676.52
03/07/2024,PRE SCHOOL LEARNING ALLIANCE (BROOKVALE NURSERY),Pre School,Children & Family Services,Child Care Team 1,Hired Services,531340,605
26/07/2024,PRE SCHOOL LEARNING ALLIANCE (BROOKVALE NURSERY),Pre School,Children & Family Services,Child Care Team 1,Family Support,533562,728
12/07/2024,Precision Resource Group Limited t/a Panoramic Associates,SCC - Educational Psychologists,Children & Family Services,,Non HBC Agency Staff,532464,10175.00
12/08/2024,Precision Resource Group Limited t/a Panoramic Associates,SCC - Educational Psychologists,Children & Family Services,,Non HBC Agency Staff,534266,9900.00
20/09/2024,Precision Resource Group Limited t/a Panoramic Associates,SCC - Educational Psychologists,Children & Family Services,,Non HBC Agency Staff,535295,10725.00
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,455.79
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,455.79
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,2733.67
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,13.23
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,13.23
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,206.42
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,445.20
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,445.20
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,3157.63
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,34.39
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,34.39
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,412.78
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,445.20
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,445.20
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,3734.96
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,10.58
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,10.58
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,132.26
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,445.20
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,445.20
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,5980.33
02/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Contracted Services,531117,104254.02
30/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Contracted Services,533708,123392.77
27/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Contracted Services,534987,150236.41
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,532.33
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,532.33
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,200294.60
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,23.81
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,23.81
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,8190.25
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,556.19
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,556.19
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,203266.46
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,10.58
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,10.58
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,18409.33
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,212.00
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,212.00
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,198600.68
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,13.23
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,13.23
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,6750.23
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,622.44
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,622.44
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,193688.27
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,3823.42
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,90.02
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,3606.31
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,137.76
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,3108.54
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,624.89
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,2833.23
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,21771.53
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,1005.57
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,24758.10
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,1736.71
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,24706.00
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,778.53
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,26956.67
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,222.60
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,222.60
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,176897.17
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,13.23
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,13.23
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,9555.80
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,222.60
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,222.60
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,179497.37
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,7.93
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,7.93
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,13167.23
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,222.60
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,222.60
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,178349.90
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,5.29
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,5.29
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,6210.16
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,222.60
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,222.60
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,176686.61
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,5593.15
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,450.05
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,5910.79
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,460.77
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,6011.47
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,773.10
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,6938.26
05/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31966876,25761.85
11/07/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31968108,1143.42
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,137.67
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31978601,27202.46
09/08/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31979312,1810.60
04/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31983827,26519.16
05/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31984314,1720.81
30/09/2024,Premier Care Limited,Social Community Care -Domicilary - In Borough,Adult Social Care,,Domiciliary Care,31989810,26031.88
09/07/2024,Prepaid Financial Services Limited,Financial Services,Children & Family Services,Aiming Higher for Disabled Children,Social Services Agency,531877,792.4
12/08/2024,Prepaid Financial Services Limited,Financial Services,Children & Family Services,Aiming Higher for Disabled Children,Social Services Agency,534423,819.7
18/09/2024,Prepaid Financial Services Limited,Financial Services,Children & Family Services,Aiming Higher for Disabled Children,Social Services Agency,536103,858.9
09/07/2024,Prepaid Financial Services Limited,Financial Services,Finance Department,Client Finance,Contracted Services,531877,996.8
12/08/2024,Prepaid Financial Services Limited,Financial Services,Finance Department,Client Finance,Contracted Services,534423,889
18/09/2024,Prepaid Financial Services Limited,Financial Services,Finance Department,Client Finance,Contracted Services,536103,1012.2
15/08/2024,Preston Brook Pre School,Pre School,Community & Greenspace,Area Forum 6,LSP - Area Panel Expenditure,2404165,1100
11/07/2024,Prime Healthcare UK Ltd T/A Amberley Court Care Home,Residential - Adult Care - Support,Adult Social Care,,Residential Care,31968109,5868.56
11/07/2024,Prime Healthcare UK Ltd T/A Amberley Court Care Home,Residential - Adult Care - Support,Adult Social Care,,Residential Care,31968110,2934.28
31/07/2024,Prime Healthcare UK Ltd T/A Amberley Court Care Home,Residential - Adult Care - Support,Adult Social Care,,Residential Care,31973607,2934.28
05/09/2024,Prime Healthcare UK Ltd T/A Amberley Court Care Home,Residential - Adult Care - Support,Adult Social Care,,Residential Care,31984320,2934.28
18/09/2024,Prime Healthcare UK Ltd T/A Amberley Court Care Home,Residential - Adult Care - Support,Adult Social Care,,Residential Care,31987268,2934.28
02/07/2024,Prism Infosec Limited,ICT - Services,ICT & Support Services,,Contracted Services,2402642,1387.50
23/09/2024,Prism Infosec Limited,ICT - Services,ICT & Support Services,,Contracted Services,2405276,1387.50
09/08/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2402660,1905.81
05/09/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2402929,1992.61
18/07/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2403248,4197.90
20/08/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2404098,5137.22
19/08/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2404209,1917.61
21/08/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2404210,2322.37
30/08/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Non Office Equipment & Furniture,2404422,4371.80
23/09/2024,Prism UK Medical Limited,Social Community Care - Domestic Stairlifts/Hoists & Maintenance/Repair,Adult Social Care,,Capital Expenditure,2405170,2405.71
30/09/2024,Probrand Limited,ICT - Hardware,ICT & Support Services,,IT General,2405364,762.90
30/09/2024,Probrand Limited,ICT - Hardware,ICT & Support Services,,IT General,2405489,508.01
26/07/2024,Progress Housing Association Limited,Benefits,Finance Department,,Rent Allowances,31973292,14818.44
23/08/2024,Progress Housing Association Limited,Benefits,Finance Department,,Rent Allowances,31982891,14818.44
20/09/2024,Progress Housing Association Limited,Benefits,Finance Department,,Rent Allowances,31988817,14818.44
09/07/2024,Progressive Sports West Cheshire,School Support Suppliers,"Education, Inclusion & Provision",Youth Support Service,Contracted Services,531884,5791
11/09/2024,Progressive Sports West Cheshire,School Support Suppliers,"Education, Inclusion & Provision",Youth Support Service,Contracted Services,536085,5791
26/07/2024,Propeller Lettings,Benefits,Finance Department,,Rent Allowances,31973319,547.72
11/07/2024,PROTOL COMAR,Corporate Finance,Revenues,,NNDR Refund,31968046,5112.81
29/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Printing Charges,2403671,3205.00
10/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),528739,1018.87
10/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),528742,2629.03
10/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),528746,3930.70
10/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),528748,2657.93
10/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),528793,6070.42
05/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),531651,1534.71
05/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),531653,1733.87
05/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),531659,4261.69
05/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),531662,2514.57
05/07/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),531664,5741.33
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534221,3679.54
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534222,2209.08
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534225,1910.15
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534230,514.12
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534231,3248.02
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534232,3247.11
07/08/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),534251,7861.10
06/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535415,10456.44
05/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535421,538.08
06/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535424,1029.65
05/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535428,879.86
06/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535432,2332.48
06/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535433,8748.00
06/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535436,2373.26
06/09/2024,PSL Print Management Ltd,Mail Services - Hybrid/outsourced Mail,ICT & Support Services,,Postage (HBC funded),535437,2025.25
21/08/2024,PSS (UK) Limited,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,534857,927.84
21/08/2024,PSS (UK) Limited,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,534858,927.84
21/08/2024,PSS (UK) Limited,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,534859,927.84
11/07/2024,PSS (UK) Limited,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31968104,2260.00
29/08/2024,PSS (UK) Limited,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31983411,2260.00
18/09/2024,PSS (UK) Limited,Social Community Care - Domicilary/ Adult care,Adult Social Care,,Domiciliary Care,31987378,2260.00
25/07/2024,PTFS Europe Limited,ICT - Maintenance,Community & Greenspace,,Computer Software Licences,533479,1000.00
01/08/2024,PTFS Europe Limited,ICT - Maintenance,Community & Greenspace,,Computer Software Licences,2403737,7782.66
27/08/2024,PTSG Access And Safety Ltd,Facilities Mgmt - Security Services & Systems,"Economy, Enterprise & Property",,R & M - Property Services,31983091,690.00
19/07/2024,Public Sector Software Ltd,ICT - Licences,Community & Greenspace,,Computer Software Licences,2403307,7407.00
06/08/2024,Public Services LAB LLP t/a Capacity,Consultancy - Business & Management Consultants,Adult Social Care,,Contracted Services,534168,15000.00
01/07/2024,Pulse Fitness Ltd,Equipment,Community & Greenspace,,Miscellaneous Expenditure,2402269,1800.00
02/09/2024,Purple Gecko Community CIC,Leisure Services - Dance Workshops,"Education, Inclusion & Provision",,Contracted Services,535173,5460.00
01/07/2024,Qualia Care Limited T/a Walton Manor Care Home,Social Community Care  - Adult - Nursing Homes,Adult Social Care,,Residential Care,31966023,2977.44
19/08/2024,Qualia Care Limited T/a Walton Manor Care Home,Social Community Care  - Adult - Nursing Homes,Adult Social Care,,Residential Care,31981036,2977.44
30/08/2024,Qualia Care Limited T/a Walton Manor Care Home,Social Community Care  - Adult - Nursing Homes,Adult Social Care,,Residential Care,31983490,2977.44
17/09/2024,Qualia Care Limited T/a Walton Manor Care Home,Social Community Care  - Adult - Nursing Homes,Adult Social Care,,Residential Care,31986629,2977.44
26/07/2024,Quays Housing,Benefits,Finance Department,,Rent Allowances,31973327,18284.30
23/08/2024,Quays Housing,Benefits,Finance Department,,Rent Allowances,31982924,18954.04
20/09/2024,Quays Housing,Benefits,Finance Department,,Rent Allowances,31988849,18954.04
05/07/2024,Quays Housing Association,SCC- Commissioned Services - Childrens Homes,Adult Social Care,,Bed & Breakfast Accomodation,2402842,2852.34
09/07/2024,Quigleys Bakery,Catering - Food - Bakers & Confectionery Mnfrs,Children & Family Services,,Infant Feeding,531898,877.00
09/07/2024,R L ADVERTISING,Facilities Mgmt - Advertising Services,Children & Family Services,,Book & Publications,2402827,900.00
09/07/2024,R L ADVERTISING,Facilities Mgmt - Advertising Services,ICT & Support Services,,Postage (HBC funded),2402827,50.00
19/07/2024,Radcliffe Taxis,Transport - Passenger Transport,"Education, Inclusion & Provision",,Transport Co-ordination,31970923,2360.00
13/08/2024,Radcliffe Taxis,Transport - Passenger Transport,"Education, Inclusion & Provision",,Transport Co-ordination,31979595,1770.00
09/09/2024,Rainbow Fostering Services Limited,Fostering & Adoption - Fostering Support,Children & Family Services,,Residential Care,535718,4134.12
09/09/2024,Rainbow Fostering Services Limited,Fostering & Adoption - Fostering Support,Children & Family Services,,Residential Care,535719,4271.92
29/08/2024,Raring Stars Ltd,Leisure Services,"Education, Inclusion & Provision",,Contracted Services,535063,5000.00
16/07/2024,Rawal Private Hire Limited,Transport - Taxi Services,Children & Family Services,,Miscellaneous Transport Costs,31969106,809.82
22/07/2024,Rawal Private Hire Limited,Transport - Taxi Services,Children & Family Services,,Miscellaneous Transport Costs,31971491,607.37
26/07/2024,RAYKOT PROP LTD,Benefits,Finance Department,,Rent Allowances,31973338,634.36
23/08/2024,RAYKOT PROP LTD,Benefits,Finance Department,,Rent Allowances,31982935,634.36
20/09/2024,RAYKOT PROP LTD,Benefits,Finance Department,,Rent Allowances,31988860,634.36
21/08/2024,Read the Reading Agency,Fees & Charges / Subscriptions - Subscriptions,Community & Greenspace,,Contracted Services,31981675,180.60
