SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,EXPLANATION OF EXPENDITURE
Supplier Name Redacted,"4,313.60",22/08/2024,GN03,R2969,Communities,High Street Innovation Fund-Miscellaneous Expenses
Supplier Name Redacted,"4,334.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Supplier Name Redacted,"4,334.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Supplier Name Redacted,"4,334.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Supplier Name Redacted,"4,334.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Supplier Name Redacted,"4,334.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Supplier Name Redacted,"4,338.96",12/09/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Rest Homes
Supplier Name Redacted,"4,548.60",18/09/2024,AN10,R5063,Adult Social Care,Mental Health Support - Older People 65+-Individual Service Funds
Supplier Name Redacted,"4,548.60",18/09/2024,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64-Individual Service Funds
Supplier Name Redacted,"4,595.80",10/07/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"4,636.67",31/08/2024,AX37,R3305,Adult Social Care,The North Hub (Mornington Road) STU-Specialist Transport Fixed Route
Supplier Name Redacted,"5,155.08",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"5,155.08",18/09/2024,AP10,R5063,Adult Social Care,Physical Support - Older People 65+-Individual Service Funds
Supplier Name Redacted,"5,155.08",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"5,171.00",22/04/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"5,200.00",26/07/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"5,264.99",12/06/2024,PH17,R4171,Health and Wellbeing,Substance Misuse - Residential Rehab-Voluntary & Faith Sector
Supplier Name Redacted,"5,448.86",21/09/2024,SN08,R2354,Operational In-House Services,Chalkers-General Provisions
Supplier Name Redacted,"5,594.95",10/07/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"5,715.09",07/09/2024,SN08,R2354,Operational In-House Services,Chalkers-General Provisions
Supplier Name Redacted,"5,803.20",31/08/2024,SG23,R2030,Operational In-House Services,Green Sefton Service - Facilities & Resources-Equipment Furniture & Materials
Supplier Name Redacted,"5,812.68",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Supplier Name Redacted,"5,864.87",14/09/2024,SN08,R2354,Operational In-House Services,Chalkers-General Provisions
Supplier Name Redacted,"6,007.17",31/08/2024,YL12,R3305,Education Excellence,SEN Transport to Primary Schools-Specialist Transport Fixed Route
Supplier Name Redacted,"6,010.00",10/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"6,247.80",31/08/2024,AX12,R3305,Adult Social Care,Non ND Day Centre STU-Specialist Transport Fixed Route
Supplier Name Redacted,"6,410.00",20/06/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"6,520.00",19/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"6,630.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Supplier Name Redacted,"6,795.66",31/08/2024,YL60,R3305,Education Excellence,Post 16 Transport-Specialist Transport Fixed Route
Supplier Name Redacted,"6,850.00",30/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"6,942.00",31/08/2024,AX36,R3305,Adult Social Care,Waterloo Specialist Transport-Specialist Transport Fixed Route
Supplier Name Redacted,"6,987.52",12/09/2024,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Nursing Ho
Supplier Name Redacted,"7,160.06",16/09/2024,HA09,R2440,Communities,Programming-Fees - Music
Supplier Name Redacted,"7,185.00",06/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"7,277.76",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"7,277.76",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"7,770.00",10/06/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"7,825.00",27/08/2024,SL61,R2435,Operational In-House Services,Duke St Cemetery-Fees - Burial & Cremation
Supplier Name Redacted,"8,621.00",12/09/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+-Residential - Short Term
Supplier Name Redacted,"9,097.20",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"9,097.20",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"9,126.00",19/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"9,250.00",31/08/2024,BT19,R2498,Economic Growth and Housing,Bootle Canalside-Major Events
Supplier Name Redacted,"9,358.25",27/09/2024,BA44,R1001,Property and Building Services,Other Properties And Estates-Repair & Mtce Of Land & Buildings
Supplier Name Redacted,"9,706.66",31/08/2024,AX34,R3305,Adult Social Care,Brookdale Specialist Transport-Specialist Transport Fixed Route
Supplier Name Redacted,"10,470.00",30/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"10,814.67",18/09/2024,AP10,R5063,Adult Social Care,Physical Support - Older People 65+-Individual Service Funds
Supplier Name Redacted,"11,312.00",20/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"11,940.00",28/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"12,736.08",18/09/2024,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64-Individual Service Funds
Supplier Name Redacted,"13,455.00",31/08/2024,AX33,R3305,Adult Social Care,The South Hub (Dunningsbridge Road) STU-Specialist Transport Fixed Route
Supplier Name Redacted,"14,000.00",04/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"15,000.00",05/09/2024,TW12,H1004,Corporate Resources,General Insurance Fund - Ranking-Insurance Claims Paid from Fund
Supplier Name Redacted,"15,271.13",12/09/2024,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+-Shared Lives
Supplier Name Redacted,"15,395.25",25/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"15,850.00",12/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"16,592.80",12/09/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64-Community Support
Supplier Name Redacted,"17,100.00",07/08/2024,YL71,R2501,Education Excellence,Psychology Service-Bought In Professional Services-Curriculum
Supplier Name Redacted,"17,337.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Supplier Name Redacted,"19,305.00",26/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"20,735.55",06/09/2024,TA02,H2000,Adult Social Care,Safekeeping Accounts-Protection of Property Accounts
Supplier Name Redacted,"21,140.68",31/08/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools-Specialist Transport Fixed Route
Supplier Name Redacted,"24,575.15",20/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"29,325.48",06/09/2024,TA02,H2000,Adult Social Care,Safekeeping Accounts-Protection of Property Accounts
Supplier Name Redacted,"40,855.42",18/09/2024,AP10,R5063,Adult Social Care,Physical Support - Older People 65+-Individual Service Funds
Supplier Name Redacted,"47,984.49",31/08/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools-Specialist Transport Fixed Route
Supplier Name Redacted,"60,689.97",31/08/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools-Specialist Transport Fixed Route
Supplier Name Redacted,"69,500.00",04/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Supplier Name Redacted,"69,500.00",04/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
SupplyWell Limited (c/o Time Invoice Finance),807.80,18/09/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
SupplyWell Limited (c/o Time Invoice Finance),807.80,11/09/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
Sure Maintenance Ltd,"1,044.38",11/09/2024,HA01,R1001,Communities,The Atkinson-Repair & Mtce Of Land & Buildings
Sure Maintenance Ltd,"1,190.00",17/09/2024,HA01,R1001,Communities,The Atkinson-Repair & Mtce Of Land & Buildings
Surety Fire Solutions Ltd,750.00,30/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Survey Operations Ltd,"11,500.00",28/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Survey Solutions,"13,250.00",08/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Systemslink 2000 Ltd,"1,910.00",13/09/2024,BD02,R2868,Property and Building Services,Energy And Environmental Management-Subscriptions
Tanglewood Care Services,"1,301.60",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Tanglewood Care Services,"1,418.40",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Tanglewood Care Services,"3,301.60",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Tanglewood Care Services,"3,301.60",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Taylor Healthcare,"1,100.00",10/09/2024,SL63,R2434,Operational In-House Services,Crematorium - Scarisbrick-Fees - Medical
Taylorfitch Limited,659.98,20/08/2024,YK11,R2451,Children's Social Care,Local Safeguarding Childrens Board-Fees & Services - Other
Taylorfitch Limited,659.98,16/08/2024,AA50,R2868,Adult Social Care,Safeguarding Board-Subscriptions
TD Construction Testing Ltd,600.00,31/05/2024,BH33,R1271,Highways and Public Protection,Network Safety & Enforcement-Highways Management Works
TET Limited,"2,310.00",01/09/2024,GG31,R2655,Corporate Resources,Central Purchasing-Computer Costs
TGC Concerts Ltd,"9,641.67",24/09/2024,HA09,R2440,Communities,Programming-Fees - Music
The Art of Sparks Ltd,"10,000.00",09/09/2024,BT23,R2498,Economic Growth and Housing,British Musical Fireworks-Major Events
The Atkinson Development Trust,508.00,03/09/2024,HA09,R2440,Communities,Programming-Fees - Music
The Atkinson Development Trust,520.02,03/09/2024,HA09,R2440,Communities,Programming-Fees - Music
The Audience Agency,"1,700.00",16/09/2024,HA01,R2927,Communities,The Atkinson-Advertising & Marketing
The Aurora Group,"-16,527.69",13/09/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Aurora Group,"6,282.90",14/06/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Aurora Group,"17,963.47",05/08/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Aurora Group,"18,711.83",05/08/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Aurora Group,"25,788.67",05/08/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Aurora Group,"27,495.34",05/08/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Aurora Group,"28,084.99",05/08/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
The Big Picture Day Nursery,945.00,01/09/2024,YS26,R2116,Children's Social Care,Locality North-Personal Needs
The Care Trust,591.36,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,632.34,09/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,638.20,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,655.76,05/09/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64-Domiciliary Care
The Care Trust,655.76,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,655.76,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,673.33,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,679.18,05/09/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64-Domiciliary Care
The Care Trust,690.89,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,696.75,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,702.60,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,708.46,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,714.31,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,731.88,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,737.73,05/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Trust,767.01,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,772.86,05/09/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64-Domiciliary Care
The Care Trust,772.86,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,778.72,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,807.99,09/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,813.85,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,825.56,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,862.25,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,884.11,05/09/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+-Domiciliary Care
The Care Trust,895.42,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,916.89,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,925.09,09/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,925.09,05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,936.80,05/09/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+-Domiciliary Care
The Care Trust,942.66,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,948.51,05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,007.06",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,048.05",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,135.87",05/09/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+-Domiciliary Care
The Care Trust,"1,282.25",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"1,311.52",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,323.23",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"1,323.23",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,323.23",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,334.94",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,334.94",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,381.78",05/09/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+-Domiciliary Care
The Care Trust,"1,434.48",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,441.11",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"1,475.46",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"1,602.71",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"1,967.28",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"2,050.42",05/09/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64-Domiciliary Care
The Care Trust,"2,412.26",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"2,639.43",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"2,669.88",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"2,833.82",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"2,962.63",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"3,290.51",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"3,290.51",05/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Trust,"3,488.80",05/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Trust,"3,608.24",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"3,847.91",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"4,461.51",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Trust,"4,538.80",05/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,-681.70,27/08/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,503.53,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,541.20,12/09/2024,AL10,R4054,Adult Social Care,Learning Disability Support - Older People 65+-Community Support
The Care Worker Agency,541.20,12/09/2024,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64-Community Support
The Care Worker Agency,541.20,12/09/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64-Community Support
The Care Worker Agency,541.20,12/09/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64-Community Support
The Care Worker Agency,614.78,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,632.34,03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,638.20,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,644.05,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,649.91,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,655.76,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,655.76,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,655.76,03/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Worker Agency,655.76,03/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Worker Agency,655.76,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,721.60,12/09/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64-Community Support
The Care Worker Agency,772.86,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,807.99,03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,819.70,27/08/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,843.12,03/09/2024,AN10,R4059,Adult Social Care,Mental Health Support - Older People 65+-Re-Enablement
The Care Worker Agency,902.00,12/09/2024,AM05,R4054,Adult Social Care,Support With Memory & Cognition - Adults 18-64-Community Support
The Care Worker Agency,913.38,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,936.80,03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,966.08,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,983.64,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,983.64,03/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Worker Agency,983.64,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,983.64,03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,018.77",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,082.40",12/09/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64-Community Support
The Care Worker Agency,"1,206.13",03/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Worker Agency,"1,206.13",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,262.80",12/09/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64-Community Support
The Care Worker Agency,"1,288.10",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,291.22",03/09/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,"1,311.52",03/09/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,353.00",12/09/2024,AG05,R4054,Adult Social Care,Social Support - Substance Misuse Support-Community Support
The Care Worker Agency,"1,415.52",03/09/2024,AM05,R4051,Adult Social Care,Support With Memory & Cognition - Adults 18-64-Domiciliary Care
The Care Worker Agency,"1,446.19",03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,"1,686.24",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,700.68",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,844.33",27/08/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"1,932.15",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"2,002.41",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"2,090.24",03/09/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+-Re-Enablement
The Care Worker Agency,"2,599.62",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"2,617.58",03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,"2,623.04",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"2,669.88",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"2,757.71",03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,"2,810.40",27/08/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,"2,909.94",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"3,188.24",03/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
The Care Worker Agency,"3,220.25",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"3,243.67",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Care Worker Agency,"3,255.38",03/09/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+-Domiciliary Care
The Dales Care Home Ltd,"2,704.00",12/09/2024,AP05,R4045,Adult Social Care,Physical Support - Adults 18-64-Residential - Short Term
The Disabilities Trust,"10,942.04",12/09/2024,AM05,R4041,Adult Social Care,Support With Memory & Cognition - Adults 18-64-Private Residential Care Rest Homes
The Education Specialists Ltd,508.75,05/07/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,508.75,28/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,508.75,21/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,508.75,07/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,528.50,14/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,528.50,24/05/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,639.00,28/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,639.00,21/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,639.00,19/07/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,639.00,12/07/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,639.00,05/07/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
The Education Specialists Ltd,639.00,07/06/2024,EH75,R4318,Education Excellence,Complementary Education-Agency Supply - Teaching Staff
