SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period February 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Kiely Bros Ltd,"25,664.56",24/02/2023,BH06,R1271,Highways and Public Protection,Surface Dressing Footway - Highways Management Works
Killgerm Chemicals Ltd,821.79,07/02/2023,BD04,R2021,Highways and Public Protection,Pest Control Service - Equipment - Purchase
Killgerm Chemicals Ltd,984.60,07/02/2023,BD04,R2021,Highways and Public Protection,Pest Control Service - Equipment - Purchase
Kinderworld Nursery,"2,568.50",01/01/2023,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other
Kinderworld Nursery,"3,082.20",01/01/2023,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other
KINNEAR MILLER ASSOCIATES LTD ,"7,850.00",26/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
KLT Building Services Limited,"5,405.00",31/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Knowsley M B C,"114,415.36",26/01/2023,AX30,R4148,Adult Social Care,Transformation Challenge Fund Award - OLAs Knowsley
Knowsley Metal Fabrications,580.00,31/01/2023,SG21,R1001,Operational In-House Services,Green Sefton Service - Allotments - Repair & Mtce Of Land & Buildings
Knowsley Metal Fabrications,585.00,31/01/2023,SG63,R1001,Operational In-House Services,Green Sefton Service - Bootle Golf - Repair & Mtce Of Land & Buildings
Knowsley Metal Fabrications,960.00,31/01/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings
Knowsley Metal Fabrications,"3,400.00",31/01/2023,SG23,R2101,Operational In-House Services,Green Sefton Service - Facilities & Resources - Minor Works Budget
Knowsley Metal Fabrications,"5,350.00",31/01/2023,SG23,R2101,Operational In-House Services,Green Sefton Service - Facilities & Resources - Minor Works Budget
Knowsley Metal Fabrications,"7,756.00",31/01/2023,SG23,R2101,Operational In-House Services,Green Sefton Service - Facilities & Resources - Minor Works Budget
Kone Plc,"2,244.30",30/01/2023,YL51,R1001,Economic Growth and Housing,Adult And Community Learning Service (AEC Crosby) - Repair & Mtce Of Land & Buildings
Kone Plc,"7,742.10",04/11/2022,YL51,R1001,Economic Growth and Housing,Adult And Community Learning Service (AEC Crosby) - Repair & Mtce Of Land & Buildings
Kristaval Day Care,"1,284.25",01/01/2023,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other
Kwikshift European Transportation & Logistics LTD,580.00,07/02/2023,BA19,R2969,Corporate Resouces,Magdalen House - Miscellaneous Expenses
Laburnum House (Shaw) Ltd,"-1,470.58",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"-1,194.85",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Laburnum House (Shaw) Ltd,-735.29,01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,545.28,01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,584.60,01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,697.69,01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,278.52",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"2,941.17",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Laburnum House (Shaw) Ltd,"3,042.00",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,620.60,01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd TA Bloomcare,"2,573.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Lakeside View Nh,"-7,714.29",01/02/2023,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Lakeside View Nh,"-4,114.29",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"-2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"-1,949.37",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"-1,206.75",01/02/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Lakeside View Nh,500.00,01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,310.00",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"3,072.56",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"3,800.00",01/02/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Lakeside View Nh,"3,900.00",01/02/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Lakeside View Nh,"4,048.00",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"4,350.40",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"5,831.72",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Lakeside View Nh,"21,240.57",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Lancashire County Council,750.00,24/01/2023,YL71,R2723,Education Excellence,"Psychology Service - Officers Travel, Subsistence & Conference Expenses"
Lancaster Court Rh,"-1,953.02",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lancaster Court Rh,-569.63,01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Lancaster Court Rh,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lancaster Court Rh,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lancaster University,"3,323.13",31/07/2022,BX14,R2470,Highways and Public Protection,Net Zero Innovation Programme - Consultancy and Professional Services
Lancaster University,"12,786.67",28/10/2022,BX14,R2470,Highways and Public Protection,Net Zero Innovation Programme - Consultancy and Professional Services
Lanemark Ltd T/A Carebase,"4,390.00",06/02/2023,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Langham,"1,745.00",03/02/2023,AE10,R2052,Adult Social Care,"Adults Equipment - Aids, Appliances And Adaptations"
Langham,"1,745.00",16/02/2023,AE10,R2052,Adult Social Care,"Adults Equipment - Aids, Appliances And Adaptations"
Larkhill Hall,"1,007.48",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Larkhill Hall,"1,873.32",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lateral Technology Ltd,"6,500.00",16/02/2023,GF18,R2868,Corporate Resouces,Revenues Team - Subscriptions
Leaving Care Training and Consultancy,"5,168.42",31/01/2023,YM13,R2470,Children's Social Care,Service Managers - Consultancy and Professional Services
Leica Geosystems Ltd,"1,298.00",25/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Leonard Cheshire Disability,"6,295.08",01/02/2023,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Nursing Ho
Les Mills Fitness Uk Ltd,570.00,06/02/2023,HS07,R2966,Communities,LSP (Litherland Sports Park) - Licences
Les Mills Fitness Uk Ltd,640.00,06/02/2023,HS02,R2966,Communities,NAC (Netherton Activity Centre) - Licences
Les Mills Fitness Uk Ltd,780.00,06/02/2023,HS05,R2966,Communities,BLC (Bootle Leisure Centre) - Licences
Les Mills Fitness Uk Ltd,"1,270.00",06/02/2023,HS50,R2966,Communities,CLAC Operations & Fitness - Licences
Les Mills Fitness Uk Ltd,"1,270.00",06/02/2023,HS06,R2966,Communities,DSW (Dunes Splashworld) - Licences
Les Mills Fitness Uk Ltd,"1,450.00",06/02/2023,HS03,R2966,Communities,Meadows - Licences
LEX AUTOLEASE LIMITED,"1,258.44",05/02/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General
Lextox,691.36,31/01/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
Lextox,702.99,07/02/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
Lextox,732.03,19/01/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
LHK Productions Ltd,"60,193.53",08/02/2023,HA09,R2440,Communities,Programming - Fees - Music
Lifeways I L A,586.60,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,586.60,01/02/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Lifeways I L A,586.60,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,586.60,01/02/2023,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+ - Supported Living
Lifeways I L A,615.93,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,737.44,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,821.24,01/02/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Lifeways I L A,821.24,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,821.24,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,821.24,01/02/2023,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+ - Supported Living
Lifeways I L A,"1,145.04",01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,"2,003.68",01/02/2023,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Lifeways I L A,"2,346.40",01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,"6,569.92",01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways Inclusive Lifestyles Ltd,"10,894.08",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Lighting Reality Ltd,950.00,23/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Lightmax Ltd,650.00,01/02/2023,BT80,R2022,Economic Growth and Housing,Southport Market Hall - Equipment - Rental
Lisclare,"1,850.00",31/01/2023,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Lisclare,"7,552.00",31/01/2023,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Littledale Hall Therapeutic,"2,605.66",22/02/2023,PH17,R4171,Health and Wellbeing,Substance Misuse - Residential Rehab - Voluntary & Faith Sector
Littledale Hall Therapeutic,"2,811.37",22/02/2023,PH17,R4171,Health and Wellbeing,Substance Misuse - Residential Rehab - Voluntary & Faith Sector
Littledale Hall Therapeutic,"6,171.30",22/02/2023,PH17,R4171,Health and Wellbeing,Substance Misuse - Residential Rehab - Voluntary & Faith Sector
Live DLE,"5,427.51",25/01/2023,HA09,R2440,Communities,Programming - Fees - Music
Liver Care Ltd,858.72,03/02/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Liverpool and Sefton Health Partnership Ltd,"20,166.30",16/02/2023,UA49,R2470,Growth Programme,Pre Development - Consultancy and Professional Services
Liverpool City Council,"76,421.87",24/01/2023,EH31,R4154,Education Excellence,Special General Expenditure (High Needs) - OLAs Liverpool
LIVERPOOL CITY REGION COMBINED AUTHORITY,"1,087.41",31/01/2023,BR26,R5051,Economic Growth and Housing,Invest Sefton Team - Payment Of Grant
Liverpool Community Transport Ltd,"3,008.34",31/12/2022,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
Liverpool Community Transport Ltd,"3,008.34",31/01/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
Liz Murphy Consultancy Limited,"1,100.00",01/02/2023,YK11,R2470,Children's Social Care,Local Safeguarding Childrens Board - Consultancy and Professional Services
Lloyd & Jones Engineers Ltd,775.44,24/01/2023,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Local Solutions,-783.29,02/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,512.46,25/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Local Solutions,512.46,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,512.46,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,521.95,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,521.95,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,526.70,25/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Local Solutions,531.44,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,531.44,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,531.44,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,531.44,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,564.66,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,583.64,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,593.13,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,599.59,02/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,626.34,25/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Local Solutions,645.32,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,664.30,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,678.54,02/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,763.95,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,797.16,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,816.14,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,873.08,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,940.14,25/01/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Local Solutions,986.96,25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,005.94",25/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Local Solutions,"1,034.41",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,058.14",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,058.14",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,062.88",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,138.80",25/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Local Solutions,"1,138.80",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,172.02",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,176.76",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,247.94",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,276.41",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,276.41",25/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Local Solutions,"1,328.60",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,328.60",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,689.22",25/01/2023,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
Local Solutions,"1,741.42",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"1,841.06",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,125.76",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,277.60",25/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Local Solutions,"2,543.32",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,609.75",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,619.24",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,623.99",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,633.48",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,647.71",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"2,652.46",25/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Local Solutions,"2,657.20",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,"3,188.64",25/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
London Hire Limited,"1,609.79",31/01/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General
London Hire Limited,"1,609.79",31/12/2022,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General
London Hire Limited,"1,839.03",30/11/2022,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General
London& Manchester Healthcare (Whittle Hall) Ltd,"1,000.00",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
London& Manchester Healthcare (Whittle Hall) Ltd,"3,195.68",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Longton Home Ltd,"1,866.20",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Longwood Lodge Care Ltd,"2,343.00",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Loomis Uk Ltd,"-2,233.60",31/12/2022,BC05,R2461,Highways and Public Protection,Highway Safety - Parking - Security Charges
Loomis Uk Ltd,"1,198.02",31/01/2023,BC05,R2461,Highways and Public Protection,Highway Safety - Parking - Security Charges
Loop publishing ltd,550.00,14/02/2023,HA01,R2927,Communities,The Atkinson - Advertising & Marketing
Lotus Care (Ellerslie Court) Ltd,"2,915.28",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,000.00",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,280.68",01/02/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,485.68",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,488.04",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,647.08",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,647.08",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"3,647.08",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"4,488.64",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Lotus Care (Ellerslie Court) Ltd,"5,610.84",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
