SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period January 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,539.40",04/01/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Nazareth House Rh,"2,573.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"2,573.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,929.53",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"3,906.03",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"3,906.03",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"4,150.16",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"4,557.04",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"27,832.08",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Neopost Credifon,"2,000.00",03/01/2023,BC05,R2661,Highways and Public Protection,Highway Safety - Parking - Franking
Netherton Park Neighbourhood Centre,"4,000.00",26/01/2023,GN34,R4557,Communities,A.C. - St.Oswald Neth & Orrell - Netherton & Orrell Ward
New Care Formby (Opco) Ltd T/A Formby Manor,646.68,04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
New Care Formby (Opco) Ltd T/A Formby Manor,"1,216.00",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
New Care Formby (Opco) Ltd T/A Formby Manor,"1,646.68",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
New Care Formby (Opco) Ltd T/A Formby Manor,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
New Care Formby (Opco) Ltd T/A Formby Manor,"2,278.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
New Care Formby (Opco) Ltd T/A Formby Manor,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
New Care Formby (Opco) Ltd T/A Formby Manor,"2,332.00",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
New Care Formby (Opco) Ltd T/A Formby Manor,"2,332.00",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
New Care Formby (Opco) Ltd T/A Formby Manor,"2,332.00",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
New Care Formby (Opco) Ltd T/A Formby Manor,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
New Care Formby (Opco) Ltd T/A Formby Manor,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
New Care Formby (Opco) Ltd T/A Formby Manor,"5,340.00",04/01/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
New Start,"1,627.03",11/01/2023,GN12,R4171,Communities,Syrian Refugees - Voluntary & Faith Sector
New Start,"3,570.76",11/01/2023,GN12,R4171,Communities,Syrian Refugees - Voluntary & Faith Sector
New Start,"7,141.52",11/01/2023,GN12,R4171,Communities,Syrian Refugees - Voluntary & Faith Sector
New Start,"8,000.00",11/01/2023,BI49,R4344,Economic Growth and Housing,Rough Sleeper Initiative - Pay-External Providers
New Start,"15,000.00",11/01/2023,BI46,R4344,Economic Growth and Housing,Flexible Homelessness Support Grant - Pay-External Providers
New Start,"17,853.80",11/01/2023,GN12,R4171,Communities,Syrian Refugees - Voluntary & Faith Sector
Newco Southport Ltd t/a Fleetwood Hall Care Home,836.76,04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"1,102.94",04/01/2023,AN10,R4045,Adult Social Care,Mental Health Support - Older People 65+ - Residential - Short Term
Newco Southport Ltd t/a Fleetwood Hall Care Home,"1,292.08",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"1,317.40",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"1,510.60",04/01/2023,AG05,R4042,Adult Social Care,Social Support - Substance Misuse Support - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"1,546.80",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,136.96",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,265.04",04/01/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,307.92",04/01/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,307.92",04/01/2023,AG05,R4042,Adult Social Care,Social Support - Substance Misuse Support - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,342.04",04/01/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,599.16",04/01/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,056.00",04/01/2023,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64 - Nursing- Short Term
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,174.12",04/01/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,524.88",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,634.12",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,634.12",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,858.48",04/01/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,858.48",04/01/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,858.48",04/01/2023,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64 - Nursing- Short Term
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,892.60",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"3,976.08",04/01/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"4,197.08",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Newco Southport Ltd t/a Fleetwood Hall Care Home,"4,992.00",04/01/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Newgate Lodge (EMI) Ltd,"2,620.00",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Newlyn Plc,679.90,22/10/2022,GF27,R2423,Corporate Resouces,Non Domestic Rates (NNDR) - Fees - Bailiffs VAT In
Newlyn Plc,737.00,10/12/2022,GF27,R2423,Corporate Resouces,Non Domestic Rates (NNDR) - Fees - Bailiffs VAT In
Newlyn Plc,794.80,10/12/2022,GF26,R2423,Corporate Resouces,Council Tax Collection - Fees - Bailiffs VAT In
Newlyn Plc,"2,157.13",17/12/2022,GF26,R2423,Corporate Resouces,Council Tax Collection - Fees - Bailiffs VAT In
Newlyn Plc,"2,264.98",10/12/2022,GF26,R2423,Corporate Resouces,Council Tax Collection - Fees - Bailiffs VAT In
Newsquest Media Group,"1,600.00",31/10/2022,YS38,R2927,Children's Social Care,Fostering Support - Advertising & Marketing
Newsquest Media Group,"1,600.00",30/11/2022,YS38,R2927,Children's Social Care,Fostering Support - Advertising & Marketing
Next Steps Community Nursery Cic,934.00,01/11/2022,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other
Nhs Southport & Formby Ccg,"4,060.00",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
NonStop Consulting Ltd,"1,008.00",10/01/2023,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,080.00",03/01/2023,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,199.88",13/12/2022,YS41,R4303,Children's Social Care,Independent Reviewing Officers - Payments To Contractor
NonStop Consulting Ltd,"1,581.66",10/01/2023,YS41,R4303,Children's Social Care,Independent Reviewing Officers - Payments To Contractor
NonStop Consulting Ltd,"1,581.66",03/01/2023,YS41,R4303,Children's Social Care,Independent Reviewing Officers - Payments To Contractor
NonStop Consulting Ltd,"1,728.00",17/01/2023,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,728.00",17/01/2023,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,728.00",13/12/2022,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,728.00",10/01/2023,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,728.00",30/12/2022,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,728.00",22/12/2022,YE45,R4303,Children's Social Care,CWD Social Work - Payments To Contractor
NonStop Consulting Ltd,"1,832.76",25/10/2022,YS28,R4303,Children's Social Care,Locality South - Payments To Contractor
NonStop Consulting Ltd,"1,963.44",20/12/2022,YS41,R4303,Children's Social Care,Independent Reviewing Officers - Payments To Contractor
NonStop Consulting Ltd,"1,963.44",17/01/2023,YS41,R4303,Children's Social Care,Independent Reviewing Officers - Payments To Contractor
NonStop Consulting Ltd,"1,963.44",26/01/2023,YS41,R4303,Children's Social Care,Independent Reviewing Officers - Payments To Contractor
North West Gas Services,750.00,18/01/2023,BE81,R2101,Corporate Resouces,Community Health Action Programme Sefton (Chaps) - Minor Works Budget
North West Gas Services,"1,899.00",23/12/2022,PH53,R2101,Health and Wellbeing,Contain Outbreak Management Fund (COMF) - Minor Works Budget
North West Gas Services,"1,899.00",21/12/2022,PH53,R2101,Health and Wellbeing,Contain Outbreak Management Fund (COMF) - Minor Works Budget
North West Gas Services,"1,899.00",10/01/2023,YE90,R2101,Communities,COVID Winter Grant - Minor Works Budget
North West Gas Services,"3,350.00",19/12/2022,YE90,R2101,Communities,COVID Winter Grant - Minor Works Budget
North West Timber Treatments Ltd,572.48,19/01/2023,SG64,R2030,Operational In-House Services,Green Sefton Service - Land Management Cemeteries - Equipment Furniture & Materials
North West Truck Services Ltd,"2,403.36",30/12/2022,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Northern Counties,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Northern Counties,"2,278.52",04/01/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Northern Counties,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Northern Counties,"2,573.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Northern Golf & Sports Ltd,888.00,04/01/2023,SG63,R2354,Operational In-House Services,Green Sefton Service - Bootle Golf - General Provisions
Northern Home Care Ltd,"1,660.75",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Nottingham Rehab Ltd,"3,122.00",22/12/2022,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Nottingham Rehab Ltd,"3,122.00",02/11/2022,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Npower,"220,806.50",15/12/2022,UA01,R1511,Corporate,Corporate Costs - Electricity
Npower,"1,383,662.72",15/12/2022,UA01,R1511,Corporate,Corporate Costs - Electricity
NSL Ltd,542.06,30/12/2022,BC04,R2451,Highways and Public Protection,T+A-Little Esplanade - Fees & Services - Other
NSL Ltd,598.30,30/12/2022,BC30,R3301,Highways and Public Protection,Environmental Enforcement - Hired Transport General
NSL Ltd,611.04,30/12/2022,BC14,R2451,Highways and Public Protection,Sumner Road Formby Car Park - Fees & Services - Other
NSL Ltd,814.24,30/12/2022,BC09,R3301,Highways and Public Protection,DECRIM (CPE) - North - Hired Transport General
NSL Ltd,849.35,30/12/2022,BC22,R2451,Highways and Public Protection,Dunes Leisure Centre Car Park - Fees & Services - Other
NSL Ltd,854.50,30/12/2022,BC03,R2451,Highways and Public Protection,T+A-Floral Hall - Fees & Services - Other
NSL Ltd,"1,175.74",30/12/2022,BC21,R2451,Highways and Public Protection,Bootle Leisure Centre - Fees & Services - Other
NSL Ltd,"1,281.38",30/12/2022,BC05,R3301,Highways and Public Protection,Highway Safety - Parking - Hired Transport General
NSL Ltd,"2,109.64",30/12/2022,BC17,R2451,Highways and Public Protection,"Car Parks-Coastline, Marine Drive - Fees & Services - Other"
NSL Ltd,"2,544.27",30/12/2022,BC20,R2451,Highways and Public Protection,Bootle Multi Storey Car Park - Fees & Services - Other
NSL Ltd,"2,810.50",30/12/2022,BC12,R2451,Highways and Public Protection,"Tulketh Street, Southport - Off Street Car Park - Fees & Services - Other"
NSL Ltd,"3,681.48",30/12/2022,BC11,R2451,Highways and Public Protection,"Derby Road Central 12 Car Park, Southport - Fees & Services - Other"
