SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period January 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Midplant Ltd,"2,278.52",04/01/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Midplant Ltd,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Midplant Ltd,"2,278.52",04/01/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Midplant Ltd,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Midplant Ltd,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Midplant Ltd,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Midplant Ltd,"3,092.28",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Midplant Ltd,"4,312.91",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Midplant Ltd,"7,051.26",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Midplant Ltd,"8,455.85",04/01/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Midplant Ltd,"15,045.71",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Midshires Care Ltd t/a Helping Hands,761.92,10/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Midshires Care Ltd t/a Helping Hands,"1,048.32",10/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Midshires Care Ltd t/a Helping Hands,"1,048.32",10/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Midshires Care Ltd t/a Helping Hands,"2,617.10",10/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Midshires Care Ltd t/a Helping Hands,"2,886.31",10/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Midstream(Westlancs)Ltd,688.80,04/01/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Midstream(Westlancs)Ltd,998.24,04/01/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
MITA,"1,911,100.00",31/01/2023,UB01,R4161,Corporate,Levies - Liverpool Combined Authority (Transport) Levy
MJs Travel,540.00,17/01/2023,AP10,R3371,Adult Social Care,Physical Support - Older People 65+ - Transport Other
MJs Travel,640.00,17/01/2023,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other
Mobility Care Services,500.00,16/01/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Mobility Care Services,500.00,15/12/2022,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Mobility Care Services,780.00,17/01/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Mobility Care Services,796.50,17/01/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Mobility Care Services,864.00,19/01/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Mobility Care Services,"1,630.00",22/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Mobility Care Services,"1,840.00",30/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Mobility Care Services,"1,920.00",22/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Mobility Care Services,"2,180.00",12/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Mobility Care Services,"2,750.00",30/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Monkey Puzzle Day Nursery,"1,271.80",28/11/2022,YS26,R2116,Children's Social Care,Locality North - Personal Needs
Moss View Care Home,"2,095.04",04/01/2023,AP10,R4047,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Nursing Homes
Moss View Care Home,"3,450.24",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Mountbatton Care Limited,500.92,04/01/2023,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Mountbatton Care Limited,512.46,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,531.44,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,540.93,09/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,721.24,09/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,740.22,09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Mountbatton Care Limited,768.69,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,778.18,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,778.18,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,797.16,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,797.16,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,949.00,09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Mountbatton Care Limited,"1,015.43",09/01/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,053.39",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"1,062.88",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,062.88",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,062.88",09/01/2023,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"1,195.74",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,243.19",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,290.64",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,328.60",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,366.56",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,556.36",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"1,594.32",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"2,049.84",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,087.80",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,125.76",09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Mountbatton Care Limited,"2,125.76",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,125.76",09/01/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement
Mountbatton Care Limited,"2,125.76",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,125.76",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"2,125.76",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,201.68",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"2,220.66",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,258.62",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"2,277.60",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,315.56",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"2,353.52",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,391.48",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,467.40",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,505.36",09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Mountbatton Care Limited,"2,571.79",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,581.28",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mountbatton Care Limited,"2,657.20",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
MSDP,513.36,04/01/2023,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support
Municipal Mutual Insurance Ltd,836.63,30/11/2022,TW12,H1004,Corporate Resouces,General Insurance Fund - Ranking - Insurance Claims Paid from Fund
MWDA,"1,587,654.50",08/01/2023,UB01,R4111,Corporate,Levies - Merseyside Recycling & Waste Authority
MWS Technology Ltd,"1,760.00",30/11/2022,BR15,R2868,Economic Growth and Housing,S@W Recharges - Subscriptions
My Care Choice Ltd t/a Right at Home Sefton,546.00,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,565.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,603.25,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,637.00,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,637.00,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,659.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,659.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,659.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,659.50,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,659.50,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,668.50,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,670.50,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,677.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,681.50,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,722.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,778.75,09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
My Care Choice Ltd t/a Right at Home Sefton,820.25,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,868.00,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,870.00,09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
My Care Choice Ltd t/a Right at Home Sefton,882.75,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,895.25,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,899.75,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,906.25,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,920.50,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,921.75,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,944.25,09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
My Care Choice Ltd t/a Right at Home Sefton,989.25,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,000.25",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,037.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,050.00",09/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
My Care Choice Ltd t/a Right at Home Sefton,"1,053.25",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,108.25",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,156.25",09/01/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,171.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,193.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,261.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,323.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,330.00",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,330.00",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,341.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,355.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,565.75",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"1,848.25",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,000.50",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,126.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,184.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,250.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,660.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,660.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,660.00",09/01/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement
My Care Choice Ltd t/a Right at Home Sefton,"2,732.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,732.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,807.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,921.00",09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,921.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,921.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,921.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"2,921.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,038.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,108.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,131.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,131.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,131.50",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,219.25",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
My Care Choice Ltd t/a Right at Home Sefton,"3,697.00",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Myerscough College,"3,996.00",13/12/2022,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16
Nasen,"2,500.00",20/01/2023,EA05,R2451,Education Excellence,3-4 YO Transitional Funding Formula Equalisation - Fees & Services - Other
National Autistic Society,"1,060.00",09/01/2023,EA01,R2784,Education Excellence,Early Years And Childcare - Staff Development Costs
Nationwide Waterslide Services Ltd,600.00,21/09/2022,HS06,R2021,Communities,DSW (Dunes Splashworld) - Equipment - Purchase
Natterjacks Childcare Ltd,"1,027.40",01/12/2022,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other
Natural Breaks Ltd,"1,877.12",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Natural Breaks Ltd,"4,692.80",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Natural Breaks Ltd,"4,692.80",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Natural Breaks Ltd,"7,039.20",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Natural Breaks Ltd,"12,201.28",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
NatWest,642.53,01/02/2023,GF32,R2941,Corporate Resouces,Authority Wide Costs Bank And Audit Fees - Bank Charges
NatWest,697.15,22/01/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs
NatWest,715.00,22/01/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs
NatWest,788.25,01/02/2023,GF32,R2941,Corporate Resouces,Authority Wide Costs Bank And Audit Fees - Bank Charges
NatWest,795.04,29/01/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs
NatWest,913.00,01/02/2023,HA01,R2941,Communities,The Atkinson - Bank Charges
NatWest,973.37,22/01/2023,YS92,R2225,Children's Social Care,"Childrens & Families Administration - Printing, Stationery & General Office Expenses"
NatWest,"1,071.40",16/01/2023,GF32,R2941,Corporate Resouces,Authority Wide Costs Bank And Audit Fees - Bank Charges
NatWest,"1,088.82",29/01/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs
NatWest,"1,148.65",22/01/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
NatWest,"1,186.15",15/01/2023,YS11,R2116,Children's Social Care,Assessment Team - Personal Needs
NatWest,"1,639.12",15/01/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
NatWest,"1,895.90",01/02/2023,GF32,R2941,Corporate Resouces,Authority Wide Costs Bank And Audit Fees - Bank Charges
NatWest,"2,470.50",15/01/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs
NatWest,"2,541.88",01/02/2023,GF32,R2941,Corporate Resouces,Authority Wide Costs Bank And Audit Fees - Bank Charges
NatWest,"2,566.15",15/01/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
NatWest,"2,907.94",08/01/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
NatWest,"3,310.00",08/01/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs
NatWest,"4,006.15",29/01/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
Nazareth House Rh,"-25,553.56",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"-2,389.70",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"-2,278.52",04/01/2023,AG25,R4045,Adult Social Care,Social Support : Support For Social Isolation / Other - Residential - Short Term
Nazareth House Rh,"-1,871.64",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"-1,627.51",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"2,243.61",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"2,278.52",04/01/2023,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes
