Body Name,Body,Service Label,Service Code,Service Division Label,Service Division Code,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,CC 43 TBM Section,CCN 43 TBM Section,CC 02 Council or Non Council,Net Amount,Capital and Revenue,Creditor Name
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Homelessness,HML,Supplies and Services,E,Equip't Furniture n Materials,EA,03/05/2023,PAY01672065,ASSA,Hostel Accommodation,COUN,900.00,Revenue,Absolute Home Textiles Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,12/05/2023,PAY01674581,HHSS,Head of Strategy & Supply,COUN,2886.25,Capital,Access & Automation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,Commission & Service Delivery,CMM,Supplies and Services,E,Communications n Computing,EH,26/05/2023,PAY01678785,CONT,Contracts,COUN,1229.48,Revenue,Access UK Limited 
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Supplies and Services,E,Communications n Computing,EH,19/05/2023,PAY01676425,HOME,Home Care,COUN,1784.14,Revenue,Access UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Mgmt and Support Services,EMG,Supplies and Services,E,Communications n Computing,EH,24/05/2023,PAY01677491,EYBC,EYB Centrally retained Nursery,COUN,16401.55,Revenue,Access UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01672008,PHYS,Physical Support,COUN,8286.76,Revenue,Accomplish Group
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679986,PHYS,Physical Support,COUN,8286.76,Revenue,Accomplish Group
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Housing Services GF,4HG,New Construction n Conversion,PB,New Construction n Conversion,PBL5,31/05/2023,PAY01679867,PSHG,Private Sector Housing,COUN,6946.24,Capital,Ace Glass (Southern) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Planning and Development,BVAPLA,Building Control,BLD,Supplies and Services,E,Services,EF,19/05/2023,PAY01676986,DEVP,Development Planning,COUN,3360.00,Revenue,ACE Scaffolding Contractors Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Ed Other LA Attrib Sch,ELA,Transport Related,D,Other Transport Costs,DG,19/05/2023,PAY01676170,HTST,Home to School Transport,COUN,6622.70,Revenue,Ace Travel Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,03/05/2023,PAY01671769,LDCC,Learning Disability Comm Care,COUN,-8021.70,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671769,LDCC,Learning Disability Comm Care,COUN,257980.56,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Customer n Client Receipts,M,Fees n Charges,MB,03/05/2023,PAY01671769,MENH,Mental Health Support,COUN,-88.00,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671769,MENH,Mental Health Support,COUN,22387.11,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,03/05/2023,PAY01671769,PHYS,Physical Support,COUN,-52.00,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671769,PHYS,Physical Support,COUN,6659.72,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01672317,LDCC,Learning Disability Comm Care,COUN,-7020.20,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01672317,LDCC,Learning Disability Comm Care,COUN,153573.24,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,31/05/2023,PAY01679665,LDCC,Learning Disability Comm Care,COUN,-7346.46,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679665,LDCC,Learning Disability Comm Care,COUN,256816.96,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Customer n Client Receipts,M,Fees n Charges,MB,31/05/2023,PAY01679665,MENH,Mental Health Support,COUN,-88.00,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679665,MENH,Mental Health Support,COUN,11657.08,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,31/05/2023,PAY01679665,PHYS,Physical Support,COUN,-52.00,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679665,PHYS,Physical Support,COUN,6659.72,Revenue,Achieve Together Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Planning and Development,BVAPLA,Economic Development,ECD,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677544,ECOD,Economic Development,COUN,6000.00,Revenue,Acopia Group Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01672434,LDCC,Learning Disability Comm Care,COUN,-2432.70,Revenue,Acorn (Watford) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01672434,LDCC,Learning Disability Comm Care,COUN,29974.84,Revenue,Acorn (Watford) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Residential Svcs,FLR,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677652,CHPL,Children`s Placements,COUN,49092.12,Revenue,Acorn Care & Education Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Premises Related,C,Cleaning n Domestic Supps,CH,26/05/2023,PAY01678442,FABS,Facilities & Building Services,COUN,1026.89,Revenue,Acorn Environmental
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed EY Central,EAE,Supplies and Services,E,Grants n Subscriptions,EK,03/05/2023,PAY01671853,EYCH,EY Children Cent Nurse & Ccare,COUN,600.00,Revenue,ACPH Ltd T/a Hopscotch 
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Special Ed,EKE,Supplies and Services,E,Grants n Subscriptions,EK,05/05/2023,PAY01672451,HNBA,HNB Add Supp fund 2 3 & 4 year,COUN,375.38,Revenue,ACPH Ltd T/a Hopscotch 
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed EY PVI,ENP,Supplies and Services,E,Grants n Subscriptions,EK,24/05/2023,PAY01677365,EYBA,EYB Add Supp fund 2 3 & 4 year,COUN,1978.52,Revenue,ACPH Ltd T/a Hopscotch 
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,Social Care Activities,ACM,Supplies and Services,E,Services,EF,03/05/2023,PAY01672030,ASIT,Assessment and SIT,COUN,2044.00,Revenue,Action First Assessments Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,Social Care Activities,ACM,Supplies and Services,E,Services,EF,05/05/2023,PAY01673041,ASIT,Assessment and SIT,COUN,415.00,Revenue,Action First Assessments Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,Social Care Activities,ACM,Supplies and Services,E,Services,EF,17/05/2023,PAY01675645,ASIT,Assessment and SIT,COUN,2075.00,Revenue,Action First Assessments Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,31/05/2023,PAY01679980,LDCC,Learning Disability Comm Care,COUN,-1048.00,Revenue,Active Prospects
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679980,LDCC,Learning Disability Comm Care,COUN,-33316.45,Revenue,Active Prospects
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679980,MENH,Mental Health Support,COUN,35464.16,Revenue,Active Prospects
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Highways and Transportation,BVAHRT,Parking Services,PRK,Premises Related,C,Repair Maint n Alterations,CA,19/05/2023,PAY01676176,PARK,Parking Services,COUN,330.00,Revenue,Active Pump Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Premises Related,C,Repair Maint n Alterations,CA,12/05/2023,PAY01674902,HREM,Repairs & Maintenance,COUN,19310.24,Revenue,Acumen Waste Services Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,10/05/2023,PAY01673739,HHIA,Housing Invt & Asset Mngmnt,COUN,4776.94,Capital,AD Construction Group Architectural Decorators Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,26/05/2023,PAY01678287,HHIA,Housing Invt & Asset Mngmnt,COUN,7363.29,Capital,AD Construction Group Architectural Decorators Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,31/05/2023,PAY01679809,HHIA,Housing Invt & Asset Mngmnt,COUN,106799.35,Capital,AD Construction Group Architectural Decorators Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01672435,PHYS,Physical Support,COUN,-4494.24,Revenue,Adelaide Nursing Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01672435,PHYS,Physical Support,COUN,37163.44,Revenue,Adelaide Nursing Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Planning and Development,BVAPLA,Building Control,BLD,Supplies and Services,E,Services,EF,10/05/2023,PAY01673676,DEVP,Development Planning,COUN,248.67,Revenue,Adur District Council
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Memory Cognition Support,MEM,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01673135,COGN,Memory Cognition Support,COUN,-706.68,Revenue,Affectionate Healthcare Limited t/a Barons Down
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Memory Cognition Support,MEM,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01673135,COGN,Memory Cognition Support,COUN,3389.00,Revenue,Affectionate Healthcare Limited t/a Barons Down
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01673135,PHYS,Physical Support,COUN,-1407.56,Revenue,Affectionate Healthcare Limited t/a Barons Down
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01673135,PHYS,Physical Support,COUN,13840.48,Revenue,Affectionate Healthcare Limited t/a Barons Down
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Fostering,FLF,Supplies and Services,E,Services,EF,31/05/2023,PAY01680265,CHIC,Fostering and Adoption,COUN,875.00,Revenue,Afrori Books
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Corporate and Democratic Core,CDC,Supplies and Services,E,Grants n Subscriptions,EK,31/05/2023,PAY01679713,REVS,Revenues and Benefits,COUN,8000.00,Revenue,"Age UK West Sussex, Brighton & Hove"
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01673450,PHYS,Physical Support,COUN,-655.52,Revenue,Agecare MG1 Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01673450,PHYS,Physical Support,COUN,4284.00,Revenue,Agecare MG1 Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Sport and Recreation,4RC,New Construction n Conversion,PB,New Construction n Conversion,PBL5,26/05/2023,PAY01679479,CIPK,City Parks,COUN,20739.42,Capital,Aggregate Industries UK Ltd t/a Spadeoak
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671814,PHYS,Physical Support,COUN,9889.36,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,17/05/2023,PAY01675318,LDCC,Learning Disability Comm Care,COUN,218.84,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Memory Cognition Support,MEM,Third Party Payments,F,Other Establishments,FH,17/05/2023,PAY01675318,COGN,Memory Cognition Support,COUN,707.12,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,17/05/2023,PAY01675318,MENH,Mental Health Support,COUN,1995.76,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,17/05/2023,PAY01675318,PHYS,Physical Support,COUN,12709.90,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677308,LDCC,Learning Disability Comm Care,COUN,278.49,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Memory Cognition Support,MEM,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677308,COGN,Memory Cognition Support,COUN,728.18,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677308,MENH,Mental Health Support,COUN,1840.56,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677308,PHYS,Physical Support,COUN,13711.80,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679707,PHYS,Physical Support,COUN,9889.36,Revenue,Agincare UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Management Services (DEC),MGT,Supplies and Services,E,Services,EF,24/05/2023,PAY01677226,LFEE,Legal Fees,COUN,870.00,Revenue,Alianda Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Ed Other Other,ENF,Third Party Payments,F,Other Establishments,FH,19/05/2023,PAY01676610,HNBO,HNB E&S Other,COUN,360.00,Revenue,Alice Mallorie Therapy Services
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,17/05/2023,PAY01675524,PHYS,Physical Support,COUN,30186.08,Revenue,Alina Homecare Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,24/05/2023,PAY01677534,PHYS,Physical Support,COUN,12100.00,Revenue,Alina Homecare Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679930,PHYS,Physical Support,COUN,28539.14,Revenue,Alina Homecare Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Indirect Employees,B,Training,BM,24/05/2023,PAY01677893,ORGD,Organisational Development,COUN,416.67,Revenue,Alium Training Ltd.
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Services to the Public,BVACEN,Elections,ELE,Premises Related,C,Rents Payable,CC,19/05/2023,PAY01676101,ELEC,Elections,COUN,250.00,Revenue,All Saints Hove
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Public Health,BVAPHE,Community Safety,CMY,Premises Related,C,Rents Payable,CC,19/05/2023,PAY01676101,SCOM,Safer Communties,COUN,30.00,Revenue,All Saints Hove
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Premises Related,C,Repair Maint n Alterations,CA,03/05/2023,PAY01671819,HTEN,Tenancy Services,COUN,240.00,Revenue,All Sussex Rubbish Clearance
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Premises Related,C,Repair Maint n Alterations,CA,19/05/2023,PAY01676171,HTEN,Tenancy Services,COUN,300.00,Revenue,All Sussex Rubbish Clearance
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Premises Related,C,Repair Maint n Alterations,CA,24/05/2023,PAY01677315,HTEN,Tenancy Services,COUN,420.00,Revenue,All Sussex Rubbish Clearance
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Libs Culture and Hertage,4LH,New Construction n Conversion,PB,New Construction n Conversion,PBL5,26/05/2023,PAY01679334,RPMU,Royal Pavilion and Museums,COUN,6404.00,Capital,Allen Scott Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Customer n Client Receipts,M,Fees n Charges,MB,03/05/2023,PAY01671991,MENH,Mental Health Support,COUN,-22.20,Revenue,Alliance Home Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671991,MENH,Mental Health Support,COUN,1596.44,Revenue,Alliance Home Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Customer n Client Receipts,M,Fees n Charges,MB,05/05/2023,PAY01672860,MENH,Mental Health Support,COUN,-483.20,Revenue,Alliance Home Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,05/05/2023,PAY01672860,MENH,Mental Health Support,COUN,5597.72,Revenue,Alliance Home Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,31/05/2023,PAY01679962,MENH,Mental Health Support,COUN,1596.44,Revenue,Alliance Home Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Memory Cognition Support,MEM,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671800,COGN,Memory Cognition Support,COUN,291.16,Revenue,Allied Healthcare
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671800,MENH,Mental Health Support,COUN,304.60,Revenue,Allied Healthcare
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671800,PHYS,Physical Support,COUN,5422.21,Revenue,Allied Healthcare
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Sensory Support,AHV,Third Party Payments,F,Other Establishments,FH,03/05/2023,PAY01671800,SORY,Sensory Support,COUN,13.56,Revenue,Allied Healthcare
