Month,Supplier,Account Code,Transaction Ref,£
Apr,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAMAACHP3AAT,16553.8
Apr,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAMAACHUvAAJ,1731.85
Apr,EDGENEXUS LTD - MARLOW,IS Support & Maintenance,AAAplkAALAACNuhAAW,9262
Apr,EDGENEXUS LTD - MARLOW,IS Support & Maintenance,AAAplkAALAACNuhAAX,10890
Apr,EE LTD - AIRTIME,Mobile Phone,AAAplkAAMAACD8cAAN,18302.49
Apr,EE LTD - AIRTIME,Mobile Phone,AAAplkAAMAACD8cAAQ,6710.83
Apr,EE LTD - AIRTIME,Mobile Phone,AAAplkAAFAADCWHAAA,18212.94
Apr,ELIS UK LTD,Laundry,AAAplkAAMAACHLjAAA,915.86
Apr,ELIS UK LTD,Laundry,AAAplkAAMAACHLjAAB,1265.34
Apr,Endura Ltd,Uniform,AAAplkAAFAADCRWAAD,899
Apr,EON Next Energy Ltd - PO Box 10909,Electricity,AAAplkAAFAADCVvAAH,2269.44
Apr,EON UK ENERGY SERVICES LTD - NPOWER,Electricity,AAAplkAAMAACHL5AAG,7058.99
Apr,EQUATION NOTTINGHAMSHIRE,Commissioned Services,AAAplkAAMAACHKXAAa,3031.64
Apr,EVACUSAFE LTD,External Training Courses,AAAplkAAMAACHQHAAO,750
Apr,Evolve Nottingham CIC,Commissioned Services,AAAplkAAMAACHMOAAA,11161.74
Apr,FLOGAS BRITAIN LTD,Heating Fuel Oil,AAAplkAAMAACHVuAAE,3733.05
Apr,FLOGAS BRITAIN LTD,Heating Fuel Oil,AAAplkAAFAADCSCAAI,976.4
Apr,FORCE IT SOLUTIONS LTD,Software Application,AAAplkAAMAACHTyAAU,3850
Apr,FORD MOTOR COMPANY LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAFAADFVfAAF,546.79
Apr,FRANCOTYP-POSTALIA LTD - POSTBASE,Postage Costs,AAAplkAAMAACHM3AAE,1000
Apr,FRANCOTYP-POSTALIA LTD - POSTBASE,Postage Costs,AAAplkAAMAACHMqAAE,3000
Apr,Fuchs Lubricants UK (PLC),Vehicle Maintenance,AAAplkAAFAADCWVAAA,1607.2
Apr,FWP PLUMBERS NOTTINGHAM LTD,Reactive Building Works,AAAplkAAMAACHP9AAG,1314.66
Apr,Gallagher Basset International Ltd,Insurance Claims Provision,AAAplkAAMAACHLjAAE,6782.68
Apr,GALLAGHER BASSETT - FEES,Brokers & Claim Handling Fees,AAAplkAAFAADFPaAAA,3990
Apr,GALLAGHER BASSETT - GALLAGHER,Brokers & Claim Handling Fees,AAAplkAAMAACHMOAAB,1018.82
Apr,GARRAN LOCKERS LTD,Furniture,AAAplkAAFAADFU/AAF,1490.64
Apr,GEDLING BOROUGH COUNCIL,Rent,AAAplkAAMAACHL7AAX,8120.63
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAI,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAJ,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAK,3614.37
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAB,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAF,5917.79
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAC,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAA,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAH,1902.68
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAE,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAD,4746.38
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAG,5917.75
Apr,Gelder Ltd,Condition Survey Works,AAAplkAAMAACD8gAAL,5917.75
Apr,GEMCO SERVICE LTD,Vehicle Workshop Equipment,AAAplkAAMAACD8kAAO,1774.5
Apr,GEO HANSON & SONS HUCKNALL LTD,Operational Consum Equip/Mtn,AAAplkAAFAADFVdAAG,1267.2
Apr,Graham Fulford Charitable Trust,Wellbeing,AAAplkAAFAADFVdAAP,1500
Apr,Graham Fulford Charitable Trust,Wellbeing,AAAplkAAFAADFVdAAM,8730
Apr,Graham Fulford Charitable Trust,Wellbeing,AAAplkAAFAADFVdAAO,510
Apr,GRIFFEYE TECHNOLOGIES AB,Software Licences,AAAplkAAFAADCSwAAF,28490
Apr,HARMLESS CIC,External Training Courses,AAAplkAAFAADFMJAAE,796.5
Apr,HARMLESS CIC,External Training Courses,AAAplkAAFAADFMJAAC,796.5
Apr,HARMLESS CIC,External Training Courses,AAAplkAAFAADFMJAAA,796.5
Apr,HEALTHWORK GROUP LTD,Employee Medical Costs,AAAplkAAFAADCSYAAA,3240
Apr,Humble Associates Limited,Doctors Statements,AAAplkAAFAADCRmAAA,850
Apr,ICCA ENTERPRISES CIC,Hire of Rooms/Premises,AAAplkAAMAACHPhAAD,5830
Apr,ICVA,Subscriptions,AAAplkAAMAACHUnAAA,1000
Apr,IMARA,Commissioned Services,AAAplkAALAACNuVAAa,25698.56
Apr,IMARA,Commissioned Services,AAAplkAALAACNuVAAE,1240.75
Apr,IMARA,Commissioned Services,AAAplkAALAACNuVAAY,3416.72
Apr,IMARA,Commissioned Services,AAAplkAALAACNuVAAc,902.83
Apr,INCHCAPE RETAIL LTD,Vehicle Maintenance,AAAplkAAMAACHUSAAG,545.3
Apr,Integrated Building Management Systems Ltd,Annual Servicing,AAAplkAAMAACHPhAAD,1960.5
Apr,J & S ACCESSORIES LTD - NOTTINGHAM,Operational Consum Equip/Mtn,AAAplkAAFAADCUvAAA,746.57
Apr,JACKSONS RECOVERY LTD - STECHFORD,Vehicle Recovery Costs,AAAplkAAFAADCX5AAN,1190
Apr,JC APPLICATIONS DEVELOPMENT LTD,Software Licences,AAAplkAAFAADCV5AAM,6121
Apr,Juno Women's Aid,Commissioned Services,AAAplkAAMAACHQbAAO,24488.98
Apr,KAYS MEDICAL LTD,Wellbeing,AAAplkAAMAACHL7AAU,6000
Apr,KAYS MEDICAL LTD,Wellbeing,AAAplkAAFAADFQKAAG,693.6
Apr,KAYS MEDICAL LTD,Wellbeing,AAAplkAAFAADFQKAAJ,693.6
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAALAACNqrAAK,1026.52
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAALAACNqrAAL,2799.6
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAALAACNqrAAM,2706.28
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAALAACNqrAAN,1539.78
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAALAACNqrAAC,1132.5
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAALAACNqrAAF,906
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAFAADCSeAAA,555.75
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAFAADCSeAAB,1115
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAFAADCSeAAC,1111.5
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAFAADCSeAAE,555.75
Apr,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAFAADCSeAAJ,500.2
Apr,KORN FERRY (UK) LTD,Professional Fees,AAAplkAAFAADCVvAAE,1370
Apr,LAMBERT SMITH HAMPTON - NOTTINGHAM,Fees Planned,AAAplkAAFAADCS8AAN,4000
Apr,LAMBERT SMITH HAMPTON - NOTTINGHAM,Fees Planned,AAAplkAAFAADCS8AAO,5000
Apr,LAVAT CONSULTING LTD,Professional Fees,AAAplkAALAACQSlAAa,2250
Apr,LEICA GEOSYSTEMS LTD,External Training Courses,AAAplkAAFAADCS8AAd,1485
Apr,LEICA GEOSYSTEMS LTD,External Training Courses,AAAplkAAFAADCS8AAe,1485
Apr,LEVA INTERNATIONAL INC,External Training Courses,AAAplkAAMAACHQbAAK,1800.58
Apr,LEVA INTERNATIONAL INC,External Training Courses,AAAplkAAMAACHQbAAM,3601.15
Apr,LINK Mobility UK Ltd,Network Services,AAAplkAAMAACHPbAAA,1184.04
Apr,LINK TREASURY SERVICES LTD - LONDON,Treasury Costs,AAAplkAAMAACHUnAAF,585
Apr,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACD8kAAf,4701.5
Apr,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAFAADCScAAb,1135.86
Apr,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACHMMAAH,1668.3
Apr,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAFAADCSsAAQ,2420.56
Apr,M & E ACCIDENT REPAIR CENTRE LTD,Vehicle Maintenance,AAAplkAAFAADCSMAAe,639.3
Apr,MACILDOWIE ASSOCIATES LTD,Agency/Temp Staff,AAAplkAAMAACD7sAAH,1904.76
Apr,MACOI LTD,Furniture,AAAplkAAMAACHPtAAY,13338.04
Apr,MACOI LTD,Furniture,AAAplkAALAACNqrAAQ,1437.72
Apr,MACOI LTD,Furniture,AAAplkAALAACNqrAAR,2904
Apr,MALTY CROSS LTD,Hire of Rooms/Premises,AAAplkAAFAADCSwAAA,7680
Apr,Mansfield District council - Chesterfield Rd,Partnership Contributions,AAAplkAAMAACHT7AAc,10250
Apr,Mansfield District council - Chesterfield Rd,Commissioned Services,AAAplkAAFAADCWhAAe,5700
Apr,Marlowe Fire & Security Limited,Reactive Building Works,AAAplkAAFAADCR4AAR,955
Apr,Marlowe Fire & Security Limited,Reactive Building Works,AAAplkAAFAADFUPAAY,894.07
Apr,MARSHALL MOTOR GROUP LTD,Vehicle Maintenance,AAAplkAAMAACHQNAAW,1396.85
Apr,MAZARS LLP,Internal Audit Fee,AAAplkAAFAADFIgAAA,21150
Apr,MC PRODUCTS UK LTD,Uniform,AAAplkAAMAACHUYAAK,885
Apr,MC PRODUCTS UK LTD,Uniform,AAAplkAAMAACHUYAAM,501
Apr,MEDICAL GAS SOLUTIONS LTD,Uniform,AAAplkAAFAADCUMAAV,517.3
Apr,Mertrux Ltd,Vehicle Maintenance,AAAplkAAFAADFU/AAI,666
Apr,Mertrux Ltd,Vehicle Maintenance,AAAplkAAFAADCVpAAe,755.64
Apr,Mertrux Ltd,Vehicle Maintenance,AAAplkAAFAADCXpAAc,555.69
Apr,Miller Freeman And Sons (Nottingham) Ltd,Costs From Annual Servicing,AAAplkAAMAACHL8AAY,19995.77
Apr,MIVEN LTD,Rent,AAAplkAAMAACD7mAAB,105071.46
Apr,MIVEN LTD,Water Services,AAAplkAAMAACD7mAAA,784.59
Apr,MLL TELECOM,Network Services,AAAplkAAFAADFVfAAP,1522.4
Apr,MOTOR ACCIDENT PROTECTION SERVICES LTD - 2,Vehicle Insurance,AAAplkAAMAACHLfAAA,13530
Apr,MOTOR ACCIDENT PROTECTION SERVICES LTD - 2,Vehicle Insurance,AAAplkAAMAACHLfAAB,1623.6
Apr,NEC SOFTWARE SOLUTIONS UK LTD,Software Licences,AAAplkAAMAACD8kAAC,24823
Apr,Nice Systems Uk Ltd,Professional Fees,AAAplkAAFAADFQyAAU,1753.47
Apr,Nice Systems Uk Ltd,Professional Fees,AAAplkAAFAADFQyAAR,1637.35
Apr,Nice Systems Uk Ltd,Software Licences,AAAplkAAFAADFQyAAW,7013.87
Apr,Nigel Best,External Training Courses,AAAplkAAMAACD80AAK,2000
Apr,Nigel Best,External Training Courses,AAAplkAAFAADFHoAAI,3500
Apr,NOMINET UK,PNC Costs,AAAplkAALAACNqJAAC,863.38
Apr,Normanton on Soar Jubilee Field,Hire of Rooms/Premises,AAAplkAAMAACHTlAAA,1500
Apr,Normanton on Soar Jubilee Field,Hire of Rooms/Premises,AAAplkAAMAACHTlAAB,2400
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 1,Operational Consum Equip/Mtn,AAAplkAAFAADCRoAAA,28975.5
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 1,Partnership Grants,AAAplkAAMAACD8cAAL,4079.41
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 1,Partnership Grants,AAAplkAAMAACHMNAAF,58333.33
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 1,Partnership Grants,AAAplkAALAACQN8AAA,6750
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 1,Commissioned Services,AAAplkAAFAADCRoAAC,28284
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 1,Commissioned Services,AAAplkAAFAADCRoAAE,293876
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 2,Partnership Grants,AAAplkAAFAADFPmAAA,10000
Apr,NOTTINGHAM CITY COUNCIL - LOXLEY HOUSE 2,Partnership Grants,AAAplkAAFAADFPmAAC,10000
Apr,Nottingham Consultants Limited (NCL),Commissioned Services,AAAplkAAFAADFH0AAA,17147.5
Apr,NOTTINGHAM INDEPENDENT DOMESTIC ABUSE SERVICE,Commissioned Services,AAAplkAAFAADFVdAAc,5514.83
Apr,NOTTINGHAM INDEPENDENT DOMESTIC ABUSE SERVICE,Commissioned Services,AAAplkAAFAADFVdAAE,9625
Apr,NOTTINGHAM INDUSTRIAL CLEANERS LTD,Contract Cleaning,AAAplkAAFAADCWXAAf,538.7
Apr,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Planned Building Works,AAAplkAAMAACHUnAAO,794
Apr,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Rent,AAAplkAAMAACHP9AAY,5000
Apr,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Vehicle Cleaning,AAAplkAAMAACHQNAAT,1250
Apr,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Corporate Hospitality,AAAplkAAMAACHMZAAA,683.4
Apr,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Partnership Grants,AAAplkAAMAACD9PAAH,109000
Apr,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Partnership Grants,AAAplkAAMAACHKnAAU,19756.67
Apr,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Commissioned Services,AAAplkAAFAADFPmAAE,13944
Apr,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Commissioned Services,AAAplkAAFAADFPmAAF,5000
Apr,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,Commissioned Services,AAAplkAAFAADCRsAAD,4807.92
Apr,NOTTINGHAMSHIRE SEXUAL VIOLENCE SUPPORT SERV,Commissioned Services,AAAplkAAMAACHUBAAT,78941.15
Apr,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Pathologists Fees,AAAplkAAMAACHL9AAK,975.85
Apr,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Pathologists Fees,AAAplkAAFAADFIgAAO,1045.78
Apr,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Body Retention,AAAplkAAMAACHL9AAN,2897.72
Apr,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Body Retention,AAAplkAAFAADFIgAAL,3704.68
Apr,NSEP CIC,Software Licences,AAAplkAAFAADCSKAAE,78740
Apr,O Heap & Son (Derby) Ltd,Vehicle Maintenance,AAAplkAAMAACHP9AAb,530
Apr,O'Brien Contractors Ltd,Building Works - Main Contract,AAAplkAALAACQVaAAA,97864.39
Apr,OEC EUROPE HOLDINGS LTD,Vehicle Maintenance,AAAplkAALAACQS1AAD,9781.79
Apr,OPCC FOR DERBYSHIRE,External Training Courses,AAAplkAAMAACHQXAAF,3000
Apr,OPCC FOR DERBYSHIRE,Legal Costs,AAAplkAAFAADFIkAAa,1070
Apr,OPCC FOR DERBYSHIRE,Legal Costs,AAAplkAAFAADFVdAAU,5738.56
Apr,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAMAACHTlAAJ,969.95
Apr,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAMAACHTlAAL,2615.28
Apr,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAMAACHTlAAK,2832.52
Apr,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAFAADFVfAAM,9942
Apr,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAFAADFVfAAK,520
Apr,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAMAACHTlAAF,8536
Apr,OPCC FOR DERBYSHIRE,Mutual Aid,AAAplkAAMAACHTlAAD,2108.11
Apr,OPCC FOR DERBYSHIRE,Vehicle Insurance,AAAplkAAFAADFVfAAI,11502.7
